Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Note,Keys,loc_ID,Longitude,Latitude,Match Score
Stanislaus County (BHRS),Detention Day Reporting Center (DRC),,801 11th Street,,,Modesto,CA,95354,(209)567-4120,,SAF/SA/OP/OIT/CT/NP/AH/CJ/YAD/ADLT/FEM/MALE/,5377CA95354,-120.99744851747411,37.639532246459005,100.0
Stanislaus County (BHRS),Genesis Narcotic Replacement Therapy,,800 Scenic Drive,Building 4,,Modesto,CA,95350,(209)525-6146,Methadone Clients Only,SAF/SA/DT/MM/DM/OTPA/OP/OD/OMB/OIT/ORT/CT/SF/MD/PI/MI/AH/SP/PW/WN/MN/DV/YAD/ADLT/FEM/MALE/,2802CA95350,-120.98380797588443,37.647222474984396,100.0
College Community Services,,,16940 State Highway 14,Suite F,,Mojave,CA,93501,(661)824-5020,,MHSAF/SA/OP/OIT/ORT/CT/SF/MC/SP/CO/CJ/ADLT/FEM/MALE/,1962CA93501,-118.17474908110432,35.06897843678893,100.0
Living Proof Recovery Center,,,324 West Foothill Boulevard,Suite 102,,Monrovia,CA,91016,(626)205-2518 Intake: (626)524-9054,,MHSAF/SA/OP/OIT/ORT/CT/SF/MC/SI/PI/MI/SS/CHLD/ADLT/FEM/MALE/,1888CA91016,-118.00643602293283,34.151262549753845,100.0
Santa Anita Family Service,Chemical Dependency Programs,,605 South Myrtle Avenue,,,Monrovia,CA,91016,(626)359-9358x26 Intake: (626)359-9358,,SAF/SA/OP/OIT/ORT/SF/SP/AD/CHLD/YAD/ADLT/FEM/MALE/,3618CA91016,-118.00096062850255,34.14557966131045,100.0
CA Diversion Intervention Foundation,(CDIF),,819 West Whittier Boulevard,Office 200,,Montebello,CA,90640,(800)842-9089,,SAF/SA/OP/ORT/CT/SF/SS/TRMA/DV/YAD/ADLT/FEM/MALE/,8927CA90640,-118.10894465669031,34.01016291742716,100.0
Community Hospital of the Monterey,Peninsula/Behavioral Health Services,,576 Hartnell Street,Suite 300,,Monterey,CA,93940,(831)625-4600 Intake: (831)373-0924,,MHSAF/SA/DT/BU/NXN/OP/OD/OIT/ORT/SF/MC/PI/MI/YAD/ADLT/FEM/MALE/,8752CA93940,-121.89551420598093,36.59595265360353,100.0
Valley Health Associates,,,114 Webster Street,,,Monterey,CA,93940,(831)372-8392 Intake: (831)424-6655x10,,SAF/SA/OP/ORT/SF/MD/SI/PI/ATR/AH/CO/GL/VET/ADM/MF/CJ/SE/MN/XA/DV/YAD/ADLT/FEM/MALE/,7029CA93940,-121.89483057795782,36.595760163197156,100.0
Sunrise Alcohol and Drugs Rehab Center,,,12125 Day Street,Suite E-315,,Moreno Valley,CA,92557,(951)683-0633,,SAF/SA/OP/OIT/ORT/SF/MD/SS/SP/AD/PW/WN/MN/CHLD/ADLT/FEM/MALE/,1276CA92557,-117.28524902709073,33.944204018425296,100.0
Advent Group Ministries,Saint John Home,,,,,Morgan Hill,CA,95037,(408)281-0708 Intake: (408)281-0708x107,,SAF/SA/RES/RL/SF/CO/CJ/AD/TRMA/XA/CHLD/MALE/,6549CA95037,-121.64901999999996,37.13163000000004,100.0
Advent Group Ministries,Step Up Outpatient,,17666 Crest Avenue,Rooms 103 105 106 and 107,,Morgan Hill,CA,95037,(408)281-0708 Intake: (408)281-0708x133,,SAF/SA/OP/OIT/ORT/CT/SF/PA/CO/CJ/AD/CHLD/FEM/MALE/,4390CA95037,-121.66120147656626,37.12863523506885,100.0
Advent Group Ministries,Summit Ranch,,1200 West Edmundson Avenue,,,Morgan Hill,CA,95037,(408)281-0708x107,,SAF/SA/RES/RL/SF/PI/AD/CHLD/FEM/,9152CA95037,-121.66186689476568,37.104821767241006,100.0
Central High School,,,85 Tilton Avenue,,,Morgan Hill,CA,95037,(408)201-6300 Intake: (408)272-6518,,SAF/SA/OP/ORT/MD/SI/PI/AD/CHLD/ADLT/FEM/MALE/,9542CA95037,-121.67833406556343,37.15349656862861,100.0
Pathway Society Inc,South County Outpatient,,16433 Monterey Road,Suite 140,,Morgan Hill,CA,95037,(408)782-6300,,MHSAF/SA/OP/OIT/ORT/SI/SP/FX/CO/CJ/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/F4/,8740CA95037,-121.6461499682652,37.11843707079189,100.0
Community Health Awareness Council,Alcohol and Drug Treatment,,590 West El Camino Street,,,Mountain View,CA,94040,(650)965-2020x113 Intake: (650)965-2020,,MHSAF/SA/OP/OIT/ORT/SF/SS/CO/CJ/AD/WN/MN/CHLD/YAD/ADLT/FEM/MALE/,7364CA94040,-122.08144870683614,37.38464779098738,92.06
MFI Recovery Center,,,24885 Whitewood Road,Suite 105,,Murrieta,CA,92563,(951)698-8558 Intake: (800)923-5634,,MHSAF/SA/OP/OIT/ORT/CT/SF/PI/SS/PA/SP/CO/AD/WN/MN/YAD/ADLT/FEM/MALE/,9155CA92563,-117.17891662250234,33.577936181601984,100.0
Temecula Valley Treatment Center,,,40700 California Oaks Road,Suites 201and 202,,Murrieta,CA,92562,(951)894-5072,Methadone and Buprenorphine Clients Only,SAF/SA/DT/MM/DM/BU/OTPA/OP/OD/OMB/ORT/CT/SF/MD/MC/SI/PI/SS/AH/SP/YAD/ADLT/FEM/MALE/,7763CA92562,-117.20448480285371,33.57064006947205,100.0
Aldea Inc,Aldea Community Behavioral Health Serv,,2310 1st Street,,,Napa,CA,94559,(707)255-1855,,SAF/SA/OP/ORT/NP/PA/AD/CHLD/FEM/MALE/,4244CA94559,-122.29888700987159,38.29806112139399,100.0
Alternatives for Better Living,,,701 School Street,,,Napa,CA,94559,(707)226-1248 Intake: (707)226-1248x114,,MHSAF/SA/OP/OIT/ORT/SF/SP/YAD/ADLT/FEM/MALE/,3351CA94559,-122.28809849465642,38.295516878504046,100.0
Lloyd Wolfe Juvenile Justice Network,Wolfe Center,,2310 1st Street,,,Napa,CA,94559,(707)255-1855x110 Intake: (707)255-1855x101,,SAF/SA/OP/ODT/OIT/ORT/SF/SI/SS/PA/SP/AD/CHLD/FEM/MALE/,4244CA94559,-122.29888700987159,38.29806112139399,100.0
McAlister Institute for Treatment and McAlister Institute Resid Program,,,2100 Napa Vallejo Highway,Building 253 M1-M2,,Napa,CA,94558,(707)257-1460 Intakes: (707)253-4063 (707)257-7395,,SAF/SA/DT/RES/RS/RL/RD/SF/SS/PA/SP/YAD/ADLT/FEM/MALE/,2835CA94558,-122.26702303731207,38.27777599370003,100.0
Napa County Health and Human Services,Alcohol/Drug Program Services Division,,2344 Old Sonoma Road,,,Napa,CA,94559,(707)299-2151 Intake: (707)253-4063,,SAF/SA/VTRL/OP/ODT/OIT/ORT/SF/MD/MC/PI/AH/SP/CO/CJ/PW/WN/MN/YAD/ADLT/FEM/MALE/,9490CA94559,-122.297240971726,38.28779752286527,100.0
McAlister Institute for Trt and Educ,South Bay Womens Recovery Center,,2414 Hoover Street,Suite C,,National City,CA,91950,(619)336-1226,,SAF/SA/OP/OIT/ORT/SF/MD/SS/SP/CO/GL/VET/MF/CJ/SE/PW/WN/TRMA/XA/DV/YAD/ADLT/FEM/,9641CA91950,-117.10445332643076,32.66049446303794,98.04
Mental Health Systems Inc,Needles Center for Change,,300 H Street,,,Needles,CA,92363,(760)326-4590,,SAF/SA/OP/OIT/ORT/SF/PA/AH/CO/DU/GL/WN/MN/CHLD/YAD/ADLT/FEM/MALE/,4847CA92363,-114.6086532876868,34.83935531919788,100.0
Common Goals Inc,,,103 Providence Mine Road,Suite 101,,Nevada City,CA,95959,(530)265-2914,,SAF/SA/BU/OP/OMB/OIT/ORT/CT/SF/MD/MC/SI/PI/SS/CO/CJ/AD/WN/MN/CHLD/ADLT/FEM/MALE/,0553CA95959,-121.02797267068571,39.24946921024448,100.0
Progress House Inc,,,145 Bost Avenue,,,Nevada City,CA,95959,(530)265-9045 Intakes: (530)626-9240x4548 (530)265-6793,,SAF/SA/RES/RL/CT/SF/PI/GL/VET/CJ/MN/TRMA/DV/YAD/ADLT/MALE/,9880CA95959,-121.02161580744276,39.25029200932485,100.0
Second Chance Inc,Newark Center,,6330 Thornton Avenue,,,Newark,CA,94560,(510)792-4357,,SAF/SA/OP/OIT/ORT/SF/SS/PA/SP/CO/DU/CJ/PW/WN/YAD/ADLT/FEM/MALE/,0996CA94560,-122.03264591378745,37.534285004965135,100.0
Action Family Counseling Inc,Newhall IOP,,23502 Lyons Avenue,Suite 301,,Newhall,CA,91321,(800)367-8336 Intake: (661)297-8691,,SAF/SA/DT/BU/NXN/VTRL/OP/OD/OMB/ODT/OIT/ORT/SF/PI/ATR/AD/CHLD/ADLT/FEM/MALE/,2651CA91321,-118.54479174993223,34.379452068535315,100.0
El Dorado Community Service Center,Santa Clarita Med/Mental Health Servs,,24625 Arch Street,,,Newhall,CA,91321,(661)288-2644 Intake: (818)779-0555,Methadone and Buprenorphine Clients Only,SAF/SA/DT/MM/DM/BU/OTPA/OP/OD/OMB/ORT/SF/MD/PI/SP/PW/YAD/ADLT/FEM/MALE/,6536CA91321,-118.52927807160722,34.38497426152924,100.0
National Council on Alc and Drug Dep,Dependence of the San Fernando Valley,,24460 Lyons Avenue,,,Newhall,CA,91321,(661)253-9400,,SAF/SA/OP/OIT/ORT/SF/SI/ATR/SS/CJ/PW/WN/MN/TRMA/CHLD/ADLT/FEM/MALE/,9265CA91321,-118.56279490448664,34.37823063798226,100.0
Safety Consultant Services Inc,,,24506 1/2 Lyons Avenue,,,Newhall,CA,91321,(661)255-7720,DWI/DUI Clients Only,SAF/SA/OP/ORT/SF/AH/SP/DU/WN/MN/YAD/ADLT/FEM/MALE/,2865CA91321,-118.562618800701,34.378230615694875,100.0
Hoag Memorial Hospital,Chemical Dependency Recovery Center,,1 Hoag Drive,,,Newport Beach,CA,92658,(949)764-5656 Intake: (877)462-4232,,SAF/SA/DT/BU/NXN/OP/OD/OMB/ODT/OIT/ORT/HID/HIT/CT/SF/MC/PI/MI/CO/SE/WN/MN/TRMA/YAD/ADLT/FEM/MALE/,2101CA92658,-117.92997496106196,33.624517015937954,98.28
Ocean Recovery,,,1115 West Balboa Boulevard,Suite 5,,Newport Beach,CA,92661,(949)675-3764 Intakes: (949)723-2388 (800)641-2388,,SAF/SA/OP/RES/RL/OIT/ORT/SF/PI/MN/YAD/ADLT/MALE/,0847CA92661,-117.91537376954935,33.60587696247074,100.0
Ocean Recovery,,,1601 West Balboa Boulevard,,,Newport Beach,CA,92663,(949)723-2388,,SAF/SA/DT/NXN/VTRL/OP/RES/RS/RL/OD/OIT/ORT/SF/PI/CO/WN/YAD/ADLT/FEM/,7215CA92663,-117.92227098621534,33.607235207970746,100.0
Mexican American Addiction Program Inc,(MAAP) Counseling Center,,3612 Madison Avenue,Suite 29,,North Highlands,CA,95660,(916)394-3499 Intake: (916)338-6835,,SAF/SA/OP/ORT/SF/SS/AH/SP/CO/DU/CJ/AD/CHLD/ADLT/FEM/MALE/,4100CA95660,-121.3793543453232,38.659801598945535,100.0
Changing Steps,,,9527 Langdon Avenue,,,North Hills,CA,91343,(323)202-8432,,SAF/SA/RES/RS/RL/SF/PI/ATR/SS/SP/GL/VET/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/,5130CA91343,-118.46982233155052,34.2436821685376,100.0
Reseda Substance Abuse Treatment,,,8745 Parthenia Place,Suite 4,,North Hills,CA,91343,(818)895-5002,,SAF/SA/OP/OIT/ORT/SF/ATR/SS/SP/FX/CO/GL/VET/ADM/MF/CJ/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/F70/,2753CA91343,-118.46591561029943,34.22900579135348,100.0
VA Greater Los Angeles Health System,OTP Treatment/Maintenance,,16111 Plummer Street,,,North Hills,CA,91343,(818)895-9480 Intake: (818)891-7711x9480,,MHSAF/SA/MM/BU/OP/OMB/CT/VAMC/NP/CO/GL/VET/CJ/SE/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/,4059CA91343,-118.48324863169493,34.24292260047187,100.0
VA Sepulveda Ambulatory Care Center,Addictive Behaviors Clinic,,16111 Plummer Street,,,North Hills,CA,91343,(818)891-7711x7730 Intake: (818)891-7711,,SAF/SA/NXN/VTRL/OP/OIT/ORT/VAMC/MI/CO/VET/CJ/TRMA/YAD/ADLT/FEM/MALE/,4059CA91343,-118.48324863169493,34.24292260047187,100.0
Cri Help Inc,Pfleger Outpatient,,8330 Lankershim Boulevard,,,North Hollywood,CA,91605,(818)255-7030 Intake: (818)985-8323,,SAF/SA/OP/OIT/ORT/SF/MD/PI/IHS/PA/SP/CO/GL/VET/ADM/MF/CJ/SE/PW/WN/MN/YAD/ADLT/FEM/MALE/,1246CA91605,-118.38777255191825,34.222029994345284,100.0
Cri Help Inc,The George T Pfleger Center,,11027 Burbank Boulevard,,,North Hollywood,CA,91601,(818)985-8323 Intakes: (800)413-7660 (818)985-8323x135 (800)413-7660x135,,SAF/SA/DT/BU/RES/RS/RL/RD/CT/SF/SI/PI/MI/ATR/PA/CO/GL/VET/CJ/SE/WN/MN/YAD/ADLT/FEM/MALE/,0333CA91601,-118.37166395893864,34.172187468117286,100.0
Cri-Help Inc,,,5536 Fulcher Avenue,,,North Hollywood,CA,91601,(818)985-8323,,HH/,9522CA91601,-118.37301193660728,34.17096031558279,100.0
Cri-Help Inc,,,5640 Case Avenue,,,North Hollywood,CA,91601,(818)985-8323,,HH/,3964CA91601,-118.37192254065157,34.17331801921749,100.0
8330 Lankershim Boulevard,,,,,,North Hollywood,CA,91605,(818)994-7454 Intake: (800)540-4673,,SAF/SA/OP/OIT/ORT/CT/SF/SS/WN/MN/YAD/ADLT/FEM/MALE/,6549CA91605,-118.41882499999996,34.20555500000006,100.0
Twin Town Treatment Centers,Twin Town/North Hollywood,,6180 Laurel Canyon Boulevard,Suite 275,,North Hollywood,CA,91606,(818)985-0560 Intake: (866)594-8844,,SAF/SA/DT/OP/OD/ODT/OIT/ORT/CT/SF/PI/AD/CHLD/ADLT/FEM/MALE/,7120CA91606,-118.39649643674312,34.18258186624506,100.0
Western Pacific Med Corp,Western Pacific North Hollywood Med,,11321 Camarillo Street,,,North Hollywood,CA,91602,(818)506-4455,Methadone Clients Only,SAF/SA/DT/MM/DM/OTPA/OP/OD/OMB/ORT/SF/MD/PI/SS/PA/SP/FX/PW/WN/MN/YAD/ADLT/FEM/MALE/F4/,1996CA91602,-118.37812565191557,34.15767562769252,100.0
Hollywood and Vine Recovery Center,,,19642 Ballinger Street,,,Northridge,CA,91324,(818)917-8500,,SA/DT/HH/OP/RES/RS/RL/RD/OD/ODT/OIT/ORT/CT/SF/PA/AH/CO/DU/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/,5056CA91324,-118.5617404610672,34.243422497177136,100.0
Helpline Youth Counseling Inc,,,12440 East Firestone Boulevard,Suite 1000,,Norwalk,CA,90650,(562)864-3722,,MHSAF/SA/OP/ORT/CT/SI/PA/SP/AD/CHLD/FEM/MALE/,7808CA90650,-118.068155496413,33.905247279398644,98.87
Western Pacific Med Corp,Norwalk,,11902 East Rosecrans Boulevard,,,Norwalk,CA,90650,(562)929-7188,Methadone Clients Only,SAF/SA/DT/MM/DM/OTPA/OP/OD/OMB/ORT/SF/MD/PI/SS/PA/SP/PW/WN/MN/YAD/ADLT/FEM/MALE/,9468CA90650,-118.07967860162243,33.90212749312725,96.93
Center for Human Services,AOD/IOP/OA,,631 West F Street,,,Oakdale,CA,95361,(209)847-0420 Intake: (209)526-1440,,SA/OP/OIT/ORT/CT/SF/PI/AH/CJ/AD/CHLD/ADLT/FEM/MALE/,4726CA95361,-120.8548638787376,37.76330387115626,100.0
Madera County Behavioral Hlth Services,Oakhurst Counseling Center,,49774 Road 426,Suite D,,Oakhurst,CA,93644,(559)683-4809,,MHSAF/SA/OP/ORT/SF/MD/MC/PA/SP/CO/CJ/AD/PW/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/,3373CA93644,-119.6399955263548,37.32551283544175,100.0
Addiction Research and Treatment Inc,,,1124 International Boulevard,,,Oakland,CA,94606,(510)533-0800,Methadone and Buprenorphine Clients Only,SAF/SA/MM/BU/OTPA/OP/OMB/CT/SF/SI/PI/SS/AH/SP/NX/FX/YAD/ADLT/FEM/MALE/F37/F70/F92/N18/,5786CA94606,-122.24843071878344,37.79100966536958,100.0
Adolescent Treatment Centers Inc,,,Thunder Road,390 40th Street,,Oakland,CA,94609,(510)653-5040,,SAF/SA/OP/RES/RS/RL/OIT/ORT/SF/MD/PI/MI/AH/SP/CO/AD/CHLD/FEM/MALE/,2479CA94609,-122.26382999999998,37.83143000000007,85.0
Alameda County Medical Center,,,1411 East 31st Street,,,Oakland,CA,94602,(510)437-5192,,SAF/SA/OP/OIT/ORT/MD/PI/CO/PW/YAD/ADLT/FEM/MALE/,3728CA94602,-122.23150606371073,37.79927317416238,100.0
Asian Community Mental Health Services,,,310 8th Street,Suite 201,,Oakland,CA,94607,(510)451-6729,,MHF/SA/OP/ORT/SF/MD/MC/SS/PA/AD/CHLD/YAD/ADLT/FEM/MALE/,4934CA94607,-122.27042309581124,37.798957984735324,100.0
BAART Behavioral Health Services Inc,,,1124 International Boulevard,,,Oakland,CA,94606,(510)533-0800,Methadone Clients Only,SAF/SA/DT/MM/DM/NXN/OTPA/OP/OD/OMB/ORT/CT/SF/PI/SS/AH/SP/NX/FX/YAD/ADLT/FEM/MALE/F37/F70/N18/,5786CA94606,-122.24843071878344,37.79100966536958,100.0
Bi Bett Corp,East Oakland Recovery Center,,7200 Bancroft Avenue,Suite 176,,Oakland,CA,94605,(510)568-2432 Intake: (510)568-2432x13,,SAF/SA/HH/OP/OIT/ORT/SF/MD/MC/SI/PI/MI/SS/PA/YAD/ADLT/FEM/MALE/,5761CA94605,-122.17814938266649,37.766912196654495,100.0
East Bay Community Recovery Project,,,2577 San Pablo Avenue,,,Oakland,CA,94612,(510)446-7180,,MHSAF/SA/OP/ODT/ORT/MD/MC/SI/PA/CO/GL/YAD/ADLT/FEM/MALE/,8613CA94612,-122.2754625241624,37.81706921188953,100.0
East Bay Community Recovery Project,Residential Program,,2551 San Pablo Avenue,,,Oakland,CA,94612,(510)446-7150,,MHSAF/SA/RES/RL/SF/MD/MC/PA/CO/GL/VET/MF/CJ/PW/WN/TRMA/BC/XA/DV/YAD/ADLT/FEM/,5388CA94612,-122.27535590635401,37.81670874814347,100.0
Friendship House,American Indian Lodge,,1815 39th Avenue,,,Oakland,CA,94601,(415)865-0964,,SAF/SA/RES/RS/RL/CT/SF/IHS/ATR/AH/NX/PW/WN/MN/TRMA/BC/YAD/ADLT/FEM/MALE/N23/,6458CA94601,-122.21694041146759,37.777226631425926,100.0
10850 MacArthur Boulevard,,,Suite 200,,,Oakland,CA,94605,(510)875-2300x236 Intakes: (510)875-2300x233 (510)875- 2300x245,Methadone Clients Only,SAF/SA/DT/MM/DM/OTPA/OP/OD/OMB/OIT/ORT/CT/SF/MD/MC/SS/PA/PW/YAD/ADLT/FEM/MALE/,6873CA94605,-122.18582999999997,37.77097500000008,85.45
Horizon Services,Chrysalis,,3837 Telegraph Avenue,,,Oakland,CA,94609,(510)450-1193 Intake: (510)450-1192,,MHSAF/SA/RES/RS/RL/SF/MD/MC/SI/PI/SS/CO/WN/TRMA/XA/YAD/ADLT/FEM/,6993CA94609,-122.26504177130856,37.82715013532825,100.0
Kaiser Permanente,Chemical Dependency Recovery Program,,969 Broadway,,,Oakland,CA,94607,(510)251-0121,,SAF/SA/DT/BU/NXN/VTRL/OP/OD/OMB/ODT/OIT/ORT/SF/MD/MC/PI/AH/SP/CO/GL/SE/AD/WN/MN/CHLD/ADLT/FEM/MALE/,2291CA94607,-122.27310192877114,37.80129807433178,100.0
Lifeline Treatment Services Inc,,,9442-9500 International Boulevard,,,Oakland,CA,94603,(510)777-8448,Methadone Clients Only,SAF/SA/DT/MM/DM/OTPA/OP/OD/OMB/ORT/SF/MD/SP/FX/PW/YAD/ADLT/FEM/MALE/F43/F70/F81/,7049CA94603,-122.17199790392624,37.74652053497108,99.09
MPI Treatment Services,,,3012 Summit Street,5th Floor,,Oakland,CA,94609,(510)652-7000 Intake: (510)869-8850,,SAF/SA/DT/BU/NXN/VTRL/OP/RES/RS/ODT/OIT/HID/HIT/SF/SI/PI/MI/AH/CO/WN/MN/YAD/ADLT/FEM/MALE/,1580CA94609,-122.26450377249355,37.8195065436044,100.0
Native American Health Center,,,3124 International Boulevard,,,Oakland,CA,94601,(510)434-5421 Intake: (510)434-5426,,MHSAF/SA/OP/ORT/CT/MC/PI/PA/AH/SP/CO/GL/AD/PW/WN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/,3111CA94601,-122.22637223183472,37.777889849514686,100.0
Options Recovery Services,,,610 16th Street,Suite 312,,Oakland,CA,94612,(510)836-9900,,SAF/SA/HH/OP/ORT/PA/CO/WN/MN/YAD/ADLT/FEM/MALE/,9354CA94612,-122.2742783288817,37.80721917646347,100.0
Teen Challenge of East Bay Inc,International Teen Challenge,,2221 90th Avenue,,,Oakland,CA,94603,(510)562-1141,,SAF/SA/HH/RES/RL/SF/SE/MN/TRMA/XA/DV/YAD/ADLT/MALE/,9735CA94603,-122.16521694425741,37.75385646044929,100.0
Telecare Corporation,CHANGES Dual Recovery Program,,7200 Bancroft Avenue,Suite 133 Building B,,Oakland,CA,94605,(510)553-8500,,MHF/SA/DT/NXN/VTRL/OP/OD/OIT/ORT/CT/MD/MC/SI/PA/SP/CO/YAD/ADLT/FEM/MALE/,5761CA94605,-122.17814938266649,37.766912196654495,100.0
VA Mental Health Clinic,,,525 21st Street,,,Oakland,CA,94612,(510)587-3400,,MHSAF/SA/MM/BU/NXN/OP/OMB/OIT/ORT/VAMC/PI/VET/YAD/ADLT/FEM/MALE/,9466CA94612,-122.27043426016888,37.810433795605896,100.0
West Oakland Health Council,,,700 Adeline Street,,,Oakland,CA,94607,(510)835-9610 Intake: (510)302-3743,,MHSAF/SA/DT/MM/DM/OP/OD/OMB/OIT/ORT/SF/SI/CO/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/,0703CA94607,-122.28794057960049,37.80446194941381,100.0
West Oakland Health Council,Community Recovery Center (CCR) East,,7501 International Boulevard,,,Oakland,CA,94621,(510)729-8800,,SAF/SA/OP/OIT/ORT/SF/MD/MC/SI/PI/SS/PA/CJ/AD/CHLD/ADLT/FEM/MALE/,2780CA94621,-122.18551950630993,37.758418981804645,100.0
McAlister Institute for Trt and Educ,(MITE)/North Coastal Regional Recovery,,2821 Oceanside Boulevard,,,Oceanside,CA,92054,(760)721-2781,,MHSAF/SA/DT/OP/OD/OIT/ORT/SF/MC/SS/AH/CO/CJ/WN/MN/TRMA/YAD/ADLT/FEM/MALE/,6153CA92054,-117.34019097748222,33.201712529734536,100.0
McAlister Institute for Trt and Educ,(MITE)/North County Adolescent Detox,,3744 Santa Ynez Way,,,Oceanside,CA,92056,(760)806-1495 Intakes: (619)442-0277x147 (619)461-4871,,SAF/SA/DT/RES/RS/RD/CT/SF/PI/SS/AD/CHLD/MALE/,6250CA92056,-117.29391365186024,33.19092770255681,100.0
Rebuild,,,2103 South El Camino Real,Suite 205,,Oceanside,CA,92054,(760)721-6241,,MHSAF/SA/OP/OIT/ORT/CT/SF/SI/PI/CO/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/,3341CA92054,-117.32822405049964,33.19025710839325,100.0
3230 Warning Court,,,Suite A,,,Oceanside,CA,92056,(760)305-7528 Intakes: (760)305-7528x76030 (760)936-,2314,Methadone/and/Buprenorphine/Clients/Only/SAF/SA/DT/MM/DM/BU/OTPA/OP/OD/OMB/ORT/SF/MC/SS/SP/FX/YAD/ADLT/FEM/MALE/F30/F81/,2245CA92056,-117.28981439999997,33.182952500000056,89.09
Turning Point Crisis Center,,,1738 South Tremont Street,,,Oceanside,CA,92054,(760)439-2800,,MHSAF/SA/RES/RS/CT/SF/MD/MC/SI/PI/SS/PA/AH/CO/YAD/ADLT/FEM/MALE/,3742CA92054,-117.36323132549386,33.17515596394694,100.0
CA Diversion Intervention Foundation,(CDIF)/Substance Abuse Treatment,,1095 North Main Street,Suite C,,Orange,CA,92867,(800)842-9089,,SAF/SA/OP/ORT/CT/SF/SS/TRMA/DV/YAD/ADLT/FEM/MALE/,3843CA92867,-117.86705251683806,33.80576699683711,100.0
Chapman House Inc,,,1412 East Chapman Avenue,,,Orange,CA,92866,(714)288-6100 Intake: (714)288-9779,,SAF/SA/BU/NXN/VTRL/OP/ODT/OIT/ORT/SF/PI/CO/GL/VET/ADM/MF/CJ/SE/AD/PW/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/,0482CA92866,-117.83874465051979,33.78779657361456,100.0
Mariposa Women and Family Center,,,812 West Town and Country Road,,,Orange,CA,92868,(714)547-6494,,MHSAF/SA/OP/OIT/ORT/SF/PI/SS/PA/SP/FX/CO/GL/AD/WN/MN/TRMA/CHLD/YAD/ADLT/FEM/MALE/F25/F92/,1258CA92868,-117.86088469338644,33.77650589858009,100.0
Newport Academy,,,811 North Ranch Wood Trail,,,Orange,CA,92869,(714)288-0872 Intake: (866)382-6651,,MHSAF/SA/DT/BU/OP/RES/RS/RL/RD/OIT/ORT/SF/PI/AD/TRMA/XA/DV/CHLD/FEM/,8834CA92869,-117.77670716763308,33.801981184539386,100.0
School Ten,,,1111 Town and Country Road,Suite 25,,Orange,CA,92868,(714)550-0988,DWI/DUI Clients Only,SAF/SA/OP/ORT/SF/AH/SP/DU/WN/MN/YAD/ADLT/FEM/MALE/,3829CA92868,-117.86457197641235,33.77715599899048,99.55
Touchstones,,,,,,Orange,CA,92856,(714)639-5542,,SAF/SA/OP/RES/RL/OIT/ORT/CT/SF/MD/SI/PI/MI/SP/CO/CJ/AD/TRMA/XA/CHLD/FEM/MALE/,6549CA92856,-117.85547499999996,33.787885000000074,100.0
Twin Town Treatment Centers,Twin Town/Orange,,705 West La Veta Avenue,Suite 208,,Orange,CA,92868,(714)532-9295 Intake: (866)594-8844,,SAF/SA/DT/OP/OD/ODT/OIT/ORT/CT/SF/PI/AD/CHLD/ADLT/FEM/MALE/,8290CA92868,-117.85988598962307,33.78062262841537,100.0
Eminence Healthcare Inc,,,1700 Anchor Avenue,Room 306,,Orange Cove,CA,93646,(559)221-8100,,SAF/SA/OP/OIT/ORT/CT/SI/PA/SP/AD/CHLD/ADLT/FEM/MALE/,7201CA93646,-119.322777958271,36.61161763435771,100.0
Clean and Sober Recovery Services Inc,,,5820 Chestnut Avenue,,,Orangevale,CA,95662,(916)990-0190 Intake: (916)990-0191,,SAF/SA/RES/RS/RL/SF/YAD/ADLT/FEM/MALE/,9788CA95662,-121.21109769736005,38.67130697642981,100.0
New Dawn Treatment Centers,Detox Services,,8780 Sherry Drive,,,Orangevale,CA,95662,(916)784-1149 Intakes: (916)723-1319 (916)969-4300,,SAF/DT/BU/NXN/RES/RD/SF/PI/WN/MN/YAD/ADLT/FEM/MALE/,7728CA95662,-121.23098300827247,38.67615100400343,100.0
New Dawn Treatment Centers,Residential Rehab,,6043 Roloff Way,,,Orangevale,CA,95662,(916)989-1675 Intake: (916)723-1319,,SAF/SA/NXN/RES/RS/RL/SF/PI/WN/MN/YAD/ADLT/FEM/MALE/,4132CA95662,-121.23254472447212,38.6768319498174,100.0
Glenn County Health Services,Alcohol and Drug Services,,1187 East South Street,,,Orland,CA,95963,(530)865-1146 Intake: (800)655-5946,,MHSAF/SA/OP/ORT/SF/MD/AH/SP/CJ/AD/CHLD/YAD/ADLT/FEM/MALE/,4419CA95963,-122.17846849871576,39.740094552527744,100.0
