Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Note,Keys
San Luis Obispo Addiction Recovery Ctr,,,835 Aerovista Place,Suite 110,,San Luis Obispo,CA,93401,(805)541-0632,,SAF/SA/DT/BU/NXN/VTRL/OP/OD/OMB/ORT/SF/MC/WN/MN/YAD/ADLT/FEM/MALE/
San Luis Obispo County Office,Drug and Alcohol Services,,2180 Johnson Avenue,,,San Luis Obispo,CA,93401,(805)781-4753 Intake: (805)781-4275,,SAF/SA/DT/BU/NXN/OP/OD/OIT/ORT/SF/MD/MC/SI/SS/PA/AH/SP/CO/DU/CJ/PW/WN/MN/TRMA/XA/DV/CHLD/YAD/ADLT/FEM/MALE/
San Luis Obispo County Office,Sober Community School,,2494 Pennington Creek Road,,,San Luis Obispo,CA,93405,(805)782-7258 Intake: (805)782-7388,,SAF/SA/OP/OIT/ORT/SI/PA/AD/CHLD/FEM/MALE/
CRC Health Group,Capalina Clinic,,1560 Capalina Road,,,San Marcos,CA,92069,(760)744-2104 Intake: (866)336-4453,Methadone and Buprenorphine Clients Only,SAF/SA/DT/MM/DM/BU/VTRL/OTPA/OP/OD/OMB/ODT/OIT/ORT/SF/MD/PI/MI/SS/SP/CJ/PW/YAD/ADLT/FEM/MALE/
Mental Health Systems Inc,North Inland Teen Recovery Center,,340 Rancheros Drive,Suite 166,,San Marcos,CA,92069,(760)744-3672,,SAF/SA/OP/OIT/ORT/SF/MD/PI/MI/SS/AH/AD/CHLD/FEM/MALE/
Occupational Health Services (OHS),Driving Under the Influence Program,,1050 Los Vallectios Boulevard,Suite 109,,San Marcos,CA,92069,(760)752-5300 Intake: (855)384-8055,,SAF/SA/OP/ORT/SF/AH/SP/DU/VET/ADM/CJ/WN/YAD/ADLT/FEM/MALE/
Advent Group Ministries,Gateway,,Suite 108,,,San Martin,CA,95046,(408)281-0708 Intake: (408)281-0708x107,,SAF/SA/RES/RL/SF/CO/CJ/AD/TRMA/XA/CHLD/MALE/
Santa Clara Cnty Dept of Alc/Drug Serv,South County Clinic,,90 Highland Avenue,,,San Martin,CA,95046,(408)686-2222,Methadone and Buprenorphine Clients Only,SAF/SA/DT/MM/DM/BU/VTRL/OTPA/OP/OD/OMB/ORT/SF/MD/MC/SI/PI/MI/SS/SP/CO/VET/ADM/CJ/PW/WN/MN/TRMA/XA/YAD/ADLT/FEM/MALE/
Latino Commission on Alc/DA Services,Casa Maria,,300 Rolling Hills,,,San Mateo,CA,94401,(650)204-3113 Intake: (650)244-1444,,SAF/SA/RES/RS/RL/SF/MD/MC/SI/PI/MI/IHS/ATR/SP/PW/WN/YAD/ADLT/FEM/
Mills Peninsula Health Services,Behavioral Health Department,,100 South San Mateo Drive,,,San Mateo,CA,94401,(650)696-4037 Intake: (650)696-4666,,MHSAF/SA/DT/BU/NXN/VTRL/OP/OIT/ORT/HID/HIT/SF/MC/SI/PI/MI/CO/YAD/ADLT/FEM/MALE/
Palm Avenue Detox/Horizons Servs Inc,,,2251 Palm Avenue,,,San Mateo,CA,94403,(650)513-6500,,SAF/DT/BU/NXN/RES/RD/SF/SI/PA/AH/SP/FX/YAD/ADLT/FEM/MALE/F87/
Project Ninety Inc,OToole Center,,15 9th Avenue,,,San Mateo,CA,94401,(650)579-7157 Intake: (650)579-7881,,SAF/SA/HH/RES/RS/RL/SF/MD/SI/PI/ATR/SS/TRMA/YAD/ADLT/MALE/
Solidarity Fellowship Inc,Mission House,,1679 South Norfolk Street,,,San Mateo,CA,94402,(650)341-3803,,SAF/SA/RES/RL/SF/CJ/MN/YAD/ADLT/MALE/
Womens Recovery Association,San Mateo County/Elms House,,202 East Bellevue Avenue,,,San Mateo,CA,94401,(650)343-8401 Intakes: (650)348-6603x301 (650)348- 6603x226,,SAF/SA/RES/RS/RL/SF/MD/MC/SI/PI/SS/PA/SP/CO/GL/CJ/SE/PW/WN/TRMA/XA/DV/YAD/ADLT/FEM/
Womens Recovery Association,San Mateo County/Laurel House,,900 Laurel Avenue,,,San Mateo,CA,94401,(650)347-8808 Intakes: (650)348-6603x301 (650)348- 6603x226,,SAF/SA/RES/RS/RL/CT/SF/SI/PI/SS/PA/YAD/ADLT/FEM/
Anka Behavioral Health Inc,West County MSC,,1515 Market Avenue,,,San Pablo,CA,94806,(510)232-7571,,MHSAF/SA/OP/ODT/OIT/ORT/CT/MD/PA/CO/VET/CJ/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
Ujima Family Recovery Services,The Rectory Womens Recovery Center,,1901 Church Lane,,,San Pablo,CA,94806,(510)236-3134,,SAF/SA/RES/RL/SF/MC/CO/PW/WN/TRMA/BC/XA/DV/YAD/ADLT/FEM/
Beacon House Association of San Pedro,,,1003 South Beacon Street,,,San Pedro,CA,90731,(310)514-4940,,SAF/SA/RES/RL/SF/SS/SP/YAD/ADLT/MALE/
Beacon House Association of San Pedro,Channel View House,,124 West 11th Street,,,San Pedro,CA,90731,(310)514-4940,,SAF/SA/RES/RL/SF/SS/YAD/ADLT/MALE/
Beacon House Association of San Pedro,Lighthouse,,132 West 10th Street,,,San Pedro,CA,90731,(310)514-4940,,SAF/SA/RES/RL/SF/SS/SP/YAD/ADLT/MALE/
Beacon House Association of San Pedro,McMillen House,,1012 South Palos Verdes Street,,,San Pedro,CA,90731,(310)514-4940,,SAF/SA/RES/RL/SF/SS/SP/YAD/ADLT/MALE/
Behavioral Health Services,Joint Efforts,,590 West 8th Street,Suite 201,,San Pedro,CA,90731,(310)831-2358 Intake: (310)831-2358x3411,,SAF/SA/OP/ORT/CT/SF/PI/SP/GL/VET/ADM/MF/CJ/SE/PW/WN/MN/XA/DV/YAD/ADLT/FEM/MALE/
Fred Brown Recovery Services Inc,,,270 West 14th Street,,,San Pedro,CA,90731,(310)519-8723 Intake: (310)519-1117,,SAF/SA/OP/RES/RS/RL/ODT/OIT/ORT/SF/PI/SS/CO/CJ/MN/YAD/ADLT/MALE/
Fred Brown Recovery Services Inc,,,276 West 14th Street,,,San Pedro,CA,90731,(310)519-8723 Intake: (310)519-1117,,SAF/SA/OP/RES/RS/RL/ODT/OIT/ORT/SF/PI/SS/CO/CJ/MN/YAD/ADLT/MALE/
Fred Brown Recovery Services Inc,,,278 West 14th Street,,,San Pedro,CA,90731,(310)519-8723 Intake: (310)519-1117,,SAF/SA/OP/RES/RS/RL/ODT/OIT/ORT/SF/PI/SS/CO/CJ/MN/YAD/ADLT/MALE/
Fred Brown Recovery Services Inc,19th Street Services,,856 West 19th Street,,,San Pedro,CA,90731,(310)833-7400 Intakes: (310)519-8723 (310)519-1117,,SAF/SA/OP/RES/RS/RL/ODT/OIT/ORT/SF/PI/SS/CO/CJ/YAD/ADLT/MALE/
HACC Inc,Harbor Area Substance Abuse Treatment,,599 West 9th Street,,,San Pedro,CA,90731,(310)831-0331,,SAF/SA/OP/ORT/CT/SF/MD/SI/PI/MI/ATR/SS/AD/CHLD/ADLT/FEM/MALE/
House of Hope Foundation,,,235 West 9th Street,,,San Pedro,CA,90731,(310)831-9411 Intake: (877)403-8016,,SAF/SA/RES/RS/RL/SF/WN/YAD/ADLT/FEM/
Support for Harbor Area Womens Lives,Shawl House,,936 South Centre Street,,,San Pedro,CA,90731,(310)521-9310,,SAF/SA/HH/RES/RL/SF/SS/CO/WN/TRMA/XA/DV/YAD/ADLT/FEM/
Bay Area Community Resources Inc,Youth Substance Abuse Program,,171 Carlos Drive,,,San Rafael,CA,94903,(415)755-2328,,SAF/SA/OP/ORT/SF/SP/AD/CHLD/FEM/MALE/
Bayside Marin,Outpatient,,718 Fourth Street,,,San Rafael,CA,94901,(415)721-2000 Intake: (800)757-7131,,SAF/SA/NXN/VTRL/OP/OIT/ORT/SF/PI/CO/SE/WN/MN/TRMA/YAD/ADLT/FEM/MALE/
Center Point Inc,Lifelink Perinatal Serv/Women/Children,,1477-1483 Lincoln Avenue,,,San Rafael,CA,94901,(415)456-6655x1,,SAF/SA/RES/RS/RL/SF/SS/SP/CO/CJ/PW/TRMA/BC/XA/DV/YAD/ADLT/FEM/
Center Point Inc,Lifelink Program,,39 Mary Street,,,San Rafael,CA,94901,(415)456-6655 Intake: (415)456-6655x1,,HH/
Center Point Inc,Non Residential Services,,1601 2nd Street,Suite 104,,San Rafael,CA,94901,(415)456-6655 Intake: (415)456-6655x1,,SAF/SA/OP/OIT/ORT/SF/MD/PI/MI/SS/PA/SP/CO/VET/CJ/PW/WN/TRMA/YAD/ADLT/FEM/MALE/
Center Point Inc,Reilly House,,812 D Street,,,San Rafael,CA,94901,(415)492-4444 Intake: (415)456-6655x1,,HH/
Center Point Inc,Residential Program,,207 1st Street,,,San Rafael,CA,94901,(415)454-9444 Intake: (415)456-6655x1,,SAF/SA/BU/NXN/RES/RL/SF/PI/MI/SS/PA/AH/SP/VET/CJ/WN/TRMA/YAD/ADLT/FEM/
Center Point Inc,The Manor,,603 D Street,,,San Rafael,CA,94901,(415)454-9444 Intake: (415)456-6655x1,,MHSAF/SA/BU/NXN/RES/RL/SF/PI/MI/SS/PA/AH/SP/CO/VET/CJ/WN/MN/YAD/ADLT/FEM/MALE/
Family Service Agency of Marin County,Substance Abuse Recovery Program,,555 Northgate Drive,Suite 100,,San Rafael,CA,94903,(415)491-5700,,MHF/SA/OP/ORT/CT/SF/MD/SS/TRMA/CHLD/YAD/ADLT/FEM/MALE/
Kaiser Permanente Medical Group,Chemical Dependency Services,,820 Las Gallinas Avenue,,,San Rafael,CA,94903,(415)444-3522 Intake: (415)444-3008,,SAF/SA/DT/BU/NXN/OP/OD/OMB/ORT/PI/AH/CO/SE/AD/WN/TRMA/CHLD/YAD/ADLT/FEM/MALE/
Marin Outpatient and Recovery Services,,,1005 A Street,Suite 209,,San Rafael,CA,94901,(415)485-6736,,SAF/SA/OP/OIT/ORT/CT/SF/PI/SP/CO/DU/CJ/WN/MN/YAD/ADLT/FEM/MALE/
Marin Services for Men,,,1005 A Street,Suite 209,,San Rafael,CA,94901,(415)485-6736,,HH/MN/
Marin Treatment Center,Outpatient Services,,1466 Lincoln Avenue,,,San Rafael,CA,94901,(415)457-3755,,SAF/SA/DT/MM/DM/BU/OP/OD/OMB/OIT/ORT/SF/MD/PI/SS/CO/YAD/ADLT/FEM/MALE/
North Bay Recovery Center,,,55 Shaver Street,Suite 200,,San Rafael,CA,94901,(415)454-4357 Intake: (800)617-5312,,SAF/SA/DT/BU/NXN/VTRL/HH/RES/RS/RL/RD/HID/HIT/SF/SI/PI/CO/MN/TRMA/YAD/ADLT/MALE/
Fresno County Hispanic Commission on,Alcohol/Drug Abuse Servs/DATE Prog,,1419 Jensen Avenue,Suite 106,,Sanger,CA,93657,(559)875-0249,DWI/DUI Clients Only,SAF/SA/OP/ORT/SF/PI/AH/SP/DU/YAD/ADLT/FEM/MALE/
Kings View,Rural Services,,1822 Jensen Avenue,Suite 102,,Sanger,CA,93657,(559)875-6300,,SAF/SA/OP/OIT/ORT/SF/SI/YAD/ADLT/FEM/MALE/
CA Hispanic Commission Alc/Drug Abuse,La Familia Drug Abuse Services,,1905 North College Avenue,,,Santa Ana,CA,92706,(714)479-0120,,SAF/SA/OP/ORT/SF/MD/MC/PI/SS/SP/CO/CJ/AD/PW/WN/MN/TRMA/DV/CHLD/ADLT/FEM/MALE/
California Treatment Services,DBA Recovery Solutions of Santa Ana,,2101 East 1st Street,,,Santa Ana,CA,92705,(714)542-3581,Methadone and Buprenorphine Clients Only,SAF/SA/DT/MM/DM/BU/OTPA/OP/OD/OMB/SF/SI/PI/SP/YAD/ADLT/FEM/MALE/
Changes for Recovery,,,302 North Tustin Avenue,Suite 100,,Santa Ana,CA,92705,(714)541-4007,,SAF/SA/OP/ODT/OIT/ORT/CT/SF/PI/SS/SP/CO/GL/VET/CJ/SE/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
Cooper Fellowship Inc,,,409 North Cooper Street,,,Santa Ana,CA,92703,(714)554-1152 Intake: (714)265-4869,,SAF/SA/RES/RL/SF/SP/CO/GL/VET/ADM/MF/CJ/WN/MN/YAD/ADLT/FEM/MALE/
Cornerstone Adult Outpatient,,,1950 East 17th Street,Suite 150,,Santa Ana,CA,92705,(714)547-4300x108 Intakes: (714)547-4300 (714)730-5399 (714),547-5375,SAF/SA/BU/NXN/VTRL/OP/ODT/OIT/ORT/SF/PI/YAD/ADLT/FEM/MALE/
Gary Center,Substance Abuse Counseling Systems,,1525 East 17th Street,Suite B,,Santa Ana,CA,92705,(714)542-0400,,SAF/SA/OP/ORT/SF/MC/SP/CJ/AD/WN/MN/CHLD/ADLT/FEM/MALE/
Orange County Healthcare Agency,Alcohol/Drug Abuse Services/Santa Ana,,1200 North Main Street,Suite 301,,Santa Ana,CA,92701,(714)480-6660,,SAF/SA/NXN/OP/ORT/SF/SS/SP/AD/CHLD/ADLT/FEM/MALE/
Orange County Healthcare Agency,Drug Court and DUI Programs,,1200 North Main Street,Suite 100-B,,Santa Ana,CA,92701,(714)480-6650,,SAF/SA/OP/ORT/SF/PI/SS/PA/AH/SP/FX/DU/CJ/YAD/ADLT/FEM/MALE/F47/
Phoenix House,Orange County,,1207 East Fruit Street,,,Santa Ana,CA,92701,(714)953-9373,,SAF/SA/VTRL/OP/RES/RS/RL/OMB/OIT/ORT/SF/PI/SP/CO/CJ/AD/WN/MN/CHLD/ADLT/FEM/MALE/
School Ten,,,Main Street Unit,1772 South Main Street,,Santa Ana,CA,92707,(714)547-7571,DWI/DUI Clients Only,SAF/SA/OP/ORT/SF/AH/SP/DU/WN/MN/YAD/ADLT/FEM/MALE/
Straight Talk,Gerry House,,1225 West 6th Street,,,Santa Ana,CA,92703,(714)972-1402 Intake: (714)619-2516,,SAF/SA/RES/RL/SF/SS/PA/YAD/ADLT/FEM/MALE/
Villa Center Inc,The Villa,,910 North French Street,,,Santa Ana,CA,92701,(714)541-2732,,SAF/SA/RES/RS/RL/SF/PI/SS/PA/AH/WN/YAD/ADLT/FEM/
American Indian Health Services,Counsel Lodge,,4141 State Street,Suite A-1,,Santa Barbara,CA,93110,(805)681-7356 Intakes: (805)681-7144 (805)681-7356x245,,MHSAF/SA/OP/ORT/CT/SF/MD/MC/SI/MI/GL/TRMA/CHLD/ADLT/FEM/MALE/
Casa Serena,Casa Serena Graduate Recovery Program,,1922 and 1924 Castillo Street,,,Santa Barbara,CA,93101,(805)966-1260 Intakes: (805)966-1260x1 (805)845-5620,,SAF/SA/RES/RL/SF/CO/WN/TRMA/XA/DV/YAD/ADLT/FEM/
Casa Serena,Main House,,1515 Bath Street,,,Santa Barbara,CA,93101,(805)966-1260x1 Intake: (805)966-1260x4,,SAF/SA/RES/RL/SF/CO/PW/WN/TRMA/YAD/ADLT/FEM/
Casa Serena,Oliver House for Mothers and Children,,147 Oliver Road,,,Santa Barbara,CA,93105,(805)966-1260 Intake: (805)966-1260x1,,SAF/SA/RES/RL/SF/CO/PW/WN/TRMA/BC/XA/DV/YAD/ADLT/FEM/
Council on Alcoholism and Drug Abuse,,,232 East Canon Perdido Street,,,Santa Barbara,CA,93101,(805)963-1433 Intake: (805)963-4159,DWI/DUI Clients Only,SAF/SA/OP/ORT/SF/SI/PI/SS/SP/DU/WN/MN/YAD/ADLT/FEM/MALE/
Council on Alcoholism and Drug Abuse,Project Recovery,,133 East Haley Street,,,Santa Barbara,CA,93102,(805)564-6057,,SAF/SA/OP/ORT/SF/SI/PI/SP/CO/CJ/PW/WN/MN/YAD/ADLT/FEM/MALE/
Council on Alcoholism and Drug Abuse,Project Recovery Detox,,1020 Placido Street,Front Building,,Santa Barbara,CA,93101,(805)963-1836 Intake: (805)564-6057,,SAF/SA/DT/RES/RS/RD/SF/CO/CJ/WN/MN/YAD/ADLT/FEM/MALE/
Daniel Bryant Youth and Family Center,,,1111 Garden Street,,,Santa Barbara,CA,93101,(805)730-7575,,SAF/SA/OP/OIT/ORT/SF/MC/SP/AD/CHLD/ADLT/FEM/MALE/
Phoenix of Santa Barbara Inc,,,107 East Michaeltorena Street,,,Santa Barbara,CA,93101,(805)965-3434,,MHSAF/SA/HH/OP/RES/RS/RL/OIT/ORT/CT/SF/MD/MC/AH/SP/CO/DU/VET/ADM/MF/CJ/SE/WN/MN/TRMA/XA/YAD/ADLT/FEM/MALE/
Recovery Road Medical Center,,,3891 State Street,Suite 205,,Santa Barbara,CA,93105,(805)962-7800,,MHSAF/SA/OP/OIT/CT/SF/PI/CO/YAD/ADLT/FEM/MALE/
Sanctuary Psychiatric Centers of,Santa Barbara/Outpatient,,222 West Valerio Street,,,Santa Barbara,CA,93101,(805)569-2785 Intake: (805)569-2785x212,,MHSAF/SA/OP/OIT/ORT/SF/MD/CO/CJ/WN/MN/TRMA/YAD/ADLT/FEM/MALE/
Santa Barbara Cottage Hospital,COPE and Acute Detox Program,,Pueblo at Bath Street,,,Santa Barbara,CA,93102,(805)569-8339,,MHSAF/SA/DT/BU/NXN/OP/OIT/ORT/HID/SF/MC/PI/MI/SP/YAD/ADLT/FEM/MALE/
Santa Barbara Cottage Hospital,Cottage Residential Center,,316 West Montecito Street,,,Santa Barbara,CA,93101,(805)569-7422 Intake: (805)569-8339,,SAF/SA/BU/NXN/RES/RS/SF/PI/MI/YAD/ADLT/FEM/MALE/
Santa Barbara Rescue Mission,Santa Barbara Outpatient Services,,535 East Yanonali Street,,,Santa Barbara,CA,93103,(805)966-1316 Intakes: (805)966-1316x600 (805)637-7188,,MHSAF/SA/OP/ORT/CT/SF/PA/CO/VET/CJ/SE/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
Zona Seca Inc,Alcohol and DA Counseling Agency,,26 West Figueroa Street,,,Santa Barbara,CA,93101,(805)963-8961,,SAF/SA/OP/OIT/ORT/SF/AH/SP/DU/CJ/AD/MN/DV/YAD/ADLT/FEM/MALE/
Action Family Counseling Inc,The Ranch,,30035 Bouquet Canyon Road,,,Santa Clarita,CA,91350,(800)367-8336 Intake: (661)297-8691,,SAF/SA/DT/BU/RES/RS/RD/SF/PI/CO/MF/CJ/AD/TRMA/XA/DV/CHLD/FEM/MALE/
Child and Family Guidance Center,Santa Clarita,,21545 Centre Pointe Parkway,,,Santa Clarita,CA,91350,(661)259-9439,,MHF/SA/BU/OP/OMB/ORT/SF/MD/SI/MI/SS/PA/AH/SP/CO/AD/CHLD/ADLT/FEM/MALE/
Live Again Recovery Homes,Live Again Ministries,,38215 San Francisquito Cyn Road,,,Santa Clarita,CA,91350,(661)270-0025 Intake: (661)951-0180,,SAF/SA/HH/RES/RL/SF/SP/VET/CJ/MN/YAD/ADLT/MALE/
Janus Community Clinic,,,1000 Emeline Avenue,Suite A,,Santa Cruz,CA,95060,(831)425-0112,Methadone and Buprenorphine Clients Only,SAF/SA/MM/BU/OTPA/OP/OMB/CT/SF/MD/PI/MI/SP/WN/MN/CHLD/YAD/ADLT/FEM/MALE/
Janus Perinatal,Mondanaro Baskin Center,,516 Chestnut Street,Apartment A,,Santa Cruz,CA,95060,(831)423-9015 Intake: (831)462-1060x219,,SAF/SA/BU/NXN/VTRL/RES/RL/SF/MD/MC/SI/PI/SS/PA/SP/CO/PW/WN/TRMA/BC/XA/DV/YAD/ADLT/FEM/
Janus of Santa Cruz,,,200 7th Avenue,Suite 150,,Santa Cruz,CA,95062,(831)462-1060 Intakes: (831)462-1060x219 (831)462- 1060x214,,MHSAF/SA/DT/BU/NXN/VTRL/HH/OP/RES/RS/RL/RD/OD/ODT/OIT/ORT/SF/MC/SI/PI/AH/SP/CO/DU/CJ/SE/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
New Life Community Services Inc,,,707 Fair Avenue,,,Santa Cruz,CA,95060,(831)427-1007 Intake: (888)474-6758,,SAF/SA/DT/OP/RES/RS/RL/RD/OD/OIT/ORT/SF/SS/SP/FX/CO/GL/VET/ADM/MF/CJ/SE/PW/WN/MN/TRMA/BC/XA/DV/YAD/ADLT/FEM/MALE/F17/
Sobriety Works,,,105 Post Office Drive,Suite F,,Santa Cruz,CA,95003,(831)476-1747,,SAF/SA/HH/OP/OIT/ORT/SF/PI/CJ/YAD/ADLT/FEM/MALE/
Sondra Kay,Addiction Specialist,,185 7th Avenue,Suite 106,,Santa Cruz,CA,95062,(831)479-4897 Intake: (408)375-0034,,MHSAF/SA/OP/ORT/SF/SS/YAD/ADLT/FEM/MALE/
LA Centers for Alcohol and Drug Abuse,(LACADA)/Allen House,,11121 Bloomfield Avenue,,,Santa Fe Springs,CA,90670,(562)906-2685 Intake: (562)906-2685x223,,SAF/SA/HH/RES/RL/SF/PI/PA/CO/GL/VET/MF/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
Pacific Clinics,Pacific Clinics El Camino,,11721 Telegraph Road,Suite A,,Santa Fe Springs,CA,90670,(562)949-9455 Intake: (877)722-2737,,MHF/SA/OP/ORT/MD/MC/CO/WN/MN/YAD/ADLT/FEM/MALE/
Central Coast Headway,Drug and Alcohol Awareness Program,,318 West Carmen Lane,,,Santa Maria,CA,93458,(805)922-2106,,MHSAF/SA/OP/ORT/CT/SF/AH/SP/DU/CHLD/ADLT/FEM/MALE/
Coast Valley Worship Center,Coast Valley Substance Abuse Trt Ctr,,1125 East Clark Avenue,Suite A-2,,Santa Maria,CA,93455,(805)739-1512,,MHSAF/SA/OP/ORT/CT/SF/SI/SS/SP/CO/DU/GL/VET/CJ/AD/PW/WN/MN/TRMA/XA/DV/CHLD/ADLT/FEM/MALE/
Good Samaratin Shelter,Acute Care Detox,,401 West Morrison Avenue,Building B,,Santa Maria,CA,93458,(805)347-3338x102 Intake: (805)347-3338,,SAF/SA/DT/RES/RS/RD/SF/CO/GL/VET/MF/CJ/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
Good Samaritan Shelter,Recovery Point,,245 East Inger Drive,Suite 103,,Santa Maria,CA,93454,(805)346-8185 Intake: (805)346-8185x101,,SAF/SA/OP/ORT/SF/MD/SP/YAD/ADLT/FEM/MALE/
Mental Health Systems Inc,Santa Maria Center for Change,,201 South Miller Street,Suite 108,,Santa Maria,CA,93454,(805)925-9811,,SAF/SA/OP/ORT/SF/MD/MC/SS/PA/SP/CO/GL/VET/CJ/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
Santa Maria Valley Youth and Family,Family Treatment Center,,105 North Lincoln Street,,,Santa Maria,CA,93458,(805)928-1707 Intake: (805)928-1707x203,,SAF/SA/OP/ORT/MD/PA/SP/FX/CJ/AD/CHLD/FEM/MALE/F81/
Alcohol Drug Council,High Gain Project,,1424 4th Street,Suite 205,,Santa Monica,CA,90401,(310)451-5881,DWI/DUI Clients Only,SAF/SA/DT/OP/OD/ORT/SF/DU/WN/MN/YAD/ADLT/FEM/MALE/
CLARE Foundation Inc,CLARE Drug Court Program,,1020 Pico Boulevard,,,Santa Monica,CA,90405,(310)314-6200x3111 Intake: (310)314-6200x3154,,SAF/SA/OP/OIT/ORT/SF/MD/MC/PI/SS/YAD/ADLT/FEM/MALE/
CLARE Foundation Inc,Detox/Primary,,907 Pico Boulevard,,,Santa Monica,CA,90405,(310)314-6200x3181 Intakes: (310)314-6200x3152 (310)314- 6200x3151,,MHSAF/SA/DT/RES/RS/RD/SF/MC/PI/SS/PA/SP/CO/GL/CJ/SE/MN/TRMA/YAD/ADLT/MALE/
CLARE Foundation Inc,Mens Recovery Home,,1871 9th Street,,,Santa Monica,CA,90404,(310)314-6200x3175 Intake: (310)314-6200x3152,,SAF/SA/RES/RL/SF/PI/SS/PA/SP/VET/CJ/SE/MN/YAD/ADLT/MALE/
CLARE Foundation Inc,Womens Recovery Home,,844 Pico Boulevard,,,Santa Monica,CA,90405,(310)314-6200x3073 Intakes: (310)314-6200x3151 (310)314- 6200x3152,,MHSAF/SA/DT/RES/RS/RL/RD/CT/SF/SS/PA/SP/CO/WN/YAD/ADLT/FEM/
California Human Development Corp,Athena House,,3555 Sonoma Highway,,,Santa Rosa,CA,95409,(707)526-3150,,SAF/SA/HH/RES/RS/RL/SF/PA/SP/CO/GL/VET/MF/CJ/SE/PW/WN/TRMA/BC/XA/DV/YAD/ADLT/FEM/
California Human Development Corp,Outpatient Treatment Services,,3315 Airway Drive,,,Santa Rosa,CA,95403,(707)523-2242,,SAF/SA/OP/ORT/SF/MD/SI/SP/CO/DU/CJ/AD/WN/MN/TRMA/CHLD/ADLT/FEM/MALE/
Campobello Chemical Dependency,Outpatient,,2448 Guerneville Road,Suite 400,,Santa Rosa,CA,95402,(707)546-1547,,SAF/SA/OP/OIT/ORT/SF/PI/WN/MN/YAD/ADLT/FEM/MALE/
Campobello Chemical Dependency,Recovery Center,,3250 Guerneville Road,,,Santa Rosa,CA,95401,(707)579-4066 Intake: (800)805-1833,,SAF/SA/DT/BU/NXN/RES/RS/RD/SF/PI/SE/WN/MN/YAD/ADLT/FEM/MALE/
Casa Calmecac,,,1711 Ridley Avenue,,,Santa Rosa,CA,95403,(707)568-7679 Intake: (707)526-3150,,MHSAF/SA/OP/RES/RL/ORT/SF/AH/SP/CO/GL/VET/ADM/CJ/SE/MN/TRMA/XA/DV/YAD/ADLT/MALE/
Casa Teresa,Casa Teresa,,916 and 920 West 8th Street,,,Santa Rosa,CA,95401,(707)815-5202,,SAF/SA/RES/RS/RL/SF/IHS/SP/YAD/ADLT/FEM/
Drink/Link Moderate Drinking Prgs and,Products,,,,,Santa Rosa,CA,95402,(707)539-5465 Intake: (888)773-7465,,SAF/SA/OP/ORT/CT/SF/PI/SS/DU/WN/MN/YAD/ADLT/FEM/MALE/
Drug Abuse Alternatives Center (DAAC),Drug Court,,2400 County Center Drive,Suite B,,Santa Rosa,CA,95403,(707)566-0170,,SAF/SA/OP/ORT/SF/CO/VET/MF/CJ/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
Drug Abuse Alternatives Center (DAAC),Outpatient,,2403 Professional Drive,Suite 101,,Santa Rosa,CA,95403,(707)544-3295 Intake: (707)284-2950,,SAF/SA/OP/OIT/ORT/SF/MD/SI/PI/SS/SP/CO/DU/GL/CJ/AD/WN/MN/TRMA/CHLD/ADLT/FEM/MALE/
Drug Abuse Alternatives Center (DAAC),Perinatal Day Treatment,,2400 County Center Drive,Suite B,,Santa Rosa,CA,95403,(707)566-0170,,SAF/SA/OP/OIT/PW/WN/TRMA/YAD/ADLT/FEM/
Drug Abuse Alternatives Center (DAAC),Turning Point,,440 Arrowood Drive,,,Santa Rosa,CA,95407,(707)284-2950,,SAF/SA/RES/RS/RL/SF/SI/MI/CO/GL/VET/MF/CJ/SE/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
Kaiser Foundation Hospital,Chemical Dependency Unit,,3554 Round Barn Boulevard,,,Santa Rosa,CA,95403,(707)571-3778 Intake: (707)571-3835,,SAF/SA/DT/BU/OP/OD/OMB/OIT/ORT/MC/PI/AH/SP/CO/AD/WN/MN/TRMA/CHLD/ADLT/FEM/MALE/
R House,Speers Facility,,429 Speers Road,,,Santa Rosa,CA,95409,(707)321-8595 Intakes: (707)321-0955 (707)495-7851,,MHSAF/SA/OP/RES/RL/ORT/CT/SF/MD/SI/PA/SP/CO/AD/CHLD/MALE/
Santa Rosa Treatment Program Inc,,,1901 Cleveland Avenue,Suite B,,Santa Rosa,CA,95401,(707)576-0818x300 Intake: (707)576-0818,Methadone and Buprenorphine Clients Only,SAF/SA/DT/MM/DM/BU/OTPA/OP/OD/OMB/SF/MD/SI/CO/GL/VET/ADM/MF/CJ/SE/PW/WN/MN/TRMA/XA/DV/YAD/ADLT/FEM/MALE/
