"","Name","Hospital.Type","Address","Address_2","City","State","Zipcode","County","Latitude","Longitude","Staffed.All.Beds","Staffed.ICU.Beds","Licensed.All.Beds","All.Bed.Occupancy.Rate","ICU.Bed.Occupancy.Rate","Staffed.All.Beds...SOURCE","Staffed.ICU.Beds...SOURCE","Licensed.All.Beds...SOURCE","All.Bed.Occupancy.Rate...SOURCE","ICU.Bed.Occupancy.Rate...SOURCE","CCM_ID","DH.ID","HCRIS.ID","HIFLD.ID"
"465","ILLINOIS VALLEY COMMUNITY HOSPITAL","GENERAL ACUTE CARE","925 WEST ST","","PERU","IL",61354,"LA SALLE",41.3288685740001,-89.124333749,49,4,49,0.38,0.47,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",11261354,1125,140234,11261354
"466","SSM ST. JOSEPH HEALTH CENTER","GENERAL ACUTE CARE","300 1ST CAPITOL DRIVE","","ST. CHARLES","MO",63301,"ST. CHARLES",38.78090867,-90.484620544,233,14,333,0.71,0.64,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",11263301,2250,260005,11263301
"467","PROMISE HOSPITAL OF OVERLAND PARK","LONG TERM CARE","6509 W 103RD ST","","OVERLAND PARK","KS",66212,"JOHNSON",38.9398662350001,-94.6625132299999,56,0,56,0.450636007827789,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",11266212,4819,172004,11266212
"468","NATCHITOCHES REGIONAL MEDICAL CENTER","GENERAL ACUTE CARE","501 KEYSER AVE","","NATCHITOCHES","LA",71457,"NATCHITOCHES",31.7525704670001,-93.078219817,81,8,96,0.28,0.52,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",11271457,1672,190007,11271457
"469","JANE PHILLIPS NOWATA HEALTH CENTER","CRITICAL ACCESS","237 SOUTH LOCUST STREET","","NOWATA","OK",74048,"NOWATA",36.696685438,-95.6302811979999,25,NA,25,0.2,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",11274048,4971,371305,11274048
"470","COLEMAN COUNTY MEDICAL CENTER","CRITICAL ACCESS","310 SOUTH PECOS STREET","","COLEMAN","TX",76834,"COLEMAN",31.828543428,-99.425623077,25,NA,25,0.32,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",11276834,3600,451347,11276834
"471","VA SOUTHERN NEVADA HEALTHCARE SYSTEM","MILITARY","1700 VEGAS DRIVE","","LAS VEGAS","NV",89106,"CLARK",36.18914441,-115.162832567,NA,NA,NA,NA,NA,"None","None","","None","None",112789106,NA,NA,112789106
"472","NEW HANOVER REGIONAL MEDICAL CENTER","GENERAL ACUTE CARE","2228 S. 17TH STREET/FISCAL SERVICES","","WILMINGTON","NC",28401,"NEW HANOVER",34.2054638430001,-77.921284815,622,57,769,0.83,1.06,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",1128401,2810,340141,1128401
"473","GLENDORA COMMUNITY HOSPITAL","GENERAL ACUTE CARE","150 WEST ROUTE 66","","GLENDORA","CA",91740,"LOS ANGELES",34.127487128,-117.865137942,107,10,107,0.25,0.26,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",11291740,344,50205,11291740
"474","PROVIDENCE HOSPITAL NORTHEAST","GENERAL ACUTE CARE","120 GATEWAY CORPORATE BLVD","","COLUMBIA","SC",29203,"RICHLAND",34.104167886,-80.9586357699999,NA,NA,74,NA,NA,"None","None","HIFLD-BEDS","None","None",1129203,NA,NA,1129203
"475","KINDRED HOSPITAL SEATTLE","LONG TERM CARE","10631 8TH AVE NE","","SEATTLE","WA",98125,"KING",47.7066268190001,-122.321142593,NA,NA,80,NA,NA,"None","None","HIFLD-BEDS","None","None",11298125,NA,NA,11298125
"476","UPMC HORIZON-SHENANGO VALLEY-ER","GENERAL ACUTE CARE","2200 MEMORIAL DR","","FARRELL","PA",16121,"MERCER",41.210684738,-80.4695218209999,NA,NA,NA,NA,NA,"None","None","","None","None",113,NA,NA,113
"477","HEBREW REHABILITATION CENTER AT DEDHAM","REHABILITATION","7000 GREAT MEADOW ROAD","","DEDHAM","MA",2026,"NORFOLK",42.266535768,-71.195022427,NA,NA,220,NA,NA,"None","None","HIFLD-BEDS","None","None",11302026,NA,NA,11302026
"478","HILLSIDE HOSPITAL","PSYCHIATRIC","690 COURTENAY DRIVE NE","","ATLANTA","GA",30306,"FULTON",33.7908812370001,-84.365410337,NA,NA,81,NA,NA,"None","None","HIFLD-BEDS","None","None",1130306,NA,NA,1130306
"479","MOUNTAINVIEW HOSPITAL","GENERAL ACUTE CARE","3100 N TENAYA WAY","","LAS VEGAS","NV",89128,"CLARK",36.2158522940001,-115.249107,348,47,407,0.81,0.82,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",113089128,2420,290039,113089128
"480","BELLEVUE WOMAN'S CENTER OF ELLIS MEDICINE","WOMEN","2210 TROY SCHENECTADY RD","","NISKAYUNA","NY",12309,"SCHENECTADY",42.7927689850001,-73.878954716,NA,NA,55,NA,NA,"None","None","HIFLD-BEDS","None","None",11312309,NA,NA,11312309
"481","UPMC PRESBYTERIAN","GENERAL ACUTE CARE","200 LOTHROP STREET","","PITTSBURGH","PA",15213,"ALLEGHENY",40.442783616,-79.960706769,1175,162,1542,0.75,0.83,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",11315213,3196,390164,11315213
"482","BAPTIST HOSPITAL","GENERAL ACUTE CARE","1000 W MORENO ST","","PENSACOLA","FL",32501,"ESCAMBIA",30.429417895,-87.230420903,266,37,492,0.73,0.3,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",1132501,736,100093,1132501
"483","WAKEMED","GENERAL ACUTE CARE","3000 NEW BERN AVENUE","","RALEIGH","NC",27620,"WAKE",35.784511348,-78.587901971,585,59,739,0.8,0.48,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",11327620,2837,340069,11327620
"484","TAHOE PACIFIC HOSPITALS-NORTH","LONG TERM CARE","2375 E PRATER WAY, 7TH FLOOR","7th Floor","SPARKS","NV",89434,"WASHOE",39.541093979,-119.697350201,21,NA,21,NA,NA,"DH-NUM_STAFFE","None","DH-NUM_LICENS","None","None",113289434,6209,NA,113289434
"485","STRINGFELLOW MEMORIAL HOSPITAL","GENERAL ACUTE CARE","301 EAST 18TH STREET","","ANNISTON","AL",36201,"CALHOUN",33.668235903,-85.8237127259999,125,6,125,0.22,0.76,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",11336201,26,10038,11336201
"486","WELLMONT BRISTOL REGIONAL MEDICAL CENTER","GENERAL ACUTE CARE","1 MEDICAL PARK BOULEVARD","","BRISTOL","TN",37620,"SULLIVAN",36.585516446,-82.256923265,232,42,312,0.78,0.98,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",11337620,3541,440012,11337620
"487","DIAMOND GROVE CENTER","PSYCHIATRIC","2311 HIGHWAY 15 SOUTH","","LOUISVILLE","MS",39339,"WINSTON",33.097468613,-89.067311156,NA,NA,25,NA,NA,"None","None","HIFLD-BEDS","None","None",11339339,NA,NA,11339339
"488","TRIGG COUNTY HOSPITAL INC.","GENERAL ACUTE CARE","254 MAIN STREET","","CADIZ","KY",42211,"TRIGG",36.866340232,-87.821538782,25,NA,25,0.4,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",11342211,1611,181304,11342211
"489","ST THOMAS HOSPITAL","GENERAL ACUTE CARE","444 NORTH MAIN STREET","","AKRON","OH",44310,"SUMMIT",41.097634392,-81.514073309,NA,NA,392,NA,NA,"None","None","HIFLD-BEDS","None","None",11344310,NA,NA,11344310
"490","PORTER-STARKE SERVICES INC","PSYCHIATRIC","701 WALL ST","","VALPARAISO","IN",46383,"PORTER",41.489690368,-87.052033108,NA,NA,16,NA,NA,"None","None","HIFLD-BEDS","None","None",11346383,NA,NA,11346383
"491","WEST BRANCH REGIONAL MEDICAL CENTER","GENERAL ACUTE CARE","2463 SOUTH M-30","","WEST BRANCH","MI",48661,"OGEMAW",44.2638023100001,-84.244300761,88,10,88,0.23,NA,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",11348661,1927,230095,11348661
"492","WASHINGTON COUNTY HOSPITAL","CRITICAL ACCESS","400 EAST POLK, PO BOX 909","","WASHINGTON","IA",52353,"WASHINGTON",41.2892483580001,-91.6876421869999,25,NA,25,0.29,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",11352353,1410,161344,11352353
"493","MERCY HLTH SYS CORP","GENERAL ACUTE CARE","1000 MINERAL POINT AVE","","JANESVILLE","WI",53548,"ROCK",42.6878459100001,-89.03319042,196,15,240,0.42,0.56,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",11353548,4206,520066,11353548
"494","DECATUR MORGAN WEST","GENERAL ACUTE CARE","2205 BELTLINE ROAD, S.W.","","DECATUR","AL",35601,"MORGAN",34.58368232,-87.0254165919999,NA,NA,64,NA,NA,"None","None","HIFLD-BEDS","None","None",1135601,NA,NA,1135601
"495","JOHNSON MEMORIAL HOSP & HOME","CRITICAL ACCESS","1282 WALNUT STREET","","DAWSON","MN",56232,"LAC QUI PARLE",44.9313459520001,-96.066670898,20,NA,20,0.18,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",11356232,2021,241314,11356232
"496","ROCKFORD MEMORIAL HOSPITAL","GENERAL ACUTE CARE","2400 NORTH ROCKTON AVENUE","","ROCKFORD","IL",61101,"WINNEBAGO",42.298427168,-89.098441351,278,22,288,0.66,0.63,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",11361103,1192,140239,11361103
"497","MISSOURI DELTA MEDICAL CENTER","GENERAL ACUTE CARE","1008 NORTH MAIN STREET","","SIKESTON","MO",63801,"SCOTT",36.88984248,-89.583462685,110,12,125,0.33,0.57,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",11363801,2237,260113,11363801
"498","LABETTE HEALTH","GENERAL ACUTE CARE","1902 SOUTH US HWY 59","","PARSONS","KS",67357,"LABETTE",37.3210807340001,-95.2644563759999,46,5,99,0.34,0.5,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",11367357,1470,170120,11367357
"499","PUBLIC HEALTH SERV INDIAN HOSP","CRITICAL ACCESS","1623 HOSPITAL LOOP","","OWYHEE","NV",89832,"ELKO",41.949891633,-116.097796998,NA,NA,NA,NA,NA,"None","None","","None","None",113689832,NA,NA,113689832
"500","NORTH CADDO MEDICAL CENTER","GENERAL ACUTE CARE","1000 S SPRUCE ST","","VIVIAN","LA",71082,"CADDO",32.863841752,-93.988652777,25,NA,25,0.37,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",11371082,4755,191304,11371082
"501","HARPER COUNTY COMMUNITY HOSPITAL","CRITICAL ACCESS","1003 HIGHWAY 64 NORTH","PO Box 60","BUFFALO","OK",73834,"HARPER",36.842071408,-99.6297474529999,15,NA,25,0.16,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",11373834,3056,371324,11373834
"502","SYCAMORE SHOALS HOSPITAL","GENERAL ACUTE CARE","1501 WEST ELK AVENUE","","ELIZABETHTON","TN",37643,"CARTER",36.345867056,-82.2500016709999,109,8,121,0.29,0.59,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",1137643,3465,440018,1137643
"503","COLLEGE STATION MEDICAL CENTER","GENERAL ACUTE CARE","1604 ROCK PRAIRIE ROAD","","COLLEGE STATION","TX",77842,"BRAZOS",30.5813238120001,-96.289990149,114,12,167,0.34,0.44,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",11377842,3581,450299,11377842
"504","ALBANY MEMORIAL HOSPITAL","GENERAL ACUTE CARE","600 NORTHERN BLVD","","ALBANY","NY",12204,"ALBANY",42.674183365,-73.7486749989999,73,16,165,0.24,0.07,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",113912204,2571,330003,113912204
"505","SELECT SPECIALTY HOSPITAL - JACKSON","LONG TERM CARE","5903 RIDGEWOOD ROAD","","JACKSON","MS",39211,"HINDS",32.389770044,-90.143375611,53,0,53,0.843215301111398,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",1139211,5447,252007,1139211
"506","EASTERN PLUMAS HOSPITAL-LOYALTON CAMPUS","GENERAL ACUTE CARE","700 THIRD STREET","","LOYALTON","CA",96118,"SIERRA",39.6795226410001,-120.243584891,NA,NA,39,NA,NA,"None","None","HIFLD-BEDS","None","None",11396118,NA,NA,11396118
"507","PROVIDENCE ST. PETER HOSPITAL","GENERAL ACUTE CARE","413 LILLY RD NE","","OLYMPIA","WA",98506,"THURSTON",47.052941913,-122.847386446,304,42,390,0.89,0.83,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",11398506,4062,500024,11398506
"508","SPRINGFIELD HOSPITAL","GENERAL ACUTE CARE","190 W SPROUL RD","","SPRINGFIELD","PA",19064,"DELAWARE",39.9220501690001,-75.350056189,NA,NA,NA,NA,NA,"None","None","","None","None",114,NA,NA,114
"509","BELLEVUE HOSPITAL CENTER","GENERAL ACUTE CARE","462 FIRST AVENUE","","NEW YORK","NY",10016,"NEW YORK",40.739320095,-73.975381746,527,57,912,0.64,0.34,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",114010016,2653,330204,114010016
"510","DR JOHN C CORRIGAN MENTAL HEALTH CENTER","PSYCHIATRIC","49 HILLSIDE STREET","","FALL RIVER","MA",2720,"BRISTOL",41.707486913,-71.145714465,16,0,16,0.965582191780822,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",11402720,5303,224028,11402720
"511","SCHUYLER HOSPITAL","CRITICAL ACCESS","220 STEUBEN ST","","MONTOUR FALLS","NY",14865,"SCHUYLER",42.352458754,-76.859970585,25,NA,25,0.39,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",11414865,2704,331313,11414865
"512","BELMONT CENTER FOR COMPREHENSIVE TREATMENT","PSYCHIATRIC","4200 MONUMENT ROAD","","PHILADELPHIA","PA",19131,"PHILADELPHIA",40.0001250010001,-75.214646,180,0,180,0.944977168949772,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","HCRIS-Total Staffed Beds","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",11419131,4989,394023,11419131
"513","BRONX-LEBANON HOSPITAL CENTER - CONCOURSE DIVISION","GENERAL ACUTE CARE","1650 GRAND CONCOURSE","","BRONX","NY",10457,"BRONX",40.8434925500001,-73.911146945,NA,NA,415,NA,NA,"None","None","HIFLD-BEDS","None","None",114210457,NA,NA,114210457
"514","VCU HEALTH SYSTEM","GENERAL ACUTE CARE","1200 E BROAD S","","RICHMOND","VA",23219,"RICHMOND CITY",37.5399240720001,-77.429524272,715,86,811,0.86,0.9,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",11423298,3989,490032,11423298
"515","THE MEDICAL CENTER AT CAVERNA","CRITICAL ACCESS","1501 S. DIXIE STREET","","HORSE CAVE","KY",42749,"HART",37.161306148,-85.923038156,25,NA,25,0.31,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",1142749,1567,181314,1142749
"516","WAKEMED CARY HOSPITAL","GENERAL ACUTE CARE","1900 KILDAIRE FARM RD.","","CARY","NC",27511,"WAKE",35.740224051,-78.781456307,178,12,202,0.76,0.63,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",11427511,2835,340173,11427511
"517","ELLIS HOSPITAL","GENERAL ACUTE CARE","1101 NOTT STREET","","SCHENECTADY","NY",12308,"SCHENECTADY",42.819857616,-73.917318091,334,36,368,0.76,0.83,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",114312308,2701,330153,114312308
"518","FLORIDA HOSPITAL CELEBRATION HEALTH","GENERAL ACUTE CARE","400 CELEBRATION PLACE","","CELEBRATION","FL",34747,"OSCEOLA",28.3281284820001,-81.5408529329999,NA,NA,237,NA,NA,"None","None","HIFLD-BEDS","None","None",11434747,NA,NA,11434747
"519","TAYLOR HARDIN SECURE MEDICAL FACILITY","PSYCHIATRIC","1301 JACK WARNER PARKWAY N.E.","","TUSCALOOSA","AL",35404,"TUSCALOOSA",33.2186743980001,-87.5176647069999,24,NA,24,NA,NA,"DH-NUM_STAFFE","None","DH-NUM_LICENS","None","None",11435404,5324,NA,11435404
"520","HEALTHSOUTH REHABILITATION HOSPITAL","REHABILITATION","113 CASSEL DRIVE","","KINGSPORT","TN",37660,"SULLIVAN",36.553564204,-82.551378404,50,0,50,0.674191780821918,0,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",11437660,5401,443027,11437660
"521","TWIN LAKES REGIONAL MEDICAL CENTER","GENERAL ACUTE CARE","910 WALLACE AVENUE","","LEITCHFIELD","KY",42754,"GRAYSON",37.4725153040001,-86.288593089,75,6,75,0.35,0.43,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",11442754,1561,180070,11442754
"522","CHALMERS P. WYLIE VA AMBULATORY CARE CENTER","MILITARY","420 N JAMES RD","","COLUMBUS","OH",43219,"FRANKLIN",39.980824698,-82.9095849409999,NA,NA,NA,NA,NA,"None","None","","None","None",11443219,NA,NA,11443219
"523","MERCY TIFFIN HOSPITAL","GENERAL ACUTE CARE","45 ST LAWRENCE DRIVE","","TIFFIN","OH",44883,"SENECA",41.103767023,-83.2162628139999,45,5,120,0.4,0.4,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",11444883,2996,360089,11444883
"524","PULASKI MEMORIAL HOSPITAL","CRITICAL ACCESS","616 E 13TH ST","","WINAMAC","IN",46996,"PULASKI",41.056267569,-86.5959984949999,25,NA,25,0.37,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",11446996,4498,151305,11446996
"525","ASPIRUS ONTONAGON HOSPITAL, INC","GENERAL ACUTE CARE","601 S SEVENTH ST","","ONTONAGON","MI",49953,"ONTONAGON",46.865595361,-89.3016584599999,25,NA,25,0.05,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",11449953,4573,231309,11449953
"526","GREATER REGIONAL MEDICAL CENTER","CRITICAL ACCESS","1700 WEST TOWNLINE ROAD","","CRESTON","IA",50801,"UNION",41.07016639,-94.384095006,25,4,25,0.41,0.05,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",11450801,1407,161365,11450801
"527","GLEN COVE HOSPITAL","GENERAL ACUTE CARE","101 ST ANDREWS LANE","","GLEN COVE","NY",11542,"NASSAU",40.871001397,-73.622385666,54,15,247,0.68,0.44,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",114511542,2641,330181,114511542
"528","BETHESDA NORTH","GENERAL ACUTE CARE","10500 MONTGOMERY ROAD","","CINCINNATI","OH",45242,"HAMILTON",39.251979953,-84.341784686,365,38,524,0.725314,NA,"DH-NUM_STAFFE","DH-NUM_ICU_BE","DH-NUM_LICENS","DH-BED_UTILIZ","None",1145242,2932,NA,1145242
"529","ST MARYS JANESVILLE HOSPITAL","GENERAL ACUTE CARE","3400 EAST RACINE STREET","","JANESVILLE","WI",53546,"ROCK",42.669288435,-88.9768889869999,50,6,50,0.52,0.23,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",11453546,5702,520208,11453546
"530","BIGFORK VALLEY HOSPITAL","CRITICAL ACCESS","258 PINE TREE DRIVE","PO BOX 258","BIGFORK","MN",56628,"ITASCA",47.747427342,-93.64575966,20,NA,20,0.13,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",11456628,2013,241316,11456628
"531","WESTLAKE COMMUNITY HOSPITAL","GENERAL ACUTE CARE","1225 LAKE ST","","MELROSE PARK","IL",60160,"COOK",41.8929601150001,-87.848494976,121,12,181,0.41,0.37,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","HIFLD-BEDS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",11460160,NA,140240,11460160
"532","KINGSBROOK JEWISH MEDICAL CENTER","GENERAL ACUTE CARE","585 SCHENECTADY AVENUE","","BROOKLYN","NY",11203,"KINGS",40.6594404510001,-73.933545308,161,20,303,0.72,0.87,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",114611203,2621,330201,114611203
"533","COMMUNITY HOSPITAL","GENERAL ACUTE CARE","901 MACARTHUR BLVD","","MUNSTER","IN",46321,"LAKE",41.5506175090001,-87.505909606,410,39,410,0.63,0.8,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",1146321,1247,150125,1146321
"534","SCOTLAND COUNTY HOSPITAL","CRITICAL ACCESS","450 E. SIGLER AVENUE","","MEMPHIS","MO",63555,"SCOTLAND",40.46477539,-92.164951494,25,NA,25,0.36,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",11463555,2266,261310,11463555
"535","PHILLIPS COUNTY HOSPITAL","GENERAL ACUTE CARE","1150 STATE STREET","","PHILLIPSBURG","KS",67661,"PHILLIPS",39.755329024,-99.313231789,25,NA,25,0.28,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",11467661,1494,171353,11467661
"536","NORTH OAKS MEDICAL CENTER","GENERAL ACUTE CARE","15790 PAUL VEGA MD DR","","HAMMOND","LA",70403,"TANGIPAHOA",30.4651110180001,-90.4611135649999,344,60,344,0.45,0.57,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","HCRIS-Total Staffed Beds","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",11470403,1700,190015,11470403
"537","MITCHELL COUNTY HOSPITAL","CRITICAL ACCESS","997 WEST INTERSTATE 20","","COLORADO CITY","TX",79512,"MITCHELL",32.4064373080001,-100.875934591,25,NA,25,0.32,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",11479512,3765,451342,11479512
"538","LONG ISLAND JEWISH MEDICAL CENTER","GENERAL ACUTE CARE","270-05 76TH AVE","","NEW HYDE PARK","NY",11040,"QUEENS",40.754343275,-73.70810636,1193,82,1193,0.84,0.86,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","HCRIS-Total Staffed Beds","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",114811040,2640,330195,114811040
"539","EATON RAPIDS MEDICAL CENTER","GENERAL ACUTE CARE","1500 S MAIN STREET","","EATON RAPIDS","MI",48827,"EATON",42.4952522890001,-84.6586512759999,20,NA,20,0.21,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",1148827,1871,231324,1148827
"540","EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS","GENERAL ACUTE CARE","500 1ST STREET","","PORTOLA","CA",96122,"PLUMAS",39.8055505180001,-120.462810128,9,NA,9,0.34,NA,"HCRIS-Total Staffed Beds","None","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","None",11496122,440,51300,11496122
"541","ST. CLARE HOSPITAL","GENERAL ACUTE CARE","11315 BRIDGEPORT WAY SW","","TACOMA","WA",98499,"PIERCE",47.15431,-122.50204,106,31,106,0.83,0.56,"HCRIS-Total Staffed Beds","HCRIS-ICU Total Staffed Beds","DH-NUM_LICENS","HCRIS-Total Bed Occupancy Rate","HCRIS-ICU Occupancy Rate",11498499,4044,500021,11498499
