Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,ID
ADOLESCENT AND FAMILY INSTITUTE,OF COLORADO INC,,10001 HEST 32ND AVENUE,,,HHEAT RIDGE,CO,80033,(303)238-1231,AD/RR/AM/W/Y/A/B/H/HV/CU/PG/TX/,1425CO80033
CHEMICAL DEPENDENCY PROGRAM INC,,,6415 HEST 44TH AVENUE,SUITE 101,,HHEAT RIDGE,CO,80033,(303)431-5664,AL/AM/H/HV/PI/TX/PV/,6519CO80033
CORRECTIONS EVALUATION AND TREATMENT PROGRAM INC,,,12600 HEST 32ND AVENUE,,,HHEAT RIDGE,CO,80033,(303)238-2619,AD/AM/W/A/TX/,2150CO80033
TREATtlENT SERVICES INC,,,3805 NEHLAND STREET,,,HHEAT RIDGE,CO,80033,(303)422-2309,AL/AM/Y/PI/TX/,8304CO80033
HEST PINES/A PSYCHIATRIC HOSPITAL,CHEMICAL DEPENDENCY UNIT,,3400 LUTHERAN PARKHAY,,,HHEAT RIDGE,CO,80033,(303)239-4000,AD/DT/RR/W/A/H/H/AI/HV/CU/IV/PG/TX/CI/PV/,8190CO80033
JOURNEY COUNSELING AND EDUCATION CTR,,,300 HEST LAKE STREET,,,HOODLAND PARK,CO,80866,(303)687-6927,AL/AM/W/Y/CU/PG/EA/DW/TX/CI/PV/,6723CO80866
L N VALLEY COUNCIL ON ALC/DRUG ABUSE,ALCOHOLISM AND DRUG ABUSE PROGRAM,,435 EAST MAIN STREET,2ND FLOOR,,ANSONIA,CT,6401,(203)735-8761,AD/AM/W/Y/A/B/PI/CU/IV/PG/EA/DW/TX/PV/,7841CT06401
REID TREATMENT CENTER,ADMINISTRATIVE UNIT,,121 HEST AVON ROAD,,,AVON,CT,6001,(203)673-6115,AD/OT/,9495CT06001
REID TREATMENT CENTER,NON HOSPITAL MEDICAL UNIT,,121 HEST AVON ROAD,,,AVON,CT,6001,(203)673-6115,AD/DT/RR/IV/TX/CI/PV/,9495CT06001
BLUE RIDGE CENTER,ADMINISTRATIVE UNIT,,1095 BLUE HILLS AVENUE,,,BLOOMFIELD,CT,6002,(203)243-1331,AD/DT/RR/AM/IV/TX/PV/,5641CT06002
BRANFORD COUNSELING CENTER,,,33 LAUREL STREET,,,BRANFORD,CT,6405,(203)481-4248,AD/EA/PV/,7093CT06405
CHEMICAL ABUSE SERVICES AGENCY INC,(CASAi ADMINISTRATIVE UNIT,,690 ARTIC STREET,,,BRIDGEPORT,CT,6604,(203)333-3887,AD/RR/AM/W/Y/A/H/HV/CU/IV/PG/TX/CI/PV/,8701CT06604
GUENSTER REHABILITATION CE NTE R INC,DAY TREATIIENT UNIT,,276 UNION AVENUE,,,BRIDGEPORT,CT,6607,(203)384-9301,AD/AM/H/CU/TX/PV/,4582CT06607
GUENSTER REHABILITATION CENTER INC,FVENING PROGRAM,,!76 UNION AVENUE,,,BRIDGEPORT,CT,6607,(203)384-9301,AD/AM/H/CU/TX/PV/,9409CT06607
GUENSTER REHABILITATION CENTER INC,INTENSIVE RESIDENTIAL UNIT,,276 UNION AVENUE,,,BRIDGEPORT,CT,6607,(203)384-9301,AD/RR/H/CU/TX/PV/,7566CT06607
HELPING HAND CENTER,,,488 STRATFORD AVENUE,,,BRIDGEPORT,CT,6608,(203)336-9293,DA/RR/H/IV/TX/PV/,2246CT06608
HORIZONS,RESIDENTIAL DRUG FREE PROGRAM,,1635 FAIRFIELD AVENUE,,,BRIDGEPORT,CT,6605,(203)333-3518,AD/RR/H/HV/CU/TX/,3705CT06605
PROJECT FIRE,BRIDGEPORT UNIT,,240 FAIRFIELD AVENUE,,,BRIDGEPORT,CT,6604,(203)579-6120,AD/AM/W/H/HV/TX/,5389CT06604
REGIONAL NETHORK OF PROGRAMS INC,ADMINISTRATIVE UNIT,,144 GOLDEN HILL STREET,SUITE 301,,BRIDGEPORT,CT,6604,(203)333-4105,AD/OT/,8209CT06604
REGIONAL NETHORK OF PROGRAMS INC,CENTER FOR HUMAN SERVICES,,1549 FAIRFIELD AVENUE,,,BRIDGEPORT,CT,6605,(203)335-2171 EXT2,DA/AM/A/HV/IV/MM/,0062CT06605
REGIONAL NETHORK OF PROGRAMS INC,GOLDEN HILL TREATMENT CENTER/DETOX,,171 GOLDEN HILL STREET,,,BRIDGEPORT,CT,6604,(203)335-2173 EXT2,DA/AM/IV/MM/,4911CT06604
REGIONAL NETHORK OF PROGRAMS INC,GOLDEN HILL TREATMENT CENTER/MM,,171 GOLDEN ILL STREET,,,BRIDGEPORT,CT,6604,(203)335-2173,DA/AM/IV/MM/,9750CT06604
REGIONAL NETHORK OF PROGRAMS INC,REGIONAL ADOLESCENT PROGRAM IR APJ,,171 GOLDEN HILL STREET,,,BRIDGEPORT,CT,6604,(203)333-4105,AD/AM/Y/TX/PV/,4911CT06604
REGIONAL NETHORK OF PROGRAMS INC,REGIONAL ALCOHOLISM SERVICES,,480 BOND STREET,,,BRIDGEPORT,CT,6610,(203)366-5817,AL/PV/,0768CT06610
REGIONAL NETHORK OF PROGRAMS INC,REGIONAL COUNSELING SERVS IRCSI OP/DF,,171 GOLDEN HILL STREET,,,BRIDGEPORT,CT,6604,(203)333-4105 EXT125,AD/AM/TX/PV/,4911CT06604
UNITED HAY REGIONAL YOUTH SUBSTANCE,ABUSE PROJECT,,75 HASHINGTON AVENUE,,,BRIDGEPORT,CT,6604,(203)333-3333,AD/PV/,4553CT06604
MIDHESTERN CT COUNCIL ON ALCOHOLISM,MCDONOUGH HOUSE/INTENSIVE RESIDENTIAL,,132 HUT HILL ROAD,,,BRIDGEHATER,CT,6752,(203)354-4423,AD/RR/H/HV/CU/IV/TX/CI/,1158CT06752
MIDHESTERN CT COUNCIL ON ALCOHOLISM,MCDONOUGH HOUSE/INTERM RESIDENTIAL,,132 HUT HILL ROAD,,,BRIDGEHATER,CT,6252,(203)354-4423,AD/RR/H/HV/CU/IV/TX/CI/,1158CT06252
BRISTOL HOSPITAL,DAY/EVENING ALCOHOLISM PROGRAM,,440 C NORTH MAIN STREET,,,BRISTOL,CT,6010,(203)583-5858,AD/AM/H/CU/IV/EA/TX/CI/,8454CT06010
BRISTOL HOSPITAL MENTAL HEALTH SERVICE,DETOXIFICATION UNIT,,BREHSTER ROAD,,,BRISTOL,CT,6010,(203)585-3420,AD/OT/W/A/HV/PI/CU/IV/PG/EA/TX/CI/,2884CT06010
EDUCATION CENTER OF,THE ALC AND DRUG ABUSE COUNCIL ITADACJ,,521 POST ROAD,,,COS COB,CT,6807,(203)661-9011,AD/DW/PV/,5729CT06807
DANBURY YOUTH SERVICES INC,,,32 STEVENS STREET,,,DANBURY,CT,6810,(203)748-2936,AD/CI/PV/,1316CT06810
FEDERAL CORRECTIONAL INSTITUTION,SUBSTANCE ABUSE SERVICES,,ROUTE 37,,,DANBURY,CT,6810,(203)743-6471,AD/AM/A/H/HV/IV/EA/TX/PV/,4109CT06810
MIDHESTERN CT COUNCIL ON ALCOHOLISM,OUTPATIENT UNIT,,238 HI IITE STREET,,,DANBURY,CT,6810,(203)792-4515,AL/AM/W/A/CU/IV/EA/DW/TX/PV/,9865CT06810
YOUTH OPTIONS,DARIEN UNIT,,120 BROOKSIDE ROAD,,,DARIEN,CT,6820,(203)655-8973,DA/AM/Y/TX/CI/PV/,6220CT06820
UNITED SERVICES INC,ALCOHOL ANO ORUG ABUSE SERVICES,,1007 NORTH MAIN STREET,,,DAYVILLE,CT,6241,(203)774-2020,AD/AM/W/Y/H/CU/IV/PG/EA/DW/TX/PV/,3122CT06241
GRIFFIN HOSPITAL ALC/CHEH DEP SERVICES,EVENING TREATMENT PROGRAM,,130 DIVISION STREET,DEPARTMENT OF PSYCHIATRY,,DERBY,CT,6418,(203)732-7580,AD/AM/A/HV/CU/EA/TX/CI/,4912CT06418
NEH DIRECTIONS INC OF NORTH CENTRAL CT,ALCOHOL AND DRUG SERVICES,,55 MAIN STREET,SUITE 5102,,ENFIELD,CT,6082,(203)741-3001,AD/AM/W/Y/EA/DW/TX/CI/PV/,0785CT06082
FAIRFIELD COMMUNITY SERVICES,,,370 BEACH ROAD,,,FAIRFIELD,CT,6430,(203)255-5777,DA/AM/W/Y/A/B/H/AI/HV/CU/PG/TX/,4591CT06430
JOHN DEMPSEY HOSPITAL,ALCOHOL AND DRUG ABUSE TREATMENT CTR,,FARMINGTON AVENUE,,,FARMINGTON,CT,6030,(203)679-3422,AD/DT/RR/AM/IV/TX/,8065CT06030
CLAYTON HOUSE,,,203-205 HILLIAHS STREET,,,GLASTONBURY,CT,6033,(203)659-0309,AD/RR/TX/,2973CT06033
YOUTH OPTIONS,GREENHICH UNIT,,49 GREENHICH AVENUE,ROOM 3,,GREENHICH,CT,6830,(203)869-1349,DA/AM/Y/TX/CI/PV/,5220CT06830
CT COUNSELING AND ALC EDUC ASSOCIATES,,,333 LONG HILL ROAD,,,GROTON,CT,6340,(203)445-2996,AD/AM/W/Y/CU/EA/DW/TX/PV/,4427CT06340
ALCOHOLISM DETOX REHAB CENTER INC,,,500 VINE STREET,,,HARTFORD,CT,6112,(203)243-8931,AD/DT/IV/TX/MM/,9122CT06112
BLUE HILLS HOSPITAL,ALCOHOL AND DRUG SERVICES/ADMIN UNIT,,51 COVENTRY STREET,,,HARTFORD,CT,6112,(203)566-4096,AD/DT/RR/AM/IV/TX/CI/,0877CT06112
COMMUNITY HEALTH SERVICES INC,CHEMICAL DEPENDENCY PROGRAM,,520 ALBANY AVENUE,,,HARTFORD,CT,6120,(203)249-9625,AD/AM/W/Y/B/H/HV/CU/IV/PG/TX/,7435CT06120
COMMUNITY RENEHAL TEAM OF,GREATER HARTFORD INC/YOUTH SERVICES,,3580 MAIN STREET,,,HARTFORD,CT,6120,(203)280-0100,AD/PV/,5260CT06120
CT DEPARTMENT OF CORRECTIONS,ADDICTION SERVICES DIVISION,,90 BRAINARD ROAD,,,HARTFORD,CT,6114,(203)566-2859,AD/RR/AM/W/Y/IV/DW/TX/OT/,3588CT06114
HARTFORD DISPENSARY CLINIC,DOCTORS CLINIC,,345 HAIN STREET,,,HARTFORD,CT,6106,(203)525-2182,DA/AM/W/A/B/H/HV/CU/IV/PG/MM/,2831CT06106
HENDERSON/JOHNSON CLINIC,AMBULATORY DETOXIFICATION PROGRAM,,14 HESTON STREET,,,HARTFORD,CT,6120,(203)527-5100,DA/AM/W/A/B/H/HV/CU/IV/PG/MM/,3843CT06120
HENDERSON/JOHNSON CLINIC,METHADONE MAINTENANCE PROGRAM,,12-14 HESTON STREET,,,HARTFORD,CT,6120,(203)525-9376,DA/AM/W/A/B/H/HV/CU/IV/PG/MM/,6033CT06120
HISPANIC ALCOHOLISM PROGRAM,INSTITUTf FOR THE HISPANIC FAMILY,,80 JEFFERSON STREET,,,HARTFORD,CT,6106,(203)527-1124,AL/AM/H/TX/CI/PV/,3546CT06106
METHADONE TO ABSTINENCE PROGRAM,OUTPATIENT METHADONE MAINTENANCE,,14 HESTON STREET,,,HARTFORD,CT,6120,(203)527-5100,DA/AM/W/A/B/H/HV/CU/IV/PG/MM/,9467CT06120
OPEN HEARTH MISSION,,,437 SHELDON STREET,,,HARTFORD,CT,6106,(203)525-3447,AD/OT/,4563CT06106
PROJECT FIRE,,,233 HASHINGTON STREET,,,HARTFORD,CT,6106,(203)566-5039,AD/AM/W/H/HV/TX/,1032CT06106
REGIONAL ALCOHOL AND DRUG ABUSE RESOURCES INC,,,645 FRAHINGTON AVENUE,,,HARTFORD,CT,6105,(203)728-1340,AD/EA/DW/PV/OT/,1662CT06105
UNITED HAY OF CONNECTICUT,INFOLINE/ADHINISTRATION,,900 ASYLUM AVENUE,,,HARTFORD,CT,6105,(203)249-6850,H/AD/CI/PV/,6053CT06105
UNITED HAY OF CONNECTICUT,INFOLINE/NORTH CENTRAL,,900 ASYLUM AVENUE,,,HARTFORD,CT,6105,(203)522-4636,AD/CI/PV/,6053CT06105
YOUTH CHALLENGE OF GREATER HARTFORD,,,15-17 HAY STREET,,,HARTFORD,CT,6105,(203)728-5199,DA/RR/H/IV/TX/CI/PV/,1820CT06105
MINISTRY OF THE HIGH HATCH,HIGH HATCH FARM,,62 CARTER ROAD,,,KENT,CT,6757,(203)927-3772,AD/RR/TX/,9439CT06757
SE COUNCIL ON ALC AND DRUG DEPEND INC,ISCADDJ LEBANON PINES,,CAMP HOHEEN ROAD,,,LEBANON,CT,6249,(203)889-1717,AD/RR/PI/IV/TX/,3150CT06249
CROSSROADS PREVENTION PROGRAM OF,NEH HOPE MANOR INC,,33 PARK STREET,,,MANCHESTER,CT,6040,(203)647-3252,AD/PV/,6285CT06040
MANCHESTER MEMORIAL HOSPITAL,HUMAN SERVICES DEPARTMENT,,71 HAYNES STREET,,,MANCHESTER,CT,6040,(203)646-1222 EXT2291,AD/EA/PV/OT/,5023CT06040
NEH HOPE MANOR INC,RESIDENTIAL,,48 HARTFORD ROAD,,,MANCHESTER,CT,6040,(203)643-2701,AD/RR/W/Y/B/CU/IV/TX/CI/PV/,8662CT06040
MERIDEN/HALLINGFORD HOSPITAL,DEPARTMENT OF ALCOHOL/SUBSTANCE ABUSE,,181 COOK AVENUE,,,MERIDEN,CT,6450,(203)238-8200,AD/DT/AM/W/Y/H/IV/EA/DW/TX/,3578CT06450
DUTCHER CHEM DEPENDENCE TRT CENTER,,,HOLMES DRIVE,,,HIDDLETOHN,CT,6457,(203)638-5800,AD/DT/RR/IV/TX/,9833CT06457
MIDDLESEX MEMORIAL HOSPITAL,ALCOHOL SERVICES,,8 CRESCENT STREET,,,MIDDLETOHN,CT,6457,(203)344-6155 EXT203,AD/AM/W/A/B/W/Y/PI/CU/IV/PG/EA/DW/TX/,2326CT06457
RUSHFORD CENTER INC,ADMINISTRATIVE UNIT,,1250 SILVER STREET,,,MIDDLETOHN,CT,6457,(203)346-0300,AD/CI/PV/,1198CT06457
RUSHFORD CENTER INC,PREVENTION PROGRAM,,1250 SILVER STREET,,,MIDDLETOHN,CT,6457,(203)347-9550,AD/PV/,1198CT06457
RUSHFORD lREATHENT CENTER,INTENSIVE RESIDENTIAL UNIT,,1250 SILVER STREET,,,HIDDLETOHN,CT,6457,(203)346-0300,AD/RR/TX/,5159CT06457
RUSHFORD TREATMENT CENTER,INTERMEDIATE RESIDENTIAL UNIT,,1250 SILVER STREET,,,HIDDLETOHN,CT,6457,(203)346-0300,AD/RR/TX/OT/,4530CT06457
RUSHFORD TREATMENT CENTER,NON HOSPITAL MEDICAL UNIT,,1250 SILVER STREET,,,MIDDLETOWN,CT,6457,(203)346-0300,AD/DT/PI/TX/,4530CT06457
THE CONNECTION INC,CONNECTION HOUSE,,163-167 LIBERTY STREET,,,MIDDLETOWN,CT,6457,(203)344-1544,AD/RR/W/IV/TX/,7745CT06457
THE CONNECTION INC,GREATER MIDDLETOHN COUNSELING CENTER,,33 PLEASANT STREET,,,HIDDLETOHN,CT,6457,(203)344-0375,AD/AM/IV/TX/,7460CT06457
MILFORD MENTAL HEALTH CLINIC INC,ADMINISTRATIVE UNIT,,949 BRIDGEPORT AVENUE,,,MILFORD,CT,6460,(203)878-6365,AD/OT/,8208CT06460
MILFORD MENTAL HEALTH CLINIC INC,OUTPATIENT,,949 BRIDGEPORT AVENUE,,,MILFORD,CT,6460,(203)878-6365,AD/AM/TX/,8208CT06460
MILFORD MENTAL HEALTH CLINIC INC,PEER COUNSELING PROGRAM,,949 BRIDGEPORT AVENUE,,,MILFORD,CT,6460,(203)878-6365,AD/PV/,8208CT06460
REGIONAL NETHORK OF PROGRAMS INC,MONROE BUILDS COMMUNICATION,,1014 MONROE TURNPIKE,MASUK HIGH SCHOOL,,MONROE,CT,6468,(203)268-6201 EXT5,AD/AM/Y/TX/PV/,2135CT06468
COUNSELING CENTER,DAV/EVENING,,91 LEXINGTON STREET,,,NEH BRITAIN,CT,6052,(203)225-4559,AD/AM/TX/PV/,4415CT06052
FARRELL TREATMENT CENTER,ADMINISTRATIVE UNIT,,586 MAIN STREET,,,NEH BRITAIN,CT,6051,(203)225-4641,AD/IV/OT/,1625CT06051
FARRELL TREATMENT CENTER,INTENSIVE RESIDENTIAL UNIT,,586 MAIN STREET,,,NEH BRITAIN,CT,6051,(203)225-4641,AD/RR/A/HV/CU/IV/TX/CI/PV/,1625CT06051
FARRELL TREATMENT CENTER,OUTPATIENT UNIT,,586 MAIN STREET,,,NEH BRITAIN,CT,6051,(203)225-4641,AD/AM/IV/TX/CI/PV/,1625CT06051
NEH BRITAIN GENERAL HOSPITAL,DEPT OF SUBST ABUSE SERVICES/HILLCREST,,100 GRAND STREET,,,NEH BRITAIN,CT,6050,(203)224-5011,AD/DT/AM/Y/IV/EA/TX/CI/PV/,2919CT06050
CONNECTICUT COMMUNITIES FOR,DRUG FREE YOUTH INC,,156 SOUTH AVENUE,,,NEH CANAAN,CT,6840,(203)972-3234,AD/PV/,5191CT06840
NEH CANAAN CARES INC,HELPLINE AND LIBRARY,,156 SOUTH AVENUE,,,NEH CANAAN,CT,6840,(203)966-7635,AD/CI/PV/,7855CT06840
SILVER HILL FOUNDATION,,,VALLEY ROAD,,,NEH CANAAN,CT,6840,(203)966-3561,AD/DT/RR/AM/H/HV/CU/TX/MM/,0436CT06840
YOUTH OPTIONS,NEH CANAAN UNIT,,156 SOUTH AVENUE,,,NEH CANAAN,CT,6840,(203)972-0154,DA/AM/Y/TX/CI/PV/,7592CT06840
AFFILIATES FOR,CONSULTATION AND THERAPY,,412 ORANGE STREET,,,NEH HAVEN,CT,6511,(203)562-4235,AD/AM/W/Y/B/H/CU/IV/EA/TX/CI/PV/,5937CT06511
ALCOHOL SERVICES ORGANIZATION OF,SOUTH CENTRAL CONNECTICUT INC,,389 ORANGE STREET,,,NEH HAVEN,CT,6511,(203)787-2111,AD/EA/PV/,3698CT06511
ALCOHOL TREATMENT UNIT,SUBSTANCE ABUSE TREATMENT UNIT/OP TRT,,285 ORCHARD STREET,,,NEH HAVEN,CT,6511,(203)789-7387,AD/AM/W/A/B/H/HV/CU/PG/TX/CI/,4085CT06511
APT FOUNDATION INC,,,904 HOHARD AVENUE,,,NEH HAVEN,CT,6519,(203)787-7188,AD/OT/,5528CT06519
APT FOUNDATION INC,CENTRAL TREATMENT UNIT/OP OTHER,,914 1/2 HOHARD AVENUE,,,NEH HAVEN,CT,6519,(203)787-9229,DA/AM/W/A/B/H/HV/CU/IV/PG/TX/CI/PV/,0758CT06519
APT FOUNDATION INC,CMU/CHEP OUTPATIENT DETOX UNIT,,914 1/2 HOHARD AVENUE,,,NEH HAVEN,CT,6519,(203)787-3090,DA/AM/A/HV/CU/IV/TX/CI/PV/,0758CT06519
APT FOUNDATION INC,,,LEGION AVENUE CLINIC/METHADONE,60-62 LEGION AVENUE,,NEH HAVEN,CT,6511,(203)624-0175,DA/AM/W/A/B/H/HV/PI/CU/IV/PG/MM/OT/,8580CT06511
CONNECTICUT MENTAL HEALTII CENTER,INPATIENT,,34 PARK STREET,4TH FLOOR,,NEH HAVEN,CT,6518,(203)789-7192,AD/OT/IV/TX/,0865CT06518
CROSSROADS INC,ADMINISTRATIVE UNIT,,54 EAST RAMSDELL STREET,,,NEH HAVEN,CT,6515,(203)387-0094,DA/RR/W/A/B/H/HV/PI/CU/IV/PG/DW/TX/,6525CT06515
DIXHELL OPPOSES ALCOHOLISM INC,,,58 HEBSTER STREET,,,NEH HAVEN,CT,6511,(203)787-2124,AD/AM/B/PI/TX/CI/,7289CT06511
EVALUATION AND BRIEF TREATMENT UNIT,,,285 ORCHARD STREET,,,NEH HAVEN,CT,6511,(203)789-7387,DA/AM/W/A/B/H/HV/CU/PG/TX/CI/,3216CT06511
HAMDEN YOUTH SERVICES BUREAU,SUBSTANCE ABUSE EDUCATION,,490 NEHHALL STREET,,,NEH HAVEN,CT,6517,(203)865-1761,AD/PV/,0853CT06517
ORCHARD STREET CLINIC,METHADONE,,301 ORCHARD STREET,,,NEH HAVEN,CT,6511,(203)776-9126,DA/AM/W/A/HV/CU/IV/MM/,6231CT06511
PARK INSTITUTE,OUTPATIENT METHADONE,,1401 CHAPEL STREET,,,NEH HAVEN,CT,6511,(203)624-0840,AD/AM/W/Y/A/HV/PI/CU/IV/PG/EA/DW/TX/CI/PV/MM/,1386CT06511
PROJECT FIRE,NEH HAVEN UNIT,,131 DHIGHT STREET,,,NEH HAVEN,CT,6511,(203)789-7514,AD/AM/H/HV/TX/,9947CT06511
PSYCHOLOGICAL EVALUATION,SERVICES OF NEH HAVEN,,436 ORANGE STREET,,,NEH HAVEN,CT,6511,(203)789-8434,AD/AM/W/Y/A/B/HV/PI/CU/PG/TX/,8198CT06511
RESEARCH BUPRENORPHINE STUDY,OUTPATIENT MAINTENANCE,,60-62 LEGION AVENUE,,,NEH HAVEN,CT,6519,(203)624-0175,DA/AM/W/Y/A/B/H/HV/PI/CU/IV/PG/TX/CI/PV/MM/OT/,7346CT06519
SATU OUTPATIENT SERVICES,,,904 HOWARD AVENUE,,,NEH HAVEN,CT,6519,(203)789-7819,DA/AM/W/H/CU/IV/TX/CI/,9148CT06519
SHIRLEY FRANK FOUNDATION,ADMINISTRATIVE UNIT,,659 GEORGE STREET,,,NEH HAVEN,CT,6511,(203)787-2771,AD/OT/,7316CT06511
SHIRLEY FRANK FOUNDATION,JOIIN MAGEE HOUSE,,84 NORTON STREET,,,NEH HAVEN,CT,6511,(203)776-2397,AD/RR/IV/TX/,8168CT06511
SHIRLEY FRANK FOUNDATION,OUTPATIENT/CADAC FUNDED,,659 GEORGE STREET,,,NEH HAVEN,CT,6511,(203)787-2771,AD/AM/TX/,7316CT06511
UNITED HAY OF CONNECTICUT,INFOLINE/SOUTII CENTRAL,,l STATE STREET,,,tlEH HAVEN,CT,6511,(203)624-4143,AD/CI/PV/,7937CT06511
VETERANS AFFAIRS MEDICAL CENTER,SUBSTANCE ABUSE TREATMENT PROGRAM,,950 CAMPBELL AVENUE/ll6A5,BUILDING 2 ROOM 6-1-M,,NEH HAVEN,CT,6516,(203)932-5711 EXT550,AD/DT/RR/AM/IV/TX/MM/,9165CT06516
CARE CLINIC,,,21 MONTAUK AVENUE,,,NEH LONDON,CT,6320,(203)442-3380,AD/AM/Y/IV/EA/TX/,3131CT06320
FAMILY SERVICES ASSOCIATION OF,SOUTHERN NEH LONDON COUNTY,,11 GRANITE STREET,,,NEH LONDON,CT,6320,(203)442-4319,AD/AM/H/CU/EA/TX/CI/PV/,0303CT06320
PROJECT FIRE,NEH LONDON UNIT,,153 WILLIAMS STREET,,,NEW LONDON,CT,6320,(203)442-9776,AD/AM/H/HV/TX/,3885CT06320
SE COUNCIL ON ALC AND DRUG DEPEND INC,ISCADDI ALTRUISM HOUSE/MALE,,189 HOWARD STREET,,,NEH LONDON,CT,6320,(203)442-1017,AD/RR/IV/TX/,9378CT06320
SE COUNCIL ON ALC AND DRUG DEPEND INC,ISCADDJ ALTRUISM HOUSE/HOMEN,,1000 BANK STREET,,,NEH LONDON,CT,6320,(203)447-8021,AD/RR/H/IV/TX/,0992CT06320
SE COUNCIL ON ALC AND DRUG DEPEND INC,ISCADDJ DETOX,,47 COIT STREET,,,NEH LONDON,CT,6320,(203)447-1717,AD/DT/IV/TX/,9005CT06320
SE COUNCIL ON ALC AND DRUG DEPEND INC,ISCADDJ OUTPATIENT PROGRAM,,47 COIT STREET,,,NEH LONDON,CT,6320,(203)447-1717,AD/AM/TX/PV/,9005CT06320
NEH MILFORD YOUTH AGENCY,,,50 EAST STREET,,,NEH MILFORD,CT,6776,(203)355-0047,AD/AM/W/Y/TX/PV/,5241CT06776
ALPHA HOUSE,RESIDENTIAL,,MILE HILL ROAD,,,NEHTOHN,CT,6470,(203)426-3344,AD/RR/IV/TX/CI/,0415CT06470
BERKSHIRE HOODS CHEM DEP TRT CENTER,ADMINISTRATIVE UNIT,,LITCHFIELD BUILDING,,,NEHTOHN,CT,6470,(203)426-2531 EXT2297,AD/OT/,7030CT06470
BERKSHIRE HOODS CHEM DEP TRT CENTER,DETOXIFICATION UNIT,FAIRFIELD HILLS HOSPITAL,,COCHRAN HOUSE,,NEHTOHN,CT,6470,(203)426-2531 EXT2769,AD/DT/IV/TX/CI/MM/,4723CT06470
BERKSHIRE HOODS CHEM DEP TRT CENTER,OUTPATIENT DRUG FREE UNIT,,LITCHFIELD BUILDING,,,NEHTOHN,CT,6470,(203)426-2531 EXT2230,AD/IV/PV/,7030CT06470
BERKSHIRE HOODS CHEM DEP TRT CENTER,RESIDENTIAL DRUG FREE UNIT,,LITCHFIELD BUILDING,,,NEHTOWN,CT,6470,(203)426-2531 EXT2230,AD/RR/IV/TX/CI/,7030CT06470
DAYTOP,RESIDENTIAL DRUG FREE UNIT,,MILE HILL ROAD,,,NEWTOWN,CT,6470,(203)426-3344,AD/RR/IV/TX/CI/,5416CT06470
DAYTOP,RESIDENTIAL MAINTENANCE UNIT,,MILE HILL ROAD,,,NEWTOWN,CT,6470,(203)426-3344,AD/IV/CI/,5416CT06470
STONINGTON INSTITUTE,ADMINISTRATIVE UNIT,,SWANTOWN HILL ROAD,,,NORTH STONINGTON,CT,6359,(203)535-1010 EXT607,AD/IV/OT/,5865CT06359
STONINGTON INSTITUTE,INFIRMARY,,SWANTOHN HILL ROAD,RESIDENTIAL BUILDING,,NORTH STONINGTON,CT,6359,(203)535-lDlO EXT703,AD/DT/H/CU/IV/TX/CI/,8683CT06359
STONINGTON INSTITUTE,INTENSIVE RESIDENTIAL UNIT,,SHANTOHN HILL ROAD,,,NORTH STONINGTON,CT,6359,(203)535-1010 EXT625,AD/RR/W/CU/IV/TX/,7510CT06359
CONNECTICUT COUNSELING CENTERS INC,NORHALK METHADONE PROGRAM,,31 HEST AVENUE,,,NORHALK,CT,6854,(203)838-6508,DA/AM/W/A/HV/CU/IV/PG/MM/,4862CT06854
CONNECTICUT RENAISSANCE INC,ADMINISTRATIVE UNIT,,83 HALL STREET,,,NORHALK,CT,6850,(203)866-2541,DA/OT/,3417CT06850
CONNECTICUT RENASSANCE INt,NORHALK OUTPATIElff UNIT,,83 HALL STREET,,,NORWALK,CT,6850,(203)866-2541,DA/AM/H/IV/TX/CI/,3541CT06850
FAMILY AND CHILDRENS AID OF,GREATER NORHALK/OUTPATIENT,,9 MOTT AVENUE,,,NORHALK,CT,6850,(203)855-8765,AD/AM/H/CU/PG/TX/PV/,3737CT06850
NORHALK HOSPITAL,ALCOHOLISM REHABILITATION PR OGR AM,,24 STEVENS STREET,,,NORHALK,CT,6850,(203)852-2520,AD/DT/AM/W/H/IV/EA/TX/CI/PV/,6298CT06850
UNITED HAY OF CONNECTICUT,INFOLINE/SOUTHHEST,,83 EAST AVENUE,,,NORHALK,CT,6851,(203)853-2525,AD/CI/PV/,3128CT06851
VITAM CENTER INC,ADMINISTRATIVE UNIT,,57 HEST ROCKS ROAD,,,NORHALK,CT,6851,(203)846-2091,AD/CI/PV/OT/,2245CT06851
VITAM CENTER INC,RESIDENTIAL DRUG FREE UNIT,,57 HEST ROCKS ROAD,,,NORHALK,CT,6851,(203)8+6-2091,AD/RR/AM/Y/B/H/HV/CU/TX/CI/PV/OT/,2245CT06851
EUGENE T BONESKI,CHEMICAL DEPENDENCE TREATMENT CENTER,,ROUTE 12,GALLUP BUILDING,,NORHICH,CT,6360,(203)823-5237,AD/DT/RR/W/A/B/H/HV/PI/IV/PG/TX/CI/MM/,3789CT06360
HARTFORD DISPENSARY,NORHICH CLINIC,NORHICH HOSPITAL,LIPPETT BUILDING,,,NORIUCH,CT,6360,(203)886-0446,DA/AM/W/A/B/H/HV/CU/IV/PG/MM/,0345CT06360
