GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GKT001,GKT002,GKT003,GKT004,GKT005,GKT006,GKT007,GKT008,GKT009,GKT010,GKT011,GKT012,GKT013,GKT014,GKT015,GKT016,GKT017,GKT018,GKT019,GKT020,GKT021,GKT022,GKT023,GKT024,GKT025,GKT026,GKT027,GKT028,GKT029,GKT030,GKT031,GKT032,GLD001
"G1700930","2000","US","2","3","Illinois","17","Kendall","093",,,,,"0",,,,,,,,,,,,,"1602","14","N","1600","9999","9",,,,,,,,,"830294774","5414036","Kendall County","A","+41641529","-088424929","06",,,75,27,118,333,195,252,310,392,4823,1551,2779,1277,3364,991,188,113,102,29,111,353,210,307,264,402,5512,1976,2690,1596,2827,1038,128,29,10724
"G1700950","2000","US","2","3","Illinois","17","Knox","095",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1855158547","8851277","Knox County","A","+40939735","-090290825","06",,,131,24,87,685,536,725,801,824,6732,1600,2483,1002,1803,666,256,93,86,35,112,678,490,590,558,550,7236,1946,2897,1696,1881,567,255,24,16672
"G1700970","2000","US","2","3","Illinois","17","Lake","097",,,,,"0",,,,,,,,,,,,,"1602","14","N","1600","9999","9",,,,,,,,,"1159184623","2383790404","Lake County","A","+42313322","-087983801","06",,,2038,1634,4492,3528,3133,3068,3056,5762,37999,12437,27395,8964,47189,20850,8608,3921,2091,1358,3802,4876,2996,3507,3156,4962,47057,16300,28367,12561,48561,18975,3839,1783,129308
"G1700990","2000","US","2","3","Illinois","17","La Salle","099",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2939419691","33986314","La Salle County","A","+41332155","-088904285","06",,,281,129,275,1523,738,1307,1109,1528,13648,3219,4896,2256,3290,1140,462,171,187,120,253,1858,696,1577,1046,1245,15069,3837,4842,2903,3388,1017,399,22,30455
"G1701010","2000","US","2","3","Illinois","17","Lawrence","101",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"963433244","5076462","Lawrence County","A","+38723770","-087720031","06",,,42,12,44,238,114,201,184,140,2093,400,517,463,339,131,39,26,62,13,47,348,144,153,183,90,2404,497,690,630,344,130,22,12,5616
"G1701030","2000","US","2","3","Illinois","17","Lee","103",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1878683655","10158806","Lee County","A","+41774245","-089352013","06",,,184,43,94,602,243,487,572,609,4501,1148,1643,721,994,363,166,44,137,8,47,450,240,431,351,360,4499,1277,1805,859,1108,363,169,22,8723
"G1701050","2000","US","2","3","Illinois","17","Livingston","105",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2703325383","4333369","Livingston County","A","+40903217","-088565955","06",,,130,46,63,591,400,482,603,586,5281,987,1366,646,995,374,134,10,86,27,39,821,351,531,643,407,5646,1102,1574,738,1307,439,78,13,10943
"G1701070","2000","US","2","3","Illinois","17","Logan","107",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1600974150","2242885","Logan County","A","+40143596","-089365106","06",,,225,27,67,357,189,404,557,411,3957,722,1215,513,887,341,106,52,143,25,33,388,279,304,349,301,4403,913,1379,611,1165,288,81,22,8417
"G1701090","2000","US","2","3","Illinois","17","McDonough","109",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1526202798","1943173","McDonough County","A","+40472379","-090670355","06",,,32,9,24,358,149,207,134,173,2806,731,1114,372,1034,561,174,545,43,9,5,372,198,258,237,135,3190,769,1281,518,1351,836,137,182,9109
"G1701110","2000","US","2","3","Illinois","17","McHenry","111",,,,,"0",,,,,,,,,,,,,"1602","14","N","1600","9999","9",,,,,,,,,"1563078834","19746035","McHenry County","A","+42296401","-088353772","06",,,478,334,960,1432,1013,1403,1114,2315,21489,6970,13528,5151,16650,5659,1451,466,389,205,640,1533,982,1460,1421,1971,24964,9124,12976,6492,15407,4739,904,160,46465
"G1701130","2000","US","2","3","Illinois","17","McLean","113",,,,,"0",,,,,,,,,,,,,"1040","99","N","9999","9999","9",,,,,,,,,"3065321876","7143544","McLean County","A","+40495251","-088883582","06",,,102,74,233,804,555,668,600,721,11361,2586,5547,2213,11087,3039,1091,931,161,35,266,956,431,919,712,858,13261,3524,6240,2847,10899,3502,548,449,29781
"G1701150","2000","US","2","3","Illinois","17","Macon","115",,,,,"0",,,,,,,,,,,,,"2040","99","N","9999","9999","9",,,,,,,,,"1503546813","12575217","Macon County","A","+39853136","-088953227","06",,,185,82,240,1039,807,1222,1066,1087,12955,3137,4758,1733,4390,1342,585,273,169,84,204,1253,818,1477,1471,1448,15656,4034,5118,2430,4158,1466,385,123,35536
"G1701170","2000","US","2","3","Illinois","17","Macoupin","117",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2236646294","10458238","Macoupin County","A","+39231191","-089877556","06",,,83,19,70,834,352,470,398,422,6662,1319,2021,1040,1259,354,144,114,77,8,95,1087,425,593,567,384,7002,1907,2149,1000,1397,409,175,42,14939
"G1701190","2000","US","2","3","Illinois","17","Madison","119",,,,,"0",,,,,,,,,,,,,"7040","99","N","9999","9999","9",,,,,,,,,"1877788394","39709004","Madison County","A","+38812515","-090018837","06",,,525,188,475,2895,1547,2132,1910,2200,26356,6428,12907,5690,10683,4020,1548,694,526,175,578,4325,2216,2713,2246,2181,31599,8843,13026,5992,10499,4269,790,256,84024
"G1701210","2000","US","2","3","Illinois","17","Marion","121",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1482156493","8912592","Marion County","A","+38614865","-088993656","06",,,162,39,100,761,334,478,343,406,4773,1167,1618,1015,1034,324,214,32,85,57,109,1162,341,610,444,354,5169,1521,1959,1345,1193,431,85,45,15794
"G1701230","2000","US","2","3","Illinois","17","Marshall","123",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"999896316","32253288","Marshall County","A","+41048508","-089295467","06",,,10,14,20,188,81,118,103,116,1887,360,603,244,478,97,59,0,20,2,2,271,72,116,129,112,1781,466,747,348,483,129,75,4,3207
"G1701250","2000","US","2","3","Illinois","17","Mason","125",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1395854617","63263298","Mason County","A","+40260702","-089913299","06",,,17,0,21,333,144,227,190,155,2213,443,562,326,407,119,76,12,40,2,17,317,134,304,160,131,2372,583,681,297,440,118,49,0,4989
"G1701270","2000","US","2","3","Illinois","17","Massac","127",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"619145951","7935615","Massac County","A","+37203007","-088742654","06",,,45,15,32,335,111,204,168,139,1755,499,758,281,385,109,19,6,17,48,52,535,195,254,191,124,1885,413,708,590,389,177,27,5,6972
"G1701290","2000","US","2","3","Illinois","17","Menard","129",,,,,"0",,,,,,,,,,,,,"7880","99","N","9999","9999","9",,,,,,,,,"813896761","2916227","Menard County","A","+40032792","-089811751","06",,,2,5,19,164,66,70,70,79,1486,385,491,274,558,183,55,37,17,11,10,159,65,119,71,41,1696,472,586,241,665,140,54,7,2969
"G1701310","2000","US","2","3","Illinois","17","Mercer","131",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1453046630","20355646","Mercer County","A","+41201226","-090730320","06",,,10,9,1,227,135,209,176,155,2444,448,710,314,500,119,40,7,12,35,21,171,103,132,199,145,2583,494,806,534,574,129,74,13,4521
"G1701330","2000","US","2","3","Illinois","17","Monroe","133",,,,,"0",,,,,,,,,,,,,"7040","99","N","9999","9999","9",,,,,,,,,"1005671538","24392101","Monroe County","A","+38329154","-090175233","06",,,31,27,18,461,85,164,55,262,2867,999,1370,679,1026,525,121,29,20,7,21,653,138,169,92,129,3098,1178,1260,773,1409,446,125,40,5864
"G1701350","2000","US","2","3","Illinois","17","Montgomery","135",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1822821203","15424970","Montgomery County","A","+39207454","-089500917","06",,,65,31,118,656,371,419,553,478,4144,796,1340,485,732,275,80,17,20,17,40,833,355,288,304,242,4401,1020,1061,501,857,267,101,7,9298
"G1701370","2000","US","2","3","Illinois","17","Morgan","137",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1473074698","9083856","Morgan County","A","+39712954","-090215325","06",,,232,20,74,620,257,398,563,582,4241,760,1282,471,1478,522,203,98,117,27,48,666,239,310,370,359,4775,1062,1361,602,1805,491,173,70,11937
"G1701390","2000","US","2","3","Illinois","17","Moultrie","139",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"869190483","22979514","Moultrie County","A","+39635412","-088626340","06",,,43,13,13,418,97,116,91,117,1691,320,559,339,427,93,53,28,40,20,39,491,87,151,164,115,1922,442,463,362,598,151,38,14,4133
"G1701410","2000","US","2","3","Illinois","17","Ogle","141",,,,,"0",,,,,,,,,,,,,"6880","99","N","9999","9999","9",,,,,,,,,"1965368722","11485500","Ogle County","A","+42025711","-089308985","06",,,104,51,208,688,484,534,451,539,5825,1427,2117,1035,1768,668,244,78,84,41,150,541,303,545,402,520,6289,1741,2421,1157,1964,764,146,28,13408
"G1701430","2000","US","2","3","Illinois","17","Peoria","143",,,,,"0",,,,,,,,,,,,,"6120","99","N","9999","9999","9",,,,,,,,,"1604555696","29430618","Peoria County","A","+40752492","-089665063","06",,,419,253,431,2023,1060,1608,1423,1568,15590,4688,7980,3448,9151,3246,1415,804,458,214,357,2430,1367,1788,1844,1913,19330,5926,9781,4938,8898,2925,929,293,53675
"G1701450","2000","US","2","3","Illinois","17","Perry","145",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1142083828","15153833","Perry County","A","+38054426","-089349016","06",,,50,12,87,660,352,507,474,374,2597,572,1254,597,486,137,58,5,50,0,101,711,226,270,251,224,2792,653,768,560,654,141,103,1,7388
"G1701470","2000","US","2","3","Illinois","17","Piatt","147",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1139651250","808703","Piatt County","A","+39997207","-088577414","06",,,10,4,13,177,68,69,121,108,2076,440,739,356,667,287,82,62,30,0,17,183,114,117,139,90,2057,567,858,425,824,329,70,19,4007
"G1701490","2000","US","2","3","Illinois","17","Pike","149",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2150464165","48107632","Pike County","A","+39629292","-090886468","06",,,44,16,23,323,144,269,282,119,2615,446,564,288,380,106,43,24,47,10,60,369,142,207,217,145,2583,665,779,330,451,117,52,4,6204
"G1701510","2000","US","2","3","Illinois","17","Pope","151",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"960531785","9776097","Pope County","A","+37411400","-088573261","06",,,9,7,14,132,49,50,34,65,516,167,212,49,69,45,24,15,2,0,21,127,80,38,43,53,472,168,218,149,109,43,4,5,2025
"G1701530","2000","US","2","3","Illinois","17","Pulaski","153",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"520032959","6598181","Pulaski County","A","+37197155","-089132572","06",,,29,17,39,165,93,95,135,82,710,268,296,119,94,48,10,0,62,9,38,224,82,117,119,71,779,211,335,274,146,28,5,4,3687
"G1701550","2000","US","2","3","Illinois","17","Putnam","155",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"413868679","32235199","Putnam County","A","+41226096","-089274381","06",,,2,0,11,63,59,84,61,42,794,217,298,137,133,65,22,11,7,2,10,105,29,89,70,34,778,199,368,178,193,64,11,0,1659
"G1701570","2000","US","2","3","Illinois","17","Randolph","157",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1498090643","48799890","Randolph County","A","+38079211","-089796877","06",,,65,67,75,931,495,725,888,883,4308,945,1334,648,658,212,75,23,36,64,23,1027,251,504,328,273,4315,1115,1214,629,691,222,113,4,10136
"G1701590","2000","US","2","3","Illinois","17","Richland","159",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"932763611","4838953","Richland County","A","+38722200","-088094535","06",,,30,6,15,361,139,138,93,106,1686,499,667,524,570,134,92,0,10,11,16,365,130,212,103,63,1864,665,697,779,573,234,45,0,5666
"G1701610","2000","US","2","3","Illinois","17","Rock Island","161",,,,,"0",,,,,,,,,,,,,"1960","99","N","9999","9999","9",,,,,,,,,"1105280677","63208511","Rock Island County","A","+41491433","-090507532","06",,,347,223,580,1435,1159,1611,1585,1785,15295,4317,7280,2858,5559,1813,831,386,258,189,434,1690,1204,1742,1311,1685,18361,5102,7787,3738,5789,1783,559,169,41795
"G1701630","2000","US","2","3","Illinois","17","St Clair","163",,,,,"0",,,,,,,,,,,,,"7040","99","N","9999","9999","9",,,,,,,,,"1719253745","26278018","St. Clair County","A","+38532682","-090002067","06",,,720,249,663,2857,1504,2451,2081,3260,20987,6201,11907,6152,9503,4741,1369,432,695,277,799,3926,2298,3226,2951,3147,26394,8487,13874,6247,10149,4048,840,280,83884
"G1701650","2000","US","2","3","Illinois","17","Saline","165",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"992766969","9496536","Saline County","A","+37753831","-088540840","06",,,44,47,29,604,230,376,262,219,2659,745,1266,656,724,206,95,40,75,54,82,1069,278,370,361,221,2809,1070,1382,1013,644,397,82,2,12534
"G1701670","2000","US","2","3","Illinois","17","Sangamon","167",,,,,"0",,,,,,,,,,,,,"7880","99","N","9999","9999","9",,,,,,,,,"2248581464","22855343","Sangamon County","A","+39763854","-089646499","06",,,255,101,197,1396,950,1422,1275,1581,16645,4432,8133,3566,11235,4565,1960,753,221,142,181,1798,1036,1566,1364,1615,22641,6689,8341,4921,11880,4367,1030,362,53596
"G1701690","2000","US","2","3","Illinois","17","Schuyler","169",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1132637582","10545936","Schuyler County","A","+40143586","-090579100","06",,,12,4,17,120,72,92,97,28,1218,175,266,95,152,37,25,0,7,0,8,73,83,92,64,54,1101,296,345,116,280,59,34,0,2187
"G1701710","2000","US","2","3","Illinois","17","Scott","171",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"649869187","4791467","Scott County","A","+39647927","-090478407","06",,,2,9,7,105,40,50,25,47,876,153,201,62,131,34,14,7,4,0,4,110,37,73,59,58,856,190,231,70,220,22,21,0,1414
"G1701730","2000","US","2","3","Illinois","17","Shelby","173",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1964534133","24712654","Shelby County","A","+39385719","-088799105","06",,,74,17,42,449,120,227,115,210,3332,507,928,504,609,212,42,39,25,27,30,446,177,237,259,189,3444,854,963,502,557,228,60,23,6670
"G1701750","2000","US","2","3","Illinois","17","Stark","175",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"745755535","714176","Stark County","A","+41097764","-089802300","06",,,5,5,13,84,41,55,71,64,810,146,291,160,197,65,19,4,10,8,0,111,54,68,68,57,877,242,294,202,243,38,8,2,1778
"G1701770","2000","US","2","3","Illinois","17","Stephenson","177",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1461230391","1388256","Stephenson County","A","+42340808","-089642608","06",,,49,19,54,687,328,432,463,469,6116,1418,1922,975,1675,617,239,33,135,28,103,673,337,524,545,373,6470,1882,2347,1368,1809,577,172,12,14618
"G1701790","2000","US","2","3","Illinois","17","Tazewell","179",,,,,"0",,,,,,,,,,,,,"6120","99","N","9999","9999","9",,,,,,,,,"1680540029","23393536","Tazewell County","A","+40557333","-089540657","06",,,174,106,210,1405,846,1315,972,912,14327,4293,6266,2596,5576,1808,539,219,150,72,84,1893,1084,1388,1217,1185,15461,5084,6387,3517,5287,1642,562,89,35717
"G1701810","2000","US","2","3","Illinois","17","Union","181",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1077851694","15454421","Union County","A","+37461737","-089248116","06",,,180,92,68,460,170,205,168,320,1947,568,680,278,489,292,70,42,75,18,97,588,181,224,224,130,1984,627,819,591,713,306,60,29,9219
"G1701830","2000","US","2","3","Illinois","17","Vermilion","183",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"2328606541","7915927","Vermilion County","A","+40156797","-087692434","06",,,227,105,256,1409,765,1152,1145,1183,10103,2229,3288,1577,2327,731,334,47,169,68,248,1494,706,972,1045,913,11300,2590,3536,2353,2298,834,309,65,29002
"G1701850","2000","US","2","3","Illinois","17","Wabash","185",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"578786625","11115526","Wabash County","A","+38430342","-087816801","06",,,16,21,30,167,91,165,132,95,1339,381,571,545,385,148,44,7,13,0,23,242,85,260,136,60,1326,555,598,698,334,148,12,0,4133
"G1701870","2000","US","2","3","Illinois","17","Warren","187",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1405122319","1674618","Warren County","A","+40876975","-090622695","06",,,14,7,24,290,102,237,180,190,2288,515,735,218,633,144,92,77,40,20,27,284,115,233,202,188,2507,549,783,463,717,185,46,26,5735
"G1701890","2000","US","2","3","Illinois","17","Washington","189",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1457147214","3912917","Washington County","A","+38366222","-089376927","06",,,44,23,40,480,64,172,61,69,1725,396,640,507,434,175,69,25,44,32,69,668,105,122,72,59,1825,526,556,511,429,170,54,2,4256
"G1701910","2000","US","2","3","Illinois","17","Wayne","191",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1848986002","4304987","Wayne County","A","+38419189","-088401393","06",,,50,26,64,489,201,232,179,171,1966,481,583,490,400,114,55,22,29,22,28,618,154,297,213,137,2099,637,728,655,377,148,43,15,5821
"G1701930","2000","US","2","3","Illinois","17","White","193",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1281708431","17680413","White County","A","+38104078","-088180096","06",,,28,31,54,500,159,174,184,150,1841,465,559,308,434,108,62,26,14,10,113,536,207,256,166,176,2026,580,685,507,334,148,16,6,5852
"G1701950","2000","US","2","3","Illinois","17","Whiteside","195",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1773546391","31707117","Whiteside County","A","+41778260","-089867831","06",,,218,82,263,1160,494,715,512,498,7404,1778,2809,1208,1495,513,202,17,146,101,176,1416,530,656,650,578,7921,2066,2883,1723,1718,484,158,11,17980
"G1701970","2000","US","2","3","Illinois","17","Will","197",,,,,"0",,,,,,,,,,,,,"1602","14","N","1600","9999","9",,,,,,,,,"2167666114","32234514","Will County","A","+41527431","-088029840","06",,,984,555,1836,3201,2120,3498,3726,5185,42063,13011,24258,10254,27935,9571,2427,1211,1039,533,1365,3857,2232,3352,2900,4450,48297,15861,24840,12231,27373,8614,1655,484,100263
"G1701990","2000","US","2","3","Illinois","17","Williamson","199",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1096636941","54291615","Williamson County","A","+37749230","-088972314","06",,,207,43,219,1146,432,614,601,637,6179,1805,2815,1442,2403,882,343,155,99,84,195,1591,530,819,709,571,7388,1874,3042,1732,2256,888,222,50,23414
"G1702010","2000","US","2","3","Illinois","17","Winnebago","201",,,,,"0",,,,,,,,,,,,,"6880","99","N","9999","9999","9",,,,,,,,,"1330572400","14340767","Winnebago County","A","+42311119","-089081630","06",,,947,582,1185,2756,2159,3204,2794,3100,27322,7172,12337,5115,11668,3975,1899,373,737,444,992,2919,2498,3122,3038,3287,32382,9212,12861,6412,11531,4476,1174,130,80632
"G1702030","2000","US","2","3","Illinois","17","Woodford","203",,,,,"0",,,,,,,,,,,,,"6120","99","N","9999","9999","9",,,,,,,,,"1367384872","38317003","Woodford County","A","+40783629","-089225144","06",,,20,14,22,422,137,206,203,266,3844,960,1557,831,1731,531,127,90,45,3,35,534,158,367,156,201,4260,1087,1749,1026,1756,452,114,41,7247
"G1800010","2000","US","2","3","Indiana","18","Adams","001",,,,,"0",,,,,,,,,,,,,"2760","99","N","9999","9999","9",,,,,,,,,"878938129","1485488","Adams County","A","+40744555","-084940506","06",,,28,10,24,909,333,303,151,179,4268,725,1021,558,656,288,116,15,16,17,25,838,410,334,242,213,4813,711,1227,653,597,391,80,7,8755
"G1800030","2000","US","2","3","Indiana","18","Allen","003",,,,,"0",,,,,,,,,,,,,"2760","99","N","9999","9999","9",,,,,,,,,"1702268870","7388974","Allen County","A","+41090284","-085100068","06",,,884,228,957,2394,1838,2738,2366,2745,29526,7648,14927,7601,16976,5499,2334,897,713,275,673,2734,2356,3465,2767,2752,37162,9171,16151,9306,14253,6152,1073,208,89322
"G1800050","2000","US","2","3","Indiana","18","Bartholomew","005",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1053706192","6527955","Bartholomew County","A","+39211509","-085892211","06",,,50,106,195,667,550,884,664,567,7485,1532,2802,1229,3583,1767,359,171,121,111,187,777,629,994,649,489,9553,1904,2889,1696,2833,1351,204,111,21561
"G1800070","2000","US","2","3","Indiana","18","Benton","007",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"1052338649","236014","Benton County","A","+40579571","-087314706","06",,,14,9,13,79,74,83,63,70,1398,210,382,132,282,95,13,14,9,5,12,87,75,140,77,36,1565,211,391,222,260,117,19,1,2810
"G1800090","2000","US","2","3","Indiana","18","Blackford","009",,,,,"0",,,,,,,,,,,,,"9999","99","9","9999","9999","9",,,,,,,,,"427600367","790354","Blackford County","A","+40462132","-085340883","06",,,10,5,32,131,106,285,180,95,2280,247,477,227,279,97,40,39,20,14,10,154,137,251,201,158,2447,308,535,260,355,147,23,0,4654
