GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,E33001,E33002,E33003,E33004,E33005,E33006,E33007
"G2000510","1990","KS",,,,,,,,,,,"99","Ellis","051",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002331045","0000001299","Ellis County","A","+38916464","-099314761","06",1813,1170,4737,3366,700,2591,1019
"G2000530","1990","KS",,,,,,,,,,,"99","Ellsworth","053",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001854269","0000019522","Ellsworth County","A","+38695772","-098204928","06",626,445,1614,1122,176,401,184
"G2000550","1990","KS",,,,,,,,,,,"99","Finney","055",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0003367402","0000006553","Finney County","A","+38046735","-100746062","06",2456,2797,4859,4024,1322,1712,881
"G2000570","1990","KS",,,,,,,,,,,"99","Ford","057",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002845278","0000002041","Ford County","A","+37691991","-099883228","06",1824,1962,4569,3682,1225,1984,951
"G2000590","1990","KS",,,,,,,,,,,"99","Franklin","059",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001486407","0000007240","Franklin County","A","+38567251","-095287808","06",1300,1886,5940,2451,548,1208,589
"G2000610","1990","KS",,,,,,,,,,,"99","Geary","061",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0000995269","0000050964","Geary County","A","+38996321","-096749488","06",908,1788,6172,3983,992,1539,832
"G2000630","1990","KS",,,,,,,,,,,"99","Gove","063",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002775093","0000000233","Gove County","A","+38921015","-100491052","06",312,151,814,482,154,230,72
"G2000650","1990","KS",,,,,,,,,,,"99","Graham","065",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002326680","0000000994","Graham County","A","+39348969","-099880425","06",304,248,795,598,162,275,74
"G2000670","1990","KS",,,,,,,,,,,"99","Grant","067",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001489027","0000000474","Grant County","A","+37563003","-101309300","06",548,475,1412,928,192,354,207
"G2000690","1990","KS",,,,,,,,,,,"99","Gray","069",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002250578","0000001139","Gray County","A","+37744603","-100424208","06",633,367,970,619,264,334,79
"G2000710","1990","KS",,,,,,,,,,,"99","Greeley","071",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002015159","0000000000","Greeley County","A","+38472798","-101804358","06",98,101,431,244,65,117,72
"G2000730","1990","KS",,,,,,,,,,,"99","Greenwood","073",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002952130","0000033264","Greenwood County","A","+37878126","-096228051","06",641,724,2331,1013,212,387,182
"G2000750","1990","KS",,,,,,,,,,,"99","Hamilton","075",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002581025","0000002926","Hamilton County","A","+37993050","-101793222","06",183,253,538,351,103,178,33
"G2000770","1990","KS",,,,,,,,,,,"99","Harper","077",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002075848","0000003918","Harper County","A","+37197700","-098078004","06",493,590,2094,1019,228,393,147
"G2000790","1990","KS",,,,,,,,,,,"99","Harvey","079",,,"4","9040",,,,"9999","2","Kansas","20",,,,,"0001397119","0000002879","Harvey County","A","+38044455","-097424917","06",1625,2120,6760,4400,1010,2724,1330
"G2000810","1990","KS",,,,,,,,,,,"99","Haskell","081",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001495444","0000000934","Haskell County","A","+37562776","-100872917","06",321,232,757,526,171,234,77
"G2000830","1990","KS",,,,,,,,,,,"99","Hodgeman","083",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002227341","0000000823","Hodgeman County","A","+38087507","-099898096","06",92,130,549,313,136,182,73
"G2000850","1990","KS",,,,,,,,,,,"99","Jackson","085",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001701247","0000002704","Jackson County","A","+39420659","-095797903","06",688,731,3606,1300,296,534,234
"G2000870","1990","KS",,,,,,,,,,,"99","Jefferson","087",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001388639","0000053948","Jefferson County","A","+39228657","-095381731","06",842,1131,4682,2039,301,921,483
"G2000890","1990","KS",,,,,,,,,,,"99","Jewell","089",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002354865","0000013713","Jewell County","A","+39785619","-098218036","06",265,323,1250,665,195,261,96
"G2000910","1990","KS",,,,,,,,,,,"99","Johnson","091",,,"4","3760",,,,"9999","2","Kansas","20",,,,,"0001234856","0000008800","Johnson County","A","+38884350","-094822151","06",5175,11309,49958,56078,14811,64739,28662
"G2000930","1990","KS",,,,,,,,,,,"99","Kearny","093",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002253421","0000003948","Kearny County","A","+37995167","-101312731","06",318,309,698,627,145,197,103
"G2000950","1990","KS",,,,,,,,,,,"99","Kingman","095",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002237037","0000007845","Kingman County","A","+37560478","-098135217","06",713,537,2051,1257,325,498,164
"G2000970","1990","KS",,,,,,,,,,,"99","Kiowa","097",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001871115","0000000596","Kiowa County","A","+37558737","-099286898","06",238,309,802,581,189,259,103
"G2000990","1990","KS",,,,,,,,,,,"99","Labette","099",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001680669","0000011529","Labette County","A","+37191476","-095297611","06",1841,2125,4965,3448,1109,1039,820
"G2001010","1990","KS",,,,,,,,,,,"99","Lane","101",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001857710","0000000551","Lane County","A","+38481478","-100465793","06",153,150,550,384,82,189,96
"G2001030","1990","KS",,,,,,,,,,,"99","Leavenworth","103",,,"4","3760",,,,"9999","2","Kansas","20",,,,,"0001199966","0000013098","Leavenworth County","A","+39202416","-095038054","06",2304,4207,14002,9200,2241,5448,4603
"G2001050","1990","KS",,,,,,,,,,,"99","Lincoln","105",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001861951","0000002773","Lincoln County","A","+39043990","-098211032","06",360,230,985,577,178,208,99
"G2001070","1990","KS",,,,,,,,,,,"99","Linn","107",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001550805","0000019641","Linn County","A","+38207123","-094840875","06",809,652,2382,914,258,415,164
"G2001090","1990","KS",,,,,,,,,,,"99","Logan","109",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002779242","0000000274","Logan County","A","+38916481","-101146684","06",227,226,767,381,155,258,75
"G2001110","1990","KS",,,,,,,,,,,"99","Lyon","111",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002204069","0000010921","Lyon County","A","+38461626","-096150180","06",1562,2034,6971,4156,848,2630,1614
"G2001130","1990","KS",,,,,,,,,,,"99","McPherson","113",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002330525","0000003822","McPherson County","A","+38387996","-097647545","06",1899,1897,5817,3806,962,2226,806
"G2001150","1990","KS",,,,,,,,,,,"99","Marion","115",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002442786","0000027016","Marion County","A","+38361564","-097097694","06",1228,1079,3243,1578,370,855,455
"G2001170","1990","KS",,,,,,,,,,,"99","Marshall","117",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002337800","0000004622","Marshall County","A","+39778534","-096529168","06",1109,689,3869,1205,315,583,231
"G2001190","1990","KS",,,,,,,,,,,"99","Meade","119",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002534258","0000003214","Meade County","A","+37240009","-100359257","06",325,257,946,621,206,363,122
"G2001210","1990","KS",,,,,,,,,,,"99","Miami","121",,,"4","3760",,,,"9999","2","Kansas","20",,,,,"0001493802","0000034810","Miami County","A","+38564655","-094833526","06",1318,1941,6192,2825,871,1295,702
"G2001230","1990","KS",,,,,,,,,,,"99","Mitchell","123",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001812778","0000048522","Mitchell County","A","+39393310","-098206530","06",432,404,1929,916,365,501,257
"G2001250","1990","KS",,,,,,,,,,,"99","Montgomery","125",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001671224","0000016037","Montgomery County","A","+37189342","-095741752","06",2877,4011,7873,5389,1876,2330,1134
"G2001270","1990","KS",,,,,,,,,,,"99","Morris","127",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001806361","0000014140","Morris County","A","+38686623","-096643488","06",370,446,1890,877,143,321,211
"G2001290","1990","KS",,,,,,,,,,,"99","Morton","129",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001890623","0000000055","Morton County","A","+37197732","-101808049","06",211,308,837,344,100,253,95
"G2001310","1990","KS",,,,,,,,,,,"99","Nemaha","131",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001862401","0000000924","Nemaha County","A","+39776155","-096018778","06",1071,579,3288,814,193,536,296
"G2001330","1990","KS",,,,,,,,,,,"99","Neosho","133",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001481252","0000015992","Neosho County","A","+37556830","-095301327","06",1099,1469,3846,2583,965,886,410
"G2001350","1990","KS",,,,,,,,,,,"99","Ness","135",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002783760","0000000667","Ness County","A","+38475432","-099915560","06",381,237,1103,592,149,262,84
"G2001370","1990","KS",,,,,,,,,,,"99","Norton","137",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002273694","0000009185","Norton County","A","+39783841","-099898888","06",517,456,1484,980,239,365,175
"G2001390","1990","KS",,,,,,,,,,,"99","Osage","139",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001822315","0000040648","Osage County","A","+38649921","-095727023","06",1014,1327,4661,1942,248,679,266
"G2001410","1990","KS",,,,,,,,,,,"99","Osborne","141",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002311862","0000004399","Osborne County","A","+39349091","-098767324","06",479,350,1413,586,260,311,69
"G2001430","1990","KS",,,,,,,,,,,"99","Ottawa","143",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001867843","0000001973","Ottawa County","A","+39131606","-097652807","06",303,435,1489,834,281,414,131
"G2001450","1990","KS",,,,,,,,,,,"99","Pawnee","145",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001953408","0000000994","Pawnee County","A","+38181347","-099232234","06",419,499,1714,1307,324,586,267
"G2001470","1990","KS",,,,,,,,,,,"99","Phillips","147",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002295407","0000022231","Phillips County","A","+39784493","-099347033","06",738,463,1769,793,343,386,118
"G2001490","1990","KS",,,,,,,,,,,"99","Pottawatomie","149",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002186713","0000046178","Pottawatomie County","A","+39379536","-096333887","06",846,989,4426,1874,366,1119,448
"G2001510","1990","KS",,,,,,,,,,,"99","Pratt","151",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001903713","0000001975","Pratt County","A","+37647726","-098739785","06",494,647,2010,1665,391,843,422
"G2001530","1990","KS",,,,,,,,,,,"99","Rawlins","153",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002770484","0000000280","Rawlins County","A","+39789524","-101073866","06",306,152,909,507,123,257,79
"G2001550","1990","KS",,,,,,,,,,,"99","Reno","155",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0003249167","0000043576","Reno County","A","+37960613","-098089515","06",3358,5935,13109,9615,2990,4307,1837
"G2001570","1990","KS",,,,,,,,,,,"99","Republic","157",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001855853","0000009868","Republic County","A","+39828164","-097650274","06",511,524,1886,1013,352,359,131
"G2001590","1990","KS",,,,,,,,,,,"99","Rice","159",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001881927","0000004448","Rice County","A","+38347421","-098200298","06",587,730,2538,1428,396,895,414
"G2001610","1990","KS",,,,,,,,,,,"99","Riley","161",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001578961","0000032405","Riley County","A","+39292937","-096727320","06",885,1657,8092,7749,1712,5790,4680
"G2001630","1990","KS",,,,,,,,,,,"99","Rooks","163",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002300924","0000018173","Rooks County","A","+39350761","-099325564","06",462,597,1672,738,166,335,114
"G2001650","1990","KS",,,,,,,,,,,"99","Rush","165",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001860252","0000000544","Rush County","A","+38523419","-099308728","06",514,250,992,576,140,213,108
"G2001670","1990","KS",,,,,,,,,,,"99","Russell","167",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002291464","0000037021","Russell County","A","+38922221","-098766350","06",712,731,2152,1100,161,500,294
"G2001690","1990","KS",,,,,,,,,,,"99","Saline","169",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001863878","0000004316","Saline County","A","+38781448","-097647797","06",2040,3540,11683,6972,1932,3689,1922
"G2001710","1990","KS",,,,,,,,,,,"99","Scott","171",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001858542","0000000305","Scott County","A","+38481884","-100905893","06",443,332,1154,832,174,316,154
"G2001730","1990","KS",,,,,,,,,,,"99","Sedgwick","173",,,"4","9040",,,,"9999","2","Kansas","20",,,,,"0002590640","0000023900","Sedgwick County","A","+37683500","-097462020","06",14091,30325,80908,59347,12078,38969,17150
"G2001750","1990","KS",,,,,,,,,,,"99","Seward","175",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001656477","0000002560","Seward County","A","+37191283","-100852323","06",1424,1577,3417,2401,739,846,406
"G2001770","1990","KS",,,,,,,,,,,"99","Shawnee","177",,,"4","8440",,,,"9999","2","Kansas","20",,,,,"0001424115","0000016837","Shawnee County","A","+39042600","-095757807","06",5989,10352,37830,23649,3575,15595,7805
"G2001790","1990","KS",,,,,,,,,,,"99","Sheridan","179",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002321716","0000000640","Sheridan County","A","+39350549","-100440897","06",247,128,759,548,78,195,75
"G2001810","1990","KS",,,,,,,,,,,"99","Sherman","181",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002734711","0000000549","Sherman County","A","+39350732","-101719479","06",515,594,1591,858,330,390,164
"G2001830","1990","KS",,,,,,,,,,,"99","Smith","183",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002319237","0000002859","Smith County","A","+39784684","-098785001","06",584,397,1566,661,185,291,85
"G2001850","1990","KS",,,,,,,,,,,"99","Stafford","185",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002051531","0000006918","Stafford County","A","+38035581","-098719561","06",288,488,1231,808,224,430,171
"G2001870","1990","KS",,,,,,,,,,,"99","Stanton","187",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001761361","0000000147","Stanton County","A","+37558728","-101784221","06",177,148,438,316,89,183,55
"G2001890","1990","KS",,,,,,,,,,,"99","Stevens","189",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001884478","0000000463","Stevens County","A","+37202609","-101318220","06",296,387,1108,736,183,337,108
"G2001910","1990","KS",,,,,,,,,,,"99","Sumner","191",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0003061101","0000007698","Sumner County","A","+37229572","-097475353","06",1381,2469,6982,3349,744,1281,614
"G2001930","1990","KS",,,,,,,,,,,"99","Thomas","193",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002783891","0000000288","Thomas County","A","+39358557","-101054785","06",289,440,1746,1195,534,512,272
"G2001950","1990","KS",,,,,,,,,,,"99","Trego","195",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002300851","0000027790","Trego County","A","+38921356","-099864767","06",435,260,910,512,138,201,108
"G2001970","1990","KS",,,,,,,,,,,"99","Wabaunsee","197",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002065418","0000006214","Wabaunsee County","A","+38954812","-096200301","06",287,417,2157,867,83,341,207
"G2001990","1990","KS",,,,,,,,,,,"99","Wallace","199",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002367423","0000000137","Wallace County","A","+38908933","-101754027","06",97,158,396,221,132,121,22
"G2002010","1990","KS",,,,,,,,,,,"99","Washington","201",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0002327125","0000000982","Washington County","A","+39784202","-097085905","06",1054,445,1890,789,209,397,155
"G2002030","1990","KS",,,,,,,,,,,"99","Wichita","203",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001861093","0000000062","Wichita County","A","+38481896","-101347098","06",295,193,549,344,126,142,74
"G2002050","1990","KS",,,,,,,,,,,"99","Wilson","205",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001486414","0000002933","Wilson County","A","+37558943","-095741661","06",721,1082,2709,1394,375,548,258
"G2002070","1990","KS",,,,,,,,,,,"99","Woodson","207",,,"4","9999",,,,"9999","2","Kansas","20",,,,,"0001296701","0000012550","Woodson County","A","+37887411","-095738658","06",444,412,1146,536,130,193,51
"G2002090","1990","KS",,,,,,,,,,,"99","Wyandotte","209",,,"4","3760",,,,"9999","2","Kansas","20",,,,,"0000392120","0000011142","Wyandotte County","A","+39114400","-094766174","06",11056,19232,36022,18598,5223,6726,3676
"G2100010","1990","KY",,,,,,,,,,,"99","Adair","001",,,"6","9999",,,,"9999","3","Kentucky","21",,,,,"0001053760","0000013970","Adair County","A","+37105341","-085281615","06",3618,1695,2722,827,292,456,275
"G2100030","1990","KY",,,,,,,,,,,"99","Allen","003",,,"6","9999",,,,"9999","3","Kentucky","21",,,,,"0000896502","0000015332","Allen County","A","+36751657","-086190429","06",3043,1585,3445,764,188,273,165
"G2100050","1990","KY",,,,,,,,,,,"99","Anderson","005",,,"6","9999",,,,"9999","3","Kentucky","21",,,,,"0000524956","0000004177","Anderson County","A","+38004230","-084987520","06",1750,1384,3599,1430,330,618,310
"G2100070","1990","KY",,,,,,,,,,,"99","Ballard","007",,,"6","9999",,,,"9999","3","Kentucky","21",,,,,"0000650539","0000058124","Ballard County","A","+37064215","-089002232","06",894,1016,2061,678,213,248,218
"G2100090","1990","KY",,,,,,,,,,,"99","Barren","009",,,"6","9999",,,,"9999","3","Kentucky","21",,,,,"0001271591","0000023292","Barren County","A","+36960438","-085927600","06",6508,3794,7431,2443,578,1042,831
"G2100110","1990","KY",,,,,,,,,,,"99","Bath","011",,,"6","9999",,,,"9999","3","Kentucky","21",,,,,"0000723773","0000011694","Bath County","A","+38140254","-083740853","06",2290,1115,1824,569,150,261,132
"G2100130","1990","KY",,,,,,,,,,,"99","Bell","013",,,"6","9999",,,,"9999","3","Kentucky","21",,,,,"0000934416","0000001510","Bell County","A","+36735535","-083672646","06",6571,3895,5121,1843,389,984,841
"G2100150","1990","KY",,,,,,,,,,,"21","Boone","015",,,"6","1642",,,,"1640","3","Kentucky","21",,,,,"0000637835","0000027736","Boone County","A","+38973682","-084729648","06",3288,5041,12866,6927,1803,3435,1987
"G2100170","1990","KY",,,,,,,,,,,"99","Bourbon","017",,,"6","4280",,,,"9999","3","Kentucky","21",,,,,"0000754849","0000000597","Bourbon County","A","+38203120","-084211010","06",2020,2419,4202,1637,603,898,553
"G2100190","1990","KY",,,,,,,,,,,"99","Boyd","019",,,"6","3400",,,,"9999","3","Kentucky","21",,,,,"0000414885","0000004257","Boyd County","A","+38358572","-082689394","06",4535,6306,11691,6372,1772,2510,1623
"G2100210","1990","KY",,,,,,,,,,,"99","Boyle","021",,,"6","9999",,,,"9999","3","Kentucky","21",,,,,"0000470405","0000002826","Boyle County","A","+37618893","-084866034","06",2705,3069,5717,2158,637,1446,961
"G2100230","1990","KY",,,,,,,,,,,"99","Bracken","023",,,"6","9999",,,,"9999","3","Kentucky","21",,,,,"0000526380","0000014696","Bracken County","A","+38693175","-084082706","06",1226,983,1793,540,148,194,132
"G2100250","1990","KY",,,,,,,,,,,"99","Breathitt","025",,,"6","9999",,,,"9999","3","Kentucky","21",,,,,"0001282637","0000000245","Breathitt County","A","+37519432","-083321826","06",3295,1642,2581,895,233,437,372
"G2100270","1990","KY",,,,,,,,,,,"99","Breckinridge","027",,,"6","9999",,,,"9999","3","Kentucky","21",,,,,"0001482583","0000033979","Breckinridge County","A","+37772639","-086431147","06",2984,1611,4130,991,225,328,346
