ID,ADDRESS,CITY,STATE,ZIP
Nicasas Judy H Fried Center,2031 Dugdale Road,North Chicago,IL,60064
Bremen Youth Services,15350 Oak Park Avenue,Oak Forest,IL,60452
Advocate Christ Medical Center,4440 West 95th Street,Oak Lawn,IL,60453
Associates in Alcohol and Drug Counseling Inc,8938 South Ridgeland Avenue,Oak Lawn,IL,60453
Crossmont and Associates Inc,10522 South Cicero Avenue,Oak Lawn,IL,60453
Corporate Health Resource Center,161 North Marion Street,Oak Park,IL,60301
Way Back Inn Inc,412 South Wesley Street,Oak Park,IL,60302
Southeastern IL Counseling Centers Inc,504 Micah Drive,Olney,IL,62450
Intercept Programs Inc,20200 Governors Drive,Olympia Fields,IL,60461
Kingdom Living Outreach Services Inc,20303 Crawford Avenue,Olympia Fields,IL,60461
Nexus Adolescent Chemical Health,118 East Lincoln Avenue,Onarga,IL,60955
Sinnissippi Centers Inc,125 South 4th Street,Oregon,IL,61061
Associates in Alcohol and Drug Counseling Inc,62 Orland Square Drive,Orland Park,IL,60462
Palos Community Hospital,15300 West Avenue,Orland Park,IL,60462
Crossroads Counseling Services LLC,601 West Norris Drive,Ottawa,IL,61350
DUI Assessments and Services Inc,218 West Madison Street,Ottawa,IL,61350
James R Gage and Associates,1017 Clinton Street,Ottawa,IL,61350
North Central Behavioral Health System,727 Etna Road,Ottawa,IL,61350
Bridge Youth and Family Services,721 South Quentin Road,Palatine,IL,60067
Treatment Centers of Illinois,616 North Court,Palatine,IL,60067
Associates in Professional Counseling,7804 West College Drive,Palos Heights,IL,60463
Palos Community Hospital,12251 South 80th Avenue,Palos Heights,IL,60463
Radius Foundation Inc,11952 South Harlem Avenue,Palos Heights,IL,60463
Resurrection Behavioral Health Center,11824 Southwest Highway,Palos Heights,IL,60463
All Types Counseling Services LLC,9944 South Roberts Road,Palos Hills,IL,60465
Baxter and Sheeren Inc,10761 South Roberts Road,Palos Hills,IL,60465
Counseling Center of Illinois,10661 South Roberts Road,Palos Hills,IL,60465
New Horizons Substance Abuse,104 Oak Street,Pana,IL,62557
ABBCON Counseling,150 East Wood Street,Paris,IL,61944
Human Resources Center of,118 East Court Street,Paris,IL,61944
Comgraph Inc,252 Main Street,Park Forest,IL,60466
Eric Gordon and Associates,2644 Dempster Street,Park Ridge,IL,60068
Maine Center,832 Busse Highway,Park Ridge,IL,60068
Alcohol and Drug Professionals,400 Court Street,Pekin,IL,61554
Tazwood Mental Health Center Inc,3248 Vandever Avenue,Pekin,IL,61554
Countermeasures Inc,456 Fulton Street,Peoria,IL,61602
Human Service Center,228 NE Jefferson Street,Peoria,IL,61654
Human Service Center,3420 North Rochelle Lane,Peoria,IL,61654
Human Service Center,on Hamilton Boulevard,Peoria,IL,61603
Human Service Center,130 Richard Pryor Place,Peoria,IL,61605
Human Service Center,on Willow Knolls Road,Peoria,IL,61614
IL Alcohol and Drug Evaluation Servs,7501 North University Street,Peoria,IL,61614
IL Institute for Addiction Recovery,5409 North Knoxville Avenue,Peoria,IL,61614
Illinois Drug and Alcohol Services,416 Main Street,Peoria,IL,61602
New Leaf,3500 New Leaf Lane,Peoria,IL,61615
Richardson Counseling Center LLC,5909 South Adams Street,Peoria,IL,61607
TAP Resources Inc,2390 West Nebraska Avenue,Peoria,IL,61604
Rose Medical Association Inc/Peoria,1327 East Kelly Avenue,Peoria Heights,IL,61616
Two Rivers Outreach,2302 4th Street,Peru,IL,61354
Mental Health Centers of Western IL,121 South Madison Street,Pittsfield,IL,62363
Associates in Professional Counseling,24118 West Chicago Street,Plainfield,IL,60544
DUI Counseling Center/Kendall Cnty,115 East South Street,Plano,IL,60545
Institute for Human Resources,310 East Torrance Avenue,Pontiac,IL,61764
New Directions Counseling Center,28 East Marion Road,Princeton,IL,61356
North Central Behavioral Health System,526 Bureau Valley Parkway,Princeton,IL,61356
Great River Recovery Resources Inc,428 South 36th Street,Quincy,IL,62301
Hopewell Clinical,314 North 6th Street,Quincy,IL,62301
Park Place Center,636 Hampshire Street,Quincy,IL,62301
Egyptian Public and Mental Health Dept,112 East Main Street,Ridgway,IL,62979
Deer Rehabilitation Services Inc,7222 West Cermak Road,Riverside,IL,60546
Southeastern IL Counseling Centers Inc,204 West Highland Street,Robinson,IL,62454
Braden Counseling Center PC,951 South 7th Street,Rochelle,IL,61068
Sinnissippi Centers Inc,1321 North 7th Street,Rochelle,IL,61068
Recovery Zone,707 1st Avenue,Rock Falls,IL,61071
Alcohol/Drug Evaluations and Treatment,311 18th Street,Rock Island,IL,61201
Center for Alcohol and Drug Servs Inc,4230 11th Street,Rock Island,IL,61201
Family Counseling and Psychology Ctr,303 18th Street,Rock Island,IL,61201
Al Tech Services,2233 Charles Street,Rockford,IL,61104
Changes Place,264 North Phelps Avenue,Rockford,IL,61108
Jack Clarks Family,2936 West Chatham Lane,Rockford,IL,61101
KP Counseling Inc,6392 Linden Road,Rockford,IL,61109
Rosecrance Inc,1601 University Drive,Rockford,IL,61107
Rosecrance Inc,3815 Harrison Avenue,Rockford,IL,61108
Rosecrance Inc,1601 North University Drive,Rockford,IL,61107
Rolling Meadows Counseling Center,1835 Hicks Road,Rolling Meadows,IL,60008
IDS Group Inc,644 East Irving Park Road,Roselle,IL,60172
Northern Illinois Council on Alc and Substance Abuse (NICASA),31979 North Fish Lake Road,Round Lake,IL,60073
Schuyler Counseling and Health Services,127 South Liberty Street,Rushville,IL,62681
DUI Counseling Center/Saint Charles,1750 East Main Street,Saint Charles,IL,60174
DUI and Addiction Counseling,2210 Dean Street,Saint Charles,IL,60175
Global Behavioral Health Inc,303 North 2nd Street,Saint Charles,IL,60174
Renz Addiction Counseling Center,309 Walnut Street,Saint Charles,IL,60174
ABC DUI Services,1437 West Whittaker Street,Salem,IL,62881
Community Resource Center,315 Westgate Street,Salem,IL,62881
Alexian Brothers,1650 Moon Lake Boulevard,Schaumburg,IL,60169
Behavioral Healthcare Associates Ltd,1375 East Schaumburg Road,Schaumburg,IL,60194
Families and Adolescents in Recovery,2010 East Algonquin Road,Schaumburg,IL,60173
LSSI BHS in the Northwest Suburbs,1111 North Plaza Drive,Schaumburg,IL,60173
Leyden Family Service,1776 Moon Lake Boulevard,Schaumburg,IL,60169
McDermott Center/Haymarket Center,1990 East Algonquin Road,Schaumburg,IL,60173
Schaumburg Interventions and Counseling Center LLC,1340 Remington Road,Schaumburg,IL,60173
Treatment Centers of Illinois,1734 West Wise Road,Schaumburg,IL,60193
Wendy Stebbins and Associates,1701 East Woodfield Road,Schaumburg,IL,60173
Egyptian Public and Mental Health Dept,209 North Lincoln Boulevard West,Shawneetown,IL,62984
Central East Alcohol and Drug Council,155 South Morgan Street,Shelbyville,IL,62565
Shelby County Community Services Inc,101 East North 12th Street,Shelbyville,IL,62565
Behavior Services Center,8707 Skokie Boulevard,Skokie,IL,60077
Clybourn Consulting Corporation,7520 Skokie Boulevard,Skokie,IL,60077
ICAN Community Services Inc NFP,15475 South Park Avenue,South Holland,IL,60473
First Choice DUI Services and Evaluations,1701 North Market Street,Sparta,IL,62286
Human Service Center,104 Northtown Road,Sparta,IL,62286
Alcohol and Addictions Outpatient Ctr,525 South Grand Avenue West,Springfield,IL,62704
Ascent Counseling and DUI Services,408 South 5th Street,Springfield,IL,62701
Clinical Counseling Group and DUI Providers LLC,701 South Durkin Drive,Springfield,IL,62704
Gateway Foundation Alcohol and Drug Treatment/Springfield,2200 Lake Victoria Drive,Springfield,IL,62703
IL Institute for Addiction Recovery,3050 Montvale Drive,Springfield,IL,62704
Northstar DUI Counsulting LLC,725 North Grand Avenue East,Springfield,IL,62702
Personal Counseling Services,2659 Farragut Drive,Springfield,IL,62704
Plus DUI Services LLC,1305 Wabash Avenue,Springfield,IL,62704
Solutions Counseling and DUI Services,1306 South 6th Street,Springfield,IL,62703
Stillmeadow Counseling Center,706 South Grand Avenue West,Springfield,IL,62704
Lutheran Social Services of Illinois,1901 1st Avenue,Sterling,IL,61081
Sinnissippi Centers Inc,2611 Woodlawn Road,Sterling,IL,61081
Pilsen Wellness Center,1546 North Mannheim Road,Stone Park,IL,60165
Renz Addiction Counseling Center,1535 Burgundy Parkway,Streamwood,IL,60107
North Central Behavioral Health System,17 Northpoint Drive,Streator,IL,61364
Moultrie County Counseling Center,12 West Harrison Street,Sullivan,IL,61951
Braden Counseling Center PC,2580 DeKalb Avenue,Sycamore,IL,60178
DUI Counseling Center,407 West State Street,Sycamore,IL,60178
Liberty Counseling Center,209 South Washington Street,Taylorville,IL,62568
Compass Counseling,204 South Meridian Street,Toledo,IL,62468
Cumberland Associates Counseling Servs,120 Courthouse Square,Toledo,IL,62468
ABBCON Counseling,107 West South Central Avenue,Tuscola,IL,61953
Carle Addictions Recovery Center,204 West University Avenue,Urbana,IL,61801
Custom Counseling Services,2205 East University Avenue,Urbana,IL,61802
PATS Prevention and Treatment Servs,300 South Broadway Avenue,Urbana,IL,61801
Prairie Center Health Systems Inc,Killarney Street Unit,Urbana,IL,61801
Community Resource Center,421 West Main Street,Vandalia,IL,62471
Helm DUI Services,716 School Street,Vandalia,IL,62471
Lake County Health Dept /CHC,24647 North Milwaukee Avenue,Vernon Hills,IL,60061
Family Counseling Center Inc,408 East Vine Street,Vienna,IL,62995
Confidential DUI Services,17 West 662 Butterfield Road,Villa Park,IL,60181
Human Support Services,988 North Illinois Route 3,Waterloo,IL,62298
Iroquois Mental Health Center,323 West Mulberry Street,Watseka,IL,60970
Cornell Abraxas Interventions,26991 Anderson Road,Wauconda,IL,60084
BAM Recovery House,431 North Genesee Street,Waukegan,IL,60085
Counseling Center Inc,33 North County Street,Waukegan,IL,60085
JEM Treatment Inc,2424 Washington Street,Waukegan,IL,60085
Lake County Health Dept Behav Health,3002 Grand Avenue,Waukegan,IL,60085
Lake County Substance Abuse Program,3004 Grand Avenue,Waukegan,IL,60085
NICASA Bridgehouse,3016 Grand Avenue,Waukegan,IL,60085
Northern Illinois Council on Alc and Substance Abuse (NICASA),1113 Greenwood Avenue,Waukegan,IL,60087
Renacer Latino Inc,620 Washington Street,Waukegan,IL,60085
Virginia M Mejia LCSW CADC,1275 West Roosevelt Road,West Chicago,IL,60185
H Group BBT Inc,902 West Main Street,West Frankfort,IL,62896
Advocate Counseling Center Inc,10001 West Roosevelt Road,Westchester,IL,60154
Procare Centers/Resurrection,9845 West Roosevelt Road,Westchester,IL,60154
Restoration MBS Center Inc,1127 South Mannheim Road,Westchester,IL,60154
Adventist Hinsdale Hospital,740 Pasquinelli Drive,Westmont,IL,60559
Associates in Alcohol and Drug Counseling Inc,2100 Manchester Road,Wheaton,IL,60187
DuPage County Psychological Services,505 North County Farm Road,Wheaton,IL,60187
Pape and Associates,618 South West Street,Wheaton,IL,60187
DUI Counseling Center,1098 South Milwaukee Avenue,Wheeling,IL,60090
Omni Youth Services,200 South Glendale Street,Wheeling,IL,60090
Behavioral Health Services of,27 West 350 High Lake Road,Winfield,IL,60190
Stonybrook Center Inc,27 West 281 Geneva Road,Winfield,IL,60190
A and M Counseling PC,114 Whitelaw Avenue,Wood River,IL,62095
Corporate Health Resource Center,3510 Hobson Road,Woodridge,IL,60517
Woodridge Interventions,2221 West 64th Street,Woodridge,IL,60517
Centegra Outpatient Behavioral Health,527 West South Street,Woodstock,IL,60098
Direct Counseling Inc,400 Russell Court,Woodstock,IL,60098
Mathers Clinic LLC,666 Russell Court,Woodstock,IL,60098
Northwest Community Counseling Service,1400 North Seminary Avenue,Woodstock,IL,60098
Kendall County Health Department,811 West John Street,Yorkville,IL,60560
CREW Inc,1632 23rd Street,Zion,IL,60099
Noble County Office,101 East Park Street,Albion,IN,46701
Anderson Center of Saint Johns,2210 Jackson Street,Anderson,IN,46016
Aspire IN Inc,2020 Brown Street,Anderson,IN,46016
Community Hospitals of Indiana Inc,2201 Hillcrest Drive,Anderson,IN,46012
House of Hope of Madison County Inc,902 High Street,Anderson,IN,46012
SOS Counseling,1009 Central Avenue,Anderson,IN,46016
Cameron Counseling Center,617 North Washington Street,Angola,IN,46703
Cameron Treatment Center,416 East Maumee Street,Angola,IN,46703
Wabash Valley Hospital Inc,41 Long Avenue,Attica,IN,47918
Penrod Counseling Center,192 North State Road 267,Avon,IN,46123
Batesville Counseling Center,215 East George Street,Batesville,IN,47006
Community Mental Health Center Inc,16 North Park Avenue,Batesville,IN,47006
Saint Francis Hospital and Health Ctrs,1600 Albany Street,Beech Grove,IN,46107
Adams Memorial Hospital,1521 West Main Street,Berne,IN,46711
Hamilton Center Inc,431 East Main Street,Bloomfield,IN,47424
Amethyst House Inc,215 North Rogers Street,Bloomington,IN,47403
Amethyst House Inc,322 West 2nd Street,Bloomington,IN,47401
Amethyst House Inc,645 North Walnut Street,Bloomington,IN,47401
Bloomington Meadows GP,3600 North Prow Road,Bloomington,IN,47404
Centerstone,645 South Rogers Street,Bloomington,IN,47403
Meng Ai Counseling and Consulting,120 West 7th Street,Bloomington,IN,47404
Bluffton Counseling Services,1115 South Main Street,Bluffton,IN,46714
Southwestern Behavioral Healthcare Inc,315 South 3rd Street,Boonville,IN,47601
Hamilton Center Inc,1211 East National Avenue,Brazil,IN,47834
Community Mental Health Center Inc,Highway 101 and Cooley Road,Brookville,IN,47012
Aspire IN Inc,697 Pro Med Lane,Carmel,IN,46032
Laverna Lodge,1550 East 156th Street,Carmel,IN,46032
Living Life Clean,23 East Main Street,Carmel,IN,46032
Proactive Resources,128 West Carmel Drive,Carmel,IN,46032
Frontline Foundations Inc,802 Wabash Avenue,Chesterton,IN,46304
Hamilton Center Inc,510 South Main Street,Clinton,IN,47842
Addictions Recovery Centers Inc,232 West Van Buren Street,Columbia City,IN,46725
Otis R Bowen Ctr for Human Servs Inc,119 West Market Street,Columbia City,IN,46725
Centerstone,720 North Marr Road,Columbus,IN,47201
Centerstone,390 East Erie Street,Connersville,IN,47331
LifeSpring Inc,535 Country Club Road SE,Corydon,IN,47112
Elghammer Family Center Ltd,115 North Green Street,Crawfordsville,IN,47933
Outpatient Services,1480 Darlington Avenue,Crawfordsville,IN,47933
Rainbow Recovery Resources,210 West Market Street,Crawfordsville,IN,47933
Behavioral Health Adams County,1100 Mercer Avenue,Decatur,IN,46733
Park Center Inc,809 High Street,Decatur,IN,46733
Franciscan Alliance Inc,24 Joliet Street,Dyer,IN,46311
Dream Obtainers,922 East Chicago Avenue,East Chicago,IN,46312
Starke Center,3903 Indianapolis Boulevard,East Chicago,IN,46312
Addictions Recovery Centers Inc,204 South Main Street,Elkhart,IN,46516
Center for Problem Resolution Inc,211 South 5th Street,Elkhart,IN,46516
Elkhart General Hospital,600 East Boulevard,Elkhart,IN,46514
Life Treatment Centers,1332 West Indiana Avenue,Elkhart,IN,46516
Oaklawn Psychiatric Center Inc,2600 Oakland Avenue,Elkhart,IN,46517
Recovery Journey Inc,2851 East Bristol Street,Elkhart,IN,46514
Crawford County Services,523 North Main Street,English,IN,47118
ADAPT Counseling Services,715 North 1st Avenue,Evansville,IN,47710
Amethyst House Inc,501 John Street,Evansville,IN,47713
Counseling for Change Inc,312 NW Martin Luther King Jr Boulevard,Evansville,IN,47708
Deaconess CrossPointe,7200 East Indiana Street,Evansville,IN,47715
Deaconess CrossPointe Outpatient Serv,445 Cross Pointe Boulevard,Evansville,IN,47715
Evansville Treatment Center LLC,1510 West Franklin Street,Evansville,IN,47710
Moulton Center,1 North Barker Avenue,Evansville,IN,47712
New Visions Substance Abuse Counseling,312 Martin Luther King Jr Boulevard,Evansville,IN,47708
Southwestern Behavioral Healthcare Inc,415 Mulberry Street,Evansville,IN,47713
Stepping Stone,4001 John Street,Evansville,IN,47714
Stockwell Center,60 South Stockwell Road,Evansville,IN,47714
Bowen Center,2100 Goshen Road,Fort Wayne,IN,46808
Caring About People Inc,1417 North Anthony Boulevard,Fort Wayne,IN,46805
Center for Behavioral Health IN Inc,1414 Wells Street,Fort Wayne,IN,46808
Center for Solutions,2722 Fairfield Avenue,Fort Wayne,IN,46807
Counseling Services and Consulting LLC,4660 West Jefferson Boulevard,Fort Wayne,IN,46804
Family and Childrens Services Inc,2712 South Calhoun Street,Fort Wayne,IN,46807
Fort Wayne Womens Bureau Inc,2440 Bowser Avenue,Fort Wayne,IN,46803
Harmony House,4929 South Hoagland Avenue,Fort Wayne,IN,46807
Hope House I,1115 Garden Street,Fort Wayne,IN,46802
Hope House II,1129 Garden Street,Fort Wayne,IN,46802
Midwest Addiction Psychiatric (MAPPS),3010 East State Boulevard,Fort Wayne,IN,46805
Park Center Inc,1909 Carew Street,Fort Wayne,IN,46805
Parkview Behavioral Health,1720 Beacon Street,Fort Wayne,IN,46805
Peace Counseling Inc,515 West Wayne Street,Fort Wayne,IN,46802
Phoenix Associates Inc,2200 Lake Avenue,Fort Wayne,IN,46805
Saint Joseph Health System LLC,700 Broadway,Fort Wayne,IN,46802
VA Northern Indiana Healthcare,2121 Lake Avenue,Fort Wayne,IN,46805
WBIII Inc,3482 Stellhorn Road,Fort Wayne,IN,46835
Wise Choices Inc,205 East Washington Center Road,Fort Wayne,IN,46825
Howard Regional Health System,250 Alhambra Avenue,Frankfort,IN,46041
Tara Treatment Center Inc,6231 South U.S. Highway 31,Franklin,IN,46131
Tara Treatment Center Inc,77 West Monroe Street,Franklin,IN,46131
