Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Note,Keys,ID
Springs Counseling Center,,,0161 West Beaver Creek Road,,,Avon,CO,81620,(970)949-1290,,MH-SA/TX/OP/MN/CJ/SF/PI/,9942CO81620
Brooks Counseling LLC,,,288 Main Street,,,Bailey,CO,80421,(303)838-3668,,SA/TX/OP/AD/CO/PW/WN/MN/DU/CJ/SF/PI/,6747CO80421
Cortez Addiction Recovery Services Inc,DBA Balance Counseling Services,,175 Clover Lane,Unit 1,,Bayfi eld,CO,81122,(970)759-9457,,SA/TX/OP/DU/SF/MD/SS/PA/,3263CO81122
Creative Choices Counseling and Consulting,,,972 Goldengate Canyon Road,Suite 600,,Black Hawk,CO,80422,(303)582-3454,,SA/TX/OP/DU/SF/AH/,2821CO80422
Boulder Alcohol Education Center,,,1525 Spruce Street,Suite 100,,Boulder,CO,80302,(303)444-6142,,SA/TX/DT/OP/AD/CO/WN/MN/DU/CJ/SF/PI/SS/SP/,3083CO80302
Boulder Community Hospital,,,311 Mapleton Avenue,,,Boulder,CO,80304,(303)441-0400 Intake: (303)441-0560 Hotline: (303)441-0400,,MH-SA/TX/OP/SF/MC/PI/MI/,3999CO80304
Boulder County Public Health,Addiction Recovery Centers Broadway,,3470 Broadway,,,Boulder,CO,80304,(303)441-1275,,SA/TX/OP/AD/CO/PW/WN/MN/DU/CJ/SF/MD/AR/SS/AH/,4134CO80304
Chrysalis Center For Change,,,Sussex One Building,1790 30th Street,Suite 245,Boulder,CO,80301,(303)449-1566 Intake: (303)669-8047,,MH-SA/TX/OP/AD/WN/MN/DU/CJ/SF/PI/AR/SS/PA/AH/SP/,8153CO80301
Discovery Counseling Center Inc,,,3300 Arapahoe Avenue,Suite 219,,Boulder,CO,80303,(303)449-4121,,SA/TX/OP/DU/SF/,3616CO80303
Mental Health Center Serving,Boulder and Broomfi eld Counties,,1333 Iris Avenue,,,Boulder,CO,80304,(303)443-8500,,MH/TX/OP/CO/WN/MN/SF/MD/MC/SS/SP/,8039CO80304
Rangeview Counseling Center,,,1790 30th Street,Suite 305,,Boulder,CO,80301,(303)447-2038,,SA/TX/OP/DU/SF/SP/,7533CO80301
SAGE Institute,,,4865 Riverbend Road,Suite 101,,Boulder,CO,80301,(303)443-3920,,MH-SA/TX/OP/CO/SF/MC/PI/MI/,5877CO80301
Ideas Directed at Eliminating Abuse,(IDEA),Village Square,2420 East Bridge Street Unit B,,,Brighton,CO,80601,(303)659-9440,,SA/TX/OP/AD/CO/GL/PW/DU/CJ/SF/MD/AR/SS/PA/AH/SP/,3647CO80601
Peaceful Solutions,,,1401 Bridge Street,Suite 10,,Brighton,CO,80601,(303)637-9961,,MH-SA/TX/OP/AD/DU/CJ/SF/AR/SS/PA/AH/,9918CO80601
Acacia Counseling Inc,,,11811 Upham Street,Suite A,,Broomfi eld,CO,80020,(303)438-9730,,SA/TX/OP/DU/CJ/SF/AH/,3589CO80020
Choices in Living Counseling Center,,,80 Garden Center,Suite 101,,Broomfi eld,CO,80020,(303)604-2323,,SA/TX/OP/AD/DU/CJ/SF/AR/SS/,3855CO80020
Counseling Services of Broomfi eld Inc,,,555 Alter Street,Suite 19-D,,Broomfi eld,CO,80020,(303)438-9003,,SA/TX/OP/DU/CJ/SF/SP/,3172CO80020
Attitude Development Services Inc,,,715 East Main Street,P.O. Box 535,,Buena Vista,CO,81211,(719)530-9088,,SA/TX/OP/AD/SE/WN/MN/DU/CJ/SF/AR/,8852CO81211
Centennial Mental Health Center Inc,,,1291 Circle Street,,,Burlington,CO,80807,(719)346-8183,,MH-SA/TX/OP/PW/DU/MD/PI/SP/,8537CO80807
First Step Recovery,,,595 14th Street,,,Burlington,CO,80807,(719)346-6060 Intake: (719)346-6062,,SA/TX/DT/OP/AD/CO/HV/GL/SE/PW/WN/MN/DU/CJ/SF/,4452CO80807
A Turning Point,,,111 South 7th Street,,,Canon City,CO,81212,(719)276-2519 Intake: (719)337-4310 Hotline: (719)337-4301,,MH/TX/OP/DU/CJ/SF/MD/AR/SS/,3204CO81212
Adult and Youth Counseling Servs Inc,,,1012 Main Street,,,Canon City,CO,81212,(719)276-1311,,SA/TX/OP/AD/DU/CJ/SF/MD/PI/AR/,1045CO81212
Rocky Mountain Behavioral Health Inc,,,3239 Independence Road,,,Canon City,CO,81212,(719)275-7650 Hotline: (719)429-3784,,SA/TX/OP/AD/CO/GL/WN/MN/DU/CJ/SF/MD/SS/F70/,1295CO81212
Jaywalker Lodge,,,811 Main Court,,,Carbondale,CO,81623,(970)704-9292x201 Intake: (866)529-9255,,SA/TX/HH/RL/OP/MN/SF/PI/,0412CO81623
Springs Counseling Center,,,0695 Buggy Circle,,,Carbondale,CO,81623,(970)945-7858,DWI/DUI Clients Only,SA/TX/OP/DU/SF/PI/,3558CO81623
Dynamic Directions Counseling Inc,,,409 South Wilcox Street,Suite H,,Castle Rock,CO,80104,(303)688-1116,,MH-SA/TX/OP/AD/DU/SF/AR/,9203CO80104
Southern Colorado Comprehensive Court,A Better Choice Counseling,,405 South Wilcox Street,Suite 210,,Castle Rock,CO,80109,(303)523-6600,,SA/TX/OP/DU/CJ/SF/SS/,1077CO80109
San Luis Valley Comprehensive Mental,Health Center/(SLVMHC),,260 Worth Street,,,Center,CO,81125,(719)754-3927,,MH-SA/TX/OP/SF/MD/PI/MI/SS/PA/SP/,9767CO81125
A Turning Point of,Colorado Springs Inc,,5160 North Union Boulevard,,,Colorado Springs,CO,80918,(719)550-1011 Intake: (719)337-4310 Hotline: (719)337-4310,,MH-SA/TX/OP/AD/CO/DU/CJ/SF/MD/AR/SS/AH/SP/,4645CO80918
ABC Counseling Services,,,3806 East Pikes Peak Avenue,Suite 104,,Colorado Springs,CO,80909,(719)550-8610,DWI/DUI Clients Only,SA/TX/OP/DU/SF/,6710CO80909
About An Alternative Counseling Servs,,,2155 North Academy Boulevard,,,Colorado Springs,CO,80909,(719)572-1844 Hotline: (719)233-1874,,SA/TX/OP/AD/DU/SF/AR/,0496CO80909
About An Alternative Counseling Servs,,,2502 West Colorado Avenue,Suite 212,,Colorado Springs,CO,80904,(719)471-1404 Hotline: (719)233-1874,DWI/DUI Clients Only,SA/TX/OP/DU/SF/,0397CO80904
Aspiration Counseling Services Inc,,,5555 Erindale Drive,Suite 200,,Colorado Springs,CO,80918,(719)594-0030,,SA/TX/OP/AD/DU/CJ/SF/SS/,7533CO80918
Ayuda,,,2565 Airport Road,,,Colorado Springs,CO,80910,(719)459-6710,,TX/DT/OP/AD/GL/SE/PW/WN/MN/DU/CJ/SF/PI/MI/AR/SS/SP/,8315CO80910
Beyond Milestone Counseling Inc,,,5729 Constitution Street,,,Colorado Springs,CO,80915,(719)573-5606 Intake: (719)264-0718,,MH-SA/TX/OP/PH/DU/SF/MI/AR/SS/,2207CO80915
Beyond Milestones Counseling Inc,,,7750 North Union Boulevard,Suite 204,,Colorado Springs,CO,80920,(719)264-0718 Intake: (719)573-5606,,SA/TX/OP/AD/DU/SF/PI/MI/AR/,4023CO80920
Bridge to Awareness Counseling Ctr Inc,,,129 West Costilla Street,,,Colorado Springs,CO,80903,(719)471-2514,,MH-SA/TX/BU/OP/AD/CO/WN/DU/CJ/SF/MD/MC/PI/MI/AR/SS/AH/SP/,0251CO80903
Bridge to Awareness Counseling Ctr Inc,,,5698 South Highways 85 and 87,Suite 104,,Colorado Springs,CO,80911,(719)390-4652,,MH-SA/TX/BU/OP/AD/DU/CJ/SF/MD/PI/AR/SS/AH/,8102CO80911
Cedar Springs Behavioral Health System,New Choices Substance Abuse Services,,2135 Southgate Road,,,Colorado Springs,CO,80906,(719)633-4114 Intake: (719)633-4114x5337,,SA/TX/DT/HI/RS/RL/OP/CO/SF/MD/MC/SI/PI/MI/,3825CO80906
Confi dential Health Consultants PC,,,1011 North Weber Street,,,Colorado Springs,CO,80903,(719)578-9888,,MH-SA/TX/BU/OP/AD/CO/WN/MN/DU/CJ/SF/MD/SI/PI/MI/AR/,4723CO80903
Eastern Colorado Healthcare System,Colorado Springs VA Clinic,,25 North Spruce Street,,,Colorado Springs,CO,80905,(719)667-5580,,GH/TX/DT/BU/OP/PH/DU/SF/PI/MI/SS/PA/,9065CO80905
Genesis,,,2565 Airport Road,,,Colorado Springs,CO,80910,(719)632-3510,,MH-SA/TX/DT/OP/AD/GL/SE/PW/WN/MN/DU/CJ/SF/PI/MI/AR/SS/SP/,6227CO80910
Gregory M Ortega LCSW LAC,,,2804 Janitell Road,,,Colorado Springs,CO,80970,(719)633-4764,,SA/TX/OP/MN/CJ/SF/PI/,1298CO80970
Harbor House Collaborative,McMaster Clinic,,225 North Weber Street,,,Colorado Springs,CO,80903,(719)473-5557,,SA/TX/OP/PW/WN/CJ/SF/AR/SS/PA/,6257CO80903
Health Challenge,,,1715 Monterey Road,Suite 120,,Colorado Springs,CO,80910,(719)632-8654,DWI/DUI Clients Only,SA/TX/OP/DU/SF/SP/,5380CO80910
Hoffl er and Associates,Counseling Inc,,1860 Dublin Boulevard,Suite C,,Colorado Springs,CO,80918,(719)599-0047,DWI/DUI Clients Only,SA/TX/OP/AD/DU/SF/AH/,3062CO80918
Laura T Fetters LPC CAC III,,,2804 Janitell Road,,,Colorado Springs,CO,80906,(719)636-9126,,MH-SA/TX/OP/AD/DU/CJ/SF/,1030CO80906
Lifeline Educ/Counseling Servs LLC,,,4448 Barnes Road,,,Colorado Springs,CO,80917,(719)471-4265,,MH-SA/TX/OP/AD/CO/GL/SE/WN/MN/DU/CJ/SF/SS/AH/,0621CO80917
Phase Two Counseling Services,,,833 East Platte Avenue,Suite L-3,,Colorado Springs,CO,80903,(719)473-1805 Intake: (719)381-1473,,SA/TX/OP/CO/WN/MN/DU/CJ/SF/SS/,2211CO80903
Pikes Peak Mental Health Center,Outpatient Chemical Dependency Program,,875 West Moreno Avenue,,,Colorado Springs,CO,80905,(719)572-6330,,MH-SA/TX/OP/SF/MD/MC/SI/PI/MI/AR/PA/,5415CO80905
Positive Change,,,1120 North Circle,Suite 11,,Colorado Springs,CO,80909,(719)578-9730,,MH-SA/TX/OP/AD/WN/MN/DU/CJ/SF/MD/MC/PI/MI/,5202CO80909
Recovery Systems,,,304 South 8th Street,Suite 101-A,,Colorado Springs,CO,80905,(719)578-5433 Hotline: (719)229-5056,,SA/TX/OP/AD/DU/CJ/SF/MD/AR/SS/,0783CO80905
Salvation Army,,,501 South Weber Street,,,Colorado Springs,CO,80903,(719)473-6161,,SA/TX/HH/RL/PA/,2092CO80903
Arapahoe House,,,7373 Birch Street,,,Commerce City,CO,80022,(303)657-3700 Intake: (303)412-3941,,SA/TX/DT/RS/OP/WN/DU/CJ/SF/MD/PI/AR/SS/PA/AH/SP/,9622CO80022
Genesis Counseling,,,6401 East 72nd Avenue,Suite 200,,Commerce City,CO,80022,(303)288-0040,,SA/TX/OP/AD/DU/CJ/SF/AR/SS/,2414CO80022
La Trenza Counseling Inc,,,6332 East 72nd Avenue,,,Commerce City,CO,80022,(303)287-4106,,SA/TX/OP/AD/CO/HV/SE/PW/WN/MN/DU/CJ/SF/SS/SP/,1879CO80022
Stout Street Foundation,,,7251 East 49th Avenue,,,Commerce City,CO,80022,(303)321-2533 Intakes: (303)321-2533x230 (303)321- 2533x231,,SA/TX/RS/RL/WN/MN/DU/AR/PA/,6852CO80022
Cortez Addiction Recovery Services Inc,DBA Balance Counseling Services,,35 North Ash Street,,,Cortez,CO,81321,(970)565-4109,,SA/TX/OP/AD/CO/PW/WN/MN/DU/SF/MD/SI/PI/AR/SS/AH/,1583CO81321
Southwest Colorado Mental Health Ctr,,,215 West Arbecam,,,Cortez,CO,81321,(970)565-7946,,MH-SA/TX/OP/AD/CO/DU/SF/MD/MC/SI/PI/MI/SS/,4129CO81321
Colorado West Regional Mental Hlth Ctr,Craig Mental Health,,439 Breeze Street,Suite 200,,Craig,CO,81625,(970)824-6541,,MH/TX/OP/DU/SF/MD/PI/MI/SS/,0212CO81625
Yampa Valley Psychotherapists,,,2045 West Victory Way,,,Craig,CO,81625,(970)824-2557,,MH-SA/TX/OP/WN/MN/DU/CJ/SF/PI/SP/,4378CO81625
Southwest Teller County Hospital,Cripple Creek Rehab and Wellness Ctr,,700 North A Street,,,Cripple Creek,CO,80813,(719)689-2931,,SA/TX/RL/OP/CO/SE/DU/SF/MD/MC/SI/PI/MI/AR/AH/,1988CO80813
Colorado Western Slope Counseling,,,211 West 4th Street,,,Delta,CO,81416,(970)874-9180 Intake: (970)527-6112,,MH-SA/TX/OP/PH/AD/SE/MN/DU/CJ/SF/,1573CO81416
Midwestern Colorado Mental Health Ctr,,,107 West 11th Street,,,Delta,CO,81416,(970)874-8981,,MH/TX/OP/AD/CO/HV/GL/SE/DU/CJ/SF/MD/MC/PI/AR/SS/,9817CO81416
ARTS Univ of CO Health Science Ctr,ARTS Crosspoint Clinic,,2222 East 18th Avenue,,,Denver,CO,80206,(303)388-8191,,SA/TX/OP/CO/GL/WN/MN/DU/CJ/SF/MD/AR/SS/,0031CO80206
ARTS Univ of CO Health Science Ctr,First Arts Outpatient Program,,2222 East 18th Avenue,,,Denver,CO,80216,(303)333-4280,,SA/TX/OP/CO/CJ/SF/MD/AR/,0031CO80216
ARTS Univ of CO Health Science Ctr,Outpatient Womens Treatment Services,,1648 Gaylord Street,Suite 150,,Denver,CO,80206,(303)333-4288x151 Intake: (303)333-4288,,SA/TX/OP/PW/WN/SF/MD/PI/AR/SS/,9828CO80206
ARTS Univ of CO Health Science Ctr,PEER I Dedication House,,3702-3712 West Princeton Circle,,,Denver,CO,80236,(303)761-2885,,SA/TX/RL/CO/CJ/SF/,9326CO80236
ARTS Univ of CO Health Science Ctr,Peer I Inspiration House,,3814-3818 West Princeton Circle,,,Denver,CO,80236,(303)761-2885,,SA/TX/RL/CO/CJ/SF/,2905CO80236
ARTS Univ of CO Health Science Ctr,Peer I Motivation House,,3722-3726 West Princeton Circle,,,Denver,CO,80236,(303)761-2885,,SA/TX/RL/CO/CJ/SF/,4521CO80236
ARTS Univ of CO Health Science Ctr,Special Services Clinic,,2121 East 18th Avenue,,,Denver,CO,80206,(303)355-1014 Hotline: (303)266-6772,,SA/TX/OP/HV/GL/SF/MD/PI/MI/AR/SP/F92/,2800CO80206
ARTS Univ of CO Health Science Ctr,Synergy Outpatient,,1212 South Broadway,Suite 200,,Denver,CO,80210,(303)934-1008,,SA/TX/OP/PH/AD/CO/CJ/SF/MD/AR/SS/AH/SP/,6602CO80210
ARTS Univ of CO Health Science Ctr,Th e Haven,,3630 West Princeton Circle,,,Denver,CO,80236,(303)761-7626 Intake: (303)762-2193,,SA/TX/BU/RL/WN/SF/MD/PI/MI/AR/SS/,1617CO80236
ARTS Univ of CO Health Science Ctr,Th e Haven Mothers House I,,3844 West Princeton Circle,,,Denver,CO,80236,(303)789-9936 Intakes: (303)867-9255 (303)866-7252,Methadone and Buprenorphine Clients Only,SA/TX/BU/RS/PW/WN/BC/SF/MD/SI/PI/MI/AR/SS/,7564CO80236
ARTS Univ of CO Health Science Ctr,Westside Center for Change,,393 South Harlan Street,Suite 250,,Denver,CO,80226,(303)935-7004,Methadone and Buprenorphine Clients Only,SA/TX/MM/DM/BU/OP/DU/CJ/SF/MD/PI/MI/AR/SS/AH/SP/F92/,9308CO80226
ARTS University of Colorado Denver,Synergy Residential,,3660-3670 West Princeton Circle,,,Denver,CO,80236,(303)781-7579 Intakes: (303)781-7875 (303)761-8299x236,,SA/TX/RL/AD/CO/SF/MD/SI/PI/MI/AR/SS/SP/,0626CO80236
Acacia Counseling Inc,,,12061 Pennsylvania Street,Suite A-103,,Denver,CO,80241,(303)254-9333,,SA/TX/OP/DU/CJ/SF/AH/SP/,8118CO80241
Acacia Counseling Inc,,,1600 Downing Street,Suite 300,,Denver,CO,80218,(303)861-9378,,SA/TX/OP/GL/DU/CJ/SF/AH/SP/F70/F92/,1368CO80218
Action Substance Abuse Recovery,,,7010 Broadway,Suite 205,,Denver,CO,80221,(303)429-7144 Intake: (303)429-1315,,MH-SA/TX/OP/DU/SF/SI/PI/SS/AH/,4548CO80221
Addiction Treatment Outpatient Servs,,,3773 Cherry Creek Drive North,East Tower Suite 901,,Denver,CO,80209,(303)329-3105,,SA/TX/OP/DU/SF/,2027CO80209
Alcohol Counseling Services of,Colorado Inc,,1300 South Lafayette Street,,,Denver,CO,80210,(303)777-8648,DWI/DUI Clients Only,SA/TX/OP/DU/SF/,2063CO80210
Alcohol/Behavior Information,,,1602 South Parker Road,Suite 110,,Denver,CO,80231,(303)368-8702 Intake: (303)766-1120,,SA/TX/OP/DU/CJ/SF/AR/SS/SP/,1417CO80231
Alpar Human Development Services,Alcohol Outpatient Treatment,,1330 Leyden Street,Suite 103,,Denver,CO,80220,(303)329-8209,DWI/DUI Clients Only,SA/TX/OP/AD/CO/HV/DU/SF/,7576CO80220
Alternative Behaviors Counseling Inc,,,1949 Wadsworth Boulevard,Suite 206,,Denver,CO,80214,(303)237-3599,,MH-SA/TX/OP/WN/MN/DU/CJ/SF/AR/,5009CO80214
Anderson and Hager Connections,,,3777 Quentin Street,Suite 104,,Denver,CO,80239,(303)307-0320,,SA/TX/OP/AD/CO/WN/DU/SF/MD/PI/SS/SP/,9866CO80239
Arapahoe House,,,11495 West 8th Avenue,Suite 200,,Denver,CO,80215,(303)412-3725 Intake: (303)657-3700,,SA/TX/OP/CO/WN/DU/SF/MD/SI/PI/MI/AR/SS/AH/,1498CO80215
Arapahoe House,,,720 West 84th Avenue,Suite 224,,Denver,CO,80260,(303)412-3801 Intake: (303)657-3700 Hotline: (303)657-3700,,MH-SA/TX/OP/AD/CO/PW/WN/DU/SF/MD/SI/PI/AR/SS/,7183CO80260
Arapahoe House,,,8801 Lipan Street,,,Denver,CO,80260,(303)657-3700x105 Intake: (303)412-3695,,MH-SA/TX/BU/RS/AD/CO/HV/WN/MN/SF/MD/PI/AR/SS/AH/,0872CO80260
Arapahoe House,Aspen Center,,8801 Lipan Street,,,Denver,CO,80260,(303)429-4440 Intakes: (303)657-3700 (303)412-3823,,MH-SA/TX/RL/CO/PW/WN/BC/SF/MD/PI/AR/SS/,0872CO80260
Arapahoe House,School Based Services,,8801 Lipan Street,,,Denver,CO,80260,(303)657-3700 Hotline: (303)657-3700,,MH-SA/TX/OP/AD/CO/SF/MD/SI/PI/AR/SS/PA/SP/,0872CO80260
BI Incorporated,BI Day Reporting Center Colorado,,2099 Wadsworth Boulevard,,,Denver,CO,80214,(303)238-5755 Hotline: (303)510-2133,,SA/TX/OP/DU/SF/,4485CO80214
BI Incorporated,Denver Day Reporting Center,,1630 Welton Street,Suite 200,,Denver,CO,80202,(303)832-1144,,SA/TX/OP/DU/CJ/SF/AR/SS/,5078CO80202
BI Incorporated,Northglenn Day Reporting Center,,506 Malley Drive,,,Denver,CO,80233,(303)457-9576 Hotline: (303)457-9576x206,,SA/TX/OP/DU/CJ/SF/MD/MC/PI/AR/SS/,0155CO80233
Behavioral Alternatives Center Assoc,,,2700 West Evans Avenue,Suite 25,,Denver,CO,80219,(303)975-1105,,SA/TX/OP/AD/DU/CJ/SF/SP/F92/,6762CO80219
Broader Horizons Counseling Services,,,5524 Colfax Avenue,,,Denver,CO,80220,(303)975-6696 Intake: (720)234-4555,,SA/TX/OP/CJ/SF/SS/,6020CO80220
Broadway Counseling Services LLC,,,701 South Logan Street,Suite 105,,Denver,CO,80209,(303)733-8784,,SA/TX/OP/AD/DU/SF/AR/,1739CO80209
Center for Change LLC,,,1701 Kipling Street,Suite 203,,Denver,CO,80215,(303)274-4200,,SA/TX/OP/AD/DU/CJ/SF/MD/,5143CO80215
Center for Recovery Inc,,,11177 West 8th Avenue,,,Denver,CO,80215,(303)694-7492,,SA/TX/OP/SF/PI/,1020CO80215
Center for Recovery Inc,,,2121 South Oneida Street,Suite 412,,Denver,CO,80224,(303)694-7492,,SA/TX/OP/AD/SF/PI/,2657CO80224
Choices In Living Counseling Center,,,2200 South Federal Boulevard,Suite 2,,Denver,CO,80219,(303)937-7696,,SA/TX/OP/AD/DU/CJ/SF/AR/SS/,0653CO80219
Clearview Counseling Services LLC,,,10701 Melody Drive,Suite 103,,Denver,CO,80260,(303)255-4040,,MH-SA/TX/OP/DU/CJ/SF/MD/AR/,3387CO80260
Colorado Assessment and Treatment Ctr,,,4155 East Jewell Avenue,Suite 916,,Denver,CO,80222,(303)757-6019 Intake: (303)757-6019x15,,MH-SA/TX/OP/AD/CO/WN/DU/CJ/SF/AR/,2869CO80222
Colorado Coalition for the Homeless,Substance Treatment Services,,2100 Broadway,,,Denver,CO,80205,(303)293-2220,,SA/TX/OP/CO/WN/MD/MC/AR/PA/,7165CO80205
Colorado MOVES,,,2345 South Federal Boulevard,Suite 130,,Denver,CO,80219,(303)934-7050,,MH-SA/TX/OP/DU/SF/SS/,4785CO80219
Community Alcohol/Drug Rehab and Education Center (CADREC),,,3315 Gilpin Street,,,Denver,CO,80205,(303)295-2521 Intakes: (303)295-2521x301 (303)295- 2521x305,,SA/TX/OP/AD/HV/SE/WN/DU/CJ/SF/MD/PI/AR/SS/PA/,9483CO80205
Community Reach Center,,,8931 Huron Street,,,Denver,CO,80260,(303)853-3500 Intake: (303)853-3654,,MH/TX/OP/CO/SF/MD/MC/SI/PI/MI/SS/AH/SP/F70/,8196CO80260
Comprehensive Addiction Treatment Serv,(CATS),,2222 East 18th Avenue,,,Denver,CO,80206,(303)394-2714,Methadone Clients Only,SA/TX/MM/OP/SF/SP/,0582CO80206
Council Project Recovery Miracles and Step Forward,,,Compass Bank Building,655 Broadway Suite 200,,Denver,CO,80203,(303)825-8113x17,,SA/TX/OP/AD/CO/HV/GL/PW/WN/MN/DU/CJ/SF/MD/SI/PI/AR/SS/PA/,0951CO80203
Court House Inc,Daybreak Princeton Girls Home,,3640 West Princeton Circle,,,Denver,CO,80236,(303)761-6773 Intakes: (303)619-5014 (303)761-6756,,MH-SA/TX/RL/AD/CO/SF/MD/SI/PI/MI/AR/SP/,9504CO80236
Court House Inc,Daybreak Princeton Girls Home,,3804 West Princeton Circle,,,Denver,CO,80236,(303)789-2987 Intakes: (303)619-5014 (303)761-6756,,MH/TX/RL/AD/CO/SF/MD/SI/PI/MI/AR/,5371CO80236
Creative Treatment Options,,,1978 South Garrison Street,Suite 112,,Denver,CO,80227,(720)962-5331,,SA/TX/OP/SF/,1300CO80227
Crossover Counseling Inc,,,3801 East Florida Avenue,Suite 400,,Denver,CO,80210,(303)757-4700,,SA/TX/OP/DU/SF/,0082CO80210
Denver Area Youth Services (DAYS),,,1530 West 13th Avenue,,,Denver,CO,80204,(303)698-2300,,SA/TX/OP/AD/PW/CJ/SF/MD/MC/AR/SP/,4178CO80204
Denver Area Youth Services (DAYS),Day Treatment Program,,688 Bryant Street,,,Denver,CO,80204,(303)302-3297 Intakes: (303)302-3297x108 (303)302- 3297x104,,MH-SA/TX/OP/AD/CJ/MD/AR/SP/,7335CO80204
Denver Health and Hospital Authority,Adult Psychiatry Outpatient Unit,,777 Bannock Street,Unit 9,,Denver,CO,80204,(303)436-3315 Intakes: (303)436-6393 (303)436-5690,Methadone Clients Only,MH-SA/TX/MM/OP/AD/CO/PW/WN/DU/CJ/SF/MD/PI/AR/AH/,1669CO80204
Denver Inner City Parish,Project Renew,,1212 Mariposa Street,,,Denver,CO,80204,(303)629-0636,,SA/TX/OP/DU/CJ/SF/AR/,2188CO80204
Dimensions in Awareness,,,4633 East Colfax Avenue,,,Denver,CO,80220,(303)321-7179,,MH-SA/TX/OP/WN/MN/SF/MD/MC/SP/,9716CO80220
Eagle Counseling Services Inc,,,755 South Federal Boulevard,Suite 5,,Denver,CO,80219,(303)922-1163,,SA/TX/OP/DU/CJ/SF/SP/,6317CO80219
Empowerment Program,,,1600 York Street,,,Denver,CO,80206,(303)320-1989x211 Intake: (303)320-1989,,SA/TX/OP/PH/WN/CJ/PA/,2447CO80206
Excel Treatment Program,,,1660 South Albion Street,Suite 420,,Denver,CO,80222,(303)782-0599 Intake: (303)520-8004,,MH-SA/TX/DT/OP/PH/DU/SF/SI/PI/,0145CO80222
Harmony Foundation Inc,Outpatient Services,,3545 South Tamarac Drive,Suite 300,,Denver,CO,80237,(303)779-2555,,SA/TX/OP/DU/SF/PI/MI/AR/,7143CO80237
Healing Lifes Pains,,,2515 California Street,,,Denver,CO,80205,(720)275-3383 Intake: (303)295-6180,,SA/TX/OP/WN/MN/DU/CJ/SF/PI/SP/,8130CO80205
Heritage Outpatient Treatment Services,,,1602 South Parker Road,Suite 214,,Denver,CO,80231,(720)748-0523 Intake: (720)732-4154,,SA/TX/OP/DU/CJ/SF/MD/MC/AR/SS/,1826CO80231
Horizon Counseling,,,3500 South Wadsworth Boulevard,Suite 407,,Denver,CO,80235,(303)716-3326 Intake: (303)716-0598,,SA/TX/OP/WN/MN/DU/CJ/SF/SI/PI/MI/AR/AH/,0813CO80235
Clinical Services,,,1651 Kendall Street,,,Denver,CO,80214,(303)232-4002,,MH-SA/TX/HH/RS/OP/CO/WN/DU/CJ/SF/PI/MI/AR/SS/,3393CO80214
Ideas Directed at Eliminating Abuse,(IDEA),,2560 West 29th Avenue,,,Denver,CO,80211,(303)477-8280,,SA/TX/OP/AD/CO/GL/PW/WN/DU/CJ/SF/MD/AR/SS/PA/AH/SP/,9951CO80211
Ideas Directed at Eliminating Abuse,(IDEA),,9150 North Washington Street,,,Denver,CO,80229,(303)996-9966,,SA/TX/OP/AD/CO/GL/PW/WN/DU/CJ/SF/MD/AR/SS/PA/AH/SP/,4304CO80229
Jeff erson County Dept of Health and Environment SA Counseling Program,,,260 South Kipling Street,,,Denver,CO,80226,(303)239-7162,,GH/TX/OP/AD/PW/WN/SF/MD/AR/SS/,4145CO80226
Latimer Counseling Services,,,3615 South Tamarac Drive,Suite 130,,Denver,CO,80237,(720)488-1390,,MH-SA/TX/OP/DU/SF/PI/,0950CO80237
Mental Health Center of Denver,,,4353 East Colfax Avenue,,,Denver,CO,80220,(303)504-1200 Intake: (303)504-1250,,MH/TX/BU/OP/CO/SF/MD/MC/PI/AR/SS/,9905CO80220
Mile High Counseling Inc,,,9669 Huron Street,Suite 104,,Denver,CO,80260,(303)762-8503,DWI/DUI Clients Only,SA/TX/OP/DU/SF/,8577CO80260
Milestone Counseling Services Inc,,,558 Malley Drive,,,Denver,CO,80233,(303)426-5208 Intake: (303)234-9130,,SA/TX/OP/DU/SF/SS/,9340CO80233
Milestone Counseling Services Inc,,,8533 West Colfax Avenue,,,Denver,CO,80215,(303)234-9130,,SA/TX/OP/DU/SF/SS/,2210CO80215
Multi Addictions Processing Agency,(MAPA),,2829 East 16th Avenue,,,Denver,CO,80206,(303)377-2849 Hotline: (720)941-0124,DWI/DUI Clients Only,SA/TX/OP/AD/DU/SF/SS/SP/,7536CO80206
National Institute For Change,,,3225 South Wadsworth Boulevard,Unit T,,Denver,CO,80227,(303)231-0090 Intake: (303)231-0090x112,,MH-SA/TX/OP/AD/CO/WN/MN/DU/SF/MD/MC/SS/,0440CO80227
North Denver Behavioral Health Center,,,7290 Samuel Drive,Suite 110,,Denver,CO,80221,(303)487-7776,Methadone Clients Only,SA/TX/DT/MM/DM/OP/SF/,7641CO80221
1660 South Albion Street,,,Suite 309,,,Denver,CO,80222,(303)437-7658,,MH-SA/TX/HH/OP/AD/CO/HV/DU/CJ/SF/MD/MC/SI/AR/,8386CO80222
Parker Froyd and Associates,Mental Health Services,,610 Garrison Street,Suite U,,Denver,CO,80215,(303)202-0801,,MH-SA/TX/OP/AD/DU/CJ/SF/AR/SS/,8978CO80215
