name1,name2,street1,street2,city,state,zip,zip4,county,latitude,longitude
Mission Hospital Inpt Chem Dependency,,31872 Coast Highway,Mission Hospital,Laguna Beach,CA,92651,,Orange,33.5006255,-117.7410444
Complete Resurgency LLC,Soul Sanctuary,31957 and 31959 Virginia Way,,Laguna Beach,CA,92651,,Orange,33.498639,-117.739893
A Better Life Recovery LLC,,30310 Rancho Viejo Road,,San Juan Capistrano,CA,92675,,Orange,33.5224667,-117.6643395
Skyway House Residential,,3105 Esplanade,,Chico,CA,95973,,Butte,39.7670591,-121.8722269
RUHS/BH/SAPT Lake Elsinore,,31764 Casino Drive,Suite 200,Lake Elsinore,CA,92530,,Riverside,33.6580296,-117.2956709
Pain Recovery Medical Group Inc,Tres Vistas Recovery,31642 Avenida Evita,,San Juan Capistrano,CA,92675,,Orange,33.5028254,-117.6764391
New Method Wellness Inc,,31473 Rancho Viejo Road,Suite 101,San Juan Capistrano,CA,92675,,Orange,33.5052749,-117.6569144
Able to Change Recovery Inc,,31501 Rancho Viejo Road,Suite 101,San Juan Capistrano,CA,92675,,Orange,33.5050615,-117.656288
Solutions for Recovery,,31931 Paseo Terraza,,San Juan Capistrano,CA,92675,,Orange,33.499268,-117.6720164
Redwood Community Services Inc,Redwood Community Services Inc HOME,320 1st Street,,Lakeport,CA,95453,,Lake,39.0425,-122.9173298
Covenant Hills Treatment Center,,27184 Ortega Highway,Suite 206,San Juan Capistrano,CA,92675,,Orange,33.5026981,-117.6555394
Encompass Treatment Services LLC,Encompass Recovery,27124 Paseo Espada,Suite 801,San Juan Capistrano,CA,92675,,Orange,33.5011623,-117.6565478
Casa Recovery,,31877 Del Obispo Street,Suite 104,San Juan Capistrano,CA,92675,,Orange,33.4984553,-117.6614062
Monarch Shores,,27123 Calle Arroyo,Suite 2121,San Juan Capistrano,CA,92675,,Orange,33.4996425,-117.6558144
Sheer Recovery LLC,,24621 Aquilla Drive,,Dana Point,CA,92629,1042,Orange,33.4835944,-117.7002921
Rose of Sharon 7,Divine Intervention Recovery Ranch,23931 South Warren Road,,San Jacinto,CA,92582,,Riverside,33.7731692,-117.0334179
Ocean Hills Recovery,,33242 Christina Drive,,Dana Point,CA,92629,,Orange,33.4800669,-117.699009
California Rehab Campus LLC,Dana Point Rehab Campus,33861 Granada Drive,,Dana Point,CA,92629,2252,Orange,33.4709488,-117.704158
Dana Point Rehab Campus LLC,,33842 Orilla Road,,Dana Point,CA,92629,2252,Orange,33.4713054,-117.7028326
Hope by the Sea,,33171 Paseo Cerveza,,San Juan Capistrano,CA,92675,,Orange,33.481008,-117.6727726
Ocean Hills Recovery,,34062 Amber Lantern Street,,Dana Point,CA,92629,,Orange,33.4682034,-117.7019381
Monarch Shores,,33762 Avenida Calita,,San Juan Capistrano,CA,92675,,Orange,33.4726953,-117.6594124
Covenant Hills Treatment Center,,34248 Via Santa Rosa,"Apartments A, B and C",Capistrano Beach,CA,92624,,Orange,33.4651048,-117.6739338
Riverside University Health System,San Jacinto,1370 South State Street,Suite A,San Jacinto,CA,92583,,Riverside,33.7739021,-116.9727896
Monarch Shores,,34575 Camino Capistrano,,Dana Point,CA,92629,,Orange,33.4601515,-117.6731393
SCE Corp,Solution Based Treatment and Detox,34655 Almond Street,,Wildomar,CA,92595,,Riverside,33.6173677,-117.2800803
A Better Life Recovery LLC,,27171 Calle Juanita,,Capistrano Beach,CA,92624,,Orange,33.4632281,-117.6557178
Ocean Hills Recovery,,34469 Camino El Molino,,Capistrano Beach,CA,92624,,Orange,33.4618398,-117.6559631
New Method Wellness Inc,,34741 Calle Las Flores,,Capistrano Beach,CA,92624,,Orange,33.4580331,-117.6661729
Valley Wide Counseling,A Program of MFI Recovery Center,950 North State Street,Suite E,Hemet,CA,92543,,Riverside,33.7631543,-116.9713617
Riverside San Bernardino County,Indian Health/Soboba,607 Donna Way,,San Jacinto,CA,92583,,Riverside,33.7819137,-116.9367634
LaVista Alcohol/Drug Recovery Center,A Division of MFI,2220 Girard Street,,San Jacinto,CA,92583,,Riverside,33.7631643,-116.9547312
Hemet Valley Recovery Center and ,Sage Retreat,371 North Weston Place,,Hemet,CA,92543,,Riverside,33.7523417,-116.9604054
Evexia Health Services,,601 East Florida Avenue,,Hemet,CA,92543,,Riverside,33.7473028,-116.9660406
Mental Health Systems Inc,Yucca Valley Center for Change,58945 Business Center Drive,Suites J and N,Yucca Valley,CA,92284,,San Bernardino,34.1213245,-116.3776876
Redwood Community Services Inc,HOME Tule House,675 1st Street,,Upper Lake,CA,95485,,Lake,39.1640927,-122.903151
Chapters Capistrano,,1525 Buena Vista,,San Clemente,CA,92672,,Orange,33.430416,-117.630235
New Method Wellness Inc,,313 Calle Villario,,San Clemente,CA,92672,,Orange,33.4364911,-117.61018
Ranch Recovery Centers Inc,DBA The Ranch,7885 Annandale Avenue,,Desert Hot Springs,CA,92240,,Riverside,33.9896107,-116.5262741
SCE Corp,Solution Based Treatment and Detox,41017 Arron Court,,Murrieta,CA,92562,,Riverside,33.5873912,-117.2281693
SCE Corp,Solution Based Treatment and Detox,22783 Montanya Place,,Murrieta,CA,92562,,Riverside,33.5710312,-117.2639678
Mental Health Systems Inc,Joshua Tree Center for Change,61607 29 Palms Highway,Suites C and D,Joshua Tree,CA,92252,,San Bernardino,34.134388,-116.3190628
Covenant Hills Treatment Center,Mens Residential,217 and 219 Avenida Monterey,Suite A,San Clemente,CA,92672,,Orange,33.4234224,-117.6121821
One North Recovery LLC,,634 Vista Valinda,,San Clemente,CA,92672,,Orange,33.4270243,-117.6015378
Glenn County Health and Human Services,Community Recovery and Wellness Center,1187 East South Street,,Orland,CA,95963,,Glenn,39.7360416,-122.1671988
County of Glenn,Glenn County Behavioral Health Program,604 East Walker Street,,Orland,CA,95963,,Glenn,39.7436098,-122.1942488
Gravity Treatment Centers Inc,,11335 Pomelo Drive,,Desert Hot Springs,CA,92240,,Riverside,33.9663962,-116.4908204
Resilience Rehabilitation LLC,R Rehab,25207 Parkcrest Drive,,Murrieta,CA,92562,,Riverside,33.565826,-117.184591
Rancho Milagro Recovery Inc,,31985 Honeysuckle Circle,,Winchester,CA,92596,,Riverside,33.5964349,-117.1014033
Riverside University Health System,Desert Hot Springs Substance Abuse,14320 Palm Drive,,Desert Hot Springs,CA,92240,,Riverside,33.9445045,-116.5006635
Ranch Recovery Centers Inc,Hacienda Valdez,12890 Quinta Way,,Desert Hot Springs,CA,92240,,Riverside,33.9549055,-116.4758859
Soroptimist House of Hope Inc,,13525 Cielo Azul Way,,Desert Hot Springs,CA,92240,,Riverside,33.9504923,-116.4813251
Bella Monte Recovery Center,,68111 Calle Las Tiendas,,Desert Hot Springs,CA,92240,,Riverside,33.9526947,-116.473535
Living Longer Recovery,,68257 Calle Azteca,,Desert Hot Springs,CA,92240,,Riverside,33.952557,-116.4704466
Ranch Creek Recovery Inc,,25650 Bass Point,,Murrieta,CA,92562,,Riverside,33.534069,-117.2091383
Riverside County Substance Use Program,DBA Temecula Substance Use Program,40925 County Center Drive,Suites 200 and 100,Temecula,CA,92591,,Riverside,33.5283922,-117.1607547
Hill Alcohol and Drug Treatment,,41877 Enterprise Circle North,Suite 100,Temecula,CA,92590,5628,Riverside,33.516569,-117.1699029
Desert Comprehensive Treatment Center,,1330 North Indian Canyon Drive,Suite A,Palm Springs,CA,92262,,Riverside,33.8414415,-116.5452014
Michaels House,Outpatient Center,515 North Palm Canyon Drive,Building H,Palm Springs,CA,92262,,Riverside,33.830574,-116.5470214
Lassen County Behavioral Health,,1400 Chestnut Street,Suite A,Susanville,CA,96130,,Lassen,40.4239696,-120.6501223
Lassen Indian Health Center,Behavioral Health Department,795 Joaquin Street,,Susanville,CA,96130,,Lassen,40.426787,-120.6567983
Rancho Milagro Recovery Inc,,37235 Painted Pony Road,,Temecula,CA,92592,,Riverside,33.584517,-116.956593
Intervention911,KSC Detox,501 North Cantera Circle,,Palm Springs,CA,92262,,Riverside,33.8306529,-116.5229908
Ken Seeley Communities,,1900 East Tahquitz Canyon Way,Suite B-1,Palm Springs,CA,92262,,Riverside,33.8234514,-116.5258163
Intervention911,,1900 East Tahquitz Canyon Way,Suite B-1,Palm Springs,CA,92262,,Riverside,33.8234514,-116.5258163
Intervention911,Ken Seeley Communities Detox,1990 East Calle Felicia,,Palm Springs,CA,92262,,Riverside,33.8218702,-116.5255716
Mendocino County,Substance Use Disorders Treatment,1120 South Dora Street,,Ukiah,CA,95482,,Mendocino,39.1362464,-123.2109536
Tehama County Health Services Agency,Drug and Alcohol Division/South County,275 Solano Street,,Corning,CA,96021,,Tehama,39.927446,-122.1690478
Ford Street Project,Ukiah Recovery Center,201 Brush Street,"Buildings 201-A, 201-B, 201-C",Ukiah,CA,95482,,Mendocino,39.1586264,-123.2054737
Ford Street Project,Ukiah Recovery Center,201 Brush Street,,Ukiah,CA,95482,,Mendocino,39.1586264,-123.2054737
Redwood Community Services Inc,Arbor Outpatient Drug Free Clinic,810 North State Street,,Ukiah,CA,95482,,Mendocino,39.1579851,-123.2092667
Riverside San Bernardino County,Indian Health/Pechanga,12784 Pechanga Road,,Temecula,CA,92592,,Riverside,33.4479449,-117.0887832
California Behavioral Health LLC,,37066 Bankside Drive,,Cathedral City,CA,92234,,Riverside,33.7793963,-116.4703313
Addiction Therapeutic Services,,69730 Highway 111,Suite 109,Palm Springs,CA,92262,,Riverside,33.7731863,-116.4463576
Mental Health Systems Inc,Teen Recovery Center/Fallbrook,2400 South Stage Coach Lane,,Fallbrook,CA,92028,,San Diego,33.3486504,-117.2400618
Consolidated Tribal Health Project Inc,,6991 North State Street,,Redwood Valley,CA,95470,,Mendocino,39.2441425,-123.2059765
California Addiction Treatment Ctr LLC,California Vistas Addiction Treatment,3875 Peony Drive,,Fallbrook,CA,92028,,San Diego,33.3571549,-117.1756911
Hazelden Betty Ford Foundation,,39000 Bob Hope Drive,,Rancho Mirage,CA,92270,,Riverside,33.7629019,-116.40063
Recovery Innovations Inc,De Novo FFSP,71687 Highway 111,Suite 106,Rancho Mirage,CA,92270,4515,Riverside,33.7424062,-116.4148195
Substance Abuse Counseling Center,,16105 Marine Corps Base,,Camp Pendleton,CA,92055,,San Diego,33.2295467,-117.3811366
RUHS/Behavioral Health,Palm Desert SAPT Clinic,74923 Hovley Lane East,,Palm Desert,CA,92260,,Riverside,33.7465339,-116.357269
HealthRIGHT 360,Serenity House Outpatient,3355 Mission Avenue,Suite 239,Oceanside,CA,92058,1322,San Diego,33.2171835,-117.3417696
Mental Health Systems Inc,Family Recovery Center,1100 Sport Fisher Drive,,Oceanside,CA,92054,,San Diego,33.2015878,-117.3777596
McAlister Institute for Trt and Educ,(MITE)/NCRRC Mission Avenue,1701 Mission Avenue,Unit 310,Oceanside,CA,92058,,San Diego,33.2026598,-117.3664902
Mission Treatment Servs of Oceanside,Mission Treatment Services Oceanside,1905 Apple Street,Suite 3,Oceanside,CA,92054,,San Diego,33.1944295,-117.3572865
San Diego VAMC,Oceanside Clinic,1300 Rancho del Oro Drive,,Oceanside,CA,92056,,San Diego,33.2078097,-117.3111103
North County Lifeline Inc,Oceanside,707 Oceanside Boulevard,,Oceanside,CA,92054,5225,San Diego,33.184302,-117.3677299
Turning Point Crisis Center,,1738 South Tremont Street,,Oceanside,CA,92054,,San Diego,33.1753931,-117.3631854
Bethesda Recovery Center,Choices in Recovery/Hill House,1135 North Drive,,Vista,CA,92083,,San Diego,33.2155785,-117.2532776
Choices in Recovery Center,Bethesda Recovery Center/New House,747 Melrose Place,,Vista,CA,92084,,San Diego,33.2109209,-117.2536723
Natural Rest House Inc,,79100 Ocotillo Drive,,La Quinta,CA,92253,,Riverside,33.7242524,-116.2846042
Choices in Recovery Center,Bethesda Recovery Center/Humble House,248 Hill Drive,,Vista,CA,92083,,San Diego,33.1957541,-117.271125
SOAP MAT LLC,,3230 Waring Court,Suite A,Oceanside,CA,92056,4509,San Diego,33.1871699,-117.2905278
McAlister Institute for Trt and Educ,(MITE)/North Coastal Teen Recovery Ctr,3921 Waring Road,Suite A,Oceanside,CA,92056,,San Diego,33.1872679,-117.2894257
Union of Pan Asian Communities (UPAC),New Leaf Recovery Center North,3998 Vista Way,Suite E,Oceanside,CA,92056,4514,San Diego,33.1843184,-117.2925982
McAlister Institute for Trt and Educ,(MITE)/NCRRC Vista,1211 West Vista Way ,Building C,Vista,CA,92083,,San Diego,33.1945015,-117.2669424
North County Lifeline Inc,Vista,200 Michigan Avenue,,Vista,CA,92084,5424,San Diego,33.2035183,-117.2421895
Mental Health Systems Inc,North County Center for Change,504 West Vista Way,,Vista,CA,92083,,San Diego,33.196661,-117.25117
Riverside Cnty Latino Commission on,Alc/Drug Abuse Servs/Michaels Yth Trt ,43485 Hollyhock Street,,Indio,CA,92201,1976,Riverside,33.732738,-116.244809
Choices in Recovery Center,Foundation House,619 Civic Center Drive,,Vista,CA,92083,,San Diego,33.1977117,-117.2345048
Choices in Recovery Center,,733 South Santa Fe Avenue,,Vista,CA,92083,,San Diego,33.1946857,-117.2365857
Alpha Project,Casa Raphael,975-993 Postal Way,,Vista,CA,92083,,San Diego,33.1911943,-117.2320209
ABC Recovery Center Inc,,82353 Indio Boulevard,,Indio,CA,92201,,Riverside,33.7267928,-116.228121
ABC Recovery Center Inc,,44374 Palm Street,,Indio,CA,92201,,Riverside,33.7250866,-116.226958
ABC Recovery Center Inc,,44435 Biskra Street,,Indio,CA,92201,,Riverside,33.7247625,-116.2264818
Riverside Cnty Latino Commission on,Alcohol/Drug Abuse Casa Las Palmas,83844 Hopi Avenue,,Indio,CA,92201,,Riverside,33.7336669,-116.202044
Coachella Valley Treatment Center,,81709 Doctor Carreon Boulevard,Suite B-1,Indio,CA,92201,,Riverside,33.7071079,-116.239367
Awareness Program,,45926 Oasis Street,,Indio,CA,92201,,Riverside,33.7155114,-116.2204039
McAlister Institute for Trt and Educ,Rancho Buena Vista High Teen Recovery,1601 Langhorn Drive,,Vista,CA,92081,,San Diego,33.163129,-117.247447
Indio Substance Abuse,Prevention and Treatment Program,83912 Avenue 45,Suite 9,Indio,CA,92201,,Riverside,33.7193121,-116.1991687
Epidaurus,Amity Foundation,2260 Watson Way,,Vista,CA,92083,,San Diego,33.1638961,-117.2225753
Tehama County Health Services Agency,Substance Use Recovery Center,1850 Walnut Street,Building G,Red Bluff,CA,96080,,Tehama,40.169691,-122.2548481
Capalina,Comprehensive Treatment Center,1560 Capalina Road,,San Marcos,CA,92069,,San Diego,33.1511384,-117.1945288
County of Mendocino,Substance Use Disorders Treatment,474 East Valley Street,,Willits,CA,95490,,Mendocino,39.4102484,-123.3458967
Occupational Health Services (OHS),Driving Under the Influence Program,1050 Los Vallecitos Boulevard,Suite 109,San Marcos,CA,92069,,San Diego,33.1432874,-117.186948
Riverside Cnty Latino Commission on,Alc/Drug Abuse Servs/Beas Yth Trt Home,84109 La Jolla Avenue,,Coachella,CA,92236,9575,Riverside,33.6775131,-116.1971135
Immersive Recovery,,1582 West San Marcos Boulevard,Suite 301,San Marcos,CA,92078,,San Diego,33.1317022,-117.2021553
North County Lifeline Inc,San Marcos,334 Via Vera Cruz,,San Marcos,CA,92078,2635,San Diego,33.1367769,-117.1895669
Narconon Fresh Start,Narconon Sunshine Summit Lodge,35025 Highway 79,,Warner Springs,CA,92086,,San Diego,33.3487807,-116.7331788
Riverside Latino Commission on Alcohol,Riverside Latino Commission Counseling,1612 1st Street,,Coachella,CA,92236,,Riverside,33.6831788,-116.1782686
Mental Health Systems Inc,North Inland Teen Recovery Center,340 Rancheros Drive,Suite 166,San Marcos,CA,92069,,San Diego,33.1396293,-117.1566662
Riverside Cnty Latino Commission on,Alc Drug Servs/Casa Cecilia Recov Home,83385 Rosa Avenue,,Thermal,CA,92274,,Riverside,33.6482174,-116.2093735
McAlister Institute for Trt and Educ,(MITE)/North Inland Women/Adol Recov,751 Rancheros Drive ,Suites 4-5 and 11,San Marcos,CA,92069,,San Diego,33.1397846,-117.1432725
Kali West LLC,Villa Kali Ma,2912 Managua Place,,Carlsbad,CA,92009,,San Diego,33.0943651,-117.2453129
North County Serenity House,A Program of HealthRIGHT 360,1341 North Escondido Boulevard,,Escondido,CA,92026,,San Diego,33.1402331,-117.0927345
Mental Health Systems Inc,Teen Recovery Center/Valley High,410 Hidden Trails Road,,Escondido,CA,92027,,San Diego,33.1503254,-117.0320642
Harmony Grove Recovery,,21734 Amble Drive,,Escondido,CA,92029,,San Diego,33.1072991,-117.130649
McAlister Institute for Trt and Educ,(MITE)/North Inland Regional Recov Ctr,200 East Washington Avenue,Suite 100,Escondido,CA,92025,1806,San Diego,33.1275866,-117.0823156
Shoreline Recovery Center,,183 Calle Magdalena,Suite 101,Encinitas,CA,92024,,San Diego,33.045636,-117.2826521
VA San Diego Healthcare System,Escondido Community Based Outpt Ctr,815 East Pennsylvania Avenue,,Escondido,CA,92025,,San Diego,33.1272812,-117.0714114
Mission Treatment Servs of Escondido,,161 North Date Street,,Escondido,CA,92025,,San Diego,33.1265438,-117.070536
Fellowship Center,Alcohol and Other Drug Services,737 East Grand Avenue,,Escondido,CA,92025,,San Diego,33.1249034,-117.0719581
AToN Center,,3250 Country Rose Circle,,Encinitas,CA,92024,,San Diego,33.0652852,-117.2121474
Riverside San Bernardino County,Indian Torres Martinez Clinic,66735 Martinez Road,,Thermal,CA,92274,,Riverside,33.5620927,-116.1537543
Mental Health Systems Inc,North Inland Teen Recovery Ctr Poway,13010 Paseo Lucido,,San Diego,CA,92128,4478,San Diego,32.9959024,-117.0668583
Aurora Behavioral Healthcare,San Diego,11878 Avenue of Industry,,San Diego,CA,92128,,San Diego,32.9913554,-117.0749473
Pemarro,,1482 Kings Villa Road,,Ramona,CA,92065,,San Diego,33.070652,-116.8830973
Round Valley Indian Health Center,Yuki Trails Human Services Program,23000 Henderson Lane,,Covelo,CA,95428,,Mendocino,39.7958563,-123.2575909
Lasting Recovery,Outpatient Treatment Center,6046 Cornerstone Court West,Suite 113,San Diego,CA,92121,,San Diego,32.8971252,-117.1902896
Veterans Affairs Medical Center,Alcohol and Drug Treatment Program,3350 La Jolla Village Drive,Unit (116A),San Diego,CA,92161,,San Diego,32.8751298,-117.2323881
Mental Health Systems Inc,North Inland TRC/Ramona High School,1401 Hanson Lane,,Ramona,CA,92065,3304,San Diego,33.0262922,-116.8688937
Practical Recovery Psychology Group,,8950 Villa La Jolla Drive,Suite A-220,La Jolla,CA,92037,,San Diego,32.8711579,-117.2355656
La Jolla Recovery,,7632 Herschel Avenue,,La Jolla,CA,92037,,San Diego,32.843482,-117.2721386
La Jolla Healing Center,,7590 Fay Avenue,Suite 504,La Jolla,CA,92037,,San Diego,32.8418058,-117.2746383
Confidential Recovery,,7071 Consolidated Way,,San Diego,CA,92121,,San Diego,32.8759626,-117.1630293
Hope Canyon,,2821 Lange Avenue,,San Diego,CA,92122,,San Diego,32.8473746,-117.2254693
La Jolla Recovery,Detoxification/Residential,-----,,La Jolla,CA,92037,,San Diego,32.8212103,-117.2668079
ABC Sober Living LLC,Soledad House,5330 Soledad Mountain Road,,San Diego,CA,92109,,San Diego,32.8160719,-117.2365857
Boardwalk Recovery Center,,1940 Garnet Avenue,Suite 120,San Diego,CA,92109,,San Diego,32.8015188,-117.2344038
Mendocino County,Substance Use Disorders Treatment,790 South Franklin Street,Suite B,Fort Bragg,CA,95437,,Mendocino,39.431095,-123.804193
Mental Health Systems Inc,Needles Center for Change,300 H Street,,Needles,CA,92363,,San Bernardino,34.839187,-114.608921
Mission Treatment Services Inc,San Diego,8898 Clairemont Boulevard,Suite H,San Diego,CA,92123,,San Diego,32.8325384,-117.1370183
McAlister Institute for Trt and Educ,(MITE)/Sierra High Teen Recovery Ctr,5156 Santo Road,,San Diego,CA,92124,,San Diego,32.82572,-117.1050241
North Central Womens Recovery Center,,8665 Gibbs Drive,Suite 150,San Diego,CA,92123,1739,San Diego,32.8101348,-117.141779
McAlister Institute for Trt and Educ,(MITE)/North Central Teen Recovery Ctr,7625-B Mesa College Drive,Suite 115,San Diego,CA,92111,,San Diego,32.800406,-117.157587
La Jolla Recovery,Detoxification/Residential,-----,,San Diego,CA,92110,,San Diego,32.7836285,-117.2000419
