"","name1","name2","street1","street2","city","state","zip","zip4","county","phone","intake_prompt","intake1","intake2","website","latitude","longitude","type_facility"
"1762","Unified Community Services","","1122 Professional Drive","","Dodgeville","WI",53533,NA,"Iowa","608-935-2776","","","","http://",42.972177,-90.1288749,"MH"
"1763","Compass Counseling","Schofield","718 Grand Avenue","","Schofield","WI",54476,NA,"Marathon","715-679-3389","","","","http://www.compasscounsels.com",44.9224581,-89.6135766,"MH"
"1764","Family Service of Racine","","420 7th Street","","Racine","WI",53403,NA,"Racine","262-634-2391","","262-634-2391 x0","","http://www.fsracine.org/",42.7260942,-87.7858252,"MH"
"1765","Oconto County Department of Hlth and","Human Services","501 Park Avenue","","Oconto","WI",54153,NA,"Oconto","920-834-7000","","","","http://www.co.oconto.wi.us",44.8890664,-87.8645986,"MH"
"1766","Catholic Charities Inc","Racine Area Office","800 Wisconsin Avenue","","Racine","WI",53403,NA,"Racine","262-637-8888","","","","http://www.ccmke.org",42.724275,-87.7840703,"MH"
"1767","American Telepsychiatry","Racine","835 Wisconsin Avenue","","Racine","WI",53403,NA,"Racine","414-269-5252","","","","http://www.atelepsych.com/",42.7234349,-87.783462,"MH"
"1768","Ascension All Saints","MH and Addiction Care","1320 Wisconsin Avenue","","Racine","WI",53403,NA,"Racine","262-687-2222","","","","http://www.myascension.org",42.7163466,-87.7841627,"MH"
"1769","North Central Healthcare","Community Treatment","1100 Lake View Drive","","Wausau","WI",54403,NA,"Marathon","715-843-6120","","","","http://www.norcen.org",44.9315472,-89.6335915,"MH"
"1770","Oakwood Clinical Associates Ltd","","24804 75th Street","","Salem","WI",53168,NA,"Kenosha","262-652-9830","","","","http://www.oakwoodclinical.com",42.568553,-88.109445,"MH"
"1771","Center for Human Development","","631 Forest Street","","Wausau","WI",54403,NA,"Marathon","715-842-0944","","","800-236-3792","http://www.chdevelopment.org",44.956627,-89.62199,"MH"
"1772","Compass Counseling","Wausau","530 Grant Street","","Wausau","WI",54403,NA,"Marathon","715-845-5493","","","","http://www.compasscounsels.com",44.9623509,-89.6234206,"MH"
"1773","Center for Well Being Inc","","901 North 6th Street","","Wausau","WI",54403,4718,"Marathon","715-848-5022","","715-848-5022 x0","","http://www.centreforwellbeing.net",44.9640859,-89.6229392,"MH"
"1774","Child and Adolescent Psychiatry","Consulting LLC","2001 South Central Avenue","Suite A","Marshfield","WI",54449,NA,"Wood","715-384-2818","","","","http://www.drjenna.net",44.6491853,-90.1811812,"MH"
"1775","Peaceful Solutions Counseling","","741 North 1st Street","","Wausau","WI",54403,4721,"Marathon","715-675-3458","","","","http://www.peacefulsolutions.org",44.9628114,-89.6298917,"MH"
"1776","Marriage and Family Health Servs Ltd","","501 South Cherry Avenue","Suite 5","Marshfield","WI",54449,NA,"Wood","715-486-8302","","","","http://www.marriageandfamilyhealthservices.com",44.6614941,-90.1719226,"MH"
"1777","Green County Human Services","","3152 State Road 81","","Monroe","WI",53566,NA,"Green","608-328-9393","","608-328-9383","","http://www.gchsd.org/",42.620305,-89.6590348,"MH"
"1778","Monroe Clinic","","515 22nd Avenue","","Monroe","WI",53566,NA,"Green","608-324-2000","","608-324-2321","","http://www.monroeclinic.org",42.6087203,-89.6347267,"MH"
"1779","Childrens Wisconsin","","725 South Central Avenue","","Marshfield","WI",54449,NA,"Wood","715-387-2729","","715-387-2729 x1","","http://www.childrenswi.org",44.6609356,-90.1766758,"MH"
"1780","Childrens Wisconsin","","705 South 24th Avenue","Suite 400","Wausau","WI",54401,NA,"Marathon","715-848-1457","","","","http://www.childrenswi.org",44.9549731,-89.6646484,"MH"
"1781","Tomah VAMC","Wausau Outpatient Clinic","515 South 32nd Street","","Wausau","WI",54401,NA,"Marathon","715-842-2834","","","","http://www.tomah.va.gov",44.9583576,-89.6750825,"MH"
"1782","Norwood Health Center","","1600 North Chestnut Avenue","","Marshfield","WI",54449,NA,"Wood","715-384-2188 x3229","","715-384-2188 x3221","","http://www.co.wood.wi.us",44.68128,-90.164856,"MH"
"1783","Avenues Counseling LLC","","1518 11th Street","Suites 1-4","Monroe","WI",53566,NA,"Green","608-325-1070","","","","http://www.avenuescounselingllc.com",42.6009706,-89.640279,"MH"
"1784","Marshfield Clinic","Psychiatry and Behavioral Hlth Dept","1000 North Oak Avenue","","Marshfield","WI",54449,NA,"Wood","715-387-5744","","","","http://www.marshfieldclinic.org",44.6776871,-90.1772674,"MH"
"1785","Achieve Center/Neuropsychological","Developmental and Learning Services","520 North 28th Avenue","Suite 200","Wausau","WI",54401,4101,"Marathon","715-845-4900","","","","http://www.uachievecenter.com",44.969614,-89.671685,"MH"
"1786","Dix and Gillette Counseling Servs LLP","","1720 Merrill Avenue","Suite 401","Wausau","WI",54401,NA,"Marathon","715-675-3888","","","","http://",44.9841732,-89.6532558,"MH"
"1787","Childrens Service Society of WI","","6809 122 Avenue","","Kenosha","WI",53142,NA,"Kenosha","262-652-5522","","414-266-3339","","http://www.chw.org/childrensandthecommunity",42.5740203,-87.9541568,"MH"
"1788","Aurora Behavioral Health Center","Behavioral Health Services","12225 71st Street","","Kenosha","WI",53142,NA,"Kenosha","262-948-4870","Intakes","877-666-7223","414-773-4312","http://www.aurorahealthcare.org/",42.570933,-87.955583,"MH"
"1789","Aalto Enhancement Center SC","","8503 75th Street","Suite A","Kenosha","WI",53142,7620,"Kenosha","262-654-9370","","","","http://www.aaltolife.com",42.56666,-87.910626,"MH"
"1790","North Central Healthcare","Antigo Center","1225 Langlade Road","","Antigo","WI",54409,NA,"Langlade","715-627-6694","","","","http://www.norcen.org",45.148428,-89.133558,"MH"
"1791","Oakwood Clinical Associates Ltd","","4109 67th Street","","Kenosha","WI",53142,NA,"Kenosha","262-652-9830","","","","http://www.oakwoodclinical.com",42.573273,-87.856711,"MH"
"1792","Northwest Csl and Guidance Clinic","Journey Program","5655 North 28th Avenue","","Wausau","WI",54401,NA,"Marathon","715-675-5454","","","","http://www.nwcgc.com",45.0227421,-89.6724294,"MH"
"1793","AIDS Resource Center of Wisconsin ","(ARCW)","1212 57th Street","","Kenosha","WI",53140,NA,"Kenosha","800-924-6601","","262-657-6844","","http://www.arcw.org",42.5834204,-87.8256159,"MH"
"1794","Professional Services Group Inc","","2108 63rd Street","","Kenosha","WI",53143,NA,"Kenosha","262-652-2406","","","","http://www.psgcip.com",42.5778523,-87.8349004,"MH"
"1795","AMRI Counseling Services","","6321 23rd Avenue","","Kenosha","WI",53143,NA,"Kenosha","414-455-3879","","262-671-1625","","http://4001W.CapitolDrive",42.5769899,-87.836652,"MH"
"1796","Interconnections SC","","920 60th Street","","Kenosha","WI",53140,4041,"Kenosha","262-654-5333","","","","http://www.interconnectionssc.com",42.581065,-87.8224677,"MH"
"1797","American Telepsychiatry","","3410 80th Street","","Kenosha","WI",53142,NA,"Kenosha","414-376-6053 x259","Intakes","414-376-6053","414-376-5577 x259","http://www.horizonhealthcareinc.com",42.5591569,-87.850026,"MH"
"1798","West Grove Clinic SC","","1400 75th Street","Suite 1","Kenosha","WI",53143,NA,"Kenosha","262-909-6008","","","","http://www.westgroveclinic.com",42.566076,-87.8271515,"MH"
"1799","Scenic Bluffs Community Health Ctr","","238 Front Street","","Cashton","WI",54619,NA,"Monroe","608-654-5100","","","","http://www.scenicbluffs.org",43.7396124,-90.7870858,"MH"
"1800","Door County Department of ","Human Services","421 Nebraska Street","","Sturgeon Bay","WI",54235,NA,"Door","920-746-7155","","","","http://www.co.door.wi.gov/",44.833854,-87.373372,"MH"
"1801","Monroe County","Department of Human Services","112 South Court Street","Room 3000","Sparta","WI",54656,NA,"Monroe","608-269-8600","","","","http://www.co.monroe.wi.us/",43.9439587,-90.8131171,"MH"
"1802","Mayo Clinic Health System","Sparta Clinic","310 West Main Street","","Sparta","WI",54656,2170,"Monroe","608-269-4132","","608-392-9555","","http://",43.9442903,-90.8141501,"MH"
"1803","Gundersen Clinic Ltd","Behavioral Health Department","1111 West Wisconsin Street","","Sparta","WI",54656,2233,"Monroe","608-269-6731","Intakes","608-775-2287","800-362-9567 x52287","http://www.gundersenhealth.org",43.938307,-90.826459,"MH"
"1804","Lafayette Cnty Dept of Human Servs","","15701 County Road K","Suite 3","Darlington","WI",53530,NA,"Lafayette","608-776-4800","","","","http://www.lchsd.org",42.6599441,-90.12655,"MH"
"1805","Clark County Community Services","Outpatient Mental Health","517 Court Street","Room 503","Neillsville","WI",54456,NA,"Clark","715-743-5208","","","","http://www.co.clark.wi.us/",44.560046,-90.594783,"MH"
"1806","North Central Healthcare","Merrill Center","607 North Sales Street","","Merrill","WI",54452,1624,"Lincoln","715-536-9482","","","","http://www.norcen.org",45.1849713,-89.6727771,"MH"
"1807","Family and Childrens Center","Community Support Program","1321 North Main Street","","Viroqua","WI",54665,NA,"Vernon","608-637-7052 x233","","","","http://www.fcconline.org/",43.5763627,-90.8884089,"MH"
"1808","Family and Childrens Center","Outpatient Treatment Services","1321 North Main Street","","Viroqua","WI",54665,NA,"Vernon","608-637-7052","","","","http://www.fcconline.org",43.5763604,-90.8884449,"MH"
"1809","Centre for Well Being Inc","","607 Cedar  Street","","Merrill","WI",54452,NA,"Lincoln","715-848-5022","","","","http://www.centreforwellbeing.net",45.1857314,-89.6808574,"MH"
"1810","Gunderen Lutherns Medical Center Inc","","407 South Main Street","","Viroqua","WI",54665,NA,"Vernon","608-637-3195","","","","http://www.gundersonhealthsystem.org",43.551697,-90.888521,"MH"
"1811","Marinette County Health and","Human Services ADAPT","2500 Hall Avenue","","Marinette","WI",54143,NA,"Marinette","715-732-7760","","","","http://www.marinettecounty.com",45.0998014,-87.6407592,"MH"
"1812","Stein Counseling and","Consulting Services Ltd","206 South Roosevelt Road","Suite 124","Black River Falls","WI",54615,NA,"Jackson","715-670-8692","","","","http://www.effectivebehavior.com/",44.2925372,-90.8422743,"MH"
"1813","Krohn Clinic Ltd","","610 West Adams Street","","Black River Falls","WI",54615,NA,"Jackson","715-284-4311","","715-284-1887","","http://www.krohnclinic.com",44.302333,-90.852835,"MH"
"1814","Courage to Change Recovery","","106 Galvin Road","","Abbotsford","WI",54405,NA,"Clark","715-223-0480","","","","http://www.facebook.com/CourageToChangeRecovery",44.9436906,-90.3078577,"MH"
"1815","Southwest Behavioral Services","","1185 North Elm Street","","Platteville","WI",53818,NA,"Grant","608-348-3656","","","","http://www.southwesthealth.org",42.7450628,-90.4792892,"MH"
"1816","Platteville Family Resource Ctr Inc","","1075 North Elm Street","","Platteville","WI",53818,NA,"Grant","608-348-4060","","","","http://www.plattevillefamily.com",42.7447862,-90.4800297,"MH"
"1817","NW System/Csl and Guidance Clinic","Northwest Journey/Black River Falls","North 6643 County Road A","","Black River Falls","WI",54615,NA,"Jackson","715-284-1100","","","","http://www.nwcgc.com",44.364348,-90.898808,"MH"
"1818","WKM Psychology Clinics Inc","","6058 South Chestnut Street","Suite 100","Platteville","WI",53818,NA,"Grant","608-342-4853","","","","http://www.wkmpsychologyclinics.com",42.724387,-90.485321,"MH"
"1819","Wetzel/Rasmussen Counseling Servs","","W10610 Clinic Street","","Elcho","WI",54428,NA,"Langlade","715-275-3934","","","","http://www.wrcslight.com",45.4334312,-89.1852297,"MH"
"1820","Unified Community Services","","200 West Alona Lane","","Lancaster","WI",53813,NA,"Grant","608-723-6357","","","","http://",42.835813,-90.710583,"MH"
"1821","Clark County Outpatient Clinic","","8 Johnson Street","","Owen","WI",54460,NA,"Clark","715-229-4701","","","","http://www.tomah.va.gov/",44.945156,-90.5474435,"MH"
"1822","Taylor County","Human Services Department","540 East College Street","","Medford","WI",54451,NA,"Taylor","715-748-3332","","","","http://www.co.taylor.wi.us/departments/f-m/hs/",45.129966,-90.336847,"MH"
"1823","Courage to Change Recovery","","880 East Perkins Street","Suite 102","Medford","WI",54451,NA,"Taylor","715-223-0480","","","","http://www.facebook.com/CourageToChangeRecovery",45.134241,-90.3301928,"MH"
"1824","Living Well Christian Family","Clinic LLC","575 Lester Avenue","Suite 100","Onalaska","WI",54650,NA,"La Crosse","608-783-1452","","","","http://www.livingwellcfc.com",43.8735305,-91.1974905,"MH"
"1825","Stein Counseling and","Consulting Services Ltd","571 Braund Street","","Onalaska","WI",54650,NA,"La Crosse","608-785-7000 x280","","608-785-7000 x2","","http://www.effectivebehavior.com/",43.8732619,-91.199175,"MH"
"1826","Gundersen Lutheran Medical Ctr Inc","Behavioral Health Department","123 16th Avenue South","","Onalaska","WI",54650,NA,"La Crosse","608-775-8646","Intakes","608-775-2287","800-362-9567 x52287","http://www.gundersenhealth.org",43.8824515,-91.2146105,"MH"
"1827","Tomah VAMC","VA River Valley Integrated Hlth Ctr","1525 Losey Boulevard","","La Crosse","WI",54601,NA,"La Crosse","608-787-6411","","","","http://www.tomah.va.gov",43.7955636,-91.2192169,"MH"
"1828","Chileda","Residential Care Center","1825 Victory Street","","La Crosse","WI",54601,NA,"La Crosse","608-782-6480 x275","","","608-782-6480 x368","http://www.chileda.org/",43.780226,-91.2288074,"MH"
"1829","Mayo Clinic Health System/La Crosse","Outpatient Behavioral Health","212 South 11th Street","","La Crosse","WI",54601,NA,"La Crosse","608-392-9555","","","","http://mayoclinichealthsystem.org/",43.8094582,-91.2413557,"MH"
"1830","Gundersen Clinic Ltd","Behavioral Health Department","1836 South Avenue","","La Crosse","WI",54601,NA,"La Crosse","608-775-2287","","800-362-9567 x52287","","http://www.gundersenhealth.org",43.7949755,-91.2471427,"MH"
"1831","Gundersen Lutheran Medical Ctr Inc","Behavioral Health Department","1910 South Avenue","","La Crosse","WI",54601,NA,"La Crosse","608-775-2287","","","800-362-9567 x53272","http://www.gundersenhealth.org",43.7946766,-91.2471427,"MH"
"1832","La Crosse County Human Services","","300 4th Street North","","La Crosse","WI",54601,NA,"La Crosse","608-785-4357","","","","http://www.co.la-crosse.wi.us/humanservices/",43.8146827,-91.2486459,"MH"
"1833","Counseling Associates LLC","","115 5th Avenue South","Suite 301","La Crosse","WI",54601,NA,"La Crosse","608-785-0827","","","","http://counselingassociateslax.com",43.8113467,-91.2497358,"MH"
"1834","Ho Chunk Nation Behavioral Health","","Three Rivers House","724 Main Street","La Crosse","WI",54601,NA,"La Crosse","608-784-3083","","715-284-9851 x5014","","http://",43.8181266,-91.2539367,"MH"
"1835","Ascension Saint Marys Hospital","Ascension Koller Behavioral Health","400 West Glen Street ","","Crandon","WI",54520,NA,"Forest","715-361-2805","","","","http://www.healthcare.ascension.org/?ministry=ministry-healthcare",45.5717215,-88.8992152,"MH"
"1836","Mayo Clinic Health System","Holmen Clinic","1303 South Main Street","","Holmen","WI",54636,8927,"La Crosse","608-526-3351","","608-392-9555","","http://mayoclinichealthsystem.org/location/holman",43.9533781,-91.259095,"MH"
"1837","Psychological Resource Center LLC","","1218 North 4th Street","Suite 108","Tomahawk","WI",54487,NA,"Lincoln","715-224-2100","","","","http://www.psychresctr.com",45.485621,-89.729059,"MH"
"1838","Gundersen Clinic Ltd","Behavioral Health Department","610 East Taylor Street","","Prairie du Chien","WI",53821,NA,"Crawford","608-326-3380","Intakes","608-775-2287","800-362-9567 x52287","http://www.gundersenhealth.org",43.0434438,-91.1384505,"MH"
"1839","Crawford County Health and Human Servs","","225 North Beaumont Road","Suite 326","Prairie du Chien","WI",53821,NA,"Crawford","608-326-0248","","","","http://",43.0538141,-91.1477836,"MH"
"1840","Ascension Koller Behavioral Health","","1020 Kabel Avenue","","Rhinelander","WI",54501,NA,"Oneida","715-361-2805","","","","http://www.healthcare.ascension.org/",45.6277741,-89.4123117,"MH"
"1841","Ascension Saint Marys Hospital","","2251 North Shore Drive","","Rhinelander","WI",54501,8360,"Oneida","715-361-2021","","715-361-2020","","http://healthcare.ascension.org/?ministry=ministry-healthcare",45.6396123,-89.3744692,"MH"
"1842","Options Counseling Services","Rhinelander","1991 Winnebago Street","","Rhinelander","WI",54501,NA,"Oneida","715-369-7300","","715-362-7300","","http://www.optionscs.net",45.635757,-89.412084,"MH"
"1843","Harmony Counseling Services LLC","DBA Transitions Center","22 North Pelham Street","","Rhinelander","WI",54501,NA,"Oneida","715-365-6696","","","","http://",45.6384877,-89.4096154,"MH"
"1844","Centre for Well Being Inc","","310A North Brown Street","","Rhinelander","WI",54501,NA,"Oneida","715-848-5022","","","","http://centreforwellbeing.net",45.641623,-89.4124434,"MH"
"1845","Human Service Center","","705 East Timber Drive","","Rhinelander","WI",54501,NA,"Oneida","715-369-2215","","","800-236-8788","http://www.thehumanservicecenter.org",45.6442701,-89.3976262,"MH"
"1846","Gundersen Lutheran Medical Ctr Inc","Behavioral Health Department","18606 Ervin Street","","Whitehall","WI",54773,NA,"Trempealeau","715-538-4361","Intakes","608-775-2287","800-362-9567 x52287","http://www.gundersenhealth.org",44.3643874,-91.3187571,"MH"
