"","COUNTYFP","county","STATEFP","state","fordq_rate"
"13380","073","Henry County","17","VA",11.7384615384615
"13381","103","Henry County","21","VA",11.7384615384615
"13382","087","Henry County","19","VA",11.7384615384615
"13383","067","Henry County","01","VA",11.7384615384615
"13384","071","Highland County","39","VA",6.3
"13385","091","Highland County","51","VA",6.3
"13386","670","Hopewell city","51","VA",9.55714285714286
"13387","093","Isle of Wight County","51","VA",6.35
"13388","095","James City County","51","VA",3.3375
"13389","097","King and Queen County","51","VA",8.8
"13390","099","King George County","51","VA",8.8
"13391","101","King William County","51","VA",6.6
"13392","109","Lancaster County","31","VA",4.4
"13393","057","Lancaster County","45","VA",4.4
"13394","071","Lancaster County","42","VA",4.4
"13395","103","Lancaster County","51","VA",4.4
"13396","081","Lee County","01","VA",14.2
"13397","129","Lee County","21","VA",14.2
"13398","103","Lee County","17","VA",14.2
"13399","071","Lee County","12","VA",14.2
"13400","105","Lee County","37","VA",14.2
"13401","287","Lee County","48","VA",14.2
"13402","077","Lee County","05","VA",14.2
"13403","111","Lee County","19","VA",14.2
"13404","061","Lee County","45","VA",14.2
"13405","081","Lee County","28","VA",14.2
"13406","105","Lee County","51","VA",14.2
"13407","177","Lee County","13","VA",14.2
"13408","678","Lexington city","51","VA",5.4
"13409","107","Loudoun County","51","VA",8.4375
"13410","115","Louisa County","19","VA",7.9
"13411","109","Louisa County","51","VA",7.9
"13412","111","Lunenburg County","51","VA",10.8666666666667
"13413","680","Lynchburg city","51","VA",7.24
"13414","123","Madison County","29","VA",6.85
"13415","065","Madison County","16","VA",6.85
"13416","121","Madison County","19","VA",6.85
"13417","115","Madison County","37","VA",6.85
"13418","151","Madison County","21","VA",6.85
"13419","113","Madison County","51","VA",6.85
"13420","053","Madison County","36","VA",6.85
"13421","119","Madison County","31","VA",6.85
"13422","313","Madison County","48","VA",6.85
"13423","089","Madison County","01","VA",6.85
"13424","119","Madison County","17","VA",6.85
"13425","079","Madison County","12","VA",6.85
"13426","087","Madison County","05","VA",6.85
"13427","195","Madison County","13","VA",6.85
"13428","097","Madison County","39","VA",6.85
"13429","095","Madison County","18","VA",6.85
"13430","113","Madison County","47","VA",6.85
"13431","057","Madison County","30","VA",6.85
"13432","089","Madison County","28","VA",6.85
"13433","683","Manassas city","51","VA",16.375
"13434","685","Manassas Park city","51","VA",10.95
"13435","690","Martinsville city","51","VA",15.56
"13436","115","Mathews County","51","VA",5.4
"13437","119","Mecklenburg County","37","VA",8.0875
"13438","117","Mecklenburg County","51","VA",8.0875
"13439","007","Middlesex County","09","VA",3.28
"13440","119","Middlesex County","51","VA",3.28
"13441","023","Middlesex County","34","VA",3.28
"13442","017","Middlesex County","25","VA",3.28
"13443","121","Montgomery County","51","VA",3.06666666666667
"13444","135","Montgomery County","17","VA",3.06666666666667
"13445","097","Montgomery County","28","VA",3.06666666666667
"13446","107","Montgomery County","18","VA",3.06666666666667
"13447","139","Montgomery County","29","VA",3.06666666666667
"13448","031","Montgomery County","24","VA",3.06666666666667
"13449","125","Montgomery County","47","VA",3.06666666666667
"13450","137","Montgomery County","19","VA",3.06666666666667
"13451","057","Montgomery County","36","VA",3.06666666666667
"13452","097","Montgomery County","05","VA",3.06666666666667
"13453","091","Montgomery County","42","VA",3.06666666666667
"13454","113","Montgomery County","39","VA",3.06666666666667
"13455","209","Montgomery County","13","VA",3.06666666666667
"13456","173","Montgomery County","21","VA",3.06666666666667
