COUNTYFP,county,totalP,totalP_hh,totalP_fhh,nonRel_fhh,nonRel_fhhR,totalP_nfhh,nonRel_nfhh,nonRel_nfhhR,groupQuar,groupQuarR
36047,"Kings County, New York",2600747,2559854,2068080,63251,3.06,491774,126342,25.69,159764,6.14
36107,"Tioga County, New York",49045,48497,41034,1208,2.94,7463,1091,14.62,2949,6.01
36073,"Orleans County, New York",41175,38124,31570,1120,3.55,6554,1205,18.39,2827,6.87
36091,"Saratoga County, New York",227377,223301,184173,4524,2.46,39128,6964,17.8,15065,6.63
36021,"Columbia County, New York",60919,58432,46410,1624,3.5,12022,2560,21.29,4548,7.47
36049,"Lewis County, New York",26719,26357,22302,629,2.82,4055,880,21.7,1596,5.97
56031,"Platte County, Wyoming",8673,8568,7055,112,1.59,1513,151,9.98,817,9.42
56033,"Sheridan County, Wyoming",30012,29012,23032,346,1.5,5980,873,14.6,2355,7.85
56003,"Big Horn County, Wyoming",11901,11650,9868,245,2.48,1782,259,14.53,769,6.46
56011,"Crook County, Wyoming",7410,7340,6305,91,1.44,1035,198,19.13,500,6.75
56029,"Park County, Wyoming",29121,28307,23606,559,2.37,4701,750,15.95,1866,6.41
56001,"Albany County, Wyoming",38102,35849,22579,565,2.5,13270,4699,35.41,4659,12.23
56007,"Carbon County, Wyoming",15477,14676,12207,277,2.27,2469,386,15.63,1161,7.5
56015,"Goshen County, Wyoming",13438,12809,10935,194,1.77,1874,232,12.38,927,6.9
56041,"Uinta County, Wyoming",20609,20346,17449,277,1.59,2897,517,17.85,1225,5.94
56043,"Washakie County, Wyoming",8129,7963,6626,105,1.58,1337,217,16.23,560,6.89
56017,"Hot Springs County, Wyoming",4680,4565,3657,80,2.19,908,136,14.98,375,8.01
56013,"Fremont County, Wyoming",40076,39210,32595,1118,3.43,6615,1447,21.87,2603,6.5
56035,"Sublette County, Wyoming",9951,9853,8318,162,1.95,1535,535,34.85,644,6.47
56045,"Weston County, Wyoming",7100,6739,5573,111,1.99,1166,121,10.38,497,7.0
72009,"Aibonito Municipio, Puerto Rico",23457,23430,21276,703,3.3,2154,223,10.35,664,2.83
72059,"Guayanilla Municipio, Puerto Rico",19008,18932,16968,704,4.15,1964,235,11.97,817,4.3
72079,"Lajas Municipio, Puerto Rico",23315,23272,20405,413,2.02,2867,332,11.58,1165,5.0
72001,"Adjuntas Municipio, Puerto Rico",18181,18104,16187,432,2.67,1917,250,13.04,721,3.97
72027,"Camuy Municipio, Puerto Rico",32222,32109,28822,539,1.87,3287,218,6.63,1070,3.32
72067,"Hormigueros Municipio, Puerto Rico",16180,16045,13560,219,1.62,2485,193,7.77,779,4.81
72091,"Manatí Municipio, Puerto Rico",39692,39471,34756,1028,2.96,4715,570,12.09,1886,4.75
72105,"Naranjito Municipio, Puerto Rico",28557,28471,25961,605,2.33,2510,306,12.19,891,3.12
72125,"San Germán Municipio, Puerto Rico",32114,31413,26485,850,3.21,4928,603,12.24,1972,6.14
72013,"Arecibo Municipio, Puerto Rico",87242,86025,74928,2080,2.78,11097,1193,10.75,4311,4.94
72015,"Arroyo Municipio, Puerto Rico",18111,18093,16229,474,2.92,1864,213,11.43,698,3.85
72054,"Florida Municipio, Puerto Rico",11910,11895,10837,432,3.99,1058,64,6.05,437,3.67
72115,"Quebradillas Municipio, Puerto Rico",24036,24012,21162,298,1.41,2850,419,14.7,1103,4.59
72099,"Moca Municipio, Puerto Rico",36872,36622,32665,862,2.64,3957,287,7.25,1706,4.63
72049,"Culebra Municipio, Puerto Rico",1314,1314,1029,64,6.22,285,66,23.16,100,7.61
72123,"Salinas Municipio, Puerto Rico",28633,28533,24914,977,3.92,3619,453,12.52,1542,5.39
72017,"Barceloneta Municipio, Puerto Rico",24299,24281,21685,458,2.11,2596,266,10.25,986,4.06
72153,"Yauco Municipio, Puerto Rico",36439,36186,31901,508,1.59,4285,407,9.5,1684,4.62
72061,"Guaynabo Municipio, Puerto Rico",88663,88073,75819,1882,2.48,12254,1853,15.12,4167,4.7
72023,"Cabo Rojo Municipio, Puerto Rico",49005,48853,42557,1237,2.91,6296,915,14.53,2380,4.86
72053,"Fajardo Municipio, Puerto Rico",32001,31806,27212,878,3.23,4594,542,11.8,1758,5.49
72109,"Patillas Municipio, Puerto Rico",17334,17334,14561,323,2.22,2773,482,17.38,1251,7.22
72117,"Rincón Municipio, Puerto Rico",14269,14244,11969,329,2.75,2275,356,15.65,739,5.18
72007,"Aguas Buenas Municipio, Puerto Rico",26275,26080,23583,549,2.33,2497,298,11.93,992,3.78
72021,"Bayamón Municipio, Puerto Rico",182955,176772,153068,4204,2.75,23704,3073,12.96,7822,4.28
72035,"Cayey Municipio, Puerto Rico",44530,44400,38782,1210,3.12,5618,917,16.32,1978,4.44
53031,"Jefferson County, Washington",30856,30052,23104,577,2.5,6948,1643,23.65,2361,7.65
06051,"Mono County, California",14174,13840,9454,239,2.53,4386,2063,47.04,1396,9.85
06069,"San Benito County, California",59416,59140,54119,1946,3.6,5021,1456,29.0,1637,2.76
06067,"Sacramento County, California",1510023,1485602,1245178,41144,3.3,240424,59758,24.86,80794,5.35
06017,"El Dorado County, California",186661,184881,156515,4059,2.59,28366,7729,27.25,9718,5.21
06053,"Monterey County, California",433212,415471,367560,14622,3.98,47911,13573,28.33,15511,3.58
06075,"San Francisco County, California",870044,849564,562901,24963,4.43,286663,99180,34.6,99517,11.44
06073,"San Diego County, California",3302833,3213382,2678150,89733,3.35,535232,170013,31.76,178263,5.4
06107,"Tulare County, California",460477,455051,414510,15376,3.71,40541,9085,22.41,15762,3.42
06023,"Humboldt County, California",135768,131628,96602,4494,4.65,35026,10860,31.01,12091,8.91
06003,"Alpine County, California",1146,1110,961,66,6.87,149,27,18.12,54,4.71
06039,"Madera County, California",155013,146834,133656,4795,3.59,13178,3223,24.46,4315,2.78
06087,"Santa Cruz County, California",273765,261081,208688,9895,4.74,52393,17695,33.77,16097,5.88
06105,"Trinity County, California",12862,12569,9812,297,3.03,2757,438,15.89,1072,8.33
06065,"Riverside County, California",2383286,2348183,2091446,73816,3.53,256737,62945,24.52,92055,3.86
06071,"San Bernardino County, California",2135413,2078586,1879595,69029,3.67,198991,49424,24.84,71290,3.34
06041,"Marin County, California",260295,252722,201821,6658,3.3,50901,11328,22.25,14982,5.76
06061,"Placer County, California",380077,375906,322037,7666,2.38,53869,11540,21.42,17387,4.57
06089,"Shasta County, California",179085,175807,143783,5493,3.82,32024,7696,24.03,11372,6.35
06095,"Solano County, California",438530,428086,373441,13706,3.67,54645,12845,23.51,19481,4.44
06011,"Colusa County, California",21464,21257,19322,524,2.71,1935,288,14.88,797,3.71
32021,"Mineral County, Nevada",4448,4372,3443,148,4.3,929,101,10.87,500,11.24
32017,"Lincoln County, Nevada",5174,4624,3822,14,0.37,802,58,7.23,377,7.29
32031,"Washoe County, Nevada",450486,444493,352661,12438,3.53,91832,23843,25.96,36048,8.0
32510,"Carson City, Nevada",54467,52363,42153,1859,4.41,10210,1580,15.48,4370,8.02
33013,"Merrimack County, New Hampshire",149452,142697,117676,3532,3.0,25021,5704,22.8,8707,5.83
33001,"Belknap County, New Hampshire",60640,59714,49241,1622,3.29,10473,2138,20.41,3726,6.14
33017,"Strafford County, New Hampshire",128237,119233,93559,2497,2.67,25674,7790,30.34,8261,6.44
34025,"Monmouth County, New Jersey",623387,617171,530614,10219,1.93,86557,14568,16.83,31193,5.0
06103,"Tehama County, California",63373,62507,52433,1963,3.74,10074,2053,20.38,4008,6.32
34037,"Sussex County, New Jersey",142298,140240,121616,2179,1.79,18624,3306,17.75,7184,5.05
34013,"Essex County, New Jersey",793555,772245,650966,19976,3.07,121279,20928,17.26,45248,5.7
34015,"Gloucester County, New Jersey",290852,286542,247834,5136,2.07,38708,8218,21.23,13334,4.58
34031,"Passaic County, New Jersey",504041,495127,440266,12287,2.79,54861,10140,18.48,19274,3.82
34003,"Bergen County, New Jersey",929999,919000,807495,13946,1.73,111505,18097,16.23,40292,4.33
34041,"Warren County, New Jersey",106293,104251,88051,1899,2.16,16200,2840,17.53,6223,5.85
34005,"Burlington County, New Jersey",446367,434520,374684,7676,2.05,59836,10309,17.23,20616,4.62
35029,"Luna County, New Mexico",24264,23853,19623,469,2.39,4230,431,10.19,1866,7.69
35055,"Taos County, New Mexico",32888,32251,25697,882,3.43,6554,1401,21.38,2385,7.25
35007,"Colfax County, New Mexico",12353,11803,8790,242,2.75,3013,576,19.12,1199,9.71
35021,"Harding County, New Mexico",459,459,339,15,4.42,120,16,13.33,79,17.21
35037,"Quay County, New Mexico",8373,8302,6597,487,7.38,1705,163,9.56,890,10.63
28103,"Noxubee County, Mississippi",10828,10627,9189,134,1.46,1438,110,7.65,666,6.15
28137,"Tate County, Mississippi",28493,26552,23074,429,1.86,3478,660,18.98,1537,5.39
28107,"Panola County, Mississippi",34243,34038,29415,749,2.55,4623,455,9.84,2175,6.35
28161,"Yalobusha County, Mississippi",12421,12227,10254,243,2.37,1973,219,11.1,889,7.16
28029,"Copiah County, Mississippi",28721,27688,24336,485,1.99,3352,374,11.16,1325,4.61
28049,"Hinds County, Mississippi",241774,232667,193969,5608,2.89,38698,6727,17.38,15039,6.22
28145,"Union County, Mississippi",28356,28048,24793,587,2.37,3255,318,9.77,1354,4.78
28139,"Tippah County, Mississippi",21990,21669,19012,349,1.84,2657,295,11.1,1165,5.3
28035,"Forrest County, Mississippi",75517,71571,56660,1516,2.68,14911,4110,27.56,5154,6.82
28071,"Lafayette County, Mississippi",53459,48298,35087,718,2.05,13211,5284,40.0,4449,8.32
28087,"Lowndes County, Mississippi",59437,57625,48607,1274,2.62,9018,1385,15.36,3285,5.53
28157,"Wilkinson County, Mississippi",8990,7904,6686,16,0.24,1218,70,5.75,429,4.77
28065,"Jefferson Davis County, Mississippi",11495,11353,9321,197,2.11,2032,206,10.14,958,8.33
28123,"Scott County, Mississippi",28415,28154,24685,1046,4.24,3469,271,7.81,1636,5.76
28163,"Yazoo County, Mississippi",27974,23565,20044,662,3.3,3521,384,10.91,1487,5.32
40085,"Love County, Oklahoma",9933,9818,8651,305,3.53,1167,240,20.57,520,5.24
40009,"Beckham County, Oklahoma",22621,20761,17522,534,3.05,3239,726,22.41,1198,5.3
40023,"Choctaw County, Oklahoma",14886,14698,12077,319,2.64,2621,417,15.91,1049,7.05
40065,"Jackson County, Oklahoma",25384,24729,20964,722,3.44,3765,483,12.83,1786,7.04
40081,"Lincoln County, Oklahoma",34854,34464,29941,723,2.41,4523,657,14.53,1838,5.27
40117,"Pawnee County, Oklahoma",16428,16215,14166,443,3.13,2049,361,17.62,859,5.23
40133,"Seminole County, Oklahoma",25071,24419,20941,760,3.63,3478,554,15.93,1357,5.41
40025,"Cimarron County, Oklahoma",2189,2169,1779,24,1.35,390,15,3.85,175,7.99
40011,"Blaine County, Oklahoma",9634,8161,6695,55,0.82,1466,135,9.21,641,6.65
40029,"Coal County, Oklahoma",5618,5550,4632,169,3.65,918,139,15.14,334,5.95
40053,"Grant County, Oklahoma",4418,4325,3655,84,2.3,670,46,6.87,395,8.94
40073,"Kingfisher County, Oklahoma",15618,15443,13319,225,1.69,2124,419,19.73,831,5.32
40087,"McClain County, Oklahoma",38634,38353,34279,555,1.62,4074,609,14.95,1611,4.17
40095,"Marshall County, Oklahoma",16376,16121,13813,356,2.58,2308,421,18.24,881,5.38
40103,"Noble County, Oklahoma",11411,11152,9694,275,2.84,1458,187,12.83,633,5.55
40105,"Nowata County, Oklahoma",10383,10202,8823,227,2.57,1379,116,8.41,615,5.92
40131,"Rogers County, Oklahoma",90814,89528,79073,1739,2.2,10455,1716,16.41,4245,4.67
40135,"Sequoyah County, Oklahoma",41359,40981,35729,1217,3.41,5252,849,16.17,2022,4.89
40003,"Alfalfa County, Oklahoma",5857,4764,4178,119,2.85,586,61,10.41,258,4.4
40151,"Woods County, Oklahoma",9127,8267,6568,217,3.3,1699,458,26.96,635,6.96
40027,"Cleveland County, Oklahoma",276733,264744,214775,6015,2.8,49969,14100,28.22,16968,6.13
40107,"Okfuskee County, Oklahoma",12115,10743,9359,190,2.03,1384,181,13.08,598,4.94
40005,"Atoka County, Oklahoma",13874,12330,10511,226,2.15,1819,212,11.65,733,5.28
41061,"Union County, Oregon",26028,25258,20037,610,3.04,5221,1473,28.21,1800,6.92
41047,"Marion County, Oregon",335553,325353,275455,10578,3.84,49898,12570,25.19,16457,4.9
41019,"Douglas County, Oregon",108323,106516,86606,3305,3.82,19910,4261,21.4,7419,6.85
41031,"Jefferson County, Oregon",23143,22159,18713,907,4.85,3446,937,27.19,1363,5.89
41053,"Polk County, Oregon",81427,79723,66503,2192,3.3,13220,3815,28.86,4068,5.0
41017,"Deschutes County, Oregon",180640,179330,147656,4924,3.33,31674,8082,25.52,10329,5.72
41043,"Linn County, Oregon",122870,121500,101881,3805,3.73,19619,4403,22.44,6839,5.57
41071,"Yamhill County, Oregon",103820,98383,83904,2789,3.32,14479,3434,23.72,4975,4.79
21207,"Russell County, Kentucky",17760,17533,14676,611,4.16,2857,392,13.72,1146,6.45
21229,"Washington County, Kentucky",12019,11584,9732,198,2.03,1852,286,15.44,782,6.51
21009,"Barren County, Kentucky",43680,42933,35842,819,2.29,7091,1451,20.46,2607,5.97
21091,"Hancock County, Kentucky",8719,8608,7654,181,2.36,954,135,14.15,482,5.53
21093,"Hardin County, Kentucky",108095,105397,89893,2520,2.8,15504,2345,15.13,5949,5.5
21149,"McLean County, Kentucky",9331,9242,7936,182,2.29,1306,211,16.16,476,5.1
21197,"Powell County, Kentucky",12321,12046,10349,248,2.4,1697,261,15.38,660,5.36
21033,"Caldwell County, Kentucky",12727,12569,10684,276,2.58,1885,232,12.31,732,5.75
21019,"Boyd County, Kentucky",48091,46137,38674,817,2.11,7463,1243,16.66,2892,6.01
21067,"Fayette County, Kentucky",318734,306242,228331,6922,3.03,77911,23402,30.04,26282,8.25
21115,"Johnson County, Kentucky",22843,22269,19225,431,2.24,3044,338,11.1,1329,5.82
21175,"Morgan County, Kentucky",13285,11653,10002,282,2.82,1651,211,12.78,632,4.76
21199,"Pulaski County, Kentucky",64145,63195,51853,1554,3.0,11342,2498,22.02,4250,6.63
21001,"Adair County, Kentucky",19241,17918,15450,339,2.19,2468,327,13.25,933,4.85
21025,"Breathitt County, Kentucky",13116,12760,10913,324,2.97,1847,204,11.04,826,6.3
21099,"Hart County, Kentucky",18627,18359,15475,307,1.98,2884,394,13.66,1172,6.29
21223,"Trimble County, Kentucky",8637,8581,7023,310,4.41,1558,314,20.15,620,7.18
21105,"Hickman County, Kentucky",4568,4418,3411,36,1.06,1007,239,23.73,310,6.79
21143,"Lyon County, Kentucky",8186,6909,5383,58,1.08,1526,229,15.01,742,9.06
21135,"Lewis County, Kentucky",13490,13348,11435,236,2.06,1913,203,10.61,787,5.83
21239,"Woodford County, Kentucky",26097,25748,22049,481,2.18,3699,823,22.25,1211,4.64
21131,"Leslie County, Kentucky",10472,10183,8727,323,3.7,1456,116,7.97,698,6.67
21127,"Lawrence County, Kentucky",15783,15677,13654,298,2.18,2023,206,10.18,797,5.05
21145,"McCracken County, Kentucky",65284,63961,50171,1592,3.17,13790,2091,15.16,5315,8.14
21235,"Whitley County, Kentucky",36089,34208,30226,840,2.78,3982,673,16.9,1668,4.62
21071,"Floyd County, Kentucky",36926,36077,30488,738,2.42,5589,864,15.46,1982,5.37
21117,"Kenton County, Kentucky",164688,162253,132650,4185,3.15,29603,6714,22.68,11644,7.07
72065,"Hatillo Municipio, Puerto Rico",40390,40291,35934,253,0.7,4357,456,10.47,1443,3.57
72075,"Juana Díaz Municipio, Puerto Rico",46960,46443,41966,1286,3.06,4477,615,13.74,1837,3.91
72097,"Mayagüez Municipio, Puerto Rico",77255,76081,60220,1453,2.41,15861,4000,25.22,5145,6.66
17167,"Sangamon County, Illinois",197661,193546,153431,4483,2.92,40115,7084,17.66,15053,7.62
17157,"Randolph County, Illinois",32546,28422,23619,758,3.21,4803,664,13.82,2062,6.34
17141,"Ogle County, Illinois",51328,50752,43100,1407,3.26,7652,1086,14.19,3321,6.47
17137,"Morgan County, Illinois",34426,30818,24583,607,2.47,6235,927,14.87,2370,6.88
17193,"White County, Illinois",14025,13637,11246,311,2.77,2391,222,9.28,1047,7.47
17071,"Henderson County, Illinois",6884,6828,5626,112,1.99,1202,214,17.8,463,6.73
17113,"McLean County, Illinois",173219,165746,127558,2405,1.89,38188,12489,32.7,12342,7.13
17145,"Perry County, Illinois",21384,18747,15517,499,3.22,3230,327,10.12,1261,5.9
17161,"Rock Island County, Illinois",145275,140451,113838,3324,2.92,26613,3852,14.47,10643,7.33
17185,"Wabash County, Illinois",11573,11483,9721,180,1.85,1762,145,8.23,768,6.64
17035,"Cumberland County, Illinois",10865,10738,9088,294,3.24,1650,262,15.88,645,5.94
17085,"Jo Daviess County, Illinois",21834,21629,17424,256,1.47,4205,670,15.93,1773,8.12
17101,"Lawrence County, Illinois",16189,13795,11504,299,2.6,2291,261,11.39,848,5.24
17123,"Marshall County, Illinois",11794,11509,9444,283,3.0,2065,284,13.75,845,7.16
17021,"Christian County, Illinois",33231,31488,25579,966,3.78,5909,879,14.88,2348,7.07
17077,"Jackson County, Illinois",58551,54189,38006,911,2.4,16183,4932,30.48,5787,9.88
17143,"Peoria County, Illinois",184463,179264,143823,4437,3.09,35441,6471,18.26,13574,7.36
17147,"Piatt County, Illinois",16427,16348,14217,322,2.26,2131,206,9.67,898,5.47
17175,"Stark County, Illinois",5500,5398,4501,156,3.47,897,88,9.81,397,7.22
17005,"Bond County, Illinois",16712,14956,12170,294,2.42,2786,682,24.48,925,5.53
17015,"Carroll County, Illinois",14562,14310,11541,235,2.04,2769,390,14.08,1191,8.18
17083,"Jersey County, Illinois",22069,21072,17840,262,1.47,3232,488,15.1,1115,5.05
17051,"Fayette County, Illinois",21724,19969,17040,532,3.12,2929,577,19.7,1264,5.82
17107,"Logan County, Illinois",29207,25054,20326,507,2.49,4728,677,14.32,1939,6.64
17165,"Saline County, Illinois",24231,23728,19973,683,3.42,3755,421,11.21,1471,6.07
17097,"Lake County, Illinois",703619,685542,605804,11092,1.83,79738,14635,18.35,28313,4.02
16057,"Latah County, Idaho",39239,35964,25407,543,2.14,10557,3484,33.0,3448,8.79
22099,"St. Martin Parish, Louisiana",53752,53497,46424,1337,2.88,7073,1298,18.35,2965,5.52
22115,"Vernon Parish, Louisiana",51007,48786,42390,1095,2.58,6396,970,15.17,3026,5.93
36119,"Westchester County, New York",968815,942633,813326,20355,2.5,129307,21590,16.7,43512,4.49
36025,"Delaware County, New York",45502,43172,34119,1390,4.07,9053,1697,18.75,3693,8.12
36057,"Montgomery County, New York",49426,48378,39305,1790,4.55,9073,1734,19.11,3333,6.74
36085,"Richmond County, New York",474101,467291,417814,8806,2.11,49477,6419,12.97,18196,3.84
36089,"St. Lawrence County, New York",109558,97660,78600,2947,3.75,19060,3812,20.0,7536,6.88
36109,"Tompkins County, New York",102962,89249,59531,2188,3.68,29718,10891,36.65,9064,8.8
36113,"Warren County, New York",64480,63635,50380,1798,3.57,13255,2437,18.39,5300,8.22
36023,"Cortland County, New York",48123,44577,35171,1512,4.3,9406,2971,31.59,3134,6.51
36027,"Dutchess County, New York",293894,275456,231323,4829,2.09,44133,8765,19.86,16422,5.59
36055,"Monroe County, New York",744248,717267,566139,14283,2.52,151128,32032,21.2,53674,7.21
36065,"Oneida County, New York",230782,218261,177991,5973,3.36,40270,7129,17.7,15830,6.86
36111,"Ulster County, New York",179303,167611,133361,4640,3.48,34250,7517,21.95,12726,7.1
36015,"Chemung County, New York",85740,81018,65443,2422,3.7,15575,2812,18.05,5368,6.26
36051,"Livingston County, New York",63907,57518,45798,1325,2.89,11720,2848,24.3,4024,6.3
36077,"Otsego County, New York",60244,54631,43178,1115,2.58,11453,2820,24.62,3894,6.46
36039,"Greene County, New York",47617,44327,35437,1307,3.69,8890,1952,21.96,3064,6.43
36001,"Albany County, New York",307426,289963,217525,4861,2.23,72438,15718,21.7,26618,8.66
36003,"Allegany County, New York",47025,42087,34253,1093,3.19,7834,1330,16.98,3424,7.28
36009,"Cattaraugus County, New York",77686,75014,60575,2094,3.46,14439,2747,19.02,6086,7.83
36053,"Madison County, New York",71359,66211,54112,1303,2.41,12099,2779,22.97,4527,6.34
36093,"Schenectady County, New York",154883,150203,123116,3374,2.74,27087,5720,21.12,9391,6.06
36037,"Genesee County, New York",58112,57329,47089,1539,3.27,10240,1724,16.84,4303,7.4
36123,"Yates County, New York",25009,23747,19639,404,2.06,4108,970,23.61,1438,5.75
37079,"Greene County, North Carolina",21008,18600,15648,576,3.68,2952,593,20.09,1056,5.03
37121,"Mitchell County, North Carolina",15040,14697,11923,167,1.4,2774,483,17.41,1055,7.01
28011,"Bolivar County, Mississippi",32592,31050,25733,615,2.39,5317,812,15.27,1958,6.01
28113,"Pike County, Mississippi",39737,38662,32446,685,2.11,6216,659,10.6,2475,6.23
49015,"Emery County, Utah",10248,10165,9238,132,1.43,927,76,8.2,333,3.25
49017,"Garfield County, Utah",5017,4762,4192,44,1.05,570,103,18.07,228,4.54
51093,"Isle of Wight County, Virginia",36372,36113,31295,1044,3.34,4818,799,16.58,1830,5.03
51620,"Franklin city, Virginia",8211,8081,6659,244,3.66,1422,112,7.88,468,5.7
51678,"Lexington city, Virginia",7110,3820,2379,56,2.35,1441,337,23.39,355,4.99
51089,"Henry County, Virginia",51588,50882,41795,1147,2.74,9087,1198,13.18,3419,6.63
51101,"King William County, Virginia",16497,16442,14817,340,2.29,1625,248,15.26,584,3.54
