"","COUNTYFP","YFips","Year","State","CountyName","TtlPrPpr","FmlPrPpr","MlPrPpr","AapiPrPpr","BlckPrPpr","LtnxPrPpr","NtvPrPpr","WhtPrPpr","TtlPrAPpr","FmlPrAPpr","MlPrAPpr","AapiPrAPpr","BlckPrAPpr","LtnxPrAPpr","NtvPrAPpr","WhtPrAPpr"
"1011","21035",201621035,2016,"KY","Calloway County",409.34,155.05,672.58,NA,1352.37,NA,NA,376.54,266.64,132.9,405.07,NA,826.45,NA,NA,246.84
"1012","21037",201621037,2016,"KY","Campbell County",1010.85,366.2,1663.5,NA,5982.49,704.23,NA,832.92,1195.07,729.21,1666.72,NA,5252.92,440.14,NA,1057.43
"1013","21039",201621039,2016,"KY","Carlisle County",931.68,274.35,1597.22,NA,NA,NA,NA,875.27,655.62,NA,NA,NA,NA,NA,NA,NA
"1014","21041",201621041,2016,"KY","Carroll County",1788.64,857.58,2671.31,NA,4761.9,943.4,NA,1778.36,1714.12,1010.72,2380.95,NA,4761.9,NA,NA,1712.5
"1015","21043",201621043,2016,"KY","Carter County",906.99,277.1,1537.75,NA,NA,NA,NA,905.75,756.79,323.29,1190.89,NA,NA,NA,NA,769.6
"1016","21045",201621045,2016,"KY","Casey County",1022.91,242.52,1822.7,NA,NA,NA,NA,1036.66,828.56,343.57,1325.6,NA,NA,NA,NA,854.97
"1017","21047",201621047,2016,"KY","Christian County",865.36,121.54,1459.06,NA,1977.35,NA,NA,605.2,558.92,155.57,880.87,0,1007.87,108.73,0,472.51
"1018","21049",201621049,2016,"KY","Clark County",664.81,128.17,1220.05,NA,2348.69,NA,NA,588.01,651.78,239.25,1078.6,NA,2168.02,NA,NA,583.27
"1019","21051",201621051,2016,"KY","Clay County",590.03,188.59,921.6,NA,NA,NA,NA,619.15,689.56,298.6,1012.46,0,676.59,0,0,712.02
"1020","21053",201621053,2016,"KY","Clinton County",922.02,187.68,1655.22,0,0,0,0,958.88,640.73,218.96,1061.84,0,0,0,0,666.34
"1021","21055",201621055,2016,"KY","Crittenden County",784.73,435.26,1122.81,0,0,0,0,810.16,980.92,326.44,1614.04,0,0,0,0,1012.7
"1022","21057",201621057,2016,"KY","Cumberland County",782.78,NA,NA,NA,NA,NA,NA,NA,782.78,431.65,1148.28,NA,NA,NA,NA,743.97
"1023","21059",201621059,2016,"KY","Daviess County",809.08,168.8,1466.25,NA,3234.12,433.17,NA,676.65,680.83,250.08,1122.95,NA,1774.47,NA,NA,632.71
"1024","21061",201621061,2016,"KY","Edmonson County",1171.02,367.94,1941.5,NA,NA,NA,NA,1187.9,849.31,289.09,1386.79,NA,NA,NA,NA,836.93
"1025","21063",201621063,2016,"KY","Elliott County",441.94,NA,NA,NA,NA,NA,NA,NA,341.5,251.89,400.94,0,0,0,0,367.65
"1026","21065",201621065,2016,"KY","Estill County",898.43,287.36,1499.02,0,0,0,0,916.82,756,397.88,1107.97,0,0,0,0,771.47
"1027","21067",201621067,2016,"KY","Fayette County",613.23,83.81,1148.63,NA,1886.29,312.02,NA,399.93,414.65,117.68,714.96,NA,1131.18,131.74,NA,305.43
"1028","21069",201621069,2016,"KY","Fleming County",783.58,262.47,1314.32,NA,NA,NA,NA,777.05,816.69,328.08,1314.32,NA,NA,NA,NA,811.34
"1029","21071",201621071,2016,"KY","Floyd County",543.41,73.98,1029.17,NA,NA,NA,NA,551.8,522.51,156.17,901.59,NA,NA,NA,NA,526.14
"1030","21073",201621073,2016,"KY","Franklin County",559.71,106.3,1036.04,NA,1211.4,NA,NA,484.86,357,147.63,576.96,NA,760.1,NA,NA,310.9
"1031","21075",201621075,2016,"KY","Fulton County",2858.61,893.33,4747.47,NA,3228.96,NA,NA,2587.46,2060.26,945.87,3131.31,NA,1956.95,NA,NA,1931.49
"1032","21077",201621077,2016,"KY","Gallatin County",1268.86,527.06,1975.89,NA,NA,NA,NA,1325.72,1011.66,562.19,1440.05,NA,NA,NA,NA,1049.53
"1033","21079",201621079,2016,"KY","Garrard County",647.66,177.81,1128.71,NA,3673.47,NA,NA,567.16,386.79,213.37,564.35,NA,NA,NA,NA,359.2
"1034","21081",201621081,2016,"KY","Grant County",1070.62,366.53,1761.79,NA,2380.95,NA,NA,1054.42,820.19,391.81,1240.69,NA,NA,NA,NA,851.4
"1035","21083",201621083,2016,"KY","Graves County",659.94,145.81,1180.04,NA,3283.05,NA,NA,537.82,465.84,137.23,798.26,NA,2839.4,NA,NA,361.81
"1036","21085",201621085,2016,"KY","Grayson County",982.76,296.63,1636.26,NA,NA,NA,NA,1002.51,777.76,346.06,1188.93,NA,NA,NA,NA,795.74
"1037","21087",201621087,2016,"KY","Green County",378.68,NA,NA,NA,NA,NA,NA,NA,262.16,NA,NA,NA,NA,NA,NA,NA
"1038","21089",201621089,2016,"KY","Greenup County",985.24,390,1598.76,NA,3921.57,NA,NA,968.71,778.3,381.14,1187.65,NA,2941.18,NA,NA,764.77
"1039","21091",201621091,2016,"KY","Hancock County",1011.77,150.83,1831.9,NA,NA,NA,NA,1013.97,459.9,NA,NA,NA,NA,NA,NA,NA
"1040","21093",201621093,2016,"KY","Hardin County",1103.49,300.27,1883.96,NA,1784.81,513.87,NA,1033.8,834.31,374.62,1280.98,NA,1156.07,359.71,NA,820.48
"1041","21095",201621095,2016,"KY","Harlan County",1047.97,374.57,1757.11,NA,2551.02,NA,NA,1021.89,844.2,544.84,1159.45,NA,2040.82,NA,NA,822.35
"1042","21097",201621097,2016,"KY","Harrison County",978.34,516.32,1444.16,NA,3401.36,NA,NA,907.81,719.12,433.04,1007.56,NA,2040.82,NA,NA,678.65
"1043","21099",201621099,2016,"KY","Hart County",1024.73,273.32,1763.52,NA,2302.63,NA,NA,971.59,745.26,307.48,1175.68,NA,1151.32,NA,NA,733.27
"1044","21101",201621101,2016,"KY","Henderson County",1186.1,343.57,2062.99,0,2777.78,0,0,1054.2,1310.78,588.04,2062.99,0,2621.28,0,0,1210.8
"1045","21103",201621103,2016,"KY","Henry County",581.4,136.93,1032.57,NA,NA,NA,NA,570.28,394.17,156.49,635.42,NA,NA,NA,NA,390.75
"1046","21105",201621105,2016,"KY","Hickman County",1491.45,571.84,2444.44,0,5902.78,0,0,1002.51,982.18,428.88,1555.56,0,2083.33,0,0,877.19
"1047","21107",201621107,2016,"KY","Hopkins County",758.15,169.87,1363.54,NA,2166.59,NA,NA,658.68,430.77,176.67,692.26,NA,866.63,NA,NA,398.27
"1048","21109",201621109,2016,"KY","Jackson County",731.68,181.86,1287.95,0,0,0,0,742.89,697.38,181.86,1218.95,0,0,0,0,708.07
"1049","21111",201621111,2016,"KY","Jefferson County",672.98,100.97,1269.01,NA,1572.01,175.88,NA,436.74,401.34,116.45,698.2,NA,750.4,117.25,NA,317.08
"1050","21113",201621113,2016,"KY","Jessamine County",679.3,260.43,1124,NA,1384.08,NA,NA,670.39,580.17,322.71,853.52,NA,1314.88,NA,NA,570.95
"1051","21115",201621115,2016,"KY","Johnson County",637.16,133.05,1160.7,NA,NA,NA,NA,643.15,467.7,172.96,773.8,0,0,0,0,477.18
"1052","21117",201621117,2016,"KY","Kenton County",856.86,196.96,1511.14,NA,4981.19,204.15,NA,627.5,705.65,289,1118.76,NA,3063.97,136.1,NA,574.78
"1053","21119",201621119,2016,"KY","Knott County",509.25,157.48,857.53,NA,NA,NA,NA,490.69,577.81,275.59,877.02,NA,NA,NA,NA,570.8
"1054","21121",201621121,2016,"KY","Knox County",1226.81,394.83,2076.4,NA,1159.42,NA,NA,1245.03,1022.34,483.66,1572.42,NA,NA,NA,NA,1043.55
"1055","21123",201621123,2016,"KY","Larue County",529.04,155.07,899.32,NA,2507.84,NA,NA,451.9,264.52,88.61,438.69,NA,NA,NA,NA,237.84
"1056","21125",201621125,2016,"KY","Laurel County",1055.37,285.84,1850.99,NA,1510.57,NA,NA,1058.93,884.57,376.11,1410.28,NA,1208.46,NA,NA,882.44
"1057","21127",201621127,2016,"KY","Lawrence County",625.93,138.26,1119.55,0,0,0,0,638.43,357.68,158.01,559.78,0,0,0,0,364.82
"1058","21129",201621129,2016,"KY","Lee County",1047.24,239.01,1814.06,NA,NA,NA,NA,1049.12,767.98,239.01,1269.84,NA,NA,NA,NA,762.99
"1059","21131",201621131,2016,"KY","Leslie County",399.29,NA,NA,NA,NA,NA,NA,NA,221.83,NA,NA,NA,NA,NA,NA,NA
"1060","21133",201621133,2016,"KY","Letcher County",1099.2,407.06,1809.07,NA,NA,NA,NA,1090.38,535.86,176.39,904.54,NA,NA,NA,NA,538.2
"1061","21135",201621135,2016,"KY","Lewis County",862.56,276.56,1446.28,NA,NA,NA,NA,841.51,575.04,230.47,918.27,NA,NA,NA,NA,572.7
"1062","21137",201621137,2016,"KY","Lincoln County",651.08,193.5,1117.39,NA,2020.2,NA,NA,607.34,618.53,258,985.93,NA,NA,NA,NA,607.34
"1063","21139",201621139,2016,"KY","Livingston County",647.87,309.81,997.86,0,0,0,0,667.63,612.85,275.39,962.22,NA,NA,NA,NA,613.5
"1064","21141",201621141,2016,"KY","Logan County",1161.12,262.19,2068.05,NA,3805.31,NA,NA,977.33,975.58,429.03,1526.99,NA,2300.88,NA,NA,890.9
"1065","21143",201621143,2016,"KY","Lyon County",1141.28,476.64,1608.58,NA,1295.34,NA,NA,1054.48,1298.7,810.3,1642.09,NA,NA,NA,NA,1274.17
"1066","21145",201621145,2016,"KY","McCracken County",1757.35,382.15,3202.33,NA,4863.03,844.77,NA,1347.8,1248.26,506.35,2027.81,NA,3036.74,739.18,NA,1010.13
"1067","21147",201621147,2016,"KY","McCreary County",1158.63,434.35,1708.38,NA,NA,NA,NA,1281.05,911.57,434.35,1273.79,NA,NA,NA,NA,1036.57
"1068","21149",201621149,2016,"KY","McLean County",897.95,242.47,1549.59,NA,NA,NA,NA,906.18,828.87,450.29,1205.23,NA,NA,NA,NA,799.57
"1069","21151",201621151,2016,"KY","Madison County",809.56,276.99,1369.09,0,2232.95,294.99,0,742.02,840.2,475.29,1223.59,NA,1689.8,NA,NA,811.25
"1070","21153",201621153,2016,"KY","Magoffin County",314.05,NA,NA,NA,NA,NA,NA,NA,301.97,121.57,480.08,0,0,0,0,307.88
"1071","21155",201621155,2016,"KY","Marion County",448.47,NA,NA,NA,NA,NA,NA,NA,350.62,NA,NA,NA,NA,NA,NA,NA
"1072","21157",201621157,2016,"KY","Marshall County",652.82,194.45,1122.77,NA,NA,NA,NA,660.84,378.22,163.75,598.11,NA,NA,NA,NA,378.38
"1073","21159",201621159,2016,"KY","Martin County",719.6,349.14,986.98,0,0,0,0,847.34,597.63,378.24,755.98,0,0,0,0,703.72
"1074","21161",201621161,2016,"KY","Mason County",1284.99,361.47,2237.97,NA,2452.32,NA,NA,1196.51,1193.21,578.35,1827.68,NA,1089.92,NA,NA,1206.65
"1075","21163",201621163,2016,"KY","Meade County",769.27,191.43,1336.68,NA,1134.75,NA,NA,788.91,737.66,297.78,1169.59,NA,709.22,NA,NA,765.71
"1076","21165",201621165,2016,"KY","Menifee County",310.71,0,598.8,0,0,0,0,328.7,286.81,NA,NA,NA,NA,NA,NA,NA
"1077","21167",201621167,2016,"KY","Mercer County",515.77,145.86,893.39,NA,1256.73,NA,NA,479.54,722.07,204.2,1250.74,NA,1077.2,NA,NA,711.32
"1078","21169",201621169,2016,"KY","Metcalfe County",516.71,129.91,899.17,NA,NA,NA,NA,521.18,226.06,129.91,321.13,0,0,0,0,235.37
"1079","21171",201621171,2016,"KY","Monroe County",1014.69,336.7,1678.66,0,4575.16,0,0,962.31,575.5,214.26,929.26,0,2614.38,0,0,545.31
"1080","21173",201621173,2016,"KY","Montgomery County",1083.88,240.49,1956.35,NA,2156.86,NA,NA,1076.67,1000.5,415.39,1605.79,NA,1568.63,NA,NA,999.76
"1081","21175",201621175,2016,"KY","Morgan County",500.44,322.32,621.69,0,0,0,0,545.35,500.44,349.18,603.4,NA,NA,NA,NA,533.49
"1082","21177",201621177,2016,"KY","Muhlenberg County",1527.21,567.64,2389.27,NA,1521.22,NA,NA,1543.04,1193.91,620.2,1709.32,NA,1040.83,NA,NA,1223.61
"1083","21179",201621179,2016,"KY","Nelson County",604.29,133.46,1081.01,NA,1596.07,NA,NA,537.58,446.5,166.82,729.68,NA,1043.59,NA,NA,402.27
"1084","21181",201621181,2016,"KY","Nicholas County",1134.59,489.98,1777.78,NA,NA,NA,NA,1151.81,934.37,579.06,1288.89,NA,NA,NA,NA,921.45
"1085","21183",201621183,2016,"KY","Ohio County",1120.54,295.58,1924.34,NA,NA,NA,NA,1140.55,868.59,362.76,1361.43,NA,NA,NA,NA,897.14
"1086","21185",201621185,2016,"KY","Oldham County",227.12,114.97,320.51,NA,204.83,NA,NA,235.69,134,114.97,149.85,NA,163.87,NA,NA,135.78
"1087","21187",201621187,2016,"KY","Owen County",1080.45,354.4,1790.36,NA,NA,NA,NA,1067.72,730.03,354.4,1097.31,NA,4819.28,NA,NA,686.39
"1088","21189",201621189,2016,"KY","Owsley County",1270.74,627.62,1929.95,NA,0,0,0,1298.7,882.46,488.15,1286.63,NA,0,0,0,901.88
"1089","21191",201621191,2016,"KY","Pendleton County",882.57,214.36,1510.27,NA,NA,NA,NA,882.79,706.05,192.93,1188.08,NA,NA,NA,NA,701.98
"1090","21193",201621193,2016,"KY","Perry County",735.92,232.69,1261.57,NA,NA,NA,NA,737.53,792.53,376.73,1226.85,NA,NA,NA,NA,807.77
"1091","21195",201621195,2016,"KY","Pike County",472.16,100.92,843.99,NA,NA,NA,NA,472.81,368.64,146.33,591.3,NA,NA,NA,NA,366.88
"1092","21197",201621197,2016,"KY","Powell County",928.6,151.21,1699.58,0,0,0,0,955.46,690.17,176.41,1199.7,0,0,0,0,710.14
"1093","21199",201621199,2016,"KY","Pulaski County",1226.77,458.92,2018.42,NA,2439.02,431.5,NA,1235.24,1216.85,688.38,1761.72,NA,1567.94,431.5,NA,1243.06
"1094","21201",201621201,2016,"KY","Robertson County",917.43,NA,NA,NA,NA,NA,NA,NA,688.07,NA,NA,NA,NA,NA,NA,NA
"1095","21203",201621203,2016,"KY","Rockcastle County",879.12,274.67,1483.79,NA,NA,NA,NA,886.52,1144.69,476.1,1813.52,0,0,0,0,1166.48
"1096","21205",201621205,2016,"KY","Rowan County",910.45,236.33,1617.86,NA,1199.04,NA,NA,910.69,841.3,348.86,1358.05,NA,NA,NA,NA,880.34
"1097","21207",201621207,2016,"KY","Russell County",1084.38,485.87,1698.36,NA,NA,NA,NA,1112.18,856.57,485.87,1236.85,NA,NA,NA,NA,882.07
"1098","21209",201621209,2016,"KY","Scott County",399.18,72.25,729.07,NA,1123.6,NA,NA,355.74,295.9,111.16,482.31,NA,830.48,NA,NA,264.44
"1099","21211",201621211,2016,"KY","Shelby County",552.27,162.4,974.82,NA,1752.99,137.22,NA,470.26,445.07,206.12,704.03,NA,1155.38,NA,NA,426.05
"1100","21213",201621213,2016,"KY","Simpson County",819.46,104.55,1535.24,NA,1775.15,NA,NA,720.81,671.26,156.82,1186.32,NA,1437.02,NA,NA,568.53
"1101","21215",201621215,2016,"KY","Spencer County",338.6,64.99,608.1,NA,NA,NA,NA,329.67,169.3,NA,NA,NA,NA,NA,NA,NA
"1102","21217",201621217,2016,"KY","Taylor County",540.94,61.14,1025.96,NA,1780.1,NA,NA,470.19,368.82,97.82,642.77,0,628.27,0,0,340.72
"1103","21219",201621219,2016,"KY","Todd County",859.26,313.81,1400.05,NA,1552.8,NA,NA,820.28,546.8,235.36,855.59,0,776.4,0,0,551.83
"1104","21221",201621221,2016,"KY","Trigg County",947.87,341.45,1573.51,NA,2691.22,NA,NA,754.72,647.32,250.4,1056.83,NA,2124.65,NA,NA,507.48
"1105","21223",201621223,2016,"KY","Trimble County",843.5,217.94,1454.42,NA,NA,NA,NA,828.94,502.51,217.94,780.42,NA,NA,NA,NA,508.67
"1106","21225",201621225,2016,"KY","Union County",1153.62,455.53,1735.36,0,1066.35,0,0,1220.11,1094.46,585.68,1518.44,0,710.9,0,0,1220.11
"1107","21227",201621227,2016,"KY","Warren County",965.52,242.25,1702.69,242.06,2580.06,381.86,0,808.61,672.52,278.81,1073.79,NA,1448.46,143.2,NA,614.66
"1108","21229",201621229,2016,"KY","Washington County",258.4,NA,NA,NA,NA,NA,NA,NA,206.72,NA,NA,NA,NA,NA,NA,NA
"1109","21231",201621231,2016,"KY","Wayne County",723.86,199.23,1242.61,NA,NA,NA,NA,750,533.37,199.23,863.77,0,1612.9,0,0,532.26
"1110","21233",201621233,2016,"KY","Webster County",689.82,NA,NA,NA,NA,NA,NA,NA,927.69,335.65,1510.5,0,2638.52,0,0,896.62
"1111","21235",201621235,2016,"KY","Whitley County",959.32,361.57,1572.85,NA,NA,NA,NA,982.29,920.07,499.31,1351.95,NA,NA,NA,NA,941.74
"1112","21237",201621237,2016,"KY","Wolfe County",808.81,391.99,1252.9,0,0,0,0,824.18,831.27,522.65,1160.09,0,0,0,0,847.07
"1113","21239",201621239,2016,"KY","Woodford County",380.21,92.04,687.88,NA,1357.47,NA,NA,318.47,326.74,92.04,577.32,NA,791.86,NA,NA,284.59
"1114","22001",201622001,2016,"LA","Acadia Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1115","22003",201622003,2016,"LA","Allen Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1116","22005",201622005,2016,"LA","Ascension Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1117","22007",201622007,2016,"LA","Assumption Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1118","22009",201622009,2016,"LA","Avoyelles Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1119","22011",201622011,2016,"LA","Beauregard Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1120","22013",201622013,2016,"LA","Bienville Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121","22015",201622015,2016,"LA","Bossier Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1122","22017",201622017,2016,"LA","Caddo Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123","22019",201622019,2016,"LA","Calcasieu Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124","22021",201622021,2016,"LA","Caldwell Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125","22023",201622023,2016,"LA","Cameron Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1126","22025",201622025,2016,"LA","Catahoula Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1127","22027",201622027,2016,"LA","Claiborne Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1128","22029",201622029,2016,"LA","Concordia Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129","22031",201622031,2016,"LA","De Soto Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130","22033",201622033,2016,"LA","East Baton Rouge Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1131","22035",201622035,2016,"LA","East Carroll Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1132","22037",201622037,2016,"LA","East Feliciana Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1133","22039",201622039,2016,"LA","Evangeline Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1134","22041",201622041,2016,"LA","Franklin Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1135","22043",201622043,2016,"LA","Grant Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136","22045",201622045,2016,"LA","Iberia Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137","22047",201622047,2016,"LA","Iberville Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1138","22049",201622049,2016,"LA","Jackson Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139","22051",201622051,2016,"LA","Jefferson Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1140","22053",201622053,2016,"LA","Jefferson Davis Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141","22055",201622055,2016,"LA","Lafayette Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142","22057",201622057,2016,"LA","Lafourche Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143","22059",201622059,2016,"LA","La Salle Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1144","22061",201622061,2016,"LA","Lincoln Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1145","22063",201622063,2016,"LA","Livingston Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1146","22065",201622065,2016,"LA","Madison Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1147","22067",201622067,2016,"LA","Morehouse Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1148","22069",201622069,2016,"LA","Natchitoches Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1149","22071",201622071,2016,"LA","Orleans Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1150","22073",201622073,2016,"LA","Ouachita Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1151","22075",201622075,2016,"LA","Plaquemines Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1152","22077",201622077,2016,"LA","Pointe Coupee Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1153","22079",201622079,2016,"LA","Rapides Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1154","22081",201622081,2016,"LA","Red River Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1155","22083",201622083,2016,"LA","Richland Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1156","22085",201622085,2016,"LA","Sabine Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1157","22087",201622087,2016,"LA","St. Bernard Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1158","22089",201622089,2016,"LA","St. Charles Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1159","22091",201622091,2016,"LA","St. Helena Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1160","22093",201622093,2016,"LA","St. James Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161","22095",201622095,2016,"LA","St. John the Baptist Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1162","22097",201622097,2016,"LA","St. Landry Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1163","22099",201622099,2016,"LA","St. Martin Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164","22101",201622101,2016,"LA","St. Mary Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1165","22103",201622103,2016,"LA","St. Tammany Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1166","22105",201622105,2016,"LA","Tangipahoa Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1167","22107",201622107,2016,"LA","Tensas Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1168","22109",201622109,2016,"LA","Terrebonne Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1169","22111",201622111,2016,"LA","Union Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1170","22113",201622113,2016,"LA","Vermilion Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1171","22115",201622115,2016,"LA","Vernon Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1172","22117",201622117,2016,"LA","Washington Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1173","22119",201622119,2016,"LA","Webster Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174","22121",201622121,2016,"LA","West Baton Rouge Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175","22123",201622123,2016,"LA","West Carroll Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176","22125",201622125,2016,"LA","West Feliciana Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177","22127",201622127,2016,"LA","Winn Parish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1178","23001",201623001,2016,"ME","Androscoggin County",359.13,54.06,670.28,NA,1396.97,NA,NA,315.34,214.04,54.06,377.22,NA,1125.34,NA,NA,176.22
"1179","23003",201623003,2016,"ME","Aroostook County",371.62,71.09,667.73,NA,932.84,NA,1104.97,347.35,244.61,56.87,429.59,NA,746.27,NA,773.48,223.3
"1180","23005",201623005,2016,"ME","Cumberland County",200.18,28.18,378.25,NA,975.12,NA,661.38,172.87,96.25,18.12,177.14,0,521.18,0,529.1,81.97
"1181","23007",201623007,2016,"ME","Franklin County",237.54,NA,NA,NA,NA,NA,NA,NA,149.75,NA,NA,NA,NA,NA,NA,NA
"1182","23009",201623009,2016,"ME","Hancock County",193.6,63.28,329.2,NA,NA,NA,NA,181.53,117.33,51.77,185.55,NA,NA,NA,NA,113.84
"1183","23011",201623011,2016,"ME","Kennebec County",395.17,76.75,724.32,NA,5555.56,NA,720.72,340.68,241.63,69.33,419.75,NA,3252.03,NA,720.72,209.14
"1184","23013",201623013,2016,"ME","Knox County",363.83,49.57,671.63,NA,NA,NA,NA,357.16,196.22,41.31,347.95,NA,NA,NA,NA,195.59
