name1,name2,street1,street2,city,state,zip,zip4,category,countyGEOID,countyName,source,Longitude,Latitude,
Hope House Health and Living Center,NA,179 Corporate Drive,NA,Bangor,ME,4401,NA,buprenorphine,23019,Penobscot,SAMHSA,44.8027875,-68.8063896,44.8027875
Penobscot Community Health Center,NA,1012 Union Street,NA,Bangor,ME,4401,NA,buprenorphine,23019,Penobscot,SAMHSA,44.8147701,-68.808793,44.8147701
SequelCare of Maine,Bangor,760 Union Street,Suite A,Bangor,ME,4401,NA,buprenorphine,23019,Penobscot,SAMHSA,44.8108373,-68.798008,44.8108373
Acadia Hospital,NA,268 Stillwater Avenue,P.O. Box 422,Bangor,ME,4401,NA,buprenorphine,23019,Penobscot,SAMHSA,44.8206165,-68.7633093,44.8206165
Brewer Medical Center,NA,735 Wilson Street,NA,Brewer,ME,4412,NA,buprenorphine,23019,Penobscot,SAMHSA,44.7741574,-68.7302396,44.7741574
CODA Inc,Gresham Recovery Center,18088 SE Market Street,NA,Portland,OR,97233,NA,buprenorphine,41051,Multnomah,SAMHSA,45.5122489,-122.475982,45.5122489
Portland Metro Treatment Center,NA,16420 SE Division Street,NA,Portland,OR,97236,NA,buprenorphine,41051,Multnomah,SAMHSA,45.5042597,-122.4944507,45.5042597
CODA Inc,Clackamas Recovery Center,10822 SE 82nd Avenue,Suite K,Happy Valley,OR,97086,NA,buprenorphine,41005,Clackamas,SAMHSA,45.4448674,-122.5771492,45.4448674
Recovery Works NW LLC,NA,173 NE 102nd Avenue,NA,Portland,OR,97220,6198,buprenorphine,41051,Multnomah,SAMHSA,45.5241391,-122.5582762,45.5241391
Cascadia Behavioral Healthcare,Woodland Park,10373 NE Hancock Street,Suite 200,Portland,OR,97220,NA,buprenorphine,41051,Multnomah,SAMHSA,45.53657,-122.555484,45.53657
Ideal Option PLLC,NA,406 SE 131st Avenue,Suite 104,Vancouver,WA,98683,NA,buprenorphine,53011,Clark,SAMHSA,45.6183958,-122.5385716,45.6183958
Integrated Health Clinics LLC,NA,17882 SE Mcloughlin Boulevard,NA,Portland,OR,97267,NA,buprenorphine,41005,Clackamas,SAMHSA,45.3987614,-122.6186565,45.3987614
Cascadia Behavioral Healthcare,NA,17070 SE McLoughlin Boulevard,NA,Portland,OR,97267,NA,buprenorphine,41005,Clackamas,SAMHSA,45.4000315,-122.6187289,45.4000315
ORTC LLC,Springfield Treatment Center,1485 Market Street,NA,Springfield,OR,97477,NA,buprenorphine,41039,Lane,SAMHSA,44.0578112,-123.0031063,44.0578112
East Comprehensive Treatment Center,NA,6601 NE 78th Court,Suite A-3,Portland,OR,97218,2823,buprenorphine,41051,Multnomah,SAMHSA,45.5704498,-122.58287,45.5704498
Penobscot Nation Counseling Services,Penobscot Nation Health Department,23 Wabanaki Way,NA,Old Town,ME,4468,NA,buprenorphine,23019,Penobscot,SAMHSA,44.950014,-68.64738,44.950014
Lifeline Connections,Orchards,11719 NE 95th Street,Suite A,Vancouver,WA,98682,NA,buprenorphine,53011,Clark,SAMHSA,45.6901721,-122.5512099,45.6901721
Cascadia Behavioral Healthcare,NA,2415 SE 43rd Avenue,Suite 200,Portland,OR,97206,NA,buprenorphine,41051,Multnomah,SAMHSA,45.504863,-122.618119,45.504863
Comprehensive Treatment Ctr,Belmont,2600 SE Belmont Street,NA,Portland,OR,97214,NA,buprenorphine,41051,Multnomah,SAMHSA,45.5162211,-122.6388032,45.5162211
Aroostook Mental Health Center,NA,710 Bucksport Road,NA,Ellsworth,ME,4605,NA,buprenorphine,23009,Hancock,SAMHSA,44.539407,-68.496512,44.539407
Columbia River Mental Health Services,NorthStar,6926 NE 4th Plain Boulevard,NA,Vancouver,WA,98661,NA,buprenorphine,53011,Clark,SAMHSA,45.6463602,-122.6029793,45.6463602
Grants Pass Treatment Center,NA,1885 NE 7th Street,NA,Grants Pass,OR,97526,NA,buprenorphine,41033,Josephine,SAMHSA,42.4607671,-123.3197478,42.4607671
BLVD Treatment Center,NA,1316 SE 12th Avenue,NA,Portland,OR,97214,NA,buprenorphine,41051,Multnomah,SAMHSA,45.5134407,-122.6533852,45.5134407
Portland Sober Living Company,NA,1316 SE 12th Avenue,NA,Portland,OR,97214,NA,buprenorphine,41051,Multnomah,SAMHSA,45.5134407,-122.6533852,45.5134407
CODA Inc,Portland Recovery Center,1027 East Burnside Street,NA,Portland,OR,97214,NA,buprenorphine,41051,Multnomah,SAMHSA,45.5231866,-122.6550048,45.5231866
Cascadia Behavorial Healthcare,Garlington Center,3036 NE Martin Luther King Jr Blvd,NA,Portland,OR,97212,NA,buprenorphine,41051,Multnomah,SAMHSA,45.5449764,-122.6615056,45.5449764
Serenity Lane,NA,1 Serenity Lane,NA,Eugene,OR,97408,NA,buprenorphine,41039,Lane,SAMHSA,44.1424011,-123.0584051,44.1424011
Allied Health Services,NA,324 NW Davis Street,NA,Portland,OR,97209,3925,buprenorphine,41051,Multnomah,SAMHSA,45.5243008,-122.6741198,45.5243008
Opiate Treatment Program,VA Portland Healthcare System,3710 SW U.S. Veterans Hospital Road,P3OTP,Portland,OR,97239,NA,buprenorphine,41051,Multnomah,SAMHSA,45.4962771,-122.684116,45.4962771
Outside In,NA,1132 SW 13th Avenue,NA,Portland,OR,97205,NA,buprenorphine,41051,Multnomah,SAMHSA,45.5176019,-122.6864858,45.5176019
Integrated Health Clinics of Eugene,NA,715 Lincoln Street,NA,Eugene,OR,97401,NA,buprenorphine,41039,Lane,SAMHSA,44.051922,-123.097047,44.051922
Lifeline Connections,Main Campus,1601 East 4th Plain Boulevard,Building 17,Vancouver,WA,98661,NA,buprenorphine,53011,Clark,SAMHSA,45.6365699,-122.6572505,45.6365699
Vancouver Treatment Solutions,NA,2009 NE 117th Street,Suite 101,Vancouver,WA,98686,NA,buprenorphine,53011,Clark,SAMHSA,45.7052091,-122.6508218,45.7052091
Madrona Recovery,NA,7000 SW Varns Street,NA,Portland,OR,97223,NA,buprenorphine,41067,Washington,SAMHSA,45.423278,-122.7488104,45.423278
Groups Recover Together,NA,70 Kingsland Crossing,Suite A,Ellsworth,ME,4605,NA,buprenorphine,23009,Hancock,SAMHSA,44.5201475,-68.398148,44.5201475
Recovery Works NW LLC,NA,12540 SW Main Street,Suite 202,Portland,OR,97223,6198,buprenorphine,41067,Washington,SAMHSA,45.4295327,-122.7727398,45.4295327
ADAPT,The Crossroads,3099 Diamond Lake Boulevard NE,NA,Roseburg,OR,97470,NA,buprenorphine,41019,Douglas,SAMHSA,43.212606,-123.311846,43.212606
Acadia Family Center,NA,1 Fernald Point Road,P.O. Box 807,Southwest Harbor,ME,4679,NA,buprenorphine,23009,Hancock,SAMHSA,44.29274199,-68.32875483,44.29274199
Ideal Option PLLC,NA,9735 SW Shady Lane,Suite 103,Portland,OR,97223,NA,buprenorphine,41067,Washington,SAMHSA,45.442479,-122.776646,45.442479
Tigard Comprehensive Trt Center,NA,10763 SW Greenburg Road,Suite 100,Portland,OR,97223,NA,buprenorphine,41067,Washington,SAMHSA,45.4426137,-122.7791123,45.4426137
Hazelden Betty Ford Foundation,Beaverton,6600 SW 105th Avenue,Suite 120,Beaverton,OR,97008,8832,buprenorphine,41067,Washington,SAMHSA,45.4728997,-122.7850137,45.4728997
ADAPT,OTP Program,548 SE Jackson Street,Suite 100,Roseburg,OR,97470,NA,buprenorphine,41019,Douglas,SAMHSA,43.2092449,-123.3441281,43.2092449
Fair Start,NA,11790 SW Barnes Road,Building A- Suite 160,Portland,OR,97225,NA,buprenorphine,41067,Washington,SAMHSA,45.5175756,-122.7983042,45.5175756
Center of Excellence in,Co Occurring Medicine,12655 SW Center Street,Suite 150,Beaverton,OR,97005,NA,buprenorphine,41067,Washington,SAMHSA,45.4939867,-122.8066295,45.4939867
VA Roseburg Healthcare System,NA,913 NW Garden Valley Boulevard,NA,Roseburg,OR,97471,NA,buprenorphine,41019,Douglas,SAMHSA,43.2270692,-123.3650574,43.2270692
Bridgeway Recovery Services,NA,3325 Harold Drive,NA,Salem,OR,97305,NA,buprenorphine,41047,Marion,SAMHSA,44.967993,-122.9855302,44.967993
Marion County Health and Human Service,Addiction Treatment Services,2045 Silverton Road NE,NA,Salem,OR,97301,NA,buprenorphine,41047,Marion,SAMHSA,44.963615,-123.0085171,44.963615
Amazing Treatment,NA,525 Ferry Street SE,Suite 203,Salem,OR,97301,NA,buprenorphine,41047,Marion,SAMHSA,44.9386563,-123.0371493,44.9386563
CRC Health Oregon,DBA Willamette Valley Treatment Ctr,1160 Liberty Street SE,NA,Salem,OR,97302,4143,buprenorphine,41047,Marion,SAMHSA,44.9294387,-123.0421994,44.9294387
Renaissance Recovery Resources Inc,NA,1184 McGee Court,NA,Salem,OR,97303,NA,buprenorphine,41047,Marion,SAMHSA,45.0183662,-123.0183114,45.0183662
Ideal Option PLLC,Auburn,1811 Howard Road,Suite 101,Auburn,WA,98002,NA,buprenorphine,53033,King,SAMHSA,47.2924252,-122.2126607,47.2924252
Northwest Integrated Health,Puyallup Clinic,3800 3rd Street SE,NA,Puyallup,WA,98374,NA,buprenorphine,53053,Pierce,SAMHSA,47.1555324,-122.2907585,47.1555324
Valley Cities,Auburn Clinic,2704 I Street NE,NA,Auburn,WA,98002,NA,buprenorphine,53033,King,SAMHSA,47.3309765,-122.2188084,47.3309765
We Care Daily Clinics,NA,3320 Auburn Way North,NA,Auburn,WA,98002,NA,buprenorphine,53033,King,SAMHSA,47.3365748,-122.2200828,47.3365748
Evergreen Health Recovery Center,NA,17880 147th Street SE,NA,Monroe,WA,98272,NA,buprenorphine,53061,Snohomish,SAMHSA,47.8633668,-121.991761,47.8633668
Valley Cities,Kent Clinic,325 West Gowe Street,NA,Kent,WA,98032,NA,buprenorphine,53033,King,SAMHSA,47.3810785,-122.2358073,47.3810785
CODA Inc,Hillsboro Recovery Center,720 SE Washington Street,NA,Hillsboro,OR,97123,NA,buprenorphine,41067,Washington,SAMHSA,45.5210416,-122.9786789,45.5210416
WCHS Inc,DBA Kent Treatment Solutions,21851 84th Avenue South,Suite 101,Kent,WA,98032,NA,buprenorphine,53033,King,SAMHSA,47.4051134,-122.2285484,47.4051134
De Paul Treatment Centers Inc,NA,203 SE 3rd Avenue,NA,Hillsboro,OR,97123,NA,buprenorphine,41067,Washington,SAMHSA,45.5212448,-122.9861847,45.5212448
Valley Cities,Renton Clinic,221 Wells Avenue South,NA,Renton,WA,98057,NA,buprenorphine,53033,King,SAMHSA,47.4803863,-122.2057765,47.4803863
Therapeutic Health Services,Eastside Branch,1412 140th Place NE,NA,Bellevue,WA,98007,NA,buprenorphine,53033,King,SAMHSA,47.597386,-122.151518,47.597386
Evergreen Treatment Services,South King County Clinic,1412 SW 43rd Street,Suite 140,Renton,WA,98057,NA,buprenorphine,53033,King,SAMHSA,47.4417246,-122.236344,47.4417246
Benton County Heath Department,Substance Use Disorder Program,530 NW 27th Street,NA,Corvallis,OR,97339,NA,buprenorphine,41003,Benton,SAMHSA,44.5732838,-123.2814888,44.5732838
Valley Cities,Federal Way,1336 South 336th Street,NA,Federal Way,WA,98003,NA,buprenorphine,53033,King,SAMHSA,47.3010486,-122.3159487,47.3010486
Cowlitz Tribal Health Seattle,Substance Use Disorder Program,15455 65th Avenue South,NA,Seattle,WA,98188,NA,buprenorphine,53033,King,SAMHSA,47.4633992,-122.2527846,47.4633992
Therapeutic Health Services,Kent Branch,24823 South Pacific Highway,Suite 103,Kent,WA,98032,NA,buprenorphine,53033,King,SAMHSA,47.3778157,-122.2997386,47.3778157
Valley Cities,Midway Clinic,26401 Pacific Highway South,NA,Seattle,WA,98198,NA,buprenorphine,53033,King,SAMHSA,47.365147,-122.306226,47.365147
Amazing Treatment,NA,110 North Monmouth Street,NA,Monmouth,OR,97361,NA,buprenorphine,41053,Polk,SAMHSA,44.8487626,-123.2376053,44.8487626
Prosperity Wellness Center,OP Services,12201 Pacific Avenue South,NA,Tacoma,WA,98444,NA,buprenorphine,53053,Pierce,SAMHSA,47.1456668,-122.4335169,47.1456668
Valley Cities,Rainier Beach Clinic,8444 Rainier Avenue South,NA,Seattle,WA,98118,NA,buprenorphine,53033,King,SAMHSA,47.5266748,-122.2696197,47.5266748
Cowlitz Family Health Center,Toutle River Campus,2232 South Silver Lake Road,NA,Castle Rock,WA,98611,NA,buprenorphine,53015,Cowlitz,SAMHSA,46.252117,-122.825672,46.252117
Ideal Option PLLC,Tukwila,2801 South 128th Street,NA,Seattle,WA,98168,NA,buprenorphine,53033,King,SAMHSA,47.4884132,-122.296457,47.4884132
Residence XII for Women,NA,12029 113th Avenue NE,NA,Kirkland,WA,98034,NA,buprenorphine,53033,King,SAMHSA,47.70805173,-122.1904723,47.70805173
Fairfax Hospital,Behavioral Health,10200 NE 132nd Street,NA,Kirkland,WA,98034,NA,buprenorphine,53033,King,SAMHSA,47.7192092,-122.2041786,47.7192092
Tacoma Treatment Solutions,NA,9500 Front Street,Suite 100,Lakewood,WA,98499,NA,buprenorphine,53053,Pierce,SAMHSA,47.1710171,-122.4729737,47.1710171
Asian Counseling and Referral Service,NA,3639 Martin Luther King Jr Way South,NA,Seattle,WA,98144,NA,buprenorphine,53033,King,SAMHSA,47.570946,-122.297117,47.570946
Kelso Treatment Solutions,WCHS Inc,305 Pacific Avenue South,Suite C,Kelso,WA,98626,NA,buprenorphine,53015,Cowlitz,SAMHSA,46.1436885,-122.9123371,46.1436885
VA Puget Sound Healthcare System,Seattle Division,1660 South Columbian Way,Mail Stop S-116-ATC,Seattle,WA,98108,NA,buprenorphine,53033,King,SAMHSA,47.5631321,-122.3082573,47.5631321
Cowlitz Family Health Center,Broadway Campus,600 Broadway Street,NA,Longview,WA,98632,NA,buprenorphine,53015,Cowlitz,SAMHSA,46.1368052,-122.9243542,46.1368052
Schick Shadel Hospital,Substance Abuse Program,12101 Ambaum Boulevard SW,NA,Seattle,WA,98146,NA,buprenorphine,53033,King,SAMHSA,47.4942732,-122.3507648,47.4942732
Valley Cities,Recovery Place Seattle,1701 18th Avenue South,NA,Seattle,WA,98118,NA,buprenorphine,53033,King,SAMHSA,47.5881006,-122.3101472,47.5881006
Canyon Park Treatment Solutions,NA,22026 20th Avenue SE,Suite 101,Bothell,WA,98021,NA,buprenorphine,53061,Snohomish,SAMHSA,47.7982283,-122.2057016,47.7982283
Evergreen Treatment Services,Unit 2,1740 Airport Way South,NA,Seattle,WA,98134,NA,buprenorphine,53033,King,SAMHSA,47.5872239,-122.3210384,47.5872239
Evergreen Treatment Services,Unit 1,1700 Airport Way South,NA,Seattle,WA,98134,1618,buprenorphine,53033,King,SAMHSA,47.587621,-122.321008,47.587621
Evergreen Treatment Services,Unit 3,1718 Airport Way South,NA,Seattle,WA,98134,NA,buprenorphine,53033,King,SAMHSA,47.5875453,-122.3210473,47.5875453
Seattle Indian Health Board,NA,611 12th Avenue South,NA,Seattle,WA,98144,NA,buprenorphine,53033,King,SAMHSA,47.5972829,-122.3179333,47.5972829
Harborview Medical Ctr Addictions Prog,NA,401 Broadway Avenue,NA,Seattle,WA,98104,NA,buprenorphine,53033,King,SAMHSA,47.6054787,-122.3213825,47.6054787
Therapeutic Health Services,Seneca Branch,1300 Spring Street,NA,Seattle,WA,98101,NA,buprenorphine,53033,King,SAMHSA,47.6112925,-122.3235811,47.6112925
Therapeutic Health Services,Summit Branch,1116 Summit Avenue,NA,Seattle,WA,98101,NA,buprenorphine,53033,King,SAMHSA,47.6115993,-122.3238161,47.6115993
Valley Cities,Pike Place Clinic,1537 Western Avenue,NA,Seattle,WA,98101,NA,buprenorphine,53033,King,SAMHSA,47.608984,-122.342247,47.608984
VA Puget Sound Healthcare System,American Lake Division,9600 Veterans Drive SW,NA,Tacoma,WA,98493,NA,buprenorphine,53053,Pierce,SAMHSA,47.1420307,-122.5642905,47.1420307
Valley Cities,Lake City Clinic,12736 33rd Avenue NE,NA,Seattle,WA,98125,NA,buprenorphine,53033,King,SAMHSA,47.7223248,-122.2918447,47.7223248
Northwest Integrated Health,Tacoma,5929 Westgate Boulevard,Suite A,Tacoma,WA,98406,NA,buprenorphine,53053,Pierce,SAMHSA,47.2675132,-122.5176013,47.2675132
Valley Cities,Meridian Center for Health,10521 Meridian Avenue North,NA,Seattle,WA,98133,NA,buprenorphine,53033,King,SAMHSA,47.7059831,-122.3346171,47.7059831
Therapeutic Health Services,Snohomish/Everett,9930 Evergreen Way,Building Z-150,Everett,WA,98204,NA,buprenorphine,53061,Snohomish,SAMHSA,47.9078052,-122.2433936,47.9078052
Drug and Alcohol Treatment Services,Providence Regional Med Ctr/Everett,916 Pacific Avenue,NA,Everett,WA,98201,NA,buprenorphine,53061,Snohomish,SAMHSA,47.9755181,-122.2167114,47.9755181
Valley Cities,Aurora Clinic,13555 Aurora Avenue North,NA,Seattle,WA,98133,NA,buprenorphine,53033,King,SAMHSA,47.7285127,-122.3454918,47.7285127
Swedish Medical Center/Ballard,Addiction Recovery Services,5300 Tallman Avenue NW,NA,Seattle,WA,98107,NA,buprenorphine,53033,King,SAMHSA,47.667576,-122.379747,47.667576
Ideal Option PLLC,Mountlake Terrace,22000 64th Avenue West,Suite 2-F,Mountlake Terrace,WA,98043,NA,buprenorphine,53061,Snohomish,SAMHSA,47.7991269,-122.3198001,47.7991269
Therapeutic Health Services,Shoreline Branch,16715 Aurora Avenue North,Suite 102,Seattle,WA,98133,NA,buprenorphine,53033,King,SAMHSA,47.751009,-122.345986,47.751009
Stillaguamish Tribe,Behavioral Health Programs,5700 172nd Street NE,Suite B,Arlington,WA,98223,NA,buprenorphine,53061,Snohomish,SAMHSA,48.1520208,-122.1548385,48.1520208
Olalla Recovery Centers,NA,12850 Lala Cove Lane SE,NA,Olalla,WA,98359,NA,buprenorphine,53035,Kitsap,SAMHSA,47.4326246,-122.5445851,47.4326246
South Sound Clinic of,Evergreen Treatment Services,6700 Martin Way East,Suite 117,Olympia,WA,98516,NA,buprenorphine,53067,Thurston,SAMHSA,47.051886,-122.7931819,47.051886
American Behavioral Health Systems,Chehalis,500 SE Washington Avenue,NA,Chehalis,WA,98532,NA,buprenorphine,53041,Lewis,SAMHSA,46.6592389,-122.9581744,46.6592389
Cascade Mental Healthcare,Chehalis,135 West Main Street,NA,Chehalis,WA,98532,NA,buprenorphine,53041,Lewis,SAMHSA,46.6615584,-122.966064,46.6615584
United Indian Health Services,NA,1600 Weeot Way,NA,Arcata,CA,95521,NA,buprenorphine,6023,Humboldt,SAMHSA,40.8972409,-124.0860229,40.8972409
Alcohol/Drug Care Services Inc,Waterfront Recovery Services,2413 2nd Street,NA,Eureka,CA,95501,NA,buprenorphine,6023,Humboldt,SAMHSA,40.8065908,-124.1456629,40.8065908
Aroostook Mental Health Center,Outpatient Substance Abuse Services,104 East Main Street,NA,Fort Kent,ME,4743,NA,buprenorphine,23003,Aroostook,SAMHSA,47.2593541,-68.5900703,47.2593541
Ideal Option PLLC,Burlington,1162 South Burlington Boulevard,NA,Burlington,WA,98233,NA,buprenorphine,53057,Skagit,SAMHSA,48.4634733,-122.335272,48.4634733
Catholic Community Services,Recovery Center,614 Peterson Road,NA,Burlington,WA,98233,NA,buprenorphine,53057,Skagit,SAMHSA,48.471407,-122.3431159,48.471407
Curry Community Health,NA,615 5th Street,NA,Brookings,OR,97415,NA,buprenorphine,41015,Curry,SAMHSA,42.0575986,-124.2886306,42.0575986
Groups Recover Together,NA,17 Stackpole Road,Suite 1,Machias,ME,4654,NA,buprenorphine,23029,Washington,SAMHSA,44.7098385,-67.4499152,44.7098385
Aroostook Mental Health Center,Outpatient Substance Abuse Services,88 Fox Street,Suite 101,Madawaska,ME,4756,NA,buprenorphine,23003,Aroostook,SAMHSA,47.35259161,-68.34765397,47.35259161
Aroostook Mental Health Center,Outpatient Substance Abuse Services,11 Mill Street,NA,Houlton,ME,4730,NA,buprenorphine,23003,Aroostook,SAMHSA,46.126553,-67.843578,46.126553
Aroostook Mental Health Center,Outpatient Substance Abuse Services,1 Edgemont Drive,NA,Presque Isle,ME,4769,NA,buprenorphine,23003,Aroostook,SAMHSA,46.691469,-68.029965,46.691469
Didgwalic Wellness Center,NA,8212 South March Point Road,NA,Anacortes,WA,98221,NA,buprenorphine,53057,Skagit,SAMHSA,48.4620931,-122.5665143,48.4620931
Curry Community Health,Addiction Program,29692 Ellensburg Avenue,NA,Gold Beach,OR,97444,NA,buprenorphine,41015,Curry,SAMHSA,42.4135931,-124.4211639,42.4135931
Aroostook Mental Health Center,Outpatient Substance Abuse Services,43 Hatch Drive,Suite 210,Caribou,ME,4736,NA,buprenorphine,23003,Aroostook,SAMHSA,46.8593487,-68.0124864,46.8593487
Lummi Counseling Services,NA,2616 Kwina Road,NA,Bellingham,WA,98226,9291,buprenorphine,53073,Whatcom,SAMHSA,48.7938779,-122.6261148,48.7938779
Groups Recover Together,NA,23 Washington Street,Suite 3,Calais,ME,4619,NA,buprenorphine,23029,Washington,SAMHSA,45.1851143,-67.2756964,45.1851143
Awakenings by the Sea,NA,1325 North Holladay Drive,NA,Seaside,OR,97138,NA,buprenorphine,41007,Clatsop,SAMHSA,46.002766,-123.919448,46.002766
Aroostook Mental Health Center,Residential Treatment Facility,Route I-A,NA,Limestone,ME,4750,NA,buprenorphine,23003,Aroostook,SAMHSA,46.90679949,-67.82556117,46.90679949
Willapa Counseling Center,Raymond,300 Ocean Avenue,NA,Raymond,WA,98577,NA,buprenorphine,53049,Pacific,SAMHSA,46.6812857,-123.735879,46.6812857
Lifeline Connections,South Bend,1006 Robert Bush Drive West,NA,South Bend,WA,98586,NA,buprenorphine,53049,Pacific,SAMHSA,46.6654278,-123.8107396,46.6654278
Regional Medical Center,NA,43 South Lubec Road,NA,Lubec,ME,4652,NA,buprenorphine,23029,Washington,SAMHSA,44.82417852,-66.99284496,44.82417852
Eastport Healthcare Inc,NA,30 Boynton Street,P.O. Box H,Eastport,ME,4631,NA,buprenorphine,23029,Washington,SAMHSA,44.9049014,-66.9877798,44.9049014
Lifeline Connections,Aberdeen,311 South I Street,NA,Aberdeen,WA,98520,NA,buprenorphine,53027,Grays Harbor,SAMHSA,46.9734517,-123.8155084,46.9734517
Grays Harbor Treatment Solutions,NA,516 East 1st Street,NA,Aberdeen,WA,98520,NA,buprenorphine,53027,Grays Harbor,SAMHSA,46.9788738,-123.814374,46.9788738
HarborCrest Behavioral Health,Grays Harbor Community Hospital,1006 North H Street,2nd Floor,Aberdeen,WA,98520,NA,buprenorphine,53027,Grays Harbor,SAMHSA,46.9813303,-123.8204535,46.9813303
Willapa Counseling Center,Long Beach,2204 Pacific Avenue North,NA,Long Beach,WA,98631,NA,buprenorphine,53049,Pacific,SAMHSA,46.3667638,-124.0536812,46.3667638
Evergreen Treatment Services,Grays Harbor Clinic,804 Levee Street,NA,Hoquiam,WA,98550,NA,buprenorphine,53027,Grays Harbor,SAMHSA,46.9774712,-123.882717,46.9774712
