Name1,Name2,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,ID
SOUTHEAST IOWA COUNCIL ON,ALCOHOL AND DRUG PROBLEMS,,LINCOLN CENTER,P.O. BOX 1025,BURLINGTON,IA,52601.0,(319)753-0138,Alcoholism/Drug,3059IA52601
A S A C METHADONE CLINIC,,1015 SECCND AVENUE SE,,,CEDAR RAPIDS,IA,52403.0,(319)366-7847,Drug,1786IA52403
A S A C OUTPATIENT CLINIC,,1015 SECOND AVENUE SE,,,CEDAR RAPIDS,IA,52403.0,(319)366-7847,Alcoholism/Drug,3662IA52403
AS AC RESIDENTIAL TREATMENT CENTER,,1703 FIRST AVENUE SE,,,CED4R RAPIDS,IA,52403.0,(319)362-8666,Alcoholism/Drug,6054IA52403
AIM HOUSE OUTPATIENT CLINIC,,1200 WEST CEDAR,,,CHEROKEE,IA,51012.0,(712)225-2594,Drug,9657IA51012
AIM HOUSE RESIDENTIAL CENTER,,1200 WEST CEDAR,,,CHEROKEE,IA,51012.0,(712)225-2594,Alcoholism/Drug,5931IA51012
ALCOHOLISM ANO DRUG ABUSE,TREATMEMT UNIT,,PINE COTTAGE,P.O. BOX 338,CLARINDA,IA,51632.0,(712)542-2161,Alcoholism/Drug,5538IA51632
RIVER BLUFFS CMHC INC,COUNCIL BLUFFS UNIT,301 PARK BUILDING,,,COUNCIL BLUFFS,IA,51501.0,(712)328-9506,Alcoholism/Drug,5422IA51501
CENTER FOR ALCOHOL & DRUG SERVICES INC,OUTPATIENT PROGRAM,601 BRADY STREET,SUITE 220,,DAVENPORT,IA,52803.0,(319)322-2667,Alcoholism/Drug,5357IA52803
LINNWOOO THERAPEUTIC COMMUNITY,,OLD SCHOOL ROAD,RR 2,,DAVENPORT,IA,52804.0,(319)324-3529,Drug,8952IA52804
LINWOOD YOUTH COMMUNITY,,2812 EASTERN AVENUE,COTTAGE 10,,DAVENPORT,IA,52803.0,(319)323-3523,Drug,3379IA52803
NORTH CENTRAL ALCOHOLISM,RESEARCH FOUImATION PROGRAM,726 SOUTH 17TH STREET,P.O. BOX 0,,FORT DODGE,IA,50501.0,(515)576-7261,Alcoholism/Drug,4897IA50501
MENTAL HEALTH INSTITUTE,ALCOHOL AND DRUG ABUSE SERVICE UNIT,P.O. BOX 111,,,INDEPENDENCE,IA,50644.0,(319)334-2583EXT.260,Alcoholism/Drug,3082IA50644
M E C C A,OUTPATIENT CLINIC,325 EAST WASHINGTON STREET,,,IOWA CITY,IA,52240.0,(319)351-4357,Alcoholism/Drug,5475IA52240
VOSS RECOVERY HOUSE,RESIDENTIAL,611 SOUTH CLINTON STREET,,,IOWA CITY,IA,52240.0,(319)338-1985,Alcoholism/Drug,9689IA52240
AREA XII ALCOHOLISM AND DRUG TREATMENT UNIT,,100 STATE STREET,,,JEFFERSON,IA,50129.0,(515)386-8151,Alcoholism/Drug,6999IA50129
SERVICES FOR SUBSTANCE ABUSE INC,,33 NORTH FIRST STREET,BOX 454,,MARSHALLTOWN,IA,50158.0,(515)288-9775,Drug,5260IA50158
CHEMICAL DEPENDENCY SERVICES,OF NORTH IOWA,22 NORTH GEORGIA STREET,,,MASON CITY,IA,50401.0,(515)424-2391,Alcoholism/Drug,9899IA50401
CENTRAL IOWA FOUNDATION FOR ALCOHOLISM,AND DRUG ABUSE,,SKIFF MEMORIAL HOSPITAL,,NEWTON,IA,50208.0,(515)792-2302,Alcoholism/Orug,3930IA50208
MIDWEST IOWA ALCOHOL AND DRUG ABUSE CENTER,,1025 EIGHTH STREET,,,ONAWA,IA,51040.0,(712)423-1467,Alcoholism/Drug,9437IA51040
HILL OF ZION TREATMENT CENTER,RESIDENTIAL/INTERMEDIATE FACILITY,ROUTE 1,,,ORIENT,IA,50858.0,(515)337-5385,Alcoholism/Drug,6704IA50858
DRUG AND ALCOHOL SERVICES CORPORATION,,106 MARKET STREET,SUITE 302,,OTTUMWA,IA,52501.0,(515)683-1624,Alcoholism/Drug,6487IA52501
SIOUXLAND COUNCIL ON ALC & ORUG ABUSE,DRUG ABUSE TREATMENT UNIT,2825 DOUGLAS STREET,SAINT LUKES MEDICAL CENTER WEST,,SIOUX CITY,IA,51104.0,(712)277-1163,Alcoholism/Drug,1698IA51104
SIOUXLAND MENTAL HEALTH CENTER,DRUG ABUSE TREATMENT PROGRAM,621 JENNINGS,,,SIOUX CITY,IA,51105.0,(712)252-3871,Drug,3056IA51105
GREEN ACRES,MENS RESIDENCE,"406 ""INDEPENDENCE AVENUE",,,WATERLOO,IA,50703.0,(319)233-9310,Alcoholism/Drug,4402IA50703
N E C S A,OUTPATIENT CLINIC,600 MARSH PLACE BUILDING,,,WATERLOO,IA,50703.0,(319)233-9310,Alcoholism/Drug,4513IA50703
ATCHISON VALLEY HOPE,,P.O. BOX 312,,,ATCHISON,KS,66002.0,(913)367-1618,Alcoholism/Drug,5224KS66002
SUNFLOWER MENTAL HEALTH CENTER,520-B WASHINGTON,,,,CONCORDIA,KS,66901.0,(913)243-1094,Alcoholism/Drug,6955KS66901
NEW CHANCE INC,COMMUNITY ALCOHOL/DRUG RECOVERY PROG,201 EAST WYATT EARP BOULEVARD,P.O. BOX 43,,DODGE CITY,KS,67801.0,(316)225-0476,Alcoholism/Drug,2642KS67801
PIONEER MENTAL HEALTH SERVICES,ALCOHOL ANO DRUG SERVICES,705 SOUTH COMMERCIAL,,,EMPORIA,KS,66801.0,(316)342-6116,Alcoholism/Drug,2532KS66801
SUBSTANCE ABUSE OUTPATIENT,TREATMENT PROGRAM,3716 WEST TENTH STREET,,,GREAT BEND,KS,67530.0,(316)792-2544,Alcoholism/Drug,5734KS67530
SEKAN C0t1PREHENSIVE MENTAL,HEALTH CENTER,715 SOUTH SECOND STREET,,,INDEPENDENCE,KS,67301.0,(316)331-0444,Alcoholism/Drug,9333KS67301
PAWNEE COMP MEUTAL HEALTH CENTER,FLINT HILLS INN,302 FLINT HILLS DRIVE,BOX 1024,,JUNCTION CITY,KS,66441.0,(913)762-5931,Alcoholism/Drug,7152KS66441
RAINBOW MENTAL HEALTH FACILITY,SUBSTANCE ABUSE UNIT,2205 WEST 36TH,P.O. BOX 3208,,KANSAS CITY,KS,66103.0,(913)384-1880,Alcoholism/Drug,1543KS66103
WYANDOT MENTAL HEALTH CENTER INC,EATON AT 36TH,,,,KANSAS CITY,KS,66103.0,(913)831-9500,Alcoholism/Drug,9098KS66103
KANSAS STATE PENITENTIARY,BOX 2,,,,LANSING,KS,66043.0,(913)727-3235EXT.236,Alcoholism/Drug,3540KS66043
DOUGLAS CO CITIZENS COMMISSION ON ALC,COUNSELING ANO RESOURCE CENTER,2449 IOWA,G AND H HOLIDAY PLAZA,,LAWRENCE,KS,66044.0,(913)841-4138,Alcoholism/Drug,5538KS66044
NORTHEAST KANSAS HH AND GUIDANCE CTR,ALCOHOL AND DRUG PROGRAM,719 NORTH BROADWAY,,,LEAVENWORTH,KS,66048.0,(913)682-5118,Alcoholism/Drug,9219KS66048
U S PENITENTIARY LEAVENWORTH,CHEMICAL ABUSE UNIT,,,,LEAVENlmRTH,KS,66048.0,(913)682-8700EXT.80,Alcoholism/Drug,5373KS66048
SOUTHWEST GUIDANCE CENTER,,13 VILLAGE PLAZA,,,LIBERAL,KS,67901.0,(316)624-1643,Drug,7074KS67901
JOHNSON COUNTY MENTAL HEALTH CENTER,,6000 LAMAR,,,MISSION,KS,66202.0,(913)384-1100,Alcoholism/Drug,2093KS66202
FORMER ABUSERS REHABILITATION ANO,HANAGEt1ENT HOUSE ( F A R Ml,,BOX 711,,NEWTON,KS,67114.0,(316)283-6743,Drug,4977KS67114
CENTRAL KANSAS FOUNDATION,FOR ALCOHOL AND CHEMICAL DEPENDENCY,611 NORTH NINTH STREET,,,SALINA,KS,67401.0,(913)825-6224,Alcoholism/Drug,6473KS67401
CENTRAL KANSAS MENTAL HEALTH CENTER,DRUG ABUSE UNIT,809 ELMHURST,,,SALINA,KS,67401.0,(913)823-6322,Alcoholism/Drug,8725KS67401
CENTRAL KS FOUNDATION FOR ALCOHOL &,CHEM DEPENDENCY - CASA DE AMIGAS,130 SOUTH FRONT STREET,,,SALINA,KS,67401.0,(913)825-7554,Alcoholism/Drug,2593KS67401
CENTRAL KS FOUNDATION FOR ALCOHOL &,CHEM DEPENDENCY - PATHFINDER HOUSE,150 SOUTH EIGHTH,,,SALINA,KS,67401.0,(913)827-6161,Alcoholism/Drug,1931KS67401
CARRIAGE HOUSE PROJECT,,1100 GAGE STREET,,,TOPEKA,KS,66604.0,(913)273-4141,Alcoholism/Drug,5934KS66604
COMMUNITY ADDICTIVE TREATMENT CENTER,INTERMEDIATE SERVICES,1175 CLAY STREET,,,TOPEKA,KS,66604.0,(913)232-2312,Alcoholism/Drug,7059KS66604
COMMUNITY ADDICTIVE TREATMENT CENTER,OUTPATIENT SERVICES,1319 LINCOLN STREET,,,TOPEKA,KS,66604.0,(913)235-5306,Alcoholism/Drug,6558KS66604
MENNINGER FOUNDATION,ALCOHOLISM ANO DRUG ABUSE PROGRAM,P.O. BOX 829,,,TOPEKA,KS,66601.0,(913)234-9566,Alcoholism/Drug,8959KS66601
POWELL AND ASSOCIATES,,3127 HUNTOON,,,TOPEKA,KS,66604.0,(913)233-9631,Drug,7478KS66604
CENTER FOR HUMAN ADVANCEMENT,,101 BONNIE BRAE,,,WICHITA,KS,67207.0,(316)681-2042,Alcoholism/Drug,9672KS67207
PARALLAX PROGRAM INC,DRUG ABUSE TREATMENT AND REHAB,532 NORTH BROADWAY,,,WICHITA,KS,67214.0,(316)267-3395,Alcoholism/Drug,4858KS67214
SEDGWICK COUNTY,COMPREHENSIVE DRUG TREATMENT PROG,2004 WELLINGTON PLACE,,,WICHITA,KS,67203.0,(316)265-5674,Drug,2793KS67203
VALLEY HOPE ALCOHOLISM,TREATMENT CENTER,1002 WEST DOUGLAS,,,WICHITA,KS,67202.0,(316)264-7369,Alcoholism/Drug,5364KS67202
REGION XIV COMMUNITY MH CENTER,CLINTON COUNTY MENTAL HEALTH OFFICE,318 CUMBERLAND STREET,,,ALBANY,KY,42602.0,(606)387-7635,Alcoholism/Drug,4133KY42602
ASHLAND OUTPATIENT,DRUG ABUSE TREATMENT CENTER,2162 GREENUP AVENUE,P.O. BOX 790,,ASHLAND,KY,41101.0,(606)324-1141,Alcoholism/Drug,4980KY41101
LANSDOWNE HALFWAY HOUSE FOR WOMEN,,3100 WINCHESTER AVENUE,,,ASHLAND,KY,41101.0,(606)324-1141,Alcoholism/Drug,5850KY41101
SHORT TERM DETOX FACILITY (SIDI,,2162 GREEt�UP AVENUE,P.O. BOX 790,,ASHLAND,KY,41101.0,(606)324-1141,Alcoholism/Drug,7799KY41101
MOUNTAIN COMPREHENSIVE CARE CENTER,JOHNSON COUNTY CLIMIC,,C/0 GREENHOUSE TRAINING PROGRAM,AUXIER ROAD,AUXIER,KY,41602.0,(606)886-6815,Alcoholism/Drug,7993KY41602
CUMBERLAND RIVER,COMPREHENSIVE CARE CENTER,,BOX 107,,BARBOURVILLE,KY,40906.0,(606)546-3104,Alcoholism/Drug,9714KY40906
NELSON COUNTY COMPREHENSIVE CARE CTR,,111 SYLVAN DRIVE,,,BARDSTOWN,KY,40004.0,(502)348-9207,Alcoholism/Drug,8392KY40004
TRIMBLE COUNTY CENTER,,P.O. BOX 24,,,BEDFORD,KY,40006.0,(502)255-3258,Alcoholism/Drug,9923KY40006
BENTON/MARSHALL COUNTY,MENTAL HEALTH SERVICES,1300 OLIVE STREET,,,BENTON,KY,42025.0,(502)527-1434,Alcoholism/Drug,7851KY42025
BARREN RIVER MH/MR BOARD INC,BOWLING GREEN CENTER,707 EAST MAIN AVENUE,,,BOWLING GREEN,KY,42101.0,(502)842-6344,Alcoholism/Drug,2510KY42101
NORTH CENTRAL COMPREHENSIVE CARE CTR,,P.O. BOX 333,,,BRANDENBURG,KY,40108.0,(502)422-3971,Alcoholism/Drug,0408KY40108
BARREN RIVER COMPREHENSIVE CARE CENTER,,MAIN CROSS AND WASHINGTON STREET,P.O. BOX 153,,BROWNSVILLE,KY,42210.0,(502)597-3479,Alcoholism/Drug,1038KY42210
CUMBERLAND COUNTY,MENTAL HEALTH OFFICE,101 HIGH STREET,,,BURKESVILLE,KY,42717.0,(502)864-5631,Alcoholism/Drug,0115KY42717
REGION XIV COMMUNITY NH CENTER,TAYLOR COUNTY SERVICE AREA,716 SOUTH COLUMBIA AVENUE,,,CAMPBELLSVILLE,KY,42718.0,(502)465-7424EXT.215,Alcoholism/Drug,0375KY42718
BLUEGRASS WEST COMP CARE CENTER,NICHOLAS COUNTY CLINIC,226 LOCUST STREET,,,CARLISLE,KY,40311.0,(606)289-5596,Alcoholism/Drug,3090KY40311
CARROL COUNTY,COMPREHENSIVE CARE CENTER,416 FOURTH STREET,,,CARROLLTON,KY,41008.0,(502)732-4276,Alcoholism/Drug,5774KY41008
CLINTON/HICKMAN COUNTY,MENTAL HEALTH SERVICES,,HICKMAN COUNTY COURTHOUSE,BOX 161,CLINTON,KY,42031.0,(502)653-6992,Alcoholism/Drug,6324KY42031
COLUMBIA S I D UNIT,,104 MERCHANT STREET,,,COLUMBIA,KY,42728.0,(502)384-5647,Alcoholism/Drug,8199KY42728
REGION XIV COMMUNITY NH CENTER,ADAIR COUNTY SERVICE AREA,113 CAMPBELLSVILLE STREET,,,COLUMBIA,KY,42728.0,(502)384-4010,Alcoholism/Drug,9909KY42728
CUMBERLAND RIVER,COMPRENSIVE CARE CENTER,AMERICAN GREETINGS ROAD,P.O. BOX 568,,CORBIN,KY,40701.0,(606)528-7010,Alcoholism/Drug,1481KY40701
CUMBERLAND RIVER COMP CARE CTR,PHOENIX HOUSE,401 WEST CENTER STREET,,,CORBIN,KY,40701.0,(606)528-7010,Alcoholism/Drug,2685KY40701
NORTHERN KENTUCKY,COVINGTON COMPREHENSIVE CARE CENTER,722 SCOTT STREET,,,COVINGTON,KY,41011.0,(606)431-3052,Alcoholism/Drug,4265KY41011
RURAL COUNTIES CENTER,OLDHAM COUNTY CLINIC,6610 WEST HIGHWAY 146,P.O. BOX 464,,CRESTWOOD,KY,40014.0,(502)241-0300,Alcoholism/Drug,6702KY40014
HARRISON COUNTY,COMPREHENSIVE CARE CENTER,213 NORTH WALNUT STREET,,,CYNTHIANA,KY,41031.0,(606)234-6940,Alcoholism/Drug,0089KY41031
DANVILLE CENTER,,202 BEATTY AVENUE,,,DANVILLE,KY,40422.0,(606)236-2726,Alcoholism/Drug,4329KY40422
NORTHERN KENTUCKY,DAYTON COMPREHENSIVE CARE CENTER,925 FIFTH STREET,,,DAYTON,KY,41074.0,(606)491-6510,Alcoholism/Drug,5210KY41074
BARREN RIVER COMPREHENSIVE CARE CENTER,,HIGHWAY 68,SUBURAN BUILDING,,EDMONTON,KY,42129.0,(502)432-4951,Alcoholism/Drug,7545KY42129
NORTH CENTRAL NH/MR BOARD INC,NORTH CENTRAL COMP CARE CENTER,907 NORTH DIXIE AVENUE,P.O. BOX 219,,ELIZABETHTOWN,KY,42701.0,(502)769-1304,Alcoholism/Drug,6697KY42701
NORTHERN KENTUCKY,PENDELTON COUNTY COt1P CARE CENTER,211 HEST SHELBY STREET,,,FALMOUTH,KY,41040.0,(606)654-8384,Alcoholism/Drug,9374KY41040
FLEMING COUNTY COMMUNITY NH CENTER,OUTPATIENT ALCOHOL AND DRUG OFFICES,108 EAST WATER STREET,P.O. BOX 384,,FLEMINGSBURG,KY,41041.0,(606)849-2212,Alcoholism/Drug,3388KY41041
NORTHERN KENTUCKY COMPREHENSIVE CARE,BOONE COUNTY OFFICE,263 MAIN STREET,,,FLORENCE,KY,41042.0,(606)525-6808,Alcoholism/Drug,4950KY41042
FORT KNOX ALCOHOL AND DRUG ABUSE,PREVENTION AND CONTROL BRANCH,6602 BRULE STREET,DPCA-ADAPCP BUILDING 6602,,FORT KNOX,KY,40121.0,(502)624-1538,Alcoholism/Drug,2219KY40121
BLUEGRASS WEST COMPREHENSIVE CARE CTR,FRANKFORT OFFICE,191 DOCTORS DRIVE,,,FRANKFORT,KY,40601.0,(502)223-2182,Drug,5415KY40601
FRANKFORT S I D UNIT,,WASH ROAD,,,FRANKFORT,KY,40601.0,(502)223-2018,Alcoholism/Drug,8320KY40601
BARREN RIVER COMPREHENSIVE CARE CENTER,,103 WEST MADISON,P.O. BOX 142,,FRANKLIN,KY,42134.0,(502)586-8826,Alcoholism/Drug,2956KY42134
CAVE RUN COt1PREHENSIVE CARE CENTER,MENIFEE COUNTY CLINIC,P.O. BOX 5,MENIFEE COUNTY MEDICAL BUILDING,,FRENCHBURG,KY,40322.0,(606)768-2131,Alcoholism/Drug,9734KY40322
FULTON COUNTY MENTAL HEALTH SERVICE,,350 BROlolOER STREET,,,FULTON,KY,42041.0,(502)472-1760,Alcoholism/Drug,8146KY42041
BLUEGRASS WEST COMPREHENSIVE CARE CTR,SOUTH COUNTY CLINIC,319 EAST MAIN STREET,,,GEORGETOWN,KY,40324.0,(502)863-4734,Alcoholism/Drug,3456KY40324
BARREN RIVER COMPREHENSIVE CARE CENTER,,901 COLUMBIA AVENUE,BOX 439,,GLASGOW,KY,42141.0,(502)651-8378,Alcoholism/Drug,8473KY42141
GRAYSON DRUG ABUSE TREATMENT CENTER,,515 WEST MAIN STREET,,,GRAYSON,KY,41143.0,(606)474-9229,Alcoholism/Drug,6691KY41143
REGION XIV COMMUNITY MH CENTER,GREEN COUNTY CLINIC,,PUBLIC SQUARE,,GREENSBURG,KY,42743.0,(502)932-7224,Alcoholism/Drug,8562KY42743
GREENUP DRUG ABUSE TREATMENT CENTER,,1018 WALNUT STREET,,,&REENUP,KY,41144.0,(606)473-7333,Alcoholism/Drug,0063KY41144
MUHLENBERG COUNTY MH/MR CENTER,,506 HOPKINSVILLE STREET,,,GREENVILLE,KY,42345.0,(502)338-5211,Alcoholism/Drug,7219KY42345
HARDINSBURG COMPREHENSIVE CARE CENTER,,ROUTE 1,P.O. BOX 135A,,HARDINSBURG,KY,40143.0,(502)756-5816,Alcoholism/Drug,9247KY40143
CUMBERLAND RIVER,COMPREHENSIVE CARE CENTER,MOUNTED ROUTE 1,,,HARLAN,KY,40831.0,(606)573-1624,Alcoholism/Drug,1252KY40831
HARRODSBURG COMPREHENSIVE CARE CENTER,MR KWIK SHOPPING CENTER,,,,HARRODSBURG,KY,40330.0,(606)734-5486EXT.6,Alcoholism/Drug,2968KY40330
ROBERT E NORSWORTHY PSC,BOX 127,,,,HARTFORD,KY,42347.0,(502)298-3289,Drug,6693KY42347
KENTUCKY RIVER COMMUNITY CARE INC,,LINCOLN HOTEL BUILDING,P.O. BOX 800,,HAZARD,KY,41701.0,(606)436-5761,Alcoholism/Drug,6949KY41701
PENNY ROYAL COMPREHENSIVE CARE CTR,,735 NORTH DRIVE,,,HOPKINSVILLE,KY,42240.0,(502)886-5163,Alcoholism/Drug,8673KY42240
MOUNTAIN COMPREHENSIVE CARE CENTER,MARTIN COUNTY CLINIC,ROUTE 3,,,INEZ,KY,41224.0,(606)298-7902,Alcoholism/Drug,7502KY41224
IRVINE CENTER,,RICHMOND ROAD,ROUTE 2,,IRVINE,KY,40336.0,(606)723-5128,Alcoholism/Drug,4758KY40336
REGION XIV COMMUNITY MH CENTER,,HIGHWAY 127 SOUTH,P.O. BOX 2,,JAMESTOWN,KY,42629.0,(502)343-4544,Alcoholism/Drug,8850KY42629
COMPREHENSIVE CARE CENTER,,120 PROCTOR KNOTT AVENUE,,,LEBANON,KY,40033.0,(502)692-2509,Alcoholism/Drug,8046KY40033
COMPREHENSIVE CARE CENTER,ALCOHOLISM PROGRAM,327 WEST MARKET STREET,,,LEITCHFIELD,KY,42754.0,(502)259-4652,Alcoholism/Drug,2738KY42754
ADENA HOUSE,,420 SOUTH BROADWAY,,,LEXINGTON,KY,40508.0,(606)255-4268,Drug,9315KY40508
ADOLESCENT DRUG PROGRAM,,201 MECHANIC STREET,,,LEXINGTON,KY,40507.0,(606)254-3844,Drug,3337KY40507
BLUEGRASS METHADONE CLINIC,,201 MECHANIC STREET,,,LEXINGTON,KY,40507.0,(606)252-5647,Drug,9332KY40507
GROWTH AND RESEARCH ORGANIZATION,FOR �IOMEN INC ( GROW INC I,170 EAST REYNOLDS ROAD,,,LEXINGTON,KY,40503.0,(606)272-0622,Drug,7311KY40503
NON-NARA UNIT,YOUNITY,,LEESTOWN PIKE,BOX 2000,LEXINGTON,KY,40507.0,(606)255-6812,Alcoholism/Drug,2153KY40507
NUMEN UNIT,LEESTOWN PIKE,,BOX 2000,,LEXINGTON,KY,40511.0,(606)255-6812EXT.2437,Drug,0897KY40511
OFF BROADWAY HOUSE,RESIDENTIAL UNIT,455 WALNUT STREET,,,LEXINGTON,KY,40508.0,(606)233-0415,Drug,6479KY40508
WALTON AVENUE,DRUG ABUSE TREATMENT CENTER,201 MECHANIC STREET,,,LEXINGTON,KY,40507.0,(606)254-3844,Drug,1276KY40507
CUMBERLAND RIVER,COMPREHENSIVE CARE CENTER,P.O. BOX 29,,,LONDON,KY,40741.0,(606)864-2104,Alcoholism/Drug,8159KY40741
LOUISA DRUG ABUSE TREATMENT CENTER,,305 EAST MAIN STREET,,,LOUISA,KY,41230.0,(606)638-4332,Alcoholism/Drug,7097KY41230
JEFFERSON ALCOHOL AND DRUG ABUSE CTR,ACUTE DETOX UNIT,600 SOUTH PRESTON,,,LOUISVILLE,KY,40202.0,(502)583-3951,Alcoholism/Drug,6600KY40202
JEFFERSON ALCOHOL AND DRUG ABUSE CTR,OUTPATIENT METHADONE UNIT,600 SOUTH PRESTON,,,LOUISVILLE,KY,40202.0,(502)583-3951,Drug,6600KY40202
JEFFERSON ALCOHOL AND DRUG ABUSE CTR,RESIDENTIAL UNIT,600 SOUTH PRESTON,,,LOUISVILLE,KY,40202.0,(502)583-3951,Alcoholism/Drug,6600KY40202
SOUTH LOUISVILLE DRUG ABUSE CENTER,,1735 BERRY BOULEVARD,,,LOUISVILLE,KY,40215.0,(502)361-9254,Alcoholism/Drug,0343KY40215
MADISONVILLE MENTAL HEALTH CLINIC,,1303 WEST NOEL STREET,,,MADISONVILLE,KY,42431.0,(502)821-8874,Alcoholism/Drug,0813KY42431
CUMBERLAND RIVER COMPREHENSIVE,CARE CENTER,,TOWN BRANCH ROAO,BOX 341,MANCHESTER,KY,40962.0,(606)598-5172,Alcoholism/Drug,0429KY40962
MAYFIELD/GRAVES COUNTY,MENTAL HEALTH SERVICES,SOUTH TENTH STREET EXTENDED,,,MAYFIELD,KY,42066.0,(502)247-5346,Alcoholism/Drug,6941KY42066
COMPREHEND INC,LIMESTONE ALCOHOL RECOVERY CENTER,ROUTE 4,P.O. BOX 211,,MAYSVILLE,KY,41056.0,(606)564-5506EXT.32,Alcoholism/Drug,6032KY41056
CUMBERLAND RIVER,COMPREHENSIVE CARE CENTER,P.O. BOX 67,,,MCKEE,KY,40447.0,(606)287-7137,Alcoholism/Drug,9522KY40447
CUMBERLAND RIVER COMPREHENSIVE,CARE CENTER,3603 WEST CUMBERLAND AVENUE,,,MIDDLESBORO,KY,40965.0,(606)248-4949,Alcoholism/Drug,3842KY40965
WAYNE COUNTY MENTAL HEALTH CENTER,TRADEWAY SHOPPING CENTER,ROUTE 2 BOX 23M,,,MONTICELLO,KY,42633.0,(606)348-9318,Alcoholism/Drug,5762KY42633
CAVE RUN COMPREHENSIVE CARE,ROWAN COUNTY OUTPATIENT UNIT,127 WEST MAIN STREET,,,MOREHEAD,KY,40351.0,(606)784-4161EXT.54,Alcoholism/Drug,6592KY40351
CAVE RUN COMPREHENSIVE CARE CENTER,,5 I D CRISIS CENTER & HALFWAY HOUSE,127 WEST MAIN STREET,,MOREHEAD,KY,40351.0,(606)784-4161,Alcoholism/Drug,5139KY40351
CAVE RUN REGIONAL MH/MR BOARD INC,,325 EAST MAIN STREET,,,MOREHEAD,KY,40351.0,(606)784-4161EXT.53,Alcoholism/Drug,1705KY40351
BARREN RIVER COMPREHENSIVE CARE CENTER,,120 WEST OHIO STREET,BOX 245,,MORGANTOWN,KY,42261.0,(502)526-3877,Alcoholism/Drug,1192KY42261
CAVE RUN COMPREHENSIVE CARE CENTER,,223 WINDSOR DRIVE,,,MOUNT STERLING,KY,40353.0,(606)498-2135EXT.9,Alcoholism/Drug,0792KY40353
BARREN RIVER COMPREHENSIVE CARE CENTER,,P.O. BOX 184,,,MUNFORDVILLE,KY,42765.0,(502)524-9883,Alcoholism/Drug,2007KY42765
MURRAY/CALLOWAY COUNTY•,MENTAL HEALTH SERVICES,702 MAIN STREET,,,MURRAY,KY,42071.0,(502)753-6622,Alcoholism/Drug,4361KY42071
HENRY COUNTY MENTAL HEALTH CENTER,,305 MAIN STREET,BOX 416,,NEW CASTLE,KY,40050.0,(502)589-0625,Alcoholism/Drug,5867KY40050
NORTHERN KENTUCKY,NEWPORT COMPREHENSIVE CARE CENTER,718 COLUMBIA STREET,,,NEWPORT,KY,41071.0,(606)491-6510,Alcoholism/Drug,6619KY41071
NICHOLASVILLE CENTER,,215 SOUTH MAIN,,,NICHOLASVILLE,KY,40356.0,(606)885-6315,Drug,8223KY40356
CAVE RUN COtlPREHENSIVE CARE CENTER,BATH COUNTY OUTPATIENT UNIT,GUDGELL AVENUE,HEALTH SERVICES BUILDING,,OWINGSVILLE,KY,40360.0,(606)674-6690,Alcoholism/Drug,1483KY40360
JOSEPH L FRIEDMAN,SUBSTANCE ABUSE CENTER,1405 SOUTH THIRD STREET,P.O. BOX 688,,PADUCAH,KY,42001.0,(502)442-9131,Alcoholism/Drug,2973KY42001
BLUEGRASS WEST COMPREHENSIVE CARE CTR,BOURBON COUNTY CLINIC,269 EAST MAIN STREET,,,PARIS,KY,40362.0,(606)987-6127,Alcoholism/Drug,2073KY40362
MOUNTAIN COMPREHENSIVE CARE CENTER,PIKE COUNTY OUTPATIENT CLINIC,156 COLLEGE STREET,,,PIKEVILLE,KY,41501.0,(606)432-3143,Alcoholism/Drug,6521KY41501
CUMBERLAND RIVER,COMPREHENSIVE CARE CENTER,P.O. BOX 701,,,PINEVILLE,KY,40977.0,(606)337-6137,Alcoholism/Drug,0617KY40977
MOUNTAIN COMPREHENSIVE CARE CENTER,,18 SOUTH FRONT STREET,,,PRESTONSBURG,KY,41653.0,(606)886-8572EXT.230,Alcoholism/Drug,6586KY41653
CALDWELL COUNTY MENTAL HEALTH CENTER,,103 HOSPITAL DRIVE,,,PRINCETON,KY,42445.0,(502)365-2008,Alcoholism/Drug,8455KY42445
RICHMOND CENTER,,209 SAINT GEORGE STREET,,,RICHMOND,KY,40475.0,(606)623-9367,Alcoholism/Drug,9147KY40475
BARREN RIVER COMPREHENSIVE CARE CENTER,,428 EAST FOURTH STREET,P.O. BOX 323,,RUSSELLVILLE,KY,42276.0,(502)726-3629,Alcoholism/Drug,7037KY42276
MOUNTAIN COMPREHENSIVE CARE CENTER,MAGOFFIN COUNTY CLINIC,,BOX 370,,SALYERSVILLE,KY,41465.0,(606)349-3115,Alcoholism/Drug,7993KY41465
SANDY HOOK DRUG ABUSE TREATMENT CENTER,,P.O. BOX 215,,,SANDY HOOK,KY,41171.0,(606)738-6163,Alcoholism/Drug,9200KY41171
BARREN RIVER COMPREHENSIVE CARE CENTER,,CITY/COUNTY BUILDING,,,SCOTTSVILLE,KY,42164.0,(502)237-4481,Alcoholism/Drug,0855KY42164
SHELBY COUNTY CENTER,,25 VILLAGE PLAZA,,,SHELBYVILLE,KY,40065.0,(502)633-5683,Alcoholism/Drug,4538KY40065
BULLITT COUNTY MENTAL HEALTH CENTER,,THIRD AND BEECH STREET,,,SHEPHERDSVILLE,KY,40165.0,(502)957-2498,Alcoholism/Drug,7083KY40165
