Name1,Name2,Address1,Address2,City,State,ZIP_Code,Contact,Keys
INTERVENTIONS,NORTHSIDE OUTPATIENT CLINIC,2723 NORTH CLARK STREET,1ST AND 2ND FLOORS,CHICAGO,IL,60614,(312)525-3250,Drug
MIDWAY REHABILITATION SERVICES,DRUG ABUSE OUTPATIENT PROGRAM,11352 SOUTH STATE STREET,,CHICAGO,IL,60626,(312)995-6943EXT.6287,Drug
NEW DAY YOUTH PROJECT,YOUTH FAMILY PROGRAM,4622 SOUTH KING DRIVE,2ND FLOOR,CHICAGO,IL,60653,(312)373-3400EXT.28,Drug
NORTHERN DISTRICT OF ILLINOIS U S,PROBATION OFFICE DRUG AFTERCARE SERV,219 SOUTH DEARBORN STREET,ROON 1100,CHICAGO,IL,60604,(312)435-5700,Drug
NORTHSIDE WOMENS PROJECT,,2723 NORTH CLARK,1ST AND 2ND FLOORS,CHICAGO,IL,60614,(312)525-3250,Drug
NORTHWEST YOUTH OUTREACH DRUG ABUSE,,STREET TREATMEtff C YNCA l,6417 WEST IRVING PARK ROAD,CHICAGO,IL,60634,(312)777-7112,Alcoholism/Drug
NORTHWESTERN MEM HOSP PSYCHIATRY INST,NORTHWESTERN DRUG DEPENDENCE PROGRAM,320 EAST HURON STREET,ROOM 220,CHICAGO,IL,60611,(312)649-8713,Drug
NORTHWESTERN PERINATAL,ADDICTION P�OGRAM,320 EAST HURON,,CHICAGO,IL,60611,(312)649-8713,Drug
PRAIRIE AVENUE RESEA.RCH CLINIC,,2126 SOUTH PRAIRIE AVENUE,,CHICAGO,IL,60616,(312)225-1400,Drug
SAFARI TRAINING AND HUMAN SERVICES INC,DAY ONE INPATIENT,1124 EAST 132ND STREET,"CHICAGO, -IL 60627",,13121,568-7867,,Drug
SAFARI TRAINING AND HUMAN SERVICES INC,DAY ONE OUTPATIENT,1124 EAST 132ND STREET,,CHICAGO,IL,60627,(312)568-7867,Drug
SAFARI TRAINING AND HUMAN SERVICES INC,OUTPATIENT UNIT,140 WEST 62ND STREET,,CHICAGO,IL,60621,(312)955-4440,Drug
SAFARI TRAINING AND HUMAN SERVICES INC,RESIDENTIAL UNIT,140 WEST 62ND STREET,,CHICAGO,IL,60621,(312)955-4440,Drug
SPECIAL TREATMENT UNIT,,125 EAST 21ST STREET,1ST FLOOR,CHICAGO,IL,60616,(312)842-7894EXT.31,Drug
SUBSTANCE ABUSE SERVICES INC,BROTHERHOOD,2100 SOUTH INDIANA,1ST FLOOR,CHICAGO,IL,60616,(312)842-7716,Drug
TAPESTRY,,1105 EAST 63RD STREET,,CHICAGO,IL,60637,(312)324-2551,Drug
THE SPECIAL WOMENS PROJECT,,140 WEST 62ND STREET,,CHICAGO,IL,60621,(320)955-4440,Drug
UPTOWN COMMUNITY CLINIC,,4536 NORTH BROADWAY,,CHICAGO,IL,60640,(312)728-1604,Drug
WEST SIDE ORGANIZATION HEALTH SERVICES,CORP - WSO DRUG ABUSE & REHAB PROJ,,1480.SOUTH INDIANA,CHICAGO,IL,60605,(312)663-5150,Drug
ALCOHOLISM AND DRUG DEPENDENCE COUNCIL,CADDCO) METHADONE TREATMENT PROGRAM,2301 STATE STREET,,EAST SAINT LOUIS,IL,62205,(618)874-6388,Drug
ALCOHOLISM AND DRUG DEPENDENCE COUNCIL,IADDCOl SPECIAL SERVICE CENTER,2501 RIDGE AVENUE,,EAST SAINT LOUIS,IL,62205,(618)875-6300EXT.21,Alcoholism/Drug
ALCOHOLISM AND DRUG DEPENDENCE COUNCIL,CADDCOl THERAPEUTIC COMMUNITY,2501 RIDGE AVENUE,,EAST SAINT LOUIS,IL,62208,(618)875-6300EXT.34,Drug
CEFS ECONOMIC OPPORTUNITY CORPORATION,DRUG ABUSE REHABILITATION PROGRAM,813 1/2 NORTH THIRD STREET,P.O. BOX 928,EFFINGHAM,IL,62401,(217)342-2193,Drug
COMMUNITY cot�CERN FOR,ALCOHOLISM AND DRUG ABUSE,35 FOUNTAIN SQUARE PLAZA,SUITE 304,ELGIN,IL,60120,(312)742-3S45,Alcoholism/Drug
PASSAGE,,695 SOUTH STATE STREET,,ELGIN,IL,60120,(312)888-8315,Drug
SPOON RIVER CMHC,KNOX COUNTY CLINIC,695 NORTH KELLOGG STREET,ROOM 313 EE,GALESBURG,IL,61401,(309)343-5131,Alcoholism/Drug
FAMILY GUIDANCE CENTER INC,GLENVIEW UNIT,940 PINE,,GLENVIEW,IL,60025,(312)724-3450,Alcoholism/Drug
CENTER FOR HUMAN DEVELOPMENT,FOUNDATION I,14725 DIXIE HIGHWAY,,HARVEY,IL,60426,(312)339-8861,Drug
IMAGINE,,14725 DIXIE HIGHWAY,,HARVEY,IL,60426,(312)339-8861,Drug
JACKSON AREA COUNCIL ON ALCOHOLISM,ALCOHOL AND DRUG ABUSE PROGRAM,601 EAST MORTON AVENUE,,JACKSONVILLE,IL,62650,(217)243-1871,Alcoholism/Drug
DRUG COORDINATION & INFO COUNCIL,OMEGA I,1255 EAGLE STREET,,JOLIET,IL,60432,(815)727-6488,Drug
DRUG COUNSELING SERVICE,,1255 EAGLE STREET,ROOM 208-210,JOLIET,IL,60432,(815)727-4611,Drug
JOLIET PROJECT,,P.O. BOX 515,,JOLIET,IL,60432,(312)663-9200,Drug
KANKAKEE DRUG ABUSE REHAB CENTER INC,HOPE,700 EAST COURT STREET,,KANKAKEE,IL,60901,(815)939-0125,Drug
KANKAKEE DRUG ABUSE REHAB CENTER INC,THRESHOLD,110 SOUTH GREENWOOD,,KANKAKEE,IL,60901,(815)939-0125,Drug
GATEWAY HOUSES FOUNDATION INC,LAKE VILLA FACILITY,512 CEDARCREST LANE,,LAKE VILLA,IL,60046,(312)356-8205,Drug
U.S. PENITENTIARY,THE DRUG UNIT,,BOX 2000,MARION,IL,62959,(618)964-1441EXT.227,Drug
HEALTH IMPROVEMENT PROGRAM,(HIP HOUSE l,308 SOUTH FIFTH AVENUE,,MAYWOOD,IL,60153,(312)343-1276,Drug
SPOON RIVER CMHC,HENDERSON/WARREN CLINIC,1000 WEST HARLEM,,MONMOUTH,IL,61462,(309)734-9461,Alcoholism/Drug
COMPREHENSIVE DRUG ABUSE,TREATMENT PROGRAM,1024 NORTH BOULEVARD,,OAK PARK,IL,60301,(312)333-7500EXT.10,Alcoholism/Drug
HUMAN SERVICE CENTER OF THE,PEORIA AREA,116 SOUTH CAPITOL,,PEKIN,IL,61554,(309)347-1148,Drug
ALCOUOLISM AND DRUG ABUSE CENTER,TURNING POINT PARTIAL CARE PROGRAM,403 NORTHEAST PERRY,,PEORIA,IL,61603,(309)674-0096,Alcoholism/Drug
DRUG ABUSE HALFWAY HOUSE,,403-405 NORTHEAST PERRY,,PEORIA,IL,61603,(309)674-0096J,Drug
HUMAN SERVICE CENTER,ALCOHOL AND DRUG ABUSE REHABILITATION,1924 SOUTHWEST ADAMS,,PEORIA,IL,61602,(309)674-4278,Alcoholism/Drug
OUTPATIENT ALCOHOLISM UNIT/,OUTPATIENT POLYDRUG PROGRAM,600 FAYETTE STREET,,PEORIA,IL,61603,(309)671-8000,Alcoholism/Drug
STONEHEDGE FOUNDATION,STONEt!EDGE HEROIN RESIDENTIAL,1015 WEST MCBEAN,,PEORIA,IL,61605,(309)671-8000,Drug
STONEHEDGE HEROIN OUTPATIENT,,1015 WEST MCBEAN,,PEORIA,IL,61605,(309)676-1095,Drug
PONTIAC PROJECT,BOX 99,5Tll FLOOR,,PONTIAC,IL,61794,(312)663-9200,Drug
QUAD COUNTY COUNSELING CENTER,,530 PARK AVENUE EAST,,PRINCETON,IL,61356,(815)875-4453,Alcoholism/Drug
FREEDOM HOUSE CLINIC,,4230 11 TH STREET,,ROCK ISLAND,IL,61201,(309)788-4571,Drug
ILLINOIS OUTPATIENT UNIT,,2116 25TH AVENUE,,ROCK ISLAND,IL,61201,(319)322-2667,Drug
KEYWAY METHADONE MAINTENANCE UNIT,TREATMENT SERVICES,327 SOUTH CHURCH STREET,,ROCKFORD,IL,61101,(815)962-4311,Drug
KEYWAY OUTPATIENT DRUG FREE UNIT,TREATMENT SERVICES,327 SOUTH CHURCH STREET,,ROCKFORD,IL,61101,(815)972-4311,Drug
GATEWAY HOUSES FOUNDATION INC,SPRINGFIELD FACILITY,815 NORTH FIFTH STREET,,SPRINGFIELD,IL,62702,(217)522-7731,Drug
PHOENIX 7,,1201 SOUTH SECOND STREET,,SPRINGFIELD,IL,62703,(217)522-6402,Drug
SUBSTANCE ABUSE SERVICES,TINLEY PARK DRUG PROGRAM,7400 WEST 183RD STREET,HICKORY HALL P.O. BOX 457,TINLEY PARK,IL,60477,(312)532-5550,Drug
OUTREACH CENTER OF MEMORIAL HOSPITAL,,207 SOUTH VILLA AVENUE,SUITE 210,VILLA PARK,IL,60181,(312)834-8900,Drug
LAKE COUNTY HEALTH DEPARTl1ENT,SUBSTANCE ABUSE PROGRAM,2400 BELVIDERE ROAD,,WAUl'.EGAN,IL,60085,(312)689-6770,Drug
OMNI HOUSE,,57 SOUTH WOLF ROAD,,WHEELING,IL,60090,(312)541-0190,Drug
MADISON COUNTY COUNCIL ALC & DRUG DEP,ALCOHOLISM OUTPATIENT PROGRAM,1 EAST FERGUSON AVENUE,,WOOD RIVER,IL,62095,(618)254-7400,Alcoholism/Drug
INTERVENTIONS,CONTACT,13316 HENSEL ROAD,P.O. BOX 468,WOODSTOCK,IL,60098,(312)669-3361,Drug
THE CENTER FOR MENTAL HEALTH,,2020 BROWN STREET,P.O. BOX 1258,ANDERSON,IN,46016,(317)649-8161,Alcoholism/Drug
COMMUNITY MENTAL HEALTH CENTER,SUBSTANCE ABUSE PROGRAM,2310 Q STREET,,BEDFORD,IN,47421,(812)279-3591,Alcoholism/Drug
ADDICTION RESIDENTIAL CENTER,,211 NORTH ROGERS STREET,,BLOOMINGTON,IN,47401,(812)339-1691EXT.201,Alcoholism/Drug
BLOOMINGTON DETOXIFICATION CENTER,,221 NORTH ROGERS STREET,,BLOOMINGTON,IN,47401,(812)339-1691EXT.214,Alcoholism/Drug
SOUTH CENTRAL CMHC,ADDICTION OUTPATIENT PROGRAM,640 SOUTH ROGERS,,BLOOMINGTON,IN,47401,(812)339-1691EXT.201,Alcoholism/Drug
SOUTH CENTRAL CMHC,ItffENSIVE OUTPATIENT PROGRAM,722 NORTH WALNUT,,BLOOMINGTON,IN,47401,(812)339-1691EXT.203,Alcoholism/Drug
QUINCO CONSULTING CENTER,,2075 LINCOLN PARK DRIVE,,COLU�1BUS,IN,47201,(812)379-2341,Alcoholism/Drug
COURT REFERRAL AND EARLY,INTERVEtffION PROGRAM,3901 INDIANAPOLIS BOULEVARD,,EAST CHICAGO,IN,46312,(219)398-7050,Alcoholism/Drug
SUBSTANCE ABUSE PROGRAM,ADULT AND GERIATRIC SERVICE,3901 INDIANAPOLIS BOULEVARD,,EAST CHICAGO,IN,46312,(219)398-7050,Alcoholism/Drug
ELKHART COUNTY YOUTH SERVICE BUREAU,,330 WEST LEXINGTON,,ELKHART,IN,46516,(219)294-3549,Alcoholism/Drug
OAKLAWN ADDICTIONS SERVICES,,2600 OAKLAND AVENUE,,ELKHART,IN,46517,(219)294-3551,Alcoholism/Drug
SW INDIANA MENTAL HEALTH CTR INC,SUBSTANCE ABUSE SERVICES,414 SOUTH KENTUCKY AVENUE,,EVANSVILLE,IN,47714,(812)423-7791EXT.295,Alcoholism/Drug
YOUTH SERVICE BUREAU,,312 NORTH WEST SEVENTH STREET,,EVANSVILLE,IN,47708,(812)423-5816,Alcoholism/Drug
SUMMIT HOUSE METHADONE CENTER,,1010 FULTON STREET,,FORT WAYNE,IN,46802,(219)423-3419,Drug
REGIONAL MENTAL HEALTH CENTER,CLINTON COUNTY SERVICES,1201 OAK STREET,,FRANKFORT,IN,46041,(317)659-4141,Alcoholism/Drug
GARY COMMUNITY MENTAL HEALTH CTR INC,ALCOHOL AND DRUG ABUSE PROGRAM,1100 WEST SIXTH AVENUE,,GARY,IN,46402,(219)885-4264,Alcoholism/Drug
GARY DRUG TREATMENT CENTER,,1836 BROADWAY,,GARY,IN,46407,(219)886-3100,Drug
PROJECT INTERCEPT,,560 SOUTH LAKE STREET,,GARY,IN,46403,(219)938-8816,Alcoholism/Drug
GALLAHUE MENTAL HEALTH CENTER,HANCOCK COUNTY OFFICE,145 GREEN MEADOWS DRIVE,SUITE 1,GREENFIELD,IN,46140,(317)462-1481,Alcoholism/Drug
CLARK COUNTY,YOUTH CAMP DRUG PROGRAM,P.O. BOX 148,,HENRYVILLE,IN,47126,(812)294-1707,Alcoholism/Drug
GALLAHUE MENTAL HEALTH CENTER,,6919 EAST TENTH STREET,BUILDING C,INDIANAPOLIS,IN,46219,(317)353-5931,Alcoholism/Drug
GIRLS SCHOOL,SUBSTANCE ABUSE TREATMENT PROGRAM,2596 GIRLS SCHOOL ROAD,,INDIANAPOLIS,IN,46224,,Alcoholism/Drug
MIDTOWN MENTAL HEALTH CENTER,DRUG FREE CLINIC,1001 WEST TENTH,,INDIANAPOLIS,IN,46202,(317)630-7616,Drug
MIDTOIIN METHADONE CLINIC,,2413 NORTH MERIDIAN,,INDIANAPOLIS,IN,46208,(317)925-8221,Drug
SOUTHERN HILLS,MENTAL HEALTH CENTER,112 WEST FIFTH STREET,P.O. BOX 245,JASPER,IN,47546,(812)482-3020,Alcoholism/Drug
Cot1MON GROUND CENTER,,304 EAST COURT AVENUE,,JEFFERSONVILLE,IN,47130,(812)288-7137,Alcoholism/Drug
REGIONAL YOUTH SERVICES,,224 EAST COURT AVENUE,,JEFFERSotlVILLE,IN,47130,(812)282-8479,Alcoholism/Drug
SOUTHERN INDIANA,MENTAL HEALTH & GUIDANCE CTR INC,207 WEST 13TH STREET,,JEFFERSONVILLE,IN,47130,(812)283-4491,Alcoholism/Drug
NORTHEASTERN COMPREHENSIVE COMMUNITY,MENTAL HEALTH CENTER INC,305 EAST NORTH STREET,,KENDALLVILLE,IN,46755,(219)347-1040,Alcoholism/Drug
REGIONAL MENTAL HEALTH CENTER,ADDICTIOI� SERVICES,3500 SOUTH LAFOUNTAIN,APOLLO ANNEX,KOKOMO,IN,46901,(317)453-8555EXT.581,Alcoholism/Drug
HOME WITH HOPE,,1001 FERRY STREET,,LAFAYETTE,IN,47904,(317)742-2321,Alcoholism/Drug
LAHRENCEBURG COHMUNITY MENTAL HEALTH,CENTER ADDICTIONS SERVICES PROGRAM,285 BIELBY ROAD,,LAWRENCEBURG,IN,47025,(812)537-1302,Alcoholism/Drug
FOUR COUlffY COMP MENTAL HEALTH CTR INC,SUBSTANCE ABUSE PROGRAM,1015 MICHIGAN AVENUE,,LOGANSPORT,IN,46947,(219)722-5151EXT.249,Alcoholism/Drug
GRANT/BLACKFORD MENTAL HEALTH INC,,505 WABASH AVENUE,,MARION,IN,46952,(317)662-3971,Alcoholism/Drug
THE GENESIS PLACE INC,,104 EAST 14TH STREET,P.O. BOX 3245,MARION,IN,46952,(317)662-1393,Alcoholism/Drug
SOUTHLAKE CENTER FOR MENTAL HEALTH,SUBSTANCE ABUSE PROGRAMS,8555 TAFT STREET,,MERRILLVILLE,IN,46410,(219)769-4005,Alcoholism/Drug
THE GREENHOUSE,SUBSTANCE ABUSE SERVICES,517 PINE STREET,,MICHIGAN CITY,IN,46360,,(219)
AQUARIUS HOUSE,,413 SOUTH LIBERTY,,MUNCIE,IN,47305,(317)282-2257,Alco�olism/Drug
INDIANA YOUTH CENTER,SUBSTANCE ABUSE PROGRAM,P.O. BOX 127,,PLAINFIELD,IN,46168,(317)839-2513,Alcoholism/Drug
SUBSTANCE ABUSE UNIT,INDIANA BOYS SCHOOL,SOCIAL SERVICE BLDG BOX 211,,PLAINFIELD,IN,46168,(317)839-7751EXT.249,Alcoholism/Drug
DUNN HENTAL HEALTH CENTER INC -,,401 EAST HAIN STREET,,RICHMOND,IN,47374,(317)935-3211EXT.221,Alcoholism/Drug
RICHMOND STATE HOSPITAL,ADDICTION SERVICES MODULE,NORTHWEST 18TH STREET,,RICHMOND,IN,47374,(317)966-0511EXT.491,Alcoholism/Drug
ROCKVILLE TRAINING CENTER,JUVENILE ALCOHOL AND DRUG UNIT,P.O. BOX 130,,ROCKVILLE,IN,47872,(317)569-2214,Alcoholism/Drug
SCOTT COUNTY COUNSELING AND MENTAL HEALTH CENTER,,59 EAST WARDELL STREET,,SCOTTSBURG,IN,47170,(812)752-2837,Alcoholism/Drug
GALLAHUE MENTAL HEALTH CENTER,SHELBY COUNTY OFFICE,103 WEST WASHINGTON STREET,,SHELBYVILLE,IN,46176,(317)392-2564,Alcoholism/Drug
ALCOHOL AND DRUG ABUSE,PREVENTION & TREATMENT (ADAPT),403 EAST MADISON STREET,RIVERVIEW BLDG 3RD FLOOR,SOUTH BEND,IN,46617,(219)233-5171EXT.294,Alcoholism/Drug
DELOS HOUSE OF ADAPT,,420 NORTH FRANCES,,SOUTH BEND,IN,46617,(219)232-4805,Alcoholism/Drug
THE LIGHTHOUSE,,403 EAST MADISON,RIVERVIEW BUILDING 3RD FLOOR,SOUTH BEND,IN,46617,(219)234-2113,Drug
KATHERINE HAMILTON MENTAL HEALTH CNTR,ALCOHOL AND DRUG SERVICES,2070 NORTH 13TH STREET,,TERRE HAUTE,IN,47804,(812)232-1181EXT.282,Alcoholism/Drug
U S PENITENTIARY,DRUG ABUSE PROGRAM,P.O. BOX 33,,TERRE HAUTE,IN,47808,(812)238-1531EXT.484,Drug
TIPTON REGIONAL MENTAL HEALTH CENTER,SUBSTANCE ABUSE PROGRAM,DOCTORS PARK 4-H ROAD,RR #4,TIPTON,IN,46072,(317)675-4906,Alcoholism/Drug
PORTER-STAP.KE SEP.VICES INC,SUBSTAtlCE ABUSE PROGRAM,701 WALL STREET,,VALPARAISO,IN,46383,(219)464-8541,Alcoholism/Drug
VINCENNES COMPREHENSIVE COMMUNITY,MENTAL HEALTH CENTER,,GOOD SAMARITAN HOSPITAL,520 SOUT,SEVENTH,STREET,,"VINCENNES,"
THE OTIS R BOWEN CENTER,FOR HUMAN SERVICES,850 NORTH HARRISON STREET,,WARSAW,IN,46580,(219)267-7169,Alcoholism/Drug
WABASH VALLEY HOSP MH CTR INC,ADDICTION SERVICES TREATMENT PROGRAM,2900 NORTH RIVER ROAD,,WEST LAFAYETTE,IN,47906,(317)463-2555,Alcoholism/Drug
PERSONAL CHANGE PROGRAM,WESTVILLE CORRECTIONAL CENTER,,BOX 473,WESTVILLE,IN,46391,(219)785-2511EXT.326,Alcoholism/Drug
YOUTH AND SHELTER SERVICES INC,SHELTER HOUSE,712 BURNETT AVENUE,,AMES,IA,50010,(515)233-2330,Alcoholism/Drug
ALCOHOL ASSISTANCE AGENCY INC,ALCOHOL/DRUG OUTPATIENT UNIT,306 WALNUT STREET,BOX 67,ATLANTIC,IA,50022,(712)243-5091,Alcoholism/Drug
SOUTHEAST IOWA COUNCIL ON,ALCOHOL AND DRUG PROBLEMS,,LINCOLN CENTER,P.O,BOX,1025,,"BURLINGTON,"
A S A C METHADONE CLINIC,,1015 SECCND AVENUE SE,,CEDAR RAPIDS,IA,52403,(319)366-7847,Drug
A S A C OUTPATIENT CLINIC,,1015 SECOND AVENUE SE,,CEDAR RAPIDS,IA,52403,(319)366-7847,Alcoholism/Drug
AS AC RESIDENTIAL TREATMENT CENTER,,1703 FIRST AVENUE SE,,CED4R RAPIDS,IA,52403,(319)362-8666,Alcoholism/Drug
AIM HOUSE OUTPATIENT CLINIC,,1200 WEST CEDAR,,CHEROKEE,IA,51012,(712)225-2594,Drug
AIM HOUSE RESIDENTIAL CENTER,,1200 WEST CEDAR,,CHEROKEE,IA,51012,(712)225-2594,Alcoholism/Drug
ALCOHOLISM ANO DRUG ABUSE,TREATMEMT UNIT,,PINE COTTAGE,P.O,BOX,338,,"CLARINDA,"
RIVER BLUFFS CMHC INC,COUNCIL BLUFFS UNIT,301 PARK BUILDING,,COUNCIL BLUFFS,IA,51501,(712)328-9506,Alcoholism/Drug
CENTER FOR ALCOHOL & DRUG SERVICES INC,OUTPATIENT PROGRAM,601 BRADY STREET,SUITE 220,DAVENPORT,IA,52803,(319)322-2667,Alcoholism/Drug
LINNWOOO THERAPEUTIC COMMUNITY,,OLD SCHOOL ROAD,RR 2,DAVENPORT,IA,52804,(319)324-3529,Drug
LINWOOD YOUTH COMMUNITY,,2812 EASTERN AVENUE,COTTAGE 10,DAVENPORT,IA,52803,(319)323-3523,Drug
NORTH CENTRAL ALCOHOLISM,RESEARCH FOUlmATION PROGRAM,726 SOUTH 17TH STREET,P.O. BOX 0,FORT DODGE,IA,50501,(515)576-7261,Alcoholism/Drug
MENTAL HEALTH INSTITUTE,ALCOHOL AND DRUG ABUSE SERVICE UNIT,P.O. BOX 111,,INDEPENDENCE,IA,50644,(319)334-2583EXT.260,Alcoholism/Drug
M E C C A,OUTPATIENT CLINIC,325 EAST WASHINGTON STREET,,IOWA CITY,IA,52240,(319)351-4357,Alcoholism/Drug
VOSS RECOVERY HOUSE,RESIDENTIAL,611 SOUTH CLINTON STREET,,IOWA CITY,IA,52240,(319)338-1985,Alcoholism/Drug
AREA XII ALCOHOLISM AND DRUG TREATMENT UNIT,,100 STATE STREET,,JEFFERSON,IA,50129,(515)386-8151,Alcoholism/Drug
SERVICES FOR SUBSTANCE ABUSE INC,,33 NORTH FIRST STREET,BOX 454,MARSHALLTOWN,IA,50158,(515)288-9775,Drug
CHEMICAL DEPENDENCY SERVICES,OF NORTH IOWA,22 NORTH GEORGIA STREET,,MASON CITY,IA,50401,(515)424-2391,Alcoholism/Drug
CENTRAL IOWA FOUNDATION FOR ALCOHOLISM,AND DRUG ABUSE,,SKIFF MEMORIAL HOSPITAL,NEWTON,IA,50208,(515)792-2302,Alcoholism/Orug
MIDWEST IOWA ALCOHOL AND DRUG ABUSE CENTER,,1025 EIGHTH STREET,,ONAWA,IA,51040,(712)423-1467,Alcoholism/Drug
HILL OF ZION TREATMENT CENTER,RESIDENTIAL/INTERMEDIATE FACILITY,ROUTE 1,,ORIENT,IA,50858,(515)337-5385,Alcoholism/Drug
DRUG AND ALCOHOL SERVICES CORPORATION,,106 MARKET STREET,SUITE 302,OTTUMWA,IA,52501,(515)683-1624,Alcoholism/Drug
SIOUXLAND COUNCIL ON ALC & ORUG ABUSE,DRUG ABUSE TREATMENT UNIT,2825 DOUGLAS STREET,SAINT LUKES MEDICAL CENTER WEST,SIOUX CITY,IA,51104,(712)277-1163,Alcoholism/Drug
SIOUXLAND MENTAL HEALTH CENTER,DRUG ABUSE TREATMENT PROGRAM,621 JENNINGS,,SIOUX CITY,IA,51105,(712)252-3871,Drug
GREEN ACRES,MENS RESIDENCE,"406 ""INDEPENDENCE AVENUE",,WATERLOO,IA,50703,(319)233-9310,Alcoholism/Drug
N E C S A,OUTPATIENT CLINIC,600 MARSH PLACE BUILDING,,WATERLOO,IA,50703,(319)233-9310,Alcoholism/Drug
ATCHISON VALLEY HOPE,,P.O. BOX 312,,ATCHISON,KS,66002,(913)367-1618,Alcoholism/Drug
SUNFLOWER MENTAL HEALTH CENTER,520-B WASHINGTON,,,CONCORDIA,KS,66901,(913)243-1094,Alcoholism/Drug
NEW CHANCE INC,COMMUNITY ALCOHOL/DRUG RECOVERY PROG,201 EAST WYATT EARP BOULEVARD,P.O. BOX 43,DODGE CITY,KS,67801,(316)225-0476,Alcoholism/Drug
PIONEER MENTAL HEALTH SERVICES,ALCOHOL ANO DRUG SERVICES,705 SOUTH COMMERCIAL,,EMPORIA,KS,66801,(316)342-6116,Alcoholism/Drug
SUBSTANCE ABUSE OUTPATIENT,TREATMENT PROGRAM,3716 WEST TENTH STREET,,GREAT BEND,KS,67530,(316)792-2544,Alcoholism/Drug
SEKAN C0t1PREHENSIVE MENTAL,HEALTH CENTER,715 SOUTH SECOND STREET,,INDEPENDENCE,KS,67301,(316)331-0444,Alcoholism/Drug
PAWNEE COMP MEUTAL HEALTH CENTER,FLINT HILLS INN,302 FLINT HILLS DRIVE,BOX 1024,JUNCTION CITY,KS,66441,(913)762-5931,Alcoholism/Drug
RAINBOW MENTAL HEALTH FACILITY,SUBSTANCE ABUSE UNIT,2205 WEST 36TH,P.O. BOX 3208,KANSAS CITY,KS,66103,(913)384-1880,Alcoholism/Drug
WYANDOT MENTAL HEALTH CENTER INC,EATON AT 36TH,,,KANSAS CITY,KS,66103,(913)831-9500,Alcoholism/Drug
KANSAS STATE PENITENTIARY,BOX 2,,,LANSING,KS,66043,(913)727-3235EXT.236,Alcoholism/Drug
DOUGLAS CO CITIZENS COMMISSION ON ALC,COUNSELING ANO RESOURCE CENTER,2449 IOWA,G AND H HOLIDAY PLAZA,LAWRENCE,KS,66044,(913)841-4138,Alcoholism/Drug
NORTHEAST KANSAS HH AND GUIDANCE CTR,ALCOHOL AND DRUG PROGRAM,719 NORTH BROADWAY,,LEAVENWORTH,KS,66048,(913)682-5118,Alcoholism/Drug
U S PENITENTIARY LEAVENWORTH,CHEMICAL ABUSE UNIT,,,LEAVENlmRTH,KS,66048,(913)682-8700EXT.80,Alcoholism/Drug
SOUTHWEST GUIDANCE CENTER,,13 VILLAGE PLAZA,,LIBERAL,KS,67901,(316)624-1643,Drug
JOHNSON COUNTY MENTAL HEALTH CENTER,,6000 LAMAR,,MISSION,KS,66202,(913)384-1100,Alcoholism/Drug
FORMER ABUSERS REHABILITATION ANO,HANAGEt1ENT HOUSE ( F A R Ml,,BOX 711,NEWTON,KS,67114,(316)283-6743,Drug
CENTRAL KANSAS FOUNDATION,FOR ALCOHOL AND CHEMICAL DEPENDENCY,611 NORTH NINTH STREET,,SALINA,KS,67401,(913)825-6224,Alcoholism/Drug
CENTRAL KANSAS MENTAL HEALTH CENTER,DRUG ABUSE UNIT,809 ELMHURST,,SALINA,KS,67401,(913)823-6322,Alcoholism/Drug
CENTRAL KS FOUNDATION FOR ALCOHOL &,CHEM DEPENDENCY - CASA DE AMIGAS,130 SOUTH FRONT STREET,,SALINA,KS,67401,(913)825-7554,Alcoholism/Drug
CENTRAL KS FOUNDATION FOR ALCOHOL &,CHEM DEPENDENCY - PATHFINDER HOUSE,150 SOUTH EIGHTH,,SALINA,KS,67401,(913)827-6161,Alcoholism/Drug
CARRIAGE HOUSE PROJECT,,1100 GAGE STREET,,TOPEKA,KS,66604,(913)273-4141,Alcoholism/Drug
COMMUNITY ADDICTIVE TREATMENT CENTER,INTERMEDIATE SERVICES,1175 CLAY STREET,,TOPEKA,KS,66604,(913)232-2312,Alcoholism/Drug
COMMUNITY ADDICTIVE TREATMENT CENTER,OUTPATIENT SERVICES,1319 LINCOLN STREET,,TOPEKA,KS,66604,(913)235-5306,Alcoholism/Drug
MENNINGER FOUNDATION,ALCOHOLISM ANO DRUG ABUSE PROGRAM,P.O. BOX 829,,TOPEKA,KS,66601,(913)234-9566,Alcoholism/Drug
POWELL AND ASSOCIATES,,3127 HUNTOON,,TOPEKA,KS,66604,(913)233-9631,Drug
CENTER FOR HUMAN ADVANCEMENT,,101 BONNIE BRAE,,WICHITA,KS,67207,(316)681-2042,Alcoholism/Drug
PARALLAX PROGRAM INC,DRUG ABUSE TREATMENT AND REHAB,532 NORTH BROADWAY,,WICHITA,KS,67214,(316)267-3395,Alcoholism/Drug
SEDGWICK COUNTY,COMPREHENSIVE DRUG TREATMENT PROG,2004 WELLINGTON PLACE,,WICHITA,KS,67203,(316)265-5674,Drug
VALLEY HOPE ALCOHOLISM,TREATMENT CENTER,1002 WEST DOUGLAS,,WICHITA,KS,67202,(316)264-7369,Alcoholism/Drug
REGION XIV COMMUNITY MH CENTER,CLINTON COUNTY MENTAL HEALTH OFFICE,318 CUMBERLAND STREET,,ALBANY,KY,42602,(606)387-7635,Alcoholism/Drug
