Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Website,Note,Keys
Continuing Recovery Center,,,202 West Central Street,,,Irving,IL,62051,(217)533-4441 Hotline: (217)533-4441,,,SA/TX/HH/RL/SF/SS/PA/
Liberty Counseling Center,,,1429 South Main Street,Suite A,,Jacksonville,IL,62650,(217)725-6212,,,SA/TX/OP/AD/CO/DU/CJ/SF/PI/AH/
Wells Center,,,1300 Lincoln Avenue,,,Jacksonville,IL,62650,(217)243-1871 Hotline: (217)243-1871,,,SA/TX/DT/HH/RS/RL/OP/PH/AD/CO/WN/MN/SF/MD/PI/AR/SS/AH/
Tri County Counseling Center,All Alcohol/SA Programs On Site,,220 East County Road,,,Jerseyville,IL,62052,(618)498-9587 Hotline: (618)498-6881,,,MH-SA/TX/OP/AD/CO/DU/SF/MD/PI/SS/PA/
Adult Counseling and Educational Servs,,,16 West Van Buren Street,Suite 202,,Joliet,IL,60432,(815)722-2773,,,SA/TX/OP/DU/SF/SS/SP/
Associates in Alcohol and Drug Counseling Inc,,,3021 Theodore Street,Unit A,,Joliet,IL,60435,(815)577-9913,,,SA/TX/OP/DU/SF/PI/
Challenge Healthcare Corporation,,,3033 West Jefferson Street,Suite 205,,Joliet,IL,60433,(815)741-0102,,,MH-SA/TX/OP/CO/DU/SF/SS/
Cornell Interventions,Lifeworks,,1611 West Jefferson Street,,,Joliet,IL,60435,(815)730-7521,,,SA/TX/DT/MM/DM/BU/OP/AD/HV/WN/DU/SF/MD/PI/AR/SS/PA/
Paramos Counseling Center,,,815 North Larkin Avenue,Suite 204,,Joliet,IL,60435,(815)729-0055,,,SA/TX/OP/CO/DU/SF/PI/SP/
Regional Care Association,,,72 North Chicago Street,,,Joliet,IL,60432,(815)722-7000,,,TX/OP/CO/HV/SS/
Silver Cross Hospital,Chemical Dependency Unit,,1200 Maple Road,,,Joliet,IL,60432,(815)740-7114 Hotline: (815)740-7039,,,SA/TX/OP/DU/SF/PI/
Stepping Stones Inc,,,1621 Theodore Street,,,Joliet,IL,60435,(815)744-4555 Intakes: (815)744-4555x135 (815)744- 4555x100,,,SA/TX/HH/RS/RL/OP/PH/SF/MD/SI/PI/MI/AR/SS/
Traffic School of Behavior Change,,,54 North Ottawa Street,Suite 500,,Joliet,IL,60432,(815)723-7575 Intakes: (888)384-2687 (888)DUICNTR,,,SA/TX/OP/DU/SF/SP/
Forest Counseling Center,,,9050 West 81st Street,,,Justice,IL,60458,(708)594-3500,,,SA/TX/OP/CO/DU/CJ/SF/AR/SS/
Duane Dean Behavioral Health Center,,,700 East Court Street,,,Kankakee,IL,60901,(815)939-0125,,,SA/TX/DT/MM/OP/WN/DU/CJ/SF/MD/MC/PI/SS/
New Hope Counseling Center,,,150 North Schulyer Avenue,Suite 1002,,Kankakee,IL,60901,(815)933-7771,,,SA/TX/OP/DU/SF/PI/SP/F54/
Provena Saint Marys Hospital of,Kankakee,,500 West Court Street,,,Kankakee,IL,60901,(815)937-2081,,,GH/DT/HI/CO/SF/MC/PI/MI/
Bridgeway Inc,,,137 East College Street,,,Kewanee,IL,61443,(309)852-4331,,,SA/TX/OP/DU/SF/MD/MC/PI/AR/
Pillars,,,333 North LaGrange Road,Suite 1,,La Grange Park,IL,60526,(708)698-5500,,,SA/TX/OP/AD/DU/SF/MD/AR/SS/SP/
North Central Behavioral Health System,,,2960 Chartres Street,,,La Salle,IL,61301,(815)224-1610 Hotline: (815)224-1610,,,MH-SA/TX/OP/AD/CO/DU/SF/MD/MC/SI/PI/MI/
Rush Behavioral Health Center,Lake Forest,,800 North Westmoreland Road,Suite 201,,Lake Forest,IL,60045,(312)563-3100,,,SA/TX/OP/PH/AD/CO/SF/SI/PI/AH/
Counseling Center Inc,,,850 East Grand Avenue,Route 132,,Lake Villa,IL,60046,(847)245-3600,,,SA/TX/OP/HV/DU/SF/SP/
Gateway Foundation Inc,Lake Villa Adult Program,,25480 West Cedarcrest Lane,,,Lake Villa,IL,60046,(847)356-8205,,,SA/TX/RS/RL/OP/WN/SF/MD/PI/AR/SS/
Lake County Health Dept Behav Health,Lake Villa Counseling Center,,121 East Grand Avenue,,,Lake Villa,IL,60046,(847)356-0058 Hotline: (847)377-8088,,,SA/TX/OP/AD/SF/MD/PI/SS/PA/
Omni Youth Services,Ela Township Office,,1025 Old McHenry Road,,,Lake Zurich,IL,60047,(847)540-0680,,,MH-SA/TX/OP/AD/SF/MD/PI/SS/AH/SP/F70/
Bridges Counseling and DUI Services,,,9113 Trinity Drive,,,Lake in the Hills,IL,60156,(847)458-7442,,,SA/TX/OP/AD/DU/SF/PI/SS/
Midwest Treatment Center,,,17821 Chappel Avenue,,,Lansing,IL,60438,(708)889-9742,,,SA/TX/OP/DU/SF/SS/SP/
Southeastern IL Counseling Centers Inc,Lawrence Family Counseling Center,,1501 Olive Street,,,Lawrenceville,IL,62439,(618)943-3451 Hotlines: (618)943-3451 (618)395-5026,,,MH-SA/TX/OP/AD/SF/MD/PI/MI/SS/
Timberline Knolls LLC,,,40 Timberine Drive,,,Lemont,IL,60439,(630)257-9600,,,MH-SA/TX/DT/RS/RL/AD/CO/SF/MC/SI/PI/MI/
Central East Alcohol and Drug Council,Adolescent Residential Trt Program,,8500 East County Road 150 North,,,Lerna,IL,62440,(217)235-1303 Intake: (217)348-8108 Hotlines: (217)235-1303 (217)348-8108,,,SA/TX/RS/RL/AD/SF/MD/SI/PI/AR/SS/AH/
Addictions Associates Inc,,,322 Peterson Road,,,Libertyville,IL,60048,(847)549-0083 Intake: (847)549-0084,,,SA/TX/DT/OP/CO/GL/SE/WN/MN/DU/CJ/SF/PI/
Alliance Institute For The,Treatment of Chemical Dependency,,501 West Peterson Road,,,Libertyville,IL,60048,(847)680-3828 Intake: (847)772-2603 Hotlines: (847)772-2603 (847)680-3828,,,MH-SA/TX/DT/OP/PH/AD/CO/HV/WN/DU/CJ/SF/PI/
Behavioral Services Center,,,708 Florsheim Drive,Unit 106,,Libertyville,IL,60048,(847)680-2200 Intake: (847)673-8577 Hotlines: (847)680-2200 (847)673-8577,,,MH-SA/TX/DT/OP/AD/WN/DU/CJ/SF/MD/MC/SI/PI/MI/SS/SP/F66/F70/
Alcohol and Related Counseling,,,1411 North Kickapoo Street,Suite 100,,Lincoln,IL,62656,(217)732-7737,,DWI/DUI Clients Only,SA/TX/OP/DU/SF/
Wells Center,Logan County,,626 North Chicago,,,Lincoln,IL,62656,(217)732-7602 Hotline: (217)243-1871,,,SA/TX/OP/SF/MD/PI/AR/SS/
Alexander Zubenko and Associates,,,4699 Auvergne,Suite 7,,Lisle,IL,60532,(630)960-5860,,,MH-SA/TX/OP/DU/SF/PI/SS/F70/
Central Park of Lisle/Sanya Syrstad,,,3333 Warrenville Road,Suite 200 Room 274,,Lisle,IL,60532,(630)890-2226,,,MH-SA/TX/OP/CO/CJ/SF/SP/F42/F74/
Robert A Moylan LCPC,,,3333 Warrenville Road,Suite 200,,Lisle,IL,60532,(630)355-9608 Intake: (630)788-1100,,,MH-SA/TX/OP/PH/AD/CO/HV/GL/SE/WN/MN/DU/CJ/SF/PI/SP/F42/F74/
Bridgeway Inc,,,590 Deer Road,,,Macomb,IL,61455,(309)836-2334,,,SA/TX/OP/DU/SF/MD/PI/
North Central Behavioral Health System,at Fulton and McDonough Counties,,301 East Jefferson Street,,,Macomb,IL,61455,(309)833-2191 Hotline: (309)833-2191,,,MH-SA/TX/OP/SF/MD/MC/SI/PI/MI/
Western Illinois University,AOD Resource Center Beu Health Center,,1 University Circle,,,Macomb,IL,61455,(309)298-2457,,,SA/TX/OP/AD/DU/SF/PI/
Specialized Assistance Services NFP,Branden House,,333 Evergreen Street,,,Manteno,IL,60950,(815)468-6556 Intake: (312)808-3210x116,,,SA/TX/MM/RL/CO/PW/WN/MN/CJ/SF/PI/AR/PA/
Franklin/Williamson Human Services Inc,Halfway House,,1305 1/2 West Main Street,,,Marion,IL,62959,(618)997-5336 Intake: (618)997-5336x6106,,,SA/TX/HH/RL/SF/SP/
Franklin/Williamson Human Services Inc,Outpatient and Intensive Outpatient,,1307 West Main Street,,,Marion,IL,62959,(618)997-5336,,,SA/TX/OP/SF/MD/SI/PI/AH/SP/
Franklin/Williamson Human Services Inc,Residential Treatment Center,,1305 West Main Street,,,Marion,IL,62959,(618)997-5336x6108 Intake: (618)997-5336x6125,,,MH-SA/TX/RS/WN/MN/SF/MD/SI/PI/AH/SP/
Human Resources Center of,Edgar and Clark Counties,,1006 South 6th Street,,,Marshall,IL,62441,(217)826-6212 Hotline: (866)567-2400,,,MH-SA/TX/OP/AD/DU/SF/MD/MC/PI/SS/PA/AH/
Chestnut Health Systems Inc,,,2148 Vadalabene Road,,,Maryville,IL,62062,(618)288-3100,,,SA/TX/RS/RL/OP/AD/CO/SF/MD/PI/SS/PA/AH/
Central East Alcohol and Drug Council,Adolescent Outpatient Services,,513 North 13th Street,,,Mattoon,IL,61938,(217)258-6018 Intake: (217)348-8108 Hotline: (217)348-8108,,,SA/TX/OP/AD/CJ/SF/MD/SI/PI/AR/SS/AH/
Central East Alcohol and Drug Council,Outpatient Services,,416 North 19th Street,,,Mattoon,IL,61938,(217)258-2968 Intake: (217)348-8108 Hotline: (217)348-8108,,,SA/TX/OP/DU/SF/MD/SI/PI/AR/SS/AH/
Enhanced Clinical Solutions Inc,Eisnehower Tower,,1701 South 1st Avenue,Suite 310,,Maywood,IL,60153,(708)344-0884x206 Intakes: (708)344-0884 (708)344-0834,,,SA/TX/OP/AD/WN/MN/DU/CJ/SF/AR/SS/SP/
Substance Abuse Operations,,,308 South 5th Avenue,,,Maywood,IL,60153,(708)343-1275,,Methadone Clients Only,SA/TX/MM/OP/PW/WN/MN/CJ/SF/MD/AR/SS/PA/
Way Back Inn Inc,,,104 Oak Street,,,Maywood,IL,60153,(708)345-8422,,,MH-SA/TX/HH/RS/RL/OP/MN/SF/PI/AR/AH/SP/F66/
Way Back Inn Inc,Maywood House 2,,201 South 2nd Avenue,,,Maywood,IL,60153,(708)344-3301,,,MH-SA/TX/HH/RS/RL/OP/CO/MN/SF/PI/AR/AH/SP/F66/
Counseling Center Inc,,,133 Rand Road,Route 120,,McHenry,IL,60051,(815)344-3446,,,SA/TX/OP/HV/DU/SF/SP/
Family Service and Community,Mental Health Ctr for McHenry County,,4100 Veterans Parkway,,,McHenry,IL,60050,(815)385-6400x231 Intake: (815)385-6400 Hotline: (800)892-8900,,,MH-SA/TX/DT/OP/AD/CO/BC/SF/MD/SI/PI/MI/SS/SP/F28/F66/
Pilsen Little Village,Community Mental Health Center,,1633 North 37th Avenue,,,Melrose Park,IL,60160,(708)343-7860,,DWI/DUI Clients Only,SA/TX/OP/HV/GL/SE/PW/WN/MN/DU/CJ/SF/MD/AR/SS/SP/
Procare Centers,Recovery Center,,1414 West Main Street,,,Melrose Park,IL,60160,(708)681-0073x5208 Intake: (708)410-0615 Hotlines: (708)681-4357 (708)681HELP,,,SA/TX/OP/AD/CO/WN/DU/SF/MD/MC/PI/AR/SS/AH/SP/
Youth Outreach Services,,,4419 West North Avenue,,,Melrose Park,IL,60160,(708)547-1091 Hotline: (708)547-1091,,,MH-SA/TX/OP/AD/SF/MD/PI/PA/SP/
MASSAC County Mental Health,,,206 West 5th Street,,,Metropolis,IL,62960,(618)524-9368x201 Intake: (618)524-9368 Hotlines: (618)524-9368x201 (618)524- 9368x204,,,MH/TX/OP/AD/CJ/SF/MD/PI/MI/AH/
Psychological Services Inc,,,4324 7th Street,,,Moline,IL,61265,(309)757-9000 Intakes: (309)757-9000x112 (309)757- 9000x102,,,MH-SA/TX/OP/DU/SF/MC/PI/MI/
River Bend Christian Counseling Inc,,,111 19th Avenue,,,Moline,IL,61265,(309)757-0300,,,MH-SA/TX/DT/OP/CO/DU/SF/PI/MI/
Bridgeway Inc,,,219 Euclid Street,,,Monmouth,IL,61462,(309)734-9461,,,MH-SA/TX/OP/SF/MD/MC/PI/AR/
Piatt County Mental Health Center,,,1921 North Market Street,,,Monticello,IL,61856,(217)762-5371 Hotlines: (217)762-4357 (217)762HELP,,,MH-SA/TX/OP/DU/SF/MC/PI/SS/AH/
Institute for Personal Development,,,1401 Lakewood Drive,Suite A,,Morris,IL,60450,(815)942-6323 Intake: (815)942-6323x234,,,MH-SA/TX/OP/AD/CO/WN/MN/DU/CJ/SF/MD/MC/PI/SS/
Serenity Bridges LLC,,,8700 Waukegan Road,Suite 225,,Morton Grove,IL,60053,(847)470-1465 Intake: (847)965-8842,,,SA/TX/OP/PH/CO/SE/PW/WN/MN/DU/CJ/SF/SS/
Southeastern IL Counseling Centers Inc,Wabash Family Counseling Center,,602 East 5th Street,,,Mount Carmel,IL,62863,(618)262-7473 Hotlines: (618)262-7473 (618)395-5026,,,MH-SA/TX/OP/AD/SF/MD/PI/MI/SS/
Sinnissippi Centers Inc,,,1122 Healthcare Drive,,,Mount Carroll,IL,61053,(815)244-1376 Intake: (866)244-1376 Hotline: (800)242-7642,,,MH-SA/TX/DT/OP/CO/SF/MD/MC/SI/PI/MI/AH/
Victory Vision Counseling,,,500 West Central Road,Suite 100-C,,Mount Prospect,IL,60056,(847)788-9622,,,MH-SA/TX/OP/DU/SF/AH/F10/F36/F66/F70/F89/
Mental Health Centers of Western IL,Brown Site,,700 SE Cross Street,,,Mount Sterling,IL,62353,(217)773-3325 Hotline: (217)357-3176,,,MH-SA/TX/OP/SF/MD/MC/SI/PI/MI/SS/AH/
ABC DUI Services,,,730 East Illinois Highway 15,,,Mount Vernon,IL,62864,(618)241-9555,,,SA/TX/OP/DU/SF/
Thompson Counseling Services,,,4230 Lincolnshire Drive,Suite E,,Mount Vernon,IL,62864,(618)242-4290,,,MH-SA/TX/OP/PH/DU/SF/PI/
Omni Youth Services,Mundelein Libertyville,,115 North Seymour Avenue,,,Mundelein,IL,60060,(847)949-1020 Intake: (847)540-0680,,,MH-SA/TX/OP/AD/SF/MD/PI/SS/PA/AH/SP/F70/
Renacer Latino Inc,,,900 North Lake Street,,,Mundelein,IL,60060,(847)336-7302 Hotline: (847)336-7302,,,MH-SA/TX/OP/AD/WN/MN/DU/CJ/SF/PI/SS/SP/F10/F30/F66/F70/F74/
Lutheran Social Services of Illinois,Nachusa Lutheran Home,,1261 Illinois Route 38,,,Nachusa,IL,61057,(815)284-7796x2001,,,SA/TX/RL/AD/CO/GL/CJ/SF/PI/PA/
Alpha Counseling Center Inc,,,1112 South Washington Street,Suite 14,,Naperville,IL,60540,(630)983-4577,,,SA/TX/OP/DU/SF/PI/
Breaking Free Inc,,,800 West 5th Avenue,Suite 102-B,,Naperville,IL,60563,(630)355-2585,,,SA/TX/OP/AD/CO/DU/SF/MD/SI/PI/SS/
Care Clinics Inc,,,121 North Washington Street,,,Naperville,IL,60540,(630)896-4650,,,MH-SA/TX/OP/AD/CO/SE/WN/MN/DU/CJ/SF/SS/SP/F66/
Family Connection,,,1548 Bond Street,,,Naperville,IL,60563,(630)548-2435 Intake: (630)548-2436,,,SA/TX/OP/DU/SF/SS/
Linden Oaks Hospital At Edward,,,852 West Street,,,Naperville,IL,60540,(630)305-5500 Intake: (630)305-5027 Hotlines: (630)305-5500 (630)305-5027,,,MH-SA/TX/DT/HI/OP/PH/AD/CO/SF/MD/MC/PI/
Serenity House Inc,,,1045 Adler Lane,,,Naperville,IL,60540,(630)620-6616x128,,,SA/TX/HH/RL/WN/SF/MD/MI/SS/AH/
Jasper County Counseling Services,,,106 East Edwards Street,,,Newton,IL,62448,(618)783-4154,,,MH/TX/OP/AD/DU/SF/PI/MI/SS/AH/
Southeastern IL Counseling Centers Inc,Newton Family Counseling Center,,902 West Jourdan Street,,,Newton,IL,62448,(618)783-8615 Hotlines: (618)783-8615 (618)395-5026,,,MH-SA/TX/OP/AD/SF/MD/PI/MI/SS/
IL Institute for Addiction Recovery at,BroMenn Regional Medical Center,,Virginia at Franklin Street,,,Normal,IL,61761,(309)888-0993 Intakes: (800)522-3784 (800)522DRUG,,,SA/TX/DT/HI/OP/PH/CO/WN/MN/SF/MC/PI/
Taking Control,,,106 South Lincoln Way,Suite A,,North Aurora,IL,60542,(630)801-1669,,,MH-SA/TX/OP/AD/CO/SE/WN/DU/CJ/SF/PI/SS/
DARU/Domiciliary Addiction,Rehabilitation Unit,,3001 Green Bay Road,Building 11,,North Chicago,IL,60064,(224)610-4012x84012 Intake: (847)688-1900x84493,,,SA/TX/DT/HI/RS/RL/OP/PH/CO/SF/MD/MC/SI/PI/MI/SS/PA/
Northern Illinois Council on Alc and Subst Abuse/Womens Servs (NICASA),,,2031 Dugdale Road,,,North Chicago,IL,60064,(847)785-8660,,,SA/TX/OP/WN/MD/MC/PA/
Bremen Youth Services,,,15350 Oak Park Avenue,Box 627,,Oak Forest,IL,60452,(708)687-9200,,,MH-SA/TX/OP/AD/SF/SS/PA/
Advocate Christ Medical Center,Substance Abuse Services,,4440 West 95th Street,5 West Unit,,Oak Lawn,IL,60453,(708)684-1337,,,GH/TX/OP/DU/SF/MC/PI/MI/
Associates In Alcohol And,Drug Counseling Inc,,8938 South Ridgeland Avenue,Suite 100,,Oak Lawn,IL,60453,(708)233-0161,,,SA/TX/OP/DU/SF/PI/
Crossmont and Associates Inc,,,10522 South Cicero Avenue,Suite 302,,Oak Lawn,IL,60453,(708)229-0700 Intake: (708)229-0172,,,SA/TX/OP/AD/CO/HV/GL/SE/PW/WN/MN/DU/SF/PI/AR/SP/
MedMark Treatment Centers,,,4700 West 95th Street,,,Oak Lawn,IL,60453,(708)499-6320,,,SA/TX/DT/MM/DM/OP/SF/
Radius Foundation Inc,,,10522 South Cicero Avenue,,,Oak Lawn,IL,60453,(708)424-3085,,,SA/TX/DT/OP/HV/PW/SF/
Corporate Health Resource Center,All Alc/Substance Abuse Progs on Site,,161 North Marion Street,,,Oak Park,IL,60301,(708)383-6770,,,MH-SA/TX/DT/OP/AD/CO/SE/WN/MN/DU/CJ/SF/MD/MC/SI/PI/MI/AR/SP/F66/
Rush Behavioral Health Center,Oak Park Professional’s Program,,610 South Maple Avenue,Suite 5600,,Oak Park,IL,60304,(312)563-3600 Intake: (312)563-3604,,,MH-SA/TX/DT/HH/OP/PH/CO/WN/MN/SF/PI/
Substance Abuse and Behavioral,Evaluation Services Inc (SABES),,1515 North Harlem Avenue,Suite 202,,Oak Park,IL,60302,(708)445-1400,,,SA/TX/OP/WN/DU/SF/SS/SP/
Suburban Counseling Services,,,1101 Lake Street,,,Oak Park,IL,60301,(708)358-0758 Intake: (847)702-6519,,DWI/DUI Clients Only,SA/TX/OP/DU/SF/SS/PA/
Way Back Inn Inc,Greatful House,,412 South Wesley Street,,,Oak Park,IL,60302,(708)344-3301,,,MH-SA/TX/HH/RS/RL/OP/GL/WN/SF/AR/AH/SP/F66/
Southeastern IL Counseling Centers Inc,Alcohol Outpatient Services,,504 Micah Drive,,,Olney,IL,62450,(618)395-4306 Hotlines: (618)395-4306 (618)395-5026,,,MH-SA/TX/OP/AD/SF/MD/PI/MI/SS/
Intercept Programs Inc,,,20200 Governors Drive,Suite 104,,Olympia Fields,IL,60461,(708)747-8535,,,SA/TX/OP/DU/SF/
Nexus Adolescent Chemical Health,,,118 East Lincoln Avenue,,,Onarga,IL,60955,(815)268-4274,,,SA/TX/OP/AD/SF/MD/PI/
Bridgeway Inc,,,Route 164 East,Frontage Road,,Oquawka,IL,61469,(309)867-8201 Intake: (309)867-2626 Hotline: (800)322-7143,,,MH-SA/TX/OP/DU/SF/MD/SI/PI/MI/AR/SS/AH/
Sinnissippi Centers Inc,,,125 South 4th Street,,,Oregon,IL,61061,(815)732-3157 Intake: (800)242-7642 Hotline: (800)242-7642,,,MH-SA/TX/OP/AD/CO/SF/MD/MC/SI/PI/MI/AH/
Associates in Alcohol and Drug Counseling Inc,,,62 Orland Square Drive,Suites 204 and 205,,Orland Park,IL,60462,(708)349-2654,,,SA/TX/OP/DU/SF/PI/
Primary Care Center,,,15300 West Avenue,Suite 313,,Orland Park,IL,60462,(708)460-2370 Intake: (708)460-2721 Hotline: (708)361-8255,,,MH-SA/TX/OP/PH/CO/SE/WN/MN/SF/MC/PI/AH/
DUI Assessments and Services Inc,,,218 West Madison Street,,,Ottawa,IL,61350,(815)433-4025 Intake: (815)433-4992,,DWI/DUI Clients Only,SA/TX/OP/DU/SF/
James R Gage and Associates,,,1017 Clinton Street,,,Ottawa,IL,61350,(815)434-0034,,DWI/DUI Clients Only,SA/TX/OP/DU/SF/
North Central Behavioral Health System,,,727 Etna Road,,,Ottawa,IL,61350,(815)434-4727 Intake: (815)224-1610 Hotline: (815)224-1610,,,MH-SA/TX/OP/CO/DU/SF/MD/MC/SI/PI/MI/
Bridge Youth and Family Services,,,721 South Quentin Road,,,Palatine,IL,60067,(847)359-7490,,,MH/TX/OP/AD/SF/PI/SS/PA/
Lutheran Social Services of Illinois,BHS In The Northwest Suburbs,,4811 Emerson Avenue,Suite 112,,Palatine,IL,60067,(847)397-0095x17,,,SA/TX/OP/WN/DU/SF/MD/MC/PI/MI/AR/SS/
New Visions Counseling Services Inc,,,7808 West College Drive,Suite 1,,Palos Heights,IL,60463,(630)493-1100,,,SA/TX/OP/DU/CJ/SF/
Palos Community Hospital,,,12251 South 80th Avenue,,,Palos Heights,IL,60463,(708)923-4000x5775 Intake: (708)923-5775 Hotline: (708)361-8255,,,MH-SA/TX/DT/HI/AD/CO/SE/SF/MC/PI/MI/
All Types Counseling Services,,,9944 South Roberts Road,Suite 208,,Palos Hills,IL,60465,(708)599-4220,,,MH-SA/TX/OP/AD/CO/WN/DU/SF/PI/MI/AR/SS/PA/
Baxter and Sheeren Inc,,,10761 South Roberts Road,,,Palos Hills,IL,60465,(708)974-1177,,,SA/TX/OP/DU/CJ/SF/PI/MI/
ABBCON Counseling,Edgar Treatment Center,,150 East Wood Street,,,Paris,IL,61944,(217)465-2992,,,SA/TX/OP/DU/CJ/SF/PI/
Human Resources Center of,Edgar and Clark Counties,,118 East Court Street,P.O. Box 1118,,Paris,IL,61944,(217)465-4118 Hotline: (866)567-2400,,,MH-SA/TX/OP/WN/DU/SF/MD/MC/PI/AR/SS/PA/AH/
Aunt Marthas Youth Service Center,,,440 Forest Boulevard,,,Park Forest,IL,60466,(708)679-8000 Intake: (708)679-8130,,,SA/TX/OP/AD/CO/PW/WN/MN/SF/MD/AR/
Comgraph Inc,,,252 Main Street,,,Park Forest,IL,60466,(708)481-9570,,,SA/TX/OP/AD/CO/DU/CJ/SF/MD/PI/MI/SP/
Maine Center,,,832 Busse Highway,,,Park Ridge,IL,60068,(847)696-1376x313 Intakes: (847)696-1376 (847)696-1570 Hotline: (847)696-1576,,,MH-SA/TX/OP/AD/DU/SF/MC/PI/AR/SS/SP/
Countermeasures Inc,,,519 Court Street,,,Pekin,IL,61554,(309)347-8282,,,SA/TX/OP/DU/SF/
Tazwood Mental Health Center Inc,,,3248 Vandever Avenue,,,Pekin,IL,61554,(309)347-5522 Hotline: (309)347-1148,,,MH-SA/TX/OP/AD/WN/DU/SF/MD/SI/PI/MI/AR/SS/AH/
Alcohol and Related Counseling,,,416 Main Street,Suite 832,,Peoria,IL,61602,(309)672-2272,,DWI/DUI Clients Only,SA/TX/OP/DU/SF/
Central Illinois,Center For The Treatment of Addictions,,130 Richard Pryor Place,,,Peoria,IL,61605,(309)671-8960 Intake: (309)671-8040,,,SA/TX/RL/PW/WN/BC/SF/MD/SI/PI/MI/SS/PA/
Countermeasures Inc,,,456 West Fulton Street,Suite 271,,Peoria,IL,61602,(309)676-7868,,,SA/TX/OP/DU/SF/
Human Service Center,,,3300 New Leaf Lane,3300 Building,,Peoria,IL,61614,(309)692-6900,,,HH/
IL Alcohol and Drug Evaluation Servs,,,7501 North University Street,Suite 201,,Peoria,IL,61614,(309)692-9236 Intake: (888)DRIROAD,,,SA/TX/OP/AD/DU/SF/PI/
IL Institute for Addiction Recovery at,Proctor Hospital,,5409 North Knoxville Avenue,,,Peoria,IL,61614,(309)691-1055 Intakes: (800)522-3784 (800)522DRUG,,,SA/TX/DT/HI/OP/PH/AD/CO/WN/MN/SF/MC/PI/
New Leaf,,,3500 New Leaf Lane,,,Peoria,IL,61615,(309)692-6900 Intake: (309)671-8040,,,SA/TX/HI/OP/WN/BC/SF/MD/SI/PI/MI/AR/SS/PA/
TAP Resources,,,2390 West Nebraska Avenue,,,Peoria,IL,61604,(309)676-8762,,,SA/TX/OP/DU/SF/PI/
White Oaks Knolls for Men,,,2101 West Willow Knolls Road,,,Peoria,IL,61614,(309)689-3074 Intake: (309)692-6900,,,SA/TX/RL/MN/CJ/SF/MD/SI/PI/MI/AR/SS/PA/SP/
Youth and Community Services,,,5113 North Executive Drive,,,Peoria,IL,61614,(309)692-6900 Intake: (309)589-7980,,,MH-SA/TX/OP/AD/CO/CJ/SF/MD/MC/SI/PI/MI/AR/SS/PA/
Counseling Center of Pike County,,,121 South Madison Street,,,Pittsfield,IL,62363,(217)285-4436 Hotline: (217)285-6111,,,MH-SA/TX/OP/AD/WN/DU/SF/MD/PI/
Pike County/Mental Health Centers of,Western Illinois,,121 South Madison Street,,,Pittsfield,IL,62363,(217)285-4436,,,MH-SA/TX/OP/CO/SF/MD/MC/SI/PI/MI/SS/AH/
Heritage Counseling Center,,,13300 Division Street,Suite B-4,,Plainfield,IL,60544,(815)577-8970x205,,,SA/TX/OP/DU/SF/SI/PI/
New Directions Counseling Center,,,1904 North Main Street,Suite 5,,Princeton,IL,61356,(815)875-2192,,,SA/TX/OP/AD/HV/GL/WN/MN/DU/CJ/SF/PI/MI/
North Central Behavioral Health System,,,526 Bureau Valley Parkway,,,Princeton,IL,61356,(815)875-4458 Intake: (815)224-1610 Hotline: (815)224-1610,,,MH-SA/TX/OP/SF/MD/MC/SI/PI/MI/
Great River Recovery Resources Inc,,,428 South 36th Street,,,Quincy,IL,62301,(217)224-6300 Hotline: (217)224-6300,,,SA/TX/DT/RS/OP/PH/CO/DU/CJ/SF/MD/PI/MI/AR/SS/PA/AH/
Hopewell Clinical,,,529 Hampshire Street,Suite 609,,Quincy,IL,62301,(217)223-0170,,,SA/TX/OP/AD/DU/CJ/SF/
Human Service Center,Southern Metro East,,10257 State Route 3,,,Red Bud,IL,62278,(618)282-6233,,,MH-SA/TX/OP/SF/MD/SI/PI/MI/
Egyptian Public and Mental Health Dept,,,112 East Main Street,,,Ridgway,IL,62979,(618)273-3326x119 Intakes: (618)272-4691 (618)272-5751 Hotline: (618)252-8661,,,MH-SA/TX/OP/AD/PW/SF/MD/PI/AR/SS/AH/SP/
Southeastern IL Counseling Centers Inc,Crawford Family Counseling Center,,204 West Highland Street,,,Robinson,IL,62454,(618)546-1021 Hotlines: (618)546-1021 (618)395-5026,,,MH-SA/TX/OP/AD/SF/MD/PI/MI/SS/
Braden Counseling Center PC,,,1500 West Lincoln Avenue,Suite B-5,,Rochelle,IL,61068,(815)561-8855,,,MH-SA/TX/OP/DU/CJ/SF/PI/
Sinnissippi Centers Inc,,,1321 North 7th Street,,,Rochelle,IL,61068,(815)562-3801 Intake: (800)242-7642 Hotline: (800)242-7642,,,MH-SA/TX/OP/AD/CO/DU/SF/MD/MC/SI/PI/MI/AH/
Recovery Zone,,,1503 1st Avenue,Suite A,,Rock Falls,IL,61071,(815)626-2800,,,SA/TX/OP/DU/SF/PI/SS/
Center for Alcohol and Drug Servs Inc,Rock Island Office,,4230 11th Street,,,Rock Island,IL,61201,(309)788-4571,,,SA/TX/MM/DM/OP/WN/DU/SF/MD/PI/SS/AH/
Robert Young Center CMHC,,,2701 17th Street,,,Rock Island,IL,61201,(309)779-2800,,,MH-SA/TX/DT/HI/OP/AD/CO/PW/WN/MN/DU/SF/MD/MC/SI/PI/MI/SS/PA/AH/SP/
