Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,zip1,zip2,ID,Longitude,Latitude,Match Score
Community and Family Resources,,,19 6th Street South,,,Humboldt,IA,50548,(515)332-4843,TX/PV/OS/OR/IO/AD/DD/SS,50548,,6696IA50548,-94.21595266750823,42.72029192313565,100.0
Gordon Recovery,Ida Grove Office,,40 I Moorehead Street,,,Ida Grove,IA,51445,(712)364-2438 Hotline:,TX/PV/OS/OR/AD/SS,51445,,3523IA51445,-95.46846494325241,42.34204004928778,96.82
Pathways Behavioral Services Inc,,,209 Second Avneue NE,,,Independence,IA,50644,(319)334-6163,TX/PV/OS/OR/AD/DD/SS/MD/PI,50644,,4910IA50644,-91.89529721247752,42.46725915580396,97.17
Mid Eastern Council on Chemical Abuse,,,430 Southgate Avenue,,,Iowa City,IA,52240-4492,(319)351-4357 Hotline: (319)351-4357,TX/PV/OS/DT/OR/IO/RD/RR/AD/HV/PW/SS/OH/HH/SC/CJ/MD/PI,52240,4492.0,7336IA52240,-91.52975797258772,41.640707488004544,100.0
Univ of Iowa Hospitals and Clinics,Chemical Dependency Center,,200 Hawkins Drive,,,Iowa City,IA,52242,(319)384-8765 Hotline: (319)384-8765,TX/OS/DT/OD/OR/IO/ID/IR/DD/HV/PW/GH/CM/CH/CO/SC/CJ/MD/PI,52242,,1270IA52242,-91.54995265954594,41.65971320199771,100.0
Veterans Affairs Medical Center,Outpatient Suhst Ahuse Trt Prog (SATP),,Highway 6 West,,,Iowa City,IA,52246,(319)339-7013,TX/PV/OS/DT/OD/OR/DD/GH/FG,52246,,7561IA52246,-91.54732824637064,41.66454534554669,100.0
Freedom House,,,210 Iowa Street,,,Iowa Falls,IA,50126,(515)648-6491,TX/OS/DT/OR/IO/ID/DD/SS/GH/PH/CM/MC/MD/PI,50126,,4441IA50126,-93.25959000422598,42.522537513879406,100.0
Alcohol and Drug Dependency Services,,,5 North 13th Street,,,Keokuk,IA,52632,(319)524-4397,TX/PV/OS/OR/AD/SS,52632,,6277IA52632,-91.38971690259129,40.402062051488564,100.0
River Center for Comm Mental Health,,,208 Bank Street,,,Keokuk,IA,52632,(319)524-3873,TX/PV/OS/OR/IO/AD/DD/CM/MD/PI,52632,,0428IA52632,-91.38424167939665,40.39170798398164,100.0
Sieda Drug and Alcohol Services,Courthouse/Magistrates Office,,115 South Main Street,,,Keosauqua,IA,52565,(515)682-8741,TX/PV/OS/OR/IO/AD/SS,52565,,0993IA52565,-91.95897888768144,40.72740092441433,100.0
Gordon Recovery Center Inc,Plymouth County Satelite,,22 First Street NE,,,Le Mars,IA,51031,(712)546-7868 Hotline: (712)279-3960,TX/PV/OS/OR/IO/AD/DD/SS,51031,,1543IA51031,-96.16575039744646,42.7942424792769,100.0
Substance Abuse Trt Unit of Central IA,,,9 North 4th Avenue,,,Marshalltown,IA,50158,(515)752-5421,TX/PV/OS/OR/IO/AD/DD/SS/MD/PI,50158,,5058IA50158,-92.90622296412756,42.050030018226266,100.0
Prairie Ridge,,,320 North Eisenhower Avenue,,,Mason City,IA,50401,(515)424-2391,TX/PV/OS/OD/OR/IO/RR/AD/DD/PW/SS/HH/MD/PI,50401,,4718IA50401,-93.26060765109057,43.15255035793064,100.0
Iowa Correctional Institution for,Women,,300 Elm Street SW,,,Mitchellville,IA,50169,(515)967-4236,TX/PV/OS/OR/RR/SS/TC/CJ,50169,,6922IA50169,-93.36300753864334,41.66416303929094,98.06
Alcohol and Drug Dependency Services,,,207 South Hanison Street,Suite 4,,Mount Pleasant,IA,52641,(319)385-2216,TX/PV/OS/OR/AD/SS,52641,,3450IA52641,-91.55226950140309,40.95585746735147,85.91
Mental Health Institute,Iowa Residential Treatment Center,,1200 East Washington Street,,,Mount Pleasant,IA,52641,,TX/OS/IO/RR/DD/HV/SS/OH/TC/MC/MD/PI,52641,,9673IA52641,-91.53660288617789,40.9637726242485,100.0
Mount Pleasant Correctional Facility,Therapeutic Community Program,,1200 East Washington Street,,,Mount Pleasant,IA,52641,,TX/OS/RR/CJ,52641,,9673IA52641,-91.53660288617789,40.9637726242485,100.0
Community Health Resources,New Horizons Outpt Subst Abuse Program,,1616 Cedar Street,,,Muscatine,IA,52761,(319)264-9409 Hotline: (319)264-9100,TX/PV/OS/OR/IO/AD/SS/MC/MD/PI,52761,,9652IA52761,-91.05683750056518,41.43304575301375,100.0
Pathways Behavioral Services Inc,Chickasaw County Office,,951 North Linn Avenue,Suite 3,,New Hampton,IA,50659,(515)394-3172 Hotline: (319)235-6571,TX/PV/OS/OR/IO/RR/SS,50659,,0566IA50659,-92.31777237370501,43.06982000967004,100.0
Pathways Behavioral Services Inc,,,951 North Linn Avenue,Suite 3,,New Hampton,IA,50659,(515)394-3172,TX/PV/OS/OR/IO/AD/DD/HV/PW/SS/MD/FG/PI,50659,,0566IA50659,-92.31777237370501,43.06982000967004,100.0
Capstone Center Inc,Substance Abuse Division,,306 North 3rd Avenue East,,,Newton,IA,50208,(515)792-4012,TX/PV/OS/OR/IO/AD/DD/SS/CM/MD/PI,50208,,3569IA50208,-93.05053025160477,41.70146752693765,100.0
Newton Correctional Facility,Substance Abuse Treatment Programs,,1203 South 60th Avenue West,,,Newton,IA,50208,(515)792-7552,TX/OR/IO/RR/CJ,50208,,9335IA50208,-93.06764006291873,41.63018254173464,100.0
Gordon Recovery Center,,,317 10th Street,,,Onawa,IA,51040,(712)423-1467 Hotlines: (712)234-2300 (800)472-9018,TX/PV/OS/OR/SS,51040,,4132IA51040,-96.09764299173716,42.035960323194026,100.0
Zion Brown Treatment Center,,,Rural Route 1,Box 287,,Orient,IA,50858-9609,(515)337-5385,TX/OS/DT/IO/RD/RR/SS/TC/SG/CJ,50858,9609.0,2163IA50858,-94.41776,41.203980000000065,98.0
Ottumwa Regional Health Center,Family Recovery Center,,312 East Alta Vista Avenue,,,Ottumwa,IA,52501,(515)684-3170 Hotline: (800)482-7511,TX/PV/OS/DT/OR/IO/ID/IR/RR/GH/MC/MD/FG/PI,52501,,0703IA52501,-92.40001996625216,41.03830249562779,98.16
Southern IA Economic Development Assoc,Drug and Alcohol Services,,226 West Main Street,,,Ottumwa,IA,52501,(515)682-8741,TX/PV/OS/OR/IO/AD/SS/MD/PI,52501,,4538IA52501,-92.41427800264877,41.019006055322926,100.0
Capstone Center Inc,,,712 Union Street,,,Pella,IA,50219-1768,(515)628-9672,TX/OS/OR/SS/MD/PI,50219,1768.0,9693IA50219,-92.91778009986403,41.404117500132095,100.0
Community and Family Resources Inc,,,218 1/2 North Main Street,,,Pocahontas,IA,50574-1624,(515)576-7261,TX/PV/OS/OR/IO/AD/DD/SS,50574,1624.0,7273IA50574,-94.66884600387337,42.73462637367357,100.0
Community and Family Resources,,,5 I 5 Court Street,Courthouse Annex,,Rockwell City,IA,50579,(712)297-7321,TX/PV/OS/OR/IO/AD/DD/SS,50579,,6855IA50579,-94.630127530774,42.394522459494354,98.29
Tree Substance Abuse Program,Trinity Recovery Center Affiliate,North Central Correctional Facility,313 Lanedale Street,,,Rockwell City,IA,50579,,TX/OS/IO/CJ,50579,,9011IA50579,-94.6118627277258,42.39382421243647,98.04
New View Substance Abuse Center,,,100 South State Street,,,Sac City,IA,50583,(712)792-1457,TX/PV/OS/IO/AD/SS,50583,,3342IA50583,-94.98823317762981,42.4214690271909,100.0
Gordon Recovery Center Inc,Outpatient,,800 5th Street,Suite 200,,Sioux City,IA,51101,(712)239-2500 Hotline: (712)279-3960,TX/PV/OS/OR/IO/AD/DD/SS/MD/FG/PI,51101,,5578IA51101,-96.40072166056679,42.495222909015496,100.0
Gordon Recovery Centers,Adult Residential,,2309 Jackson Street,,,Sioux City,IA,51104,(712)258-5424 Hotline: (712)279-3960,TX/RR/DD/HH/MD/FG/PI,51104,,0606IA51104,-96.40224730428422,42.51458966755988,100.0
Gordon Recovery Centers,Stone Park Unit,,2620 Stone Park Boulevard,,,Sioux City,IA,51104,(712)279-3940,TX/OS/DT/ID/GH/MC/MD/FG/PI,51104,,2361IA51104,-96.40555146904764,42.51829505208538,98.9
Marian Behavioral Care,Intensive Outpt Prog/Chem Dep Services,,430 l Sergeant Road,,,Sioux City,IA,51106,(712)274-4220,TX/PV/OS/DT/OD/OR/IO/ID/SS/GH/MC/MD/PI,51106,,9803IA51106,-96.35084827863415,42.448244652889926,95.63
Northwest Iowa,Alcoholism and Drug Treatment Unit Inc,,1900 Grand Avenue North,Suite E-8,,Spencer,IA,51301,(712)262-2952 Hotline: (800)238-7633,TX/PV/OS/OR/IO/AD/SS/MD/FG/PI,51301,,8146IA51301,-95.14580671394356,43.163184682943495,99.89
Vista Addiction and Recovery Center,North Campus of Buena Vista Cnty Hosp,,1305 West Milwaukee Street,,,Storm Lake,IA,50588,(712)732-2872,TX/PV/OS/OR/GH/MD/PI,50588,,2094IA50588,-95.21748222187976,42.6480268419944,98.06
Meskwaki Alcohol/Drug Abuse Center,,,,,,Tama,IA,52339,Hotline: (515)750-0583,TX/PV/OS/OR/AD/SS/FG,52339,,6549IA52339,-92.57742999999994,41.967450000000035,100.0
Alcohol Drug Dependency Services,,,214 Prairie Street,,,Wapello,IA,52653,(319)523-8436,TX/PV/OS/OR/AD/SS,52653,,3493IA52653,-91.18852260038851,41.18033095702934,99.55
Allen Counseling Center,Allen Memorial Hospital,,1825 Logan Avenue,,,Waterloo,IA,50703,(319)235-3550,TX/OS/IO/AD/GH/MD/PI,50703,,8361IA50703,-92.33776723609243,42.526601647272074,100.0
Pathways Behavioral Services Inc,,,1221 Franklin Street,,,Waterloo,IA,50703,(319)232-5363,TX/PV/OS/OR/IO/DD/SS,50703,,1123IA50703,-92.32603567295051,42.49595539760592,100.0
Pathways Behavioral Services Inc,,,2222 Falls Avenue,,,Waterloo,IA,50701,(319)235-6571,TX/PV/OS/OR/IO/RR/AD/DD/SS/HH/MD/FG/PI,50701,,1564IA50701,-92.37484098057024,42.50048749265296,100.0
Pathways Behavioral Services Inc,,,123 2nd Street NE,,,Waverly,IA,50677-1763,(319)352-1353,TX/OS/OR/AD/SS/MD/PI,50677,1763.0,5532IA50677,-92.46814740470995,42.72659968246083,100.0
Community and Family Resources,,,914 Willson Street,,,Webster City,IA,50595,(515)576-7261,TX/PV/OS/OR/IO/AD/DD/SS,50595,,5677IA50595,-93.81925269673538,42.46683926436438,98.04
Madison County Memorial Hospital,The Bridge Counseling Center,,300 Hutchings Street,,,Winterset,IA,50273,(515)462-3105,TX/PV/OS/DT/OR/IO/ID/AD/DD/GH/CM/MD/PI,50273,,0930IA50273,-94.017035104144,41.3287226406496,97.7
Dickinson County Council on,Alcohol and Other Drugs Inc,,409 NW 3rd Street,,,Abilene,KS,67410,(785)263-1081,TX/PV/OS/OR/AD/SS,67410,,2572KS67410,-97.21715965178663,38.91730250740295,100.0
Cowley County Mental Health and Counseling Center,,,115 East Radio Lane,,,Arkansas City,KS,67005,(316)442-4540 Hotlines: (316)442-4554 (316)221-9686,TX/PV/OS/OR/AD/DD/SS/CM/MD/PI,67005,,0971KS67005,-97.0386016448208,37.08533501582462,100.0
Curo Populus Alcohol/Drug Trt Program,,,325 North First Street,,,Arkansas City,KS,67005-1012,(316)442-1313,TX/PV/OS/OR/IO/HV/PW/SS/SG/PI,67005,1012.0,4005KS67005,-97.04032462883758,37.06572270349865,100.0
Atchison Juvenile Correctional Fae,,,1900 North 2nd Street,,,Atchison,KS,66002,(913)367-6590,TX/PV/OS/RR/AD/DD/CJ,66002,,6839KS66002,-95.11520246146178,39.59023719628772,100.0
Atchison Valley Hope Treatment Center,,,1816 North 2nd Street,,,Atchison,KS,66002,(913)367-1618,TX/PV/OS/DT/OR/RD/RR/AD/SS/OH/TC/PI,66002,,4886KS66002,-95.11517790749136,39.58794335184788,100.0
New Freedom Inc,Counseling Services,,1600 Skyway Street,,,Atchison,KS,66002,(913)367-0411,TX/PV/OS/OR/AD/DD/SS/PI,66002,,4349KS66002,-95.138690739469,39.556902530396634,98.04
Northeast Kansas Mental Health Center,,,1301 North 2nd Street,,,Atchison,KS,66002,(913)367-1593 Hotline: (913)384-3547,TX/PV/OS/OR/DD/SS/CM,66002,,5787KS66002,-95.11524563427808,39.57730974051046,100.0
Valley Hope,Augusta Medical Complex Inc,,2101 Dearborn Street,,,Augusta,KS,67010,(316)775-5421 Hotline: (800)544-5101,TX/PV/OS/DT/ID/IR/GH/MC/PI,67010,,6908KS67010,-96.97380475559008,37.69846964054669,100.0
Beloit Juvenile Correction�) Facility,,,I 720 North Hersey Street,,,Beloit,KS,67420,(785)738-5735,TX/PV/OS/OR/AD,67420,,7966KS67420,-98.10896258639788,39.465460468801155,96.91
Mainstream Inc of Kansas City,,,12215 State Avenue,,,Bonner Springs,KS,66012,(913)721-5355 Hotline:,TX/PV/OS/DT/RD/RR/AD/DD/HV/SS/TC/SG/PI,66012,,2264KS66012,-94.86454232356722,39.115996653733696,100.0
Citizens Medical Center,Substance Abuse Services,,100 East College Drive,,,Colby,KS,67701,(785)462-7511,DT/ID/GH/MC/MD/PI,67701,,5693KS67701,-101.045929287116,39.37970255938342,100.0
Thomas County Drug Abuse Inc,,,775 East College Drive,,,Colby,KS,67701,(785)462-6111,TX/OS/OR/IO/RR/SS/PI,67701,,4360KS67701,-101.03854005273364,39.37982753355987,100.0
Elm Acres Youth Home Inc,Columbus,,501 Central Avenue,,,Columbus,KS,66725,(316)231-6129,TX/OS/IO/AD/DD/CO,66725,,6869KS66725,-94.84766150177427,37.16234224426358,92.73
Family Life Center,Alcohol and Drug Abuse Program,,201 West Walnut Street,,,Columbus,KS,66725,(316)429-1860,TX/OS/OR/AD/CM/FG,66725,,7988KS66725,-94.84412979094505,37.171897486398,100.0
Kerrs Counseling,,,135 East 6th Street,,,Concordia,KS,66901,(785)243-4164,TX/PV/OS/OR/IO/AD/DD/SS/SG,66901,,1756KS66901,-97.6577730000288,39.571577524566905,100.0
New Chance Inc,,,2500 East Wyatt Earp Boulevard,,,Dodge City,KS,67801,(316)225-0476 Hotlines: (316)225-0476 (800)586-3690,TX/PV/OS/DT/OR/IO/RD/RR/SS/HH/PI,67801,,3291KS67801,-99.98189914970771,37.751857502270454,100.0
Unlimited Recovery Opportunities of KS,,,1111 6th Avenue,,,Dodge City,KS,67801,(316)227-7711,TX/PV/OS/OR/AD/DD/HV/PW/SS/SG/CJ/PI,67801,,3734KS67801,-100.02351471224036,37.75908002059865,100.0
South Central Mental Health Inc,Counseling Center,,2365 West Central Street,,,El Dorado,KS,67042,(316)321-6036,TX/PV/OS/OR/AD/SS/CM/PI,67042,,6494KS67042,-96.8820795774842,37.817242507737646,98.06
Ellsworth Correctional Facility,,,1607 State Street,,,Ellsworth,KS,67439,(785)472-8488,TX/OS/OR/CJ,67439,,1499KS67439,-98.23442472062723,38.740830001766255,98.14
Corner House Inc,,,418 Market Street,,,Emporia,KS,66801,(316)342-3015,TX/OS/OR/RR/DD/SS/HH,66801,,8033KS66801,-96.17757491589406,38.40325974784943,100.0
Counseling and Psychological Services,,,1512 West 6th Avenue,Suite A,,Emporia,KS,66801,(316)343-1711,TX/PV/OS/OR/IO/AD/DD/HV/SG/PI,66801,,9965KS66801,-96.19901993134943,38.405047440158796,100.0
Henderson/Simmons Counseling Services,,,517 Merchant Street,Suite 200,,Emporia,KS,66801,(316)341-9133,TX/PV/OS/OR/SG/PI,66801,,8527KS66801,-96.1814850737255,38.404429987261274,100.0
Mental Health Ctr of East Central KS,Alcohol and Drug Services,,1000 Lincoln Street,,,Emporia,KS,66801,(316)342-2211x224,TX/PV/OS/OR/IO/AD/DD/CM/MC/MD/PI,66801,,8774KS66801,-96.19844193641636,38.410576631308594,100.0
Newman Memorial County Hospital,,,Recovery Road,1320 C of E Drive,Suite 5,Emporia,KS,66801,(316)342-6678,TX/OS/OR/IO/AD/SS/GH,66801,,2783KS66801,-96.17759999999998,38.40802500000007,85.0
Eureka Substance Abuse Program,,,612 East 3rd Street,,,Eureka,KS,67045,(316)583-5978,TX/PV/OS/OR/SS/SG,67045,,4836KS67045,-96.28639976321085,37.821197550660614,100.0
US Army MEDDAC,,,550 Pope Avenue,,,Fort Leavenworth,KS,66027-2332,(913)684-6771,TX/PV/OS/OR/IO/AD/SS/GH/TC/CM/FG,66027,2332.0,3135KS66027,-94.9255300771311,39.35307751840243,100.0
Area Mental Health Center,Substance Abuse Services,,1111 East Spruce Street,,,Garden City,KS,67846,(316)275-0625 Hotline: (316)275-0625,TX/PV/OS/OR/IR/DD/CM,67846,,0439KS67846,-100.86025998967712,37.9677575165257,100.0
Western Kansas Foundation for Alc/CDU,,,3515 East Highway 50,,,Garden City,KS,67846,(316)275-7103 Hotline: (316)275-7103,TX/OS/OR/IO/SS,67846,,9702KS67846,-100.83100002297714,37.960347495023434,100.0
Southeast Kansas Mental Health Center,Alcohol and Drug Abuse Services,,318 East 6th Street,,,Garnett,KS,66032,(785)448-6806 Hotlines: (316)223-5030 (316)365-5717,TX/PV/OS/OR/IO/SS/CM,66032,,5842KS66032,-95.23715010622385,38.27877247625903,98.06
Northwest Kansas Medical Center,,,First and Sherman Streets,,,Goodland,KS,67735,(785)538-2356,TX/OS/OR/SS/GH/PI,67735,,8044KS67735,-101.71453995709984,39.35844005986976,98.43
Central Kansas Psychological Services,El Dean Kohrs,,925 Patton Street,,,Great Bend,KS,67530,(316)792-6619,TX/OS/OR/DD/SS/CM/SG/CJ/MD/PI,67530,,3621KS67530,-98.81136503015259,38.36120107600521,98.04
Iroquois Center,,,103 South Grove Street,,,Greensburg,KS,67054,(316)723-2272 Hotlines: (316)723-2656 (888)877-0375,TX/PV/OS/OR/IO/AD/DD/CM,67054,,6859KS67054,-99.29689360805565,37.606110427466824,100.0
Dream Inc,,,765 East 41,,,Hays,KS,67601,(785)628-6655,TX/PV/OS/OR/IO/AD/SS/SG/PI,67601,,8695KS67601,-99.3111201651912,38.90003746324231,98.84
Hays Medical Center,Hays Behavioral Health Center,,20 I East 7th Street,,,Hays,KS,67601,(785)623-5010 Hotlines: (800)735-8364 (785)623-5450,OS/DT/ID/DD/GH/MC/PI,67601,,8957KS67601,-99.33198119814196,38.86969827727803,96.43
High Plains Mental Health Center,Alcohol and Drug Abuse Services,,208 East 7th Street,,,Hays,KS,67601,(785)628-2871 Hotlmes: (785)628-2871 (800)432-0333,TX/PV/OS/OR/DD/CM/MC/MD/PI,67601,,8194KS67601,-99.32984106211454,38.86886386613769,100.0
Kelly Center,Fort Hays State University,,600 Park Street,,,Hays,KS,67601,(785)628-4401,TX/PV/OS/OR/SC/CJ,67601,,2080KS67601,-99.33982395277164,38.872054081329495,100.0
Peters and Associates,,,2705 Vine Street,Suite 7,,Hays,KS,67601,(785)625-5200,TX/PV/OS/OR/IO/SS/SG,67601,,9474KS67601,-99.31804529359484,38.88626000326417,100.0
Smoky Hill Foundation for,Chemical Dependency Inc,,1106 East 27th Street,Suite 10,,Hays,KS,67601,(785)625-5521,TX/PV/OS/OR/IO/PW/SS/PI,67601,,7490KS67601,-99.31512998385128,38.88545249071221,100.0
Womens Recovery Center,,,1410 North Vine Street,,,Hoisington,KS,67544,(316)653-7385,TX/OS/OR/IO/RR/DD/HV/PW/SS/HH/MD/FG,67544,,3132KS67544,-98.77921683535877,38.52619903592347,100.0
Kickapoo Substance Abuse Program,Four Winds Halfway House,,Route I,,,Horton,KS,66439,(913)474-3367,TX/OS/OR/RR/SS/HH/FG,66439,,3948KS66439,-95.52727,39.66477000000003,87.37
Southeast Kansas Mental Health Center,,,1106 South 9th Street,,,Humboldt,KS,66748,(316)473-2241 Hotlines: (316)365-5717 (316)431-7890,TX/PV/OS/OR/CM/PI,66748,,4485KS66748,-95.43546484570757,37.801770017390034,100.0
Charter Hutchinson Counseling Center,,,400 West 2nd Street,Suite C,,Hutchinson,KS,67501,(316)665-7480 Hotline: (800)242-7837,TX/PV/OS/OR/IO/AD/SS/PI,67501,,7266KS67501,-97.93957677573877,38.05473497512511,98.06
Horizons Mental Health Center Inc,Substance Abuse Services,,1715 East 23rd Avenue,,,Hutchinson,KS,67502-1188,(316)665-2240 Hotlines: (316)665-2299 (800)794-0163,TX/OS/OR/DD/CM/MC/MD/PI,67502,1188.0,1856KS67502,-97.89354964992658,38.079452453217506,100.0
Mirror Inc of Hutchinson,,,2100 North Jackson Street,,,Hutchinson,KS,67501,(316)665-7750,TX/PV/OS/OR/IO/RR/SS/TC/PI,67501,,9062KS67501,-97.9420268060369,38.07690800078069,99.52
Reno Alcohol and Drug Services,,,112 North Poplar Street,,,Hutchinson,KS,67501,(316)665-6446,TX/PV/OS/OR/AD/SS,67501,,8507KS67501,-97.92817158834444,38.05413885282858,100.0
Reno County Community Corrections,,,400 West 2nd Street,Suite B,,Hutchinson,KS,67501,(316)665-7042,TX/PV/OS/OR/IO/AD/SS/OH/CJ,67501,,7266KS67501,-97.93957677573877,38.05473497512511,98.06
Four County Mental Health Center,,,3701 West Main Street,,,Independence,KS,67301,(316)331-1748,TX/PV/OS/OR/AD/DD/CM/MD/FG/PI,67301,,9942KS67301,-95.75457230944694,37.22557849998214,100.0
Geary Community Hospital,Dependency Treatment,,1102 Saint Marys Road,,,Junction City,KS,66441,(785)238-413lX4430,TX/OS/OR/IO/SS/GH/MD/PI,66441,,7116KS66441,-96.85007621387513,39.013638486626476,100.0
Addiction Stress Center,,,1330 North 78th Street,,,Kansas City,KS,66112,(9l3)299-9255,TX/PV/OS/OR/SS/SG,66112,,8839KS66112,-94.76063748577648,39.11976700142014,100.0
Associated Youth Services Inc,,,1620 South 37th Street,,,Kansas City,KS,66106,,TX/PV/OS/OR/IO/AD/SS,66106,,0438KS66106,-94.67087669049906,39.07048824199964,100.0
Heart of America Family Services Inc,,,5424 State Avenue,,,Kansas City,KS,66102-3446,(913)287-1300,TX/PV/OS/OR/PI,66102,3446.0,4525KS66102,-94.70349897383876,39.116647466605905,100.0
Kansas City Metro Methadone Program,,,390 I Rainbow Boulevard,Psychiatry KUMC,,Kansas City,KS,66160,(913)588-6493,TX/ML/OS/DT/OD/OR/SS/GH/FG/PI,66160,,6969KS66160,-94.61181880565172,39.05610897095097,95.59
Kansas City Treatment Center,,,1404 Minnesota Avenue,,,Kansas City,KS,66102,(913)342-0888,TX/ML/OS/DT/OD/OR/SS,66102,,1633KS66102,-94.64502597909654,39.115537493077866,100.0
Kansas Multicultural,Alcohol and Drug Treatment Center,,2940 North 17th Street,,,Kansas City,KS,66104,(913)371-5191 Hotline: (913)371-5191,TX/OS/DT/OR/IO/RD/RR/DD/HV/PW/SS/TC/MD,66104,,5697KS66104,-94.64650362480741,39.13926146418755,100.0
Project Tum Around Inc,,,739 Minnesota Avenue,,,Kansas City,KS,66101,(913)621-5362,TX/PV/OS/IO/AD/SS/CJ/MD,66101,,4734KS66101,-94.62872418324869,39.11549093160561,100.0
Salvation Anny Shield of Service,,,1203 Minnesota Avenue,,,Kansas City,KS,66101,(913)281-5060 Hotline: (913)342-5500,TX/OS/DT/OR/IO/RD/RR/SS,66101,,5967KS66101,-94.64102102194029,39.11548896185842,99.51
Substance Abuse Center of,Eastern Kansas Inc,,3505 Rainbow Boulevard,,,Kansas City,KS,66103,(913)362-0045,TX/OS/OR/RR/PW/SS/MD/FG,66103,,5766KS66103,-94.61294260483106,39.06403274624064,100.0
Wyandotte Mental Health Center Inc,Alcohol and Drug Abuse Services,,3615 Eaton Street,,,Kansas City,KS,66103,(913)831-9500,TX/OS/OR/DD/CM/MC/MD/FG/PI,66103,,7748KS66103,-94.60952250035919,39.06125700057544,100.0
Gateway Foundation,Lansing Correctional Facility,,Kansas Avenue and Highway 7,,,Lansing,KS,66043,,TX/OS/RR/CJ,66043,,3671KS66043,-94.89997992054559,39.24944003077664,99.37
Lamed Correctional MH Facility,Substance Abuse Treatment Program,Mental Health Consortium,Route 3,,,Lamed,KS,67550,,TX/OS/OR/IO/DD/CJ,67550,,2535KS67550,-99.09106909041216,38.17637639536565,95.43
Lamed Juvenile Correctional Facility,,,Route 3,,,Lamed,KS,67550,(316)285-4920,TX/PV/OS/OR/RR/AD/CJ,67550,,2535KS67550,-99.09106909041216,38.17637639536565,95.43
Lamed State Hospital,,,CORP/SSH Jung Building,Route 3,,Lamed,KS,67550,(316)285-4200,TX/OS/IR/OH/MD/FG/PI,67550,,7095KS67550,-99.09944499999996,38.18167500000004,77.0
Sunrise Inc,,,523 North Main Street,,,Lamed,KS,67550,Hotline: (316)285-3462,TX/OS/DT/OR/RD/RR/SS,67550,,2356KS67550,-99.09977491903118,38.17941071380835,98.87
Alpha Recovery,,,5020 West 15th Street,Suite B,,Lawrence,KS,66049,(785)842-6300,TX/OS/OR/SS/SG/CJ/PI,66049,,8811KS66049,-95.31131799097248,38.95713611110446,100.0
