Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys,zip1,zip2,ID
Aftercare Inc,,,10459 South Kedzie Avenue,,,Chicago,IL,60655,(773)881-8101,TX/PV/OS/OR/IO/AD/HV/SS/SG/CJ/PI,60655,,5641IL60655
Alternatives Inc,,,1126 West Granville Avenue,2nd Floor,,Chicago,IL,60660,(773)973-5400,TX/PV/OS/OR/AD/SS/CO/SC/CJ/MD,60660,,5722IL60660
Anixter Center,Addiction Recovery for the Deaf,,1706 North Kedzie Street,1st Floor,,Chicago,IL,60647,(773)549-0208,TX/PV/OS/IO/RR/DD/HV/PW/SS/MD/PI,60647,,4210IL60647
Anixter Center,,,2001 North Clybourn Street,,,Chicago,IL,60614,,TX/OS/IO/DD/HV/PW/SS/MD,60614,,7811IL60614
Anixter Center,,,6610 North Clark Street,,,Chicago,IL,60626,(773)973-7900,TX/PV/OS/OR/IO/RR/DD/HV/SS/TC/MD/PI,60626,,0933IL60626
Anixter at Schwab,Outpatient Substance Abuse Treatment,,1401 South California Boulevard,3 East Room 360,,Chicago,IL,60608,(773)522-2010,TX/OS/OR/IO/IR/DD/HV/GH/OH/MD,60608,,8919IL60608
Association House of Chicago,,,1116 North Kedzie Avenue,,,Chicago,IL,60651,(773)772-8009,TX/PV/OS/OD/IO/AD/DD/PW/CM/MD,60651,,1513IL60651
Bobby E Wright (CMHC),Alcoholism and Subst Abuse Services,,9 South Kedzie Avenue,,,Chicago,IL,60612,,TX/PV/OS/OR/IO/AD/DD/HV/PW/SS/CM/CO/CJ/MD,60612,,2801IL60612
Brass Foundation Inc,All Ale/Substance Abuse Progs on Site,,1223 West Marquehe Road,,,Chicago,IL,60636,(773)874-7200,TX/OS/RR/SS/TC/MD,60636,,4486IL60636
Brass Foundation Inc,Brass Behavioral Health Center,,340 East 51st Street,,,Chicago,IL,60615,(773)869-0300,TX/ML/PV/OS/OR/IO/AD/DD/HV/PW/SS/MC/MD/FG/PI,60615,,4702IL60615
Brass Foundation Inc,Brass 11/DFFWF and All Ale/SA Programs,,8000 South Racine Avenue,,,Chicago,IL,60620,(773)994-2708,TX/ML/OR/HV/PW/SS/MC/MD/PI,60620,,1052IL60620
Cathedral Shelter of Chicago,Adult Outpatient Program,,1668 West Ogden Street,,,Chicago,IL,60612-3224,,TX/OR/SS,60612,3224.0,0825IL60612
Cathedral Shelter of Chicago,Higgms Halfway House/All Ale/SA Progs,,207 South Ashland Boulevard,,,Chicago,IL,60607,(312)997-3154,TX/RR/HH,60607,,5412IL60607
Catholic Health Partners,Project Hope,,3047 West Cerrnack Road,,,Chicago,IL,60623,(773)542-8280,TX/PV/OS/DT/OD/IO/PW/SS/CO,60623,,2470IL60623
Center for Addictive Problems,,,609 North Wells Street,,,Chicago,IL,60610,(312)266-0404,TX/ML/OS/DT/OD/OR/DD/SS/OH/PI,60610,,2403IL60610
Center for Alcoholism/Project Coat,All Ale/Substance Abuse Progs on Site,,9415 South Western Avenue,,,Chicago,IL,60619,(773)238-5300,TX/PV/OS/OR/IO/DD/HV/PW/SS/PI,60619,,7756IL60619
Center for New Horizons,,,551 East 36th Place,,,Chicago,IL,60653,(773)373-5700,TX/PV/DT/OR/ID/IR/RD/RR/AD/PW/SS/TC/SG/CJ/MC/MD/PI,60653,,7210IL60653
Cermak Health Services of Cook County,,,2800 South California Avenue,,,Chicago,IL,60608,(773)869-5641,TX/ML/OS/DT/IO/ID/DD/HV/PW/CJ,60608,,3416IL60608
Chicago Department of Health,,,140 North Ashland Avenue,,,Chicago,IL,60607,(773)737-4600,TX/OS/RR/AD/SS/TC/MD/PI,60607,,8064IL60607
Chicago Lakeshore Hospital,Chemical Dependence Program,,4840 North Marine Drive,,,Chicago,IL,60640,(773)878-9700 Hotline: (800)888-0560,TX/ML/PV/OS/DT/OR/IO/ID/IR/AD/DD/HV/SS/PH/OH/SG/CJ/MC/MD/PI,60640,,6039IL60640
Chicago Treatment and Counseling Center Inc (CTCCI),,,555-C West Roosevelt Road,,,Chicago,IL,60607,(312)738-3200,TX/ML/PV/OS/DT/OD/OR/SS,60607,,2270IL60607
Chicago Treatment and Counseling Center Inc I (CTCCI),,,555-C West Roosevelt Road,,,Chicago,IL,60607,(312)738-3200,TX/ML/OS/DT/OD/OR/SS,60607,,9328IL60607
Chicago Treatment and Counseling Centers Inc II (CTCCI),,,4453 North Broadway Street,,,Chicago,IL,60640,(773)506-2900,TX/ML/OS/DT/OD/OR/SS,60640,,9605IL60640
Columbia Grant Hospital,Chemical Dependence Program,,550 West Webster Street,Suite 5-SE,,Chicago,IL,60614,(773)883-3905 Hotline: (773)883-3898,TX/PV/OS/DT/OR/IO/ID/IR/DD/SS/GH/HH/SC,60614,,6318IL60614
Community Counseling Center of,Chicago,,5710 North Broadway,,,Chicago,IL,60660,(773)728-1000,TX/PV/OS/OR/IO/DD/CM/CO,60660,,7399IL60660
Community Counseling Center of Chicago,Progressions,,4740 North Clark Street,,,Chicago,IL,60640,(773)769-0205,TX/OS/OR/IO/DD/SS/CM/MC/MD,60640,,8023IL60640
Comprehensive Behavioral Services Inc,Chicago,,455 North Cityfront Plaza Drive,,,Chicago,IL,60611,(312)595-4070,TX/PV/OS/OR/IO/SS/PI,60611,,4349IL60611
Counseling Center,Lake View Substance Abuse Services,,3225 North Sheffield Avenue,,,Chicago,IL,60657,(773)549-5886 Hotline: (773)878-9999,TX/OR/DD/CM/MD,60657,,5747IL60657
DUI Counseling Center,Bayrach Counseling Services,,2334 West Lawrence Street,,,Chicago,IL,60625,(773)271-4858,TX/OS/OR/SS,60625,,3336IL60625
DUI Counseling Center,Bayrach Counseling Services,,4059 West 47th Street,,,Chicago,IL,60632,(773)254-9122,TX/PV/OS/OR/IO/AD/DD/SS/CM,60632,,8031IL60632
Dimensions of Recovery,,,2240 South Michigan Avenue,Ground Floor,,Chicago,IL,60616,(312)225-2555,TX/ML/OS/DT/OD/OR/SS,60616,,0460IL60616
Dimensions of Recovery,,,2240 South Michigan Avenue,,,Chicago,IL,60616,(312)225-2555,TX/ML/OS/DT/OD/OR/SS,60616,,0460IL60616
El Rincon Community Clinic,,,1874 North Milwaukee Avenue,,,Chicago,IL,60647,,TX/ML/OS/DT/OD/DD/HV/PW/SS/CM/MD/FG/PI,60647,,3162IL60647
Englewood Comm Health Organization,Recovery Home Program,,1503-05 West 68th Street,,,Chicago,IL,60636,(773)779-9093,TX/OS/RR/HH/CM,60636,,3664IL60636
Englewood Comm Health Organization,,,845 West 69th Street,,,Chicago,IL,60621,Hotline:,TX/PV/OS/OR/IO/PW/SS/CM/MD,60621,,4885IL60621
Erie Family Health Center,,,1701 West Superior Street,,,Chicago,IL,60622,(312)666-3488,TX/PV/OS/OR/IO/AD/DD/HV/PW/SS/CH,60622,,0359IL60622
Family Guidance Centers Inc,,,310 West Chicago Avenue,,,Chicago,IL,60610,(312)943-6545,TX/ML/PV/OS/OR/IO/HV/PW/SS/MD,60610,,3057IL60610
Family Guidance Centers Inc,,,310 West Chicago Avenue,,,Chicago,IL,60610,(312)943-6545,TX/ML/PV/OS/OR/IO/HV/PW/SS/MD/PI,60610,,3057IL60610
Garfield Counseling Center Inc,,,4132 West Madison Street,,,Chicago,IL,60624,(773)533-0433,TX/ML/PV/OS/OR/AD/HV/PW/SS,60624,,6950IL60624
Gateway Foundation Inc,All Ale/Substance Abuse Progs on Site,,2615 West 63rd Street,,,Chicago,IL,60629,(773)476-0622,TX/OS/OR/IO/HV/PW/SS/MD/PI,60629,,3992IL60629
Gateway Foundation Inc,Cook County Jail/SA TC,,1859 South Ashland Avenue,,,Chicago,IL,60608,(3l2)663-1130 Hotline:,TX/OS/IO/CJ,60608,,7556IL60608
Gateway Foundation Inc,DCFS Case Coordination,,4301 West Grand Avenue,,,Chicago,IL,60651,(773)862-2279,TX/PV/OS/OR/IO/HV/PW/SS/MD/PI,60651,,6596IL60651
Gateway West Side Treatment Center,,,3828 West Taylor Street,,,Chicago,IL,60624,,TX/OS/RR/DD/HV/PW/SS/TC/MD/FG/PI,60624,,8066IL60624
Genesis Family Prevention and Intervention Programs,,,900 North Franklin Street,,,Chicago,IL,60610,(312)943-8872,TX/PV/OS/OR/AD/SS,60610,,1810IL60610
Great Lakes Psychological Services,Substance Abuse Services,,111 North Wabash Avenue,Suite 1400,,Chicago,IL,60602,(312)443-1400,TX/PV/OS/OR/IO/AD/DD/HV/SS/SG/PI,60602,,0225IL60602
Gutierrez and Associates,,,505 North Lasalle Street,Suite 400,,Chicago,IL,60610,(312)222-1075,TX/PV/OR/IO/SG,60610,,8507IL60610
Habilitative Systems Inc,All Alcohol Subst Abuse Progs on Site,,4350 West 16th Street,,,Chicago,IL,60623,(773)521-2600,TX/PV/OS/OR/IO/SS/MD/FG,60623,,9671IL60623
Habilitative Systems Inc,,,5930 West Washington Street,,,Chicago,IL,60644,(773)521-2600,TX/PV/OR/AD/PW/SS/MD,60644,,5741IL60644
Haymarket Center,Athey Hall,,932 West Washington Street,,,Chicago,IL,60607,(312)226-7984 Hotline: (312)226-4357,TX/OS/OR/IO/RR/SS/OH,60607,,3428IL60607
Haymarket Center,,,4910 South King Drive,,,Chicago,IL,60615,(312)226-7984 Hotline: (312)226-4357,TX/OS/OR/IO/SS/MD,60615,,1969IL60615
Haymarket Center,The McDermott Center/Maryville,,750 West Montrose Avenue,,,Chicago,IL,60613-3608,Hotline: (312)226-4357,TX/PV/OS/OD/OR/IO/RD/RR/HV/PW/SS/TC/CM/CJ/MD/PI,60613,3608.0,8506IL60613
Haymarket Center,,,108 North Sangamon Street,,,Chicago,IL,60607,(312)226-7984 Hotline: (312)226-4357,TX/OS/OD/OR/IO/DD/HV/PW/SS/CM/CJ/MC/PI,60607,,4276IL60607
Hazel den/Chicago,,,867 North Dearborn Street,,,Chicago,IL,60610,(312)943-3534 Hotline: (800)257-7800,TX/OS/OR/IO/RR/SS/TC/HH/PI,60610,,3992IL60610
Healthcare Alternative Systems Inc,,,4534 South Western Avenue,,,Chicago,IL,60609,(773)254-5141,TX/PV/OS/OR/IO/DD/SS/MD/PI,60609,,9643IL60609
Healthcare Alternative Systems Inc,Residential,,1949 North Humboldt Avenue,,,Chicago,IL,60647,(773)252-2666,TX/OS/RR/SS/MD/PI,60647,,3506IL60647
Healthcare Alternative Systems Inc,,,2755 West Armitage Street,,,Chicago,IL,60647,(773)252-3100,TX/PV/OS/OR/IO/DD/SS/MD/PI,60647,,2152IL60647
Healthcare Alternative Systems Inc,,,1942 North California Avenue,,,Chicago,IL,60647,(773)292-4881,TX/OR/IO/SS,60647,,4524IL60647
Howard Brown Health Center,,,4025 North Sheridan Road,,,Chicago,IL,60613,,TX/OS/OR/HV/CH/FG,60613,,2491IL60613
Human Resource Development Institute,Englewood Counseling Services,,6241 South Halstead Avenue,,,Chicago,IL,60621,(773)994-6039 Hotline: (800)590-0880,TX/PV/OS/OR/IO/AD/DD/PW/SS/CM,60621,,2520IL60621
Human Resource Development Institute,Mental Health Services/Dual Diagnosis,,33 East 114th Street,,,Chicago,IL,60628,(773)660-4630 Hotline: (800)590-0880,TX/PV/OS/OR/IO/AD/DD/PW/SS/CM,60628,,7406IL60628
Human Resource Development Institute,Pre-Release Center,,3026 South California Street,Building 3 and 4,,Chicago,IL,60608,(773)869-5470 Hotline: (800)590-0880,TX/PV/OS/OR/IO/AD/SS/CJ,60608,,0600IL60608
Human Resource Development Institute,Womens Outpatient Treatment Services,,33 East I 14th Street,,,Chicago,IL,60628,(773)660-4630 Hotline: (800)590-0880,TX/PV/OS/OR/IO/AD/PW/SS,60628,,2522IL60628
Human Resource Development Institute,,,33 East I 14th Street,,,Chicago,IL,60628,(773)660-4630 Hotline: (800)590-0880,TX/ML/PV/OS/OR/IO/RR/SS/CM/MD/FG/PI,60628,,2522IL60628
Human Resources Development Institute,All Ale/Substance Abuse Progs on Site,,11352 South State Street,,,Chicago,IL,60628,(773)785-4955 Hotline: (800)590-0880,TX/PV/OS/RR/DD/PW/SS/TC,60628,,8375IL60628
Human Resources Development Institute,Womens Residential Services,,2311 East 98th Street,,,Chicago,IL,60617,(773)933-5570 Hotline: (800)590-0880,TX/PV/OS/RR/DD/PW/SS,60617,,2007IL60617
Humana Health Plan Inc,Evergreen Center,,9415 South Western Avenue,Suite 202,,Chicago,IL,60620,(773)881-7600 Hotline: (800)331-9040,TX/OS/DT/OD/OR/IO/SS,60620,,7239IL60620
Interventions,Crossroads,,3401 West I I Ith Street,,,Chicago,IL,60655,(773)539-1400,TX/PV/OS/OR/IO/DD/SS,60655,,9292IL60655
Interventions,Northside Clinic,,2723 North Clark Street,I st and 2nd Floors,,Chicago,IL,60614,(773)525-3250,TX/PV/OS/DT/OD/OR/IO/HV/PW/SS/MD/PI,60614,,5514IL60614
Interventions,South Wood,,5701 South Wood Street,,,Chicago,IL,60636,(773)737-4600,TX/ML/PV/OS/DT/OR/RD/RR/HV/PW/SS/TC/CJ/MD/PI,60636,,0825IL60636
Kedzie Center,,,1706 North Kedzie Avenue,,,Chicago,IL,60647,(773)227-2158,TX/OS/OR/RR/SS/TC/HH,60647,,1003IL60647
King Drive Counseling Assessment and Referral Service Inc,,,6252 South Martin Luther King Drive,,,Chicago,IL,60637,(773)324-5500,TX/PV/OS/OR/SS/PI,60637,,9853IL60637
Latino Treatment Center,Chicago Outpatient,,2608 West Petersen Avenue,,,Chicago,IL,60659,(773)465-1161,TX/OS/OR/IO/AD/DD/SS,60659,,9004IL60659
Loretto Hospital,,,645 South Central Avenue,,,Chicago,IL,60644,(773)626-4300 Hotline:,TX/OS/DT/OD/OR/IO/ID/IR/DD/HV/PW/SS/GH/CM/MC/MD/PI,60644,,7563IL60644
Lutheran Social Services,Edgewater,,1758 West Devon Street,,,Chicago,IL,60660,(773)764-4350,TX/PV/OS/OD/OR/IO/DD/SS/MC/MD/PI,60660,,2819IL60660
Lutheran Social Services,Kathy Dwyers,,1764 West Devon Avenue,,,Chicago,IL,60660,,TX/OS/OR/IO/PW/SS/MD/PI,60660,,3696IL60660
Lutheran Social Services,Mens Residence,,1640 West Morse Avenue,,,Chicago,IL,60626,(773)338-5105,TX/OS/RR/SS/HH/PI,60626,,0370IL60626
Lutheran Social Services,Mount Greenwood,,3220 West I 15th Street,,,Chicago,IL,60655,(773)881-1900,TX/OS/OR/IO/AD/DD/HV/PW/SS/MD/PI,60655,,5940IL60655
Lutheran Social Services,North Kenmore,,55 I 7 North Kenmore Avenue,,,Chicago,IL,60640,(773)275-7962xIOI,TX/PV/OS/DT/RD/DD/HV/PW/SS,60640,,5207IL60640
Lutheran Social Services,Resident for Women North Kenmore,,55 I 7 North Kenmore Street,,,Chicago,IL,60640,(773)275-7962xI10,TX/OS/RR/DD/PW/SS/TC/PI,60640,,4520IL60640
Lutheran Social Services,The Residence South,,7843 South Essex Avenue,,,Chicago,IL,60649,(773)933-0666,TX/OS/RR/HV/SS/PI,60649,,6936IL60649
Mercy Hospital and Medical Center,Alcoholism and Drug Dependency Program,,2525 South Michigan Avenue,,,Chicago,IL,60616,(312)567-2486 Hotline: (312)567-2488,TX/PV/OS/DT/OD/OR/IO/ID/DD/GH/MC/MD/PI,60616,,5917IL60616
Mercy Medical at Presidential Towers,,,614 West Monroe Street,Tower 3,,Chicago,IL,60606,Hotline: (312)567-2488,TX/PV/OS/OR/IO/SS/PI,60606,,4110IL60606
Mercy Medical on Pulaski,,,5635 South Pulaski Road,,,Chicago,IL,60629,Hotline: (312)567-2488,TX/PV/OS/OR/SS/MC/PI,60629,,8478IL60629
Mount Sinai Hospital/Medical Center,Treatment Today Center,,California and 15th Streets,,,Chicago,IL,60608,(773)542-2000,TX/OS/OR/IO/DD/SS/OH/PI,60608,,0816IL60608
Near North Health Services,Winfield Moody Health Center,,1276 North Clybourn Street,,,Chicago,IL,60610,(312)337-1073,TX/PV/OS/DT/OD/OR/AD/HV/PW/SS/CH/MC,60610,,8839IL60610
Nearwest Professional Counseling,Residential Services,,2207 West 18th Street,,,Chicago,IL,60608,(312)226-6989 Hotline: (800)590-0880,TX/OS/RR/SS/TC,60608,,4257IL60608
New Age Services Corporation,,,701-709 West Roosevelt Road,,,Chicago,IL,60607,(773)542-1150,TX/ML/PV/OS/OR/IO/HV/PW/SS/MD,60607,,7063IL60607
New Pathways Counseling Services Inc,,,4419 North Kedzie Avenue,3rd Floor,,Chicago,IL,60625,(773)463-6997,TX/PV/OS/OR/IO/SS/SG/PI,60625,,5112IL60625
Nia Comprehensive Center for,Developmental Disabilities,,1808 South State Street,,,Chicago,IL,60616,(312)949-1808,TX/OR/DD/CO,60616,,5644IL60616
Northwestern Memorial Hospital,All Ale/Substance Abuse Progs on Site,,446 East Ontario Street,8th Floor,,Chicago,IL,60611,(312)908-2000 Hotline: (312)908-2255,TX/OS/DT/OD/IO/ID/IR/DD/HV/GH/PH/MD/PI,60611,,9745IL60611
Norwod Park Township Family Services,,,4600 North Harlem Avenue,,,Chicago,IL,60656,(708)867-6886 Hotline:,TX/PV/OS/OR/AD/DD/SS/CM/MD/PI,60656,,1705IL60656
Pilsen Little Village CMHC,All Ale/Substance Abuse Progs on Site,,3 113 West Cermack Road,,,Chicago,IL,60623,(773)277-3413,TX/PV/OS/DT/OD/DD/HV/PW/SS/CM/MD/FG,60623,,7826IL60623
Pilsen Little Village CMHC,,,31 I 3 West Cermack Road,,,Chicago,IL,60623,(773)277-3413,TX/ML/PV/OS/DT/OD/OR/DD/SS/CM/MD,60623,,7565IL60623
Polish American Association,Starting Point,,3834 North Cicero Avenue,,,Chicago,IL,60641,,TX/PV/OS/OR/IO/CO/PI,60641,,7878IL60641
Polish/ American Addictions Counseling,,,6901 West Archer Avenue,,,Chicago,IL,60638,(773)586-9511,TX/PV/OS/OR/SS/SG/PI,60638,,1369IL60638
Reed Treatment Clinic III,All Ale/Substance Abuse Progs on Site,,4004 West Division Street,,,Chicago,IL,60651,(773)278-6068,TX/ML/OS/OR/IO/SS/CO,60651,,2526IL60651
Rogers Park Substance Abuse Center Ltd,,,6926 North Glenwood Street,,,Chicago,IL,60626,(773)274-9562,TX/ML/OS/DT/OD/OR/HV/SS,60626,,9768IL60626
Rosemoor Assessment,Substance Abuse Program Inc,,123 East 103rd Street,Suite I,,Chicago,IL,60628,(773)468-8000,TX/PV/OS/OR/SS,60628,,7003IL60628
Rush/Presbyterian St Lukes Medical Ctr,Alternative Behavior Consultation,,I 720 West Polk Street,Marshall Field IV Center,,Chicago,IL,60612,(312)942-5273,TX/PV/OS/OR/DD/SS/GH/CM/PI,60612,,9817IL60612
Saint Elizabeths Hospital,Substance Abuse Treatment Center,,1431 North Claremont Avenue,,,Chicago,IL,60622,(773)278-2000 Hotline: (773)278-5015,TX/PV/OS/DT/OR/IO/ID/IR/SS/GH/MC/MD/PI,60622,,3574IL60622
Saint Josephs Hospital,Partners Recovery Program,,2900 North Lake Shore Drive,,,Chicago,IL,60657,(773)388-6800 Hotline: (773)665-3006,TX/OS/DT/ID/DD/HV/PW/GH/MC/MD/PI,60657,,2337IL60657
Salvation Army,Harbor Light Center,,1515 West Monroe Street,,,Chicago,IL,60607,(312)421-5753,TX/OS/OR/RR/DD/HV/SS/HH/MD,60607,,5967IL60607
Southeast Alcohol and Drug Abuse Ctr,All Ale/Substance Abuse Progs on Site,,8640 South Chicago Avenue,,,Chicago,IL,60617-2631,(773)731-9100,TX/PV/OS/OR/IO/AD/DD/HV/PW/SS/OH/MD,60617,2631.0,4412IL60617
Substance Abuse Services Inc,Outpatient,,210 I South Indiana Avenue,,,Chicago,IL,60616,(312)808-3210,TX/ML/OS/OR/IO/DD/HV/PW/SS/MD,60616,,6130IL60616
Tarnowski Counseling and Clinical Serv,,,5642 West Diversey Street,Room 107,,Chicago,IL,60639,(773)622-7673,TX/PV/OS/OR/SS/SG/PI,60639,,2876IL60639
The Family Link Inc,Renaissance Center,,10 West 35th Street,2nd Floor,,Chicago,IL,60616,(312)326-0738,TX/OS/OR/SS,60616,,3294IL60616
The McDermott Center,,,810 West Montrose Street,,,Chicago,IL,60613-3608,,TX/PV/OS/RR/HV/PW/SS/TC/CM/CJ/MD,60613,3608.0,0119IL60613
The McDermott Center,,,120 North Sangamon Street,,,Chicago,IL,60607,,TX/PV/OS/DT/OD/OR/IO/RD/RR/DD/HV/PW/SS/TC/CM/CJ,60607,,2429IL60607
The McDermott Center,,,108 North Sangamon Street,,,Chicago,IL,60607,,TX/OS/RD/RR/DD/HV/PW/SS/CM/CJ/MD/PI,60607,,4787IL60607
The Woodlawn Organization (TWO),All Ale/Substance Abuse Progs on Site,,1447 East 65th Street,,,Chicago,IL,60637,(312)493-6116,TX/OS/DT/OR/IO/RD/RR/DD/HV/SS/TC/MD,60637,,8533IL60637
Thresholds Rowan Trees,Vincennes House,,500 West Englewood Street,,,Chicago,IL,60621,(773)783-7510,TX/PV/OS/RR/DD/SS/TC/CM,60621,,2265IL60621
University of Illinois at Chicago,Addiction Services,,1740 West Taylor Street,Room C-600,,Chicago,IL,60612,(312)996-5267,TX/OS/DT/OD/OR/IO/ID/DD/GH/MC/MD/PI,60612,,3335IL60612
Urban Life Line,,,2149-53 East 83rd Street,,,Chicago,IL,60617,(312)768-3636,TX/OS/OR/IO/HV/SS/CM/CO,60617,,7502IL60617
Veterans Affairs Medical Center,All Ale/Substance Abuse Progs on Site,,820 South Darnen Avenue,,,Chicago,IL,60612-3714,(312)455-5840,TX/ML/PV/OS/DT/OD/OR/IO/RR/DD/HV/SS/GH/FG/PI,60612,3714.0,3841IL60612
West Side Holistic Family Services,,,4909 West Division Street,,,Chicago,IL,60651,(773)626-9744,TX/OS/IO/AD/PW/SS/CM/CO,60651,,5470IL60651
York Behavioral Health Care,,,1525 East Hyde Park Boulevard,,,Chicago,IL,60615,Hotline: (800)331-9040,TX/OS/DT/OD/OR/IO/SS/PI,60615,,3063IL60615
Yos/ Albany Park,,,4751 North Kedzie Avenue,,,Chicago,IL,60625,(773)539-7605,TX/PV/OS/OR/AD/SS,60625,,2165IL60625
Vos/Austin,,,5912 West Division Street,,,Chicago,IL,60651,(773)379-3600,TX/PV/OS/OR/AD/SS,60651,,7860IL60651
Youth Outreach Services,Northwest Youth Outreach/Irving Park,,6417 West Irving Park Road,,,Chicago,IL,60634,(773)777-6377,TX/PV/OS/OR/AD/SS/FG,60634,,6818IL60634
Youth Service Project Inc,,,3942 West North Avenue,,,Chicago,IL,60647,(773)772-6270,TX/PV/OS/OR/AD/PW/CO,60647,,0425IL60647
Aunt Marthas Youth Service Center,,,1526 Otto Boulevard,,,Chicago Heights,IL,60411,(708)756-0326,TX/PV/OS/OR/AD/SS/MD,60411,,9628IL60411
Chicago Treatment and Counseling Center Inc III (CTCCI),,,1849 South Cicero Avenue,,,Cicero,IL,60804,(708)656-9500,TX/OS/DT/OD/OR/SS,60804,,6893IL60804
Pro Health Advocates Inc,,,5929 West Roosevelt Road,,,Cicero,IL,60402,(708)652-7190,TX/PV/OS/OR/SS,60402,,9682IL60402
Racing Industry Charitable Foundation,(RICF) at Hawthorne Racecourse,,3701 South Laramie Street,,,Cicero,IL,60804,(708)652-3075,TX/PV/OS/OR/DD/SS/CH,60804,,8690IL60804
Youth Outreach Services,,,6117 West Cermak Road,,,Cicero,IL,60804,(773)777-7112,TX/PV/OS/OR/AD/SS/FG,60804,,7673IL60804
Dewitt County Human Resource Center,Substance Abuse Treatment Program,,1150 Route 54 West,,,Clinton,IL,61727,(217)935-9496 Hotlme: (217)935-9496,TX/PV/OS/OR/DD/CM/MD,61727,,0402IL61727
Comprehensive Behavioral Services Inc,Crystal Lake,,333 Commerce Drive,,,Crystal Lake,IL,60014,(815)455-8264 Hotline:,TX/OS/OR/IO/SS,60014,,5912IL60014
Counseling Center,,,735-C McArdle Drive,,,Crystal Lake,IL,60014,(815)455-3400,TX/PV/OS/OR/IO/SS,60014,,0632IL60014
Northwest Community Counseling Servs,,,111 South Virginia Avenue,,,Crystal Lake,IL,60014-5936,(815)459-0499,TX/OS/OR/SG/PI,60014,5936.0,2168IL60014
Professional Consultations Inc,The Ambutal Medical Center,,4900 South Route 31,Suite 117,,Crystal Lake,IL,60012,(800)428-7260 Hotline: (800)428-7260,TX/PV/OS/OR/AD/DD/SS,60012,,1351IL60012
Prairie Center Health Systems Inc,,,3545 North Vermilion Street,,,Danville,IL,61832-1337,(217)477-4500 Hotline: (217)328-4500,TX/PV/OS/OR/IO/AD/DD/SS/MD/FG/PI,61832,1337.0,1303IL61832
Provena United Samaritans,Medical Center/Bridgeway Recover Centr,,600 Sager Avenue,,,Danville,IL,61832,(217)443-5629,TX/PV/OS/DT/OR/IO/ID/GH/MD/PI,61832,,5152IL61832
Veterans Affairs Medical Center,Alcohol/Drug Dependence Treatment Prog,,1900 East Main Street,,,Danville,IL,61832,,TX/PV/OS/OR/IO/RR/SS/GH,61832,,3587IL61832
Behavioral Advocate Group Inc,,,1900 East Lake Shore Drive,Suite 340,,Decatur,IL,62521,(217)233-3590,TX/OS/OR/IO/SS/SG/PI,62521,,0016IL62521
Chestnut Health Systems Inc,,,2130 North 27th Street,,,Decatur,IL,62526,(309)827-6026,TX/PV/OS/OR/IO/DD/SS/PI,62526,,7589IL62526
Heritage Behavioral Health Center,,,151 North Main Street,,,Decatur,IL,62523,(217)362-6262 Hotline: (217)362-6262,TX/ML/OS/DT/OD/OR/IO/RD/RR/AD/DD/PW/SS/TC/CM/MD/PI,62523,,7956IL62523
Saint Marys Treatment Center,,,1800 East Lakeshore Drive,,,Decatur,IL,62521,Hotline: (800)464-3784,TX/OS/DT/OD/OR/IO/ID/DD/HV/PW/SS/GH/MD/PI,62521,,5103IL62521
Ben Gordon Center,Substance Abuse Services Program,,12 Health Services Drive,,,DeKalb,IL,60115,(815)756-4875 Hotline: (815)758-6655,TX/PV/OS/OR/IO/AD/DD/SS/CM/MC/MD/PI,60115,,5776IL60115
Kishwaukee Hospital,Ale/Chem Dependency Treatment Center,,626 Bethany Road,,,DeKalb,IL,60115,,TX/PV/OS/OR/IO/GH/MC/PI,60115,,3597IL60115
Family Guidance Centers Inc,,,1689 Elk Boulevard,,,Des Plaines,IL,60016,(847)827-7517,TX/PV/OS/IO/AD/DD/SS,60016,,2139IL60016
Forest Healthy System Inc,,,555 Wilson Lane,,,Des Plaines,IL,60016,(847)635-4100 Hotline: (800)866-9600,TX/PV/OS/DT/OR/IO/ID/IR/AD/DD/SS/PH/MC/MD/PI,60016,,7831IL60016
Holy Family Medical Center,Keys to Recovery,,I 00 North River Road,,,Des Plaines,IL,60016,Hotlme: (847)298-9355,TX/PV/OS/DT/OR/IO/ID/IR/SS/GH/MC/PI,60016,,2566IL60016
Relapse Prevention Counseling Center,,,1330 Webford Street,,,Des Plaines,IL,60016,(847)824-2475,TX/PV/OS/OR/IO/AD/SS/SG/PI,60016,,6399IL60016
Adult Education Associates,,,748 Timbercreek Road,,,Dixon,IL,61021,(815)284-3940,TX/PV/OS/OR/IO/SS/SG/PI,61021,,0714IL61021
Dixon Correctional Center,,,2600 North Brinton Avenue,,,Dixon,IL,61021,(815)288-5561,TX/OS/IO/CJ,61021,,3060IL61021
Sinnissippi Centers Inc,All Ale/Substance Abuse Progs on Site,,325 Illinois Route 2,,,Dixon,IL,61021,Hotline: (800)242-7642,TX/PV/OS/OR/IO/AD/DD/HV/PW/SS/CM/CO/MD/PI,61021,,9826IL61021
CAP of Downers Grove,,,5329 Main Street,,,Downers Grove,IL,60515,(630)810-0186,TX/ML/OS/DT/OD/OR/DD/HV/PW/SS/PI,60515,,7667IL60515
